"Common_n","Iteration","Group","N_OTUs_tested","Fraction_nonuniform_P","Fraction_nonuniform_Q","Fraction_nonnormal_P","Fraction_nonnormal_Q","Median_IOD","Mean_IOD","Median_occupancy","Fraction_transient","Fraction_low_occupancy","Fraction_high_or_persistent"
10,1,"D0",2337,0.123234916559692,0.0577663671373556,0.181584582441114,0,0.720159303405957,0.752598417712414,0.8,0.0890029952931108,0.0890029952931108,0.704321780059906
10,1,"D1",2940,0.213265306122449,0.109863945578231,0.303401360544218,0,0.688311936153962,0.744157725953243,0.5,0.244557823129252,0.244557823129252,0.457142857142857
10,1,"D3",1005,0.230845771144279,0.14726368159204,0.550248756218905,0.486567164179104,0.425968732272281,0.602292791110473,0.2,0.50547263681592,0.50547263681592,0.261691542288557
10,1,"D5",679,0.363770250368188,0.290132547864507,0.511045655375552,0.406480117820324,0.564271430438563,0.779796547802251,0.3,0.456553755522828,0.456553755522828,0.272459499263623
10,1,"D6",697,0.507890961262554,0.433285509325681,0.571018651362984,0.477761836441894,0.602059991327962,0.846884488798531,0.2,0.529411764705882,0.529411764705882,0.182209469153515
10,1,"D7",531,0.544256120527307,0.480225988700565,0.76271186440678,0.715630885122411,0.482450088224729,0.842655717510133,0.1,0.717514124293785,0.717514124293785,0.0922787193973635
10,2,"D0",2331,0.125268125268125,0.0514800514800515,0.183183183183183,0,0.70217514421123,0.734325378514908,0.9,0.0999570999571,0.0999570999571,0.695409695409695
10,2,"D1",2960,0.212162162162162,0.105743243243243,0.297972972972973,0,0.722451100185542,0.747785509111506,0.5,0.249324324324324,0.249324324324324,0.473310810810811
10,2,"D3",984,0.215447154471545,0.13719512195122,0.552845528455285,0.492886178861789,0.425968732272281,0.576794362637234,0.2,0.504065040650406,0.504065040650406,0.244918699186992
10,2,"D5",690,0.37536231884058,0.314492753623188,0.53768115942029,0.417391304347826,0.564271430438563,0.807421791422085,0.3,0.478260869565217,0.478260869565217,0.268115942028986
10,2,"D6",706,0.515580736543909,0.436260623229462,0.626062322946176,0.542492917847025,0.564271430438563,0.863941462514837,0.2,0.572237960339943,0.572237960339943,0.164305949008499
10,2,"D7",521,0.566218809980806,0.483685220729367,0.796545105566219,0.752399232245681,0.482450088224729,0.899549521991959,0.1,0.737044145873321,0.737044145873321,0.09021113243762
10,3,"D0",2329,0.121082009446114,0.055817947617003,0.19295229909755,0,0.688311936153962,0.725599229184384,0.9,0.115070845856591,0.115070845856591,0.695577501073422
10,3,"D1",2930,0.173720136518771,0.0778156996587031,0.295904436860068,0,0.684959289893204,0.722026737752208,0.5,0.243003412969283,0.243003412969283,0.483276450511945
10,3,"D3",999,0.227227227227227,0.139139139139139,0.547547547547548,0.47047047047047,0.425968732272281,0.596777832152142,0.3,0.486486486486487,0.486486486486487,0.266266266266266
10,3,"D5",670,0.42089552238806,0.367164179104478,0.523880597014925,0.42089552238806,0.602059991327962,0.823747306992865,0.3,0.476119402985075,0.476119402985075,0.259701492537313
10,3,"D6",710,0.52112676056338,0.456338028169014,0.609859154929577,0.53943661971831,0.636822097587174,0.895365284561497,0.2,0.561971830985916,0.561971830985916,0.147887323943662
10,3,"D7",445,0.61123595505618,0.514606741573034,0.793258426966292,0.755056179775281,0.636822097587174,0.950624451672691,0.1,0.712359550561798,0.712359550561798,0.0853932584269663
10,4,"D0",2342,0.123398804440649,0.0576430401366354,0.182556648140231,0,0.708515322242249,0.746603423256177,0.8,0.0943637916310845,0.0943637916310845,0.7066609735269
10,4,"D1",2938,0.219196732471069,0.125595643294758,0.308373042886317,0,0.684959289893204,0.745278181155095,0.5,0.249489448604493,0.249489448604493,0.448264125255276
10,4,"D3",1056,0.25,0.169507575757576,0.556818181818182,0.495265151515151,0.479785671472196,0.620385018499673,0.2,0.514204545454545,0.514204545454545,0.242424242424242
10,4,"D5",649,0.36517719568567,0.298921417565485,0.568567026194145,0.494607087827427,0.482450088224729,0.76605066516193,0.2,0.50693374422188,0.50693374422188,0.24653312788906
10,4,"D6",720,0.518055555555556,0.436111111111111,0.634722222222222,0.548611111111111,0.602059991327962,0.858651067268591,0.2,0.5875,0.5875,0.163888888888889
10,4,"D7",512,0.564453125,0.478515625,0.7578125,0.693359375,0.564271430438563,0.905152771520012,0.1,0.6953125,0.6953125,0.1015625
10,5,"D0",2327,0.116458960034379,0.0575848732273313,0.183304647160069,0,0.709412626167625,0.739172854876751,0.9,0.0996991834980662,0.0996991834980662,0.695745595186936
10,5,"D1",2935,0.18160136286201,0.086541737649063,0.29778534923339,0,0.70217514421123,0.732504702880493,0.5,0.248040885860307,0.248040885860307,0.491993185689949
10,5,"D3",1103,0.241160471441523,0.151405258386219,0.543064369900272,0.479601087941976,0.425968732272281,0.614173961754845,0.3,0.488667271078876,0.488667271078876,0.258386219401632
10,5,"D5",724,0.412983425414365,0.324585635359116,0.531767955801105,0.435082872928177,0.564271430438563,0.799438759341069,0.3,0.482044198895028,0.482044198895028,0.252762430939227
10,5,"D6",716,0.532122905027933,0.460893854748603,0.63268156424581,0.547486033519553,0.652914439272875,0.896466990814343,0.2,0.592178770949721,0.592178770949721,0.162011173184358
10,5,"D7",414,0.536231884057971,0.458937198067633,0.739130434782609,0.669082125603865,0.477121254719662,0.873667615031388,0.2,0.673913043478261,0.673913043478261,0.111111111111111
10,6,"D0",2338,0.121043627031651,0.0568862275449102,0.179014989293362,0,0.711486561758015,0.75251656952761,0.85,0.0902480752780154,0.0902480752780154,0.705303678357571
10,6,"D1",2932,0.182128240109141,0.0879945429740791,0.296725784447476,0,0.708515322242249,0.731994315648554,0.5,0.240109140518417,0.240109140518417,0.484993178717599
10,6,"D3",1026,0.229044834307992,0.157894736842105,0.558479532163743,0.497076023391813,0.425968732272281,0.594987968156896,0.2,0.511695906432749,0.511695906432749,0.255360623781676
10,6,"D5",675,0.392592592592593,0.311111111111111,0.557037037037037,0.493333333333333,0.482450088224729,0.764898293365829,0.2,0.506666666666667,0.506666666666667,0.24
10,6,"D6",682,0.55425219941349,0.483870967741935,0.605571847507331,0.526392961876833,0.669006780958576,0.899756046299412,0.2,0.567448680351906,0.567448680351906,0.153958944281525
10,6,"D7",510,0.582352941176471,0.523529411764706,0.780392156862745,0.750980392156863,0.602059991327962,0.956949780870915,0.1,0.72156862745098,0.72156862745098,0.0843137254901961
10,7,"D0",2339,0.122274476271911,0.056434373663959,0.179366438356164,0,0.71120446075303,0.750967518269462,0.8,0.0902094912355708,0.0902094912355708,0.705429670799487
10,7,"D1",2921,0.164669633687093,0.0729202327969873,0.304005477576173,0,0.675846205488881,0.714404162673307,0.5,0.245463882232112,0.245463882232112,0.478945566586785
10,7,"D3",994,0.231388329979879,0.147887323943662,0.582494969818913,0.522132796780684,0.367976785294594,0.572437603053791,0.2,0.535211267605634,0.535211267605634,0.237424547283702
10,7,"D5",713,0.401122019635344,0.318373071528752,0.55960729312763,0.483870967741935,0.544068044350276,0.790739372432232,0.3,0.496493688639551,0.496493688639551,0.242636746143057
10,7,"D6",757,0.50330250990753,0.42668428005284,0.607661822985469,0.516512549537649,0.610028920999238,0.886345370387785,0.2,0.556142668428005,0.556142668428005,0.165125495376486
