"Common_n","Iteration","Group","N_OTUs_tested","Fraction_nonuniform_P","Fraction_nonuniform_Q","Fraction_nonnormal_P","Fraction_nonnormal_Q","Median_IOD","Mean_IOD","Median_occupancy","Fraction_transient","Fraction_low_occupancy","Fraction_high_or_persistent"
14,1,"D0",2347,0.135918193438432,0.0771197273114614,0.288453344695356,0.102258201959949,0.854020415692855,0.894578760221466,0.857142857142857,0.0967192160204516,0.0967192160204516,0.712398806987644
14,1,"D1",3039,0.215860480421191,0.125370187561698,0.424481737413623,0.335307666995722,0.863780252982011,0.864303853252531,0.5,0.270154656136887,0.270154656136887,0.466600855544587
14,1,"D3",1135,0.237004405286344,0.160352422907489,0.703964757709251,0.683700440528634,0.495295223648249,0.660807442346161,0.214285714285714,0.549779735682819,0.549779735682819,0.228193832599119
14,1,"D5",779,0.387676508344031,0.364569961489089,0.715019255455712,0.679075738125802,0.5936268237911,0.853047168097449,0.214285714285714,0.540436456996149,0.540436456996149,0.229781771501926
14,1,"D6",755,0.524503311258278,0.51523178807947,0.786754966887417,0.768211920529801,0.678448337191417,0.957155727646228,0.142857142857143,0.622516556291391,0.622516556291391,0.141721854304636
14,1,"D7",532,0.603383458646617,0.593984962406015,0.892857142857143,0.890977443609023,0.652469494805563,0.970942571726138,0.142857142857143,0.776315789473684,0.776315789473684,0.0958646616541353
14,2,"D0",2347,0.135918193438432,0.0771197273114614,0.288453344695356,0.102258201959949,0.854020415692855,0.894578760221466,0.857142857142857,0.0967192160204516,0.0967192160204516,0.712398806987644
14,2,"D1",3039,0.215860480421191,0.125370187561698,0.424481737413623,0.335307666995722,0.863780252982011,0.864303853252531,0.5,0.270154656136887,0.270154656136887,0.466600855544587
14,2,"D3",1121,0.239964317573595,0.173951828724353,0.711864406779661,0.695807314897413,0.495295223648249,0.651026052677344,0.214285714285714,0.575379125780553,0.575379125780553,0.221231043710972
14,2,"D5",804,0.406716417910448,0.383084577114428,0.701492537313433,0.671641791044776,0.652469494805563,0.868012594561586,0.214285714285714,0.536069651741294,0.536069651741294,0.212686567164179
14,2,"D6",764,0.510471204188482,0.490837696335079,0.784031413612565,0.75130890052356,0.678448337191417,0.948768902987078,0.214285714285714,0.606020942408377,0.606020942408377,0.130890052356021
14,2,"D7",555,0.545945945945946,0.52972972972973,0.895495495495495,0.89009009009009,0.495295223648249,0.911517067591731,0.0714285714285714,0.781981981981982,0.781981981981982,0.0936936936936937
14,3,"D0",2347,0.135918193438432,0.0771197273114614,0.288453344695356,0.102258201959949,0.854020415692855,0.894578760221466,0.857142857142857,0.0967192160204516,0.0967192160204516,0.712398806987644
14,3,"D1",3039,0.215860480421191,0.125370187561698,0.424481737413623,0.335307666995722,0.863780252982011,0.864303853252531,0.5,0.270154656136887,0.270154656136887,0.466600855544587
14,3,"D3",1142,0.246059544658494,0.176882661996497,0.709281961471103,0.688266199649737,0.495295223648249,0.663863983493695,0.214285714285714,0.5569176882662,0.5569176882662,0.228546409807356
14,3,"D5",788,0.431472081218274,0.407360406091371,0.704314720812183,0.67005076142132,0.678448337191417,0.910538557665463,0.214285714285714,0.529187817258883,0.529187817258883,0.227157360406091
14,3,"D6",747,0.539491298527443,0.520749665327979,0.784471218206158,0.763052208835341,0.68768899392633,0.96505863331944,0.142857142857143,0.62516733601071,0.62516733601071,0.140562248995984
14,3,"D7",607,0.523887973640857,0.518945634266886,0.906095551894563,0.902800658978583,0.477121254719662,0.82418763787902,0.0714285714285714,0.815485996705107,0.815485996705107,0.0691927512355848
14,4,"D0",2347,0.135918193438432,0.0771197273114614,0.288453344695356,0.102258201959949,0.854020415692855,0.894578760221466,0.857142857142857,0.0967192160204516,0.0967192160204516,0.712398806987644
14,4,"D1",3039,0.215860480421191,0.125370187561698,0.424481737413623,0.335307666995722,0.863780252982011,0.864303853252531,0.5,0.270154656136887,0.270154656136887,0.466600855544587
14,4,"D3",1194,0.241206030150754,0.169179229480737,0.693467336683417,0.671691792294807,0.495295223648249,0.677587792845765,0.214285714285714,0.546901172529313,0.546901172529313,0.23534338358459
14,4,"D5",766,0.37597911227154,0.349869451697128,0.699738903394256,0.672323759791123,0.5936268237911,0.826668284096212,0.214285714285714,0.548302872062663,0.548302872062663,0.224543080939948
14,4,"D6",780,0.512820512820513,0.497435897435897,0.78974358974359,0.761538461538461,0.678448337191417,0.936298510410663,0.214285714285714,0.611538461538462,0.611538461538462,0.143589743589744
14,4,"D7",519,0.556840077071291,0.545279383429672,0.892100192678227,0.882466281310212,0.602059991327962,0.959399129876769,0.142857142857143,0.761078998073218,0.761078998073218,0.0867052023121387
14,5,"D0",2347,0.135918193438432,0.0771197273114614,0.288453344695356,0.102258201959949,0.854020415692855,0.894578760221466,0.857142857142857,0.0967192160204516,0.0967192160204516,0.712398806987644
14,5,"D1",3039,0.215860480421191,0.125370187561698,0.424481737413623,0.335307666995722,0.863780252982011,0.864303853252531,0.5,0.270154656136887,0.270154656136887,0.466600855544587
14,5,"D3",1174,0.256388415672913,0.171209540034072,0.701022146507666,0.682282793867121,0.495295223648249,0.669068116600994,0.214285714285714,0.563032367972743,0.563032367972743,0.224872231686542
14,5,"D5",786,0.432569974554707,0.409669211195929,0.709923664122137,0.66412213740458,0.652469494805563,0.888390256644817,0.214285714285714,0.534351145038168,0.534351145038168,0.216284987277354
14,5,"D6",758,0.509234828496042,0.490765171503958,0.773087071240106,0.74934036939314,0.678448337191417,0.947962425422752,0.214285714285714,0.605540897097625,0.605540897097625,0.150395778364116
14,5,"D7",567,0.585537918871252,0.578483245149912,0.91710758377425,0.915343915343915,0.5936268237911,0.940806512688288,0.0714285714285714,0.814814814814815,0.814814814814815,0.0864197530864197
14,6,"D0",2347,0.135918193438432,0.0771197273114614,0.288453344695356,0.102258201959949,0.854020415692855,0.894578760221466,0.857142857142857,0.0967192160204516,0.0967192160204516,0.712398806987644
14,6,"D1",3039,0.215860480421191,0.125370187561698,0.424481737413623,0.335307666995722,0.863780252982011,0.864303853252531,0.5,0.270154656136887,0.270154656136887,0.466600855544587
