OTUID,D0,D1,D3,D5,D6,D7
OTU_1339,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_134,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
OTU_1340,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1341,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
OTU_1342,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
OTU_1343,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1344,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
OTU_1345,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1346,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1347,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1348,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1349,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_135,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
OTU_1350,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1351,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1352,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1353,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
OTU_1354,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1355,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
OTU_1356,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
OTU_1357,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1358,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
OTU_1359,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
OTU_136,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
OTU_1360,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1361,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1362,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
OTU_1363,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1364,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
OTU_1365,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1366,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
OTU_1367,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
OTU_1368,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
OTU_1369,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
OTU_137,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
OTU_1370,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
OTU_1371,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
OTU_1372,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
OTU_1373,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
OTU_1374,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
OTU_1375,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
OTU_1376,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
OTU_1377,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
OTU_1378,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
OTU_1379,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
OTU_138,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
OTU_1380,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1381,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1382,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1383,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1384,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
OTU_1385,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
OTU_1386,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1387,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
OTU_1388,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1389,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_139,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
OTU_1390,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1391,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
OTU_1392,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1393,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1394,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1395,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
OTU_1396,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
OTU_1397,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1398,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1399,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_140,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
OTU_1400,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1401,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1402,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1403,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1404,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1405,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1406,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1407,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1408,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
OTU_1409,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_141,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
OTU_1410,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1411,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1412,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
OTU_1413,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
OTU_1414,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1415,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1416,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1417,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1418,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
OTU_1419,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_142,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
OTU_1420,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1421,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
OTU_1422,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1423,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
OTU_1424,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1425,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
OTU_1426,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
OTU_1427,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1428,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1429,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_143,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
OTU_1430,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
OTU_1431,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
OTU_1432,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
OTU_1433,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
OTU_1434,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1435,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
OTU_1436,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1437,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1438,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1439,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_144,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
OTU_1440,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1441,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1442,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1443,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
OTU_1444,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
OTU_1445,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
OTU_1446,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1447,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
OTU_1448,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
OTU_1449,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
OTU_145,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1450,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1451,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1452,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1453,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1454,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
OTU_1455,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
OTU_1456,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
OTU_1457,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1458,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1459,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
OTU_146,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
OTU_1460,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
OTU_1461,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1462,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1463,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
OTU_1464,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1465,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1466,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1467,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1468,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1469,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
OTU_147,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1470,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
OTU_1471,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1472,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1473,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
OTU_1474,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
OTU_1475,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1476,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1477,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1478,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1479,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_148,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1480,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
OTU_1481,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
OTU_1482,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
OTU_1483,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
OTU_1484,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
OTU_1485,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
OTU_1486,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
OTU_1487,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
OTU_1488,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
OTU_1489,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
OTU_149,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
OTU_1490,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
OTU_1491,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
OTU_1492,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
OTU_1493,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
OTU_1494,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
OTU_1495,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
OTU_1496,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
OTU_1497,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
OTU_1498,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
OTU_1499,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
OTU_15,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_150,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
OTU_1500,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
OTU_1501,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
OTU_1502,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
OTU_1503,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
OTU_1504,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
OTU_1505,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
OTU_1506,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
OTU_1507,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
OTU_1508,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
OTU_1509,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
OTU_151,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
OTU_1510,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
OTU_1511,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
OTU_1512,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1513,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1514,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1515,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
OTU_1516,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
OTU_1517,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
OTU_1518,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1519,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_152,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
OTU_1520,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
OTU_1521,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1522,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1523,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1524,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
OTU_1525,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1526,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1527,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1528,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1529,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_153,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
OTU_1530,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1531,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1532,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1533,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
OTU_1534,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1535,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1536,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
OTU_1537,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1538,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1539,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
OTU_154,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1540,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1541,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1542,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
OTU_1543,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1544,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
OTU_1545,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1546,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1547,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1548,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1549,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_155,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
OTU_1550,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1551,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
OTU_1552,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1553,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
OTU_1554,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
OTU_1555,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1556,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1557,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
OTU_1558,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1559,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_156,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
OTU_1560,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
OTU_1561,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
OTU_1562,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1563,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1564,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1565,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
OTU_1566,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1567,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1568,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1569,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
OTU_157,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
OTU_1570,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
OTU_1571,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
OTU_1572,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
OTU_1573,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1574,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
OTU_1575,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1576,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
OTU_1577,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
OTU_1578,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
OTU_1579,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_158,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
OTU_1580,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
OTU_1581,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1582,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
OTU_1583,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
OTU_1584,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1585,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
OTU_1586,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1587,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1588,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1589,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_159,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
OTU_1590,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1591,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1592,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1593,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1594,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1595,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1596,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1597,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
OTU_1598,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1599,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_16,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_160,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1600,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1601,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
OTU_1602,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
OTU_1603,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1604,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
OTU_1605,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1606,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1607,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
OTU_1608,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1609,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_161,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
OTU_1610,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
OTU_1611,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
OTU_1612,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1613,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1614,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1615,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1616,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1617,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
OTU_1618,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1619,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_162,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1620,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1621,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
OTU_1622,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1623,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1624,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
OTU_1625,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
OTU_1626,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
OTU_1627,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1628,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1629,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_163,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
OTU_1630,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1631,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1632,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1633,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
OTU_1634,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
OTU_1635,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1636,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
OTU_1637,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1638,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1639,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_164,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
OTU_1640,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1641,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1642,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1643,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1644,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1645,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
OTU_1646,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1647,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1648,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
OTU_1649,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
OTU_165,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1650,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1651,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1652,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1653,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1654,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1655,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1656,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1657,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
OTU_1658,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1659,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_166,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
OTU_1660,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1661,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1662,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1663,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
OTU_1664,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
OTU_1665,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1666,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1667,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
OTU_1668,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1669,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
OTU_167,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1670,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1671,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
OTU_1672,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1673,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1674,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1675,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
OTU_1676,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1677,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
OTU_1678,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OTU_1679,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
OTU_168,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
