OTUID,OTU_group,Treatment,n_replicates,occupancy,retained,mean_RA,median_RA_present,median_RA_D0,occupancy_D0,log10_shift_vs_D0
OTU_1009,Rare OTUs,D3,20,0.45,TRUE,1.611610327730244e-5,2.96815173191654e-5,2.373136101443e-4,1,-0.7662657126628449
OTU_1009,Rare OTUs,D5,20,0.35,TRUE,1.235990072186281e-5,3.07626049773895e-5,2.373136101443e-4,1,-0.7554612019269742
OTU_1009,Rare OTUs,D6,40,0.4,TRUE,2.107192181402014e-5,4.3647109454826154e-5,2.373136101443e-4,1,-0.643915027951727
OTU_1009,Rare OTUs,D7,40,0.125,TRUE,7.687914103810412e-5,2.84600278908273e-4,2.373136101443e-4,1,0.07508408164858027
OTU_1010,Abundant OTUs,D0,14,1,TRUE,0.014315019821254514,0.01502689703478125,0.01502689703478125,1,0
OTU_1010,Abundant OTUs,D1,14,1,TRUE,0.006146303597932198,0.00584561175582211,0.01502689703478125,1,-0.4094395003481872
OTU_1010,Abundant OTUs,D3,20,0.85,TRUE,6.814529464714322e-5,5.82733603333236e-5,0.01502689703478125,1,-2.322893521771835
OTU_1010,Abundant OTUs,D5,20,0.15,TRUE,4.48035806778109e-6,2.96815173191654e-5,0.01502689703478125,1,-2.544624994967408
OTU_1010,Abundant OTUs,D6,40,0.3,TRUE,3.566356654870841e-5,5.944239620514375e-5,0.01502689703478125,1,-2.3158510032478548
OTU_1010,Abundant OTUs,D7,40,0.125,TRUE,9.301852846299015e-6,3.24327830571141e-5,0.01502689703478125,1,-2.5176396691940646
