Cutoff_label,dominance_cutoff,n_subsample,OTU_group,Treatment,Occupancy_class,prop_Mean,prop_Median,prop_Q2.5,prop_Q97.5,n_Median,N_iterations
0.1%,0.001,12,Abundant OTUs,D6,Intermediate (0.25-0.50],0.05873559862586857,0.056074766355140186,0.027777777777777776,0.08490566037735849,6,1000
0.1%,0.001,12,Abundant OTUs,D6,High (0.50-<1.00),0.07529315080764835,0.07407407407407407,0.045871559633027525,0.1111111111111111,8,1000
0.1%,0.001,12,Abundant OTUs,D6,Persistent (1.00),0.06286505137841293,0.06542056074766354,0.03636363636363636,0.08411214953271028,7,1000
0.1%,0.001,12,Abundant OTUs,D7,Lost (0),0.7407687310724816,0.7407407407407407,0.6880733944954128,0.7889908256880734,80,1000
0.1%,0.001,12,Abundant OTUs,D7,Transient (0-0.25],0.12191372197110453,0.12037037037037036,0.07272727272727272,0.17592592592592593,13,1000
0.1%,0.001,12,Abundant OTUs,D7,Intermediate (0.25-0.50],0.05040847451390234,0.05454545454545454,0.01834862385321101,0.07476635514018691,6,1000
0.1%,0.001,12,Abundant OTUs,D7,High (0.50-<1.00),0.04989120935280258,0.04672897196261682,0.027522935779816515,0.07407407407407407,5,1000
0.1%,0.001,12,Abundant OTUs,D7,Persistent (1.00),0.037017863089708905,0.03669724770642202,0.02727272727272727,0.05454545454545454,4,1000
0.1%,0.001,12,Rare OTUs,D0,Lost (0),0,0,0,0,0,1000
0.1%,0.001,12,Rare OTUs,D0,Transient (0-0.25],0.14463100379492386,0.1447132616487455,0.12942230183609493,0.16003576218149307,323,1000
0.1%,0.001,12,Rare OTUs,D0,Intermediate (0.25-0.50],0.16536874039089622,0.16368515205724507,0.1557743957027753,0.1876399462606359,366,1000
0.1%,0.001,12,Rare OTUs,D0,High (0.50-<1.00),0.3336897228023377,0.3342269883824844,0.32275368797496645,0.341987466427932,747,1000
0.1%,0.001,12,Rare OTUs,D0,Persistent (1.00),0.3563105330118422,0.35570469798657717,0.3512304250559284,0.3614349775784753,795,1000
0.1%,0.001,12,Rare OTUs,D1,Lost (0),0.07268941456867578,0.07248322147651007,0.06704814162946451,0.07882127000333712,162,1000
0.1%,0.001,12,Rare OTUs,D1,Transient (0-0.25],0.2960145002021947,0.2956833167648768,0.287248322147651,0.30576665176575774,661,1000
0.1%,0.001,12,Rare OTUs,D1,Intermediate (0.25-0.50],0.21338293515018417,0.21422182468694095,0.20071300150247504,0.2225213678805248,479,1000
0.1%,0.001,12,Rare OTUs,D1,High (0.50-<1.00),0.28784076527875846,0.289067719860134,0.276386404293381,0.296198112528564,646,1000
0.1%,0.001,12,Rare OTUs,D1,Persistent (1.00),0.13007238480018687,0.12712623097582812,0.12421805183199285,0.14936366770839385,284,1000
0.1%,0.001,12,Rare OTUs,D3,Lost (0),0.7577651117853971,0.7568293775190327,0.7415026833631485,0.7784293056727787,1693,1000
0.1%,0.001,12,Rare OTUs,D3,Transient (0-0.25],0.13510974740622436,0.1352559617107031,0.12248547161376844,0.1443930379753165,302,1000
0.1%,0.001,12,Rare OTUs,D3,Intermediate (0.25-0.50],0.04206697153407706,0.04202056325435852,0.03579378324188688,0.049262740506748545,94,1000
0.1%,0.001,12,Rare OTUs,D3,High (0.50-<1.00),0.03527480980097437,0.03528360875390799,0.030397854269110416,0.041184046223923035,79,1000
0.1%,0.001,12,Rare OTUs,D3,Persistent (1.00),0.029783359473327182,0.02993744414655943,0.027268663388466695,0.032618773826972876,67,1000
0.1%,0.001,12,Rare OTUs,D5,Lost (0),0.863892418520319,0.8636566830576665,0.8554762732643707,0.8739383102369245,1931,1000
0.1%,0.001,12,Rare OTUs,D5,Transient (0-0.25],0.07449020898668356,0.07465355386678588,0.06579904723561458,0.08262709538959409,167,1000
0.1%,0.001,12,Rare OTUs,D5,Intermediate (0.25-0.50],0.021544420007696623,0.021486123545210387,0.017433868727386472,0.025503355704697986,48,1000
0.1%,0.001,12,Rare OTUs,D5,High (0.50-<1.00),0.02720983304998504,0.027256478999106343,0.024566507171281216,0.030357481815861675,61,1000
0.1%,0.001,12,Rare OTUs,D5,Persistent (1.00),0.012863119435315826,0.012963790791238265,0.010728654447921324,0.015638963360142984,29,1000
0.1%,0.001,12,Rare OTUs,D6,Lost (0),0.8671045269888783,0.8666368248284094,0.8528589608794319,0.8815383604146825,1937.5,1000
0.1%,0.001,12,Rare OTUs,D6,Transient (0-0.25],0.08231874486219361,0.08232662192393736,0.06950361514466602,0.09539165062903866,184,1000
0.1%,0.001,12,Rare OTUs,D6,Intermediate (0.25-0.50],0.023373499580515076,0.023255813953488372,0.018336314847942754,0.028622540250447227,52,1000
0.1%,0.001,12,Rare OTUs,D6,High (0.50-<1.00),0.0213386581442945,0.021457308895842648,0.01700204703989627,0.02512074977418249,48,1000
0.1%,0.001,12,Rare OTUs,D6,Persistent (1.00),0.005864570424118506,0.005813953488372093,0.0040214028189049355,0.008053691275167786,13,1000
0.1%,0.001,12,Rare OTUs,D7,Lost (0),0.8809185392589323,0.8812989862072176,0.8521644941948343,0.9071748878923767,1970,1000
0.1%,0.001,12,Rare OTUs,D7,Transient (0-0.25],0.09589018464349269,0.09574944071588366,0.07011410414291935,0.12394299048892272,214,1000
0.1%,0.001,12,Rare OTUs,D7,Intermediate (0.25-0.50],0.01122951250959377,0.011180679785330949,0.007609668755595345,0.015206064833128604,25,1000
0.1%,0.001,12,Rare OTUs,D7,High (0.50-<1.00),0.011178969599721093,0.011180679785330949,0.008046490835940992,0.014751899865891819,25,1000
0.1%,0.001,12,Rare OTUs,D7,Persistent (1.00),7.827939882601432e-4,8.94054537326777e-4,0,0.0017937219730941704,2,1000
0.1%,0.001,14,Abundant OTUs,D0,Lost (0),0,0,0,0,0,1000
0.1%,0.001,14,Abundant OTUs,D0,Transient (0-0.25],0,0,0,0,0,1000
0.1%,0.001,14,Abundant OTUs,D0,Intermediate (0.25-0.50],0,0,0,0,0,1000
0.1%,0.001,14,Abundant OTUs,D0,High (0.50-<1.00),0,0,0,0,0,1000
0.1%,0.001,14,Abundant OTUs,D0,Persistent (1.00),1,1,1,1,110,1000
0.1%,0.001,14,Abundant OTUs,D1,Lost (0),0,0,0,0,0,1000
0.1%,0.001,14,Abundant OTUs,D1,Transient (0-0.25],0,0,0,0,0,1000
0.1%,0.001,14,Abundant OTUs,D1,Intermediate (0.25-0.50],0.00909090909090909,0.00909090909090909,0.00909090909090909,0.00909090909090909,1,1000
0.1%,0.001,14,Abundant OTUs,D1,High (0.50-<1.00),0.07272727272727272,0.07272727272727272,0.07272727272727272,0.07272727272727272,8,1000
0.1%,0.001,14,Abundant OTUs,D1,Persistent (1.00),0.9181818181818182,0.9181818181818182,0.9181818181818182,0.9181818181818182,101,1000
0.1%,0.001,14,Abundant OTUs,D3,Lost (0),0.4349090909090909,0.43636363636363634,0.4090909090909091,0.4727272727272727,48,1000
0.1%,0.001,14,Abundant OTUs,D3,Transient (0-0.25],0.18947272727272726,0.19090909090909092,0.15454545454545454,0.21818181818181817,21,1000
0.1%,0.001,14,Abundant OTUs,D3,Intermediate (0.25-0.50],0.07111818181818182,0.07272727272727272,0.045454545454545456,0.1,8,1000
0.1%,0.001,14,Abundant OTUs,D3,High (0.50-<1.00),0.12042727272727272,0.11818181818181818,0.1,0.14545454545454545,13,1000
0.1%,0.001,14,Abundant OTUs,D3,Persistent (1.00),0.18407272727272728,0.18181818181818182,0.18181818181818182,0.2,20,1000
0.1%,0.001,14,Abundant OTUs,D5,Lost (0),0.6659636363636364,0.6636363636363637,0.6363636363636364,0.7,73,1000
0.1%,0.001,14,Abundant OTUs,D5,Transient (0-0.25],0.1262818181818182,0.12727272727272726,0.08181818181818182,0.15454545454545454,14,1000
0.1%,0.001,14,Abundant OTUs,D5,Intermediate (0.25-0.50],0.011518181818181818,0.00909090909090909,0,0.02727272727272727,1,1000
0.1%,0.001,14,Abundant OTUs,D5,High (0.50-<1.00),0.09707272727272727,0.1,0.08181818181818182,0.10909090909090909,11,1000
0.1%,0.001,14,Abundant OTUs,D5,Persistent (1.00),0.09916363636363637,0.1,0.09090909090909091,0.11818181818181818,11,1000
0.1%,0.001,14,Abundant OTUs,D6,Lost (0),0.7220454545454545,0.7181818181818181,0.7,0.7454545454545455,79,1000
0.1%,0.001,14,Abundant OTUs,D6,Transient (0-0.25],0.0688,0.07272727272727272,0.02727272727272727,0.10909090909090909,8,1000
0.1%,0.001,14,Abundant OTUs,D6,Intermediate (0.25-0.50],0.0713090909090909,0.07272727272727272,0.045454545454545456,0.1,8,1000
0.1%,0.001,14,Abundant OTUs,D6,High (0.50-<1.00),0.07901818181818182,0.07272727272727272,0.045454545454545456,0.10909090909090909,8,1000
0.1%,0.001,14,Abundant OTUs,D6,Persistent (1.00),0.05882727272727272,0.06363636363636363,0.03636363636363636,0.08181818181818182,7,1000
0.1%,0.001,14,Abundant OTUs,D7,Lost (0),0.7321454545454545,0.7363636363636363,0.6818181818181818,0.7818181818181819,81,1000
0.1%,0.001,14,Abundant OTUs,D7,Transient (0-0.25],0.12128181818181817,0.11818181818181818,0.07272727272727272,0.18181818181818182,13,1000
0.1%,0.001,14,Abundant OTUs,D7,Intermediate (0.25-0.50],0.06077272727272727,0.06363636363636363,0.03636363636363636,0.08181818181818182,7,1000
0.1%,0.001,14,Abundant OTUs,D7,High (0.50-<1.00),0.05082727272727273,0.05454545454545454,0.02727272727272727,0.07272727272727272,6,1000
0.1%,0.001,14,Abundant OTUs,D7,Persistent (1.00),0.03497272727272727,0.03636363636363636,0.02727272727272727,0.045454545454545456,4,1000
0.1%,0.001,14,Rare OTUs,D0,Lost (0),0,0,0,0,0,1000
0.1%,0.001,14,Rare OTUs,D0,Transient (0-0.25],0.10147518998658918,0.10147518998658918,0.10147518998658918,0.10147518998658918,227,1000
0.1%,0.001,14,Rare OTUs,D0,Intermediate (0.25-0.50],0.20026821636119804,0.20026821636119804,0.20026821636119804,0.20026821636119804,448,1000
0.1%,0.001,14,Rare OTUs,D0,High (0.50-<1.00),0.356727760393384,0.356727760393384,0.356727760393384,0.356727760393384,798,1000
0.1%,0.001,14,Rare OTUs,D0,Persistent (1.00),0.34152883325882877,0.34152883325882877,0.34152883325882877,0.34152883325882877,764,1000
0.1%,0.001,14,Rare OTUs,D1,Lost (0),0.06034868126955744,0.06034868126955744,0.06034868126955744,0.06034868126955744,135,1000
0.1%,0.001,14,Rare OTUs,D1,Transient (0-0.25],0.2650871703173894,0.2650871703173894,0.2650871703173894,0.2650871703173894,593,1000
0.1%,0.001,14,Rare OTUs,D1,Intermediate (0.25-0.50],0.25033527045149756,0.25033527045149756,0.25033527045149756,0.25033527045149756,560,1000
0.1%,0.001,14,Rare OTUs,D1,High (0.50-<1.00),0.3021904336164506,0.3021904336164506,0.3021904336164506,0.3021904336164506,676,1000
0.1%,0.001,14,Rare OTUs,D1,Persistent (1.00),0.12203844434510505,0.12203844434510505,0.12203844434510505,0.12203844434510505,273,1000
0.1%,0.001,14,Rare OTUs,D3,Lost (0),0.7449950827000447,0.7443004023245418,0.7326665176575772,0.7621814930710773,1665,1000
0.1%,0.001,14,Rare OTUs,D3,Transient (0-0.25],0.13741037103263298,0.13768439874832364,0.12828565042467588,0.14573088958426464,308,1000
0.1%,0.001,14,Rare OTUs,D3,Intermediate (0.25-0.50],0.052526598122485474,0.05274921770227984,0.04604380867232901,0.059007599463567276,118,1000
0.1%,0.001,14,Rare OTUs,D3,High (0.50-<1.00),0.03661332141260617,0.03620920876173447,0.03218596334376397,0.041573535985695124,81,1000
0.1%,0.001,14,Rare OTUs,D3,Persistent (1.00),0.028454626732230665,0.028609745194456863,0.02637460885113992,0.030844881537773806,64,1000
0.1%,0.001,14,Rare OTUs,D5,Lost (0),0.857221725525257,0.8569512740277156,0.8502458649977649,0.8658918194009835,1917,1000
0.1%,0.001,14,Rare OTUs,D5,Transient (0-0.25],0.07584175234689317,0.07644166294143943,0.06750111756817166,0.08225301743406348,171,1000
0.1%,0.001,14,Rare OTUs,D5,Intermediate (0.25-0.50],0.026560125167635226,0.02682163611980331,0.0232454179704962,0.029503799731783638,60,1000
0.1%,0.001,14,Rare OTUs,D5,High (0.50-<1.00),0.028392489941886454,0.028609745194456863,0.02592758158247653,0.030397854269110416,64,1000
0.1%,0.001,14,Rare OTUs,D5,Persistent (1.00),0.011983907018328119,0.012069736253911488,0.010281627179257935,0.014304872597228431,27,1000
0.1%,0.001,14,Rare OTUs,D6,Lost (0),0.8596517657577112,0.8591864103710326,0.8475525257040679,0.8739383102369245,1922,1000
0.1%,0.001,14,Rare OTUs,D6,Transient (0-0.25],0.08433527045149754,0.08448815377738042,0.07241841752346893,0.09566383549396514,189,1000
0.1%,0.001,14,Rare OTUs,D6,Intermediate (0.25-0.50],0.02876754582029504,0.028609745194456863,0.023692445239159587,0.033974072418417524,64,1000
0.1%,0.001,14,Rare OTUs,D6,High (0.50-<1.00),0.021961555654894948,0.021904336164506034,0.017881090746535537,0.02592758158247653,49,1000
0.1%,0.001,14,Rare OTUs,D6,Persistent (1.00),0.005283862315601252,0.005364327223960662,0.003576218149307108,0.007152436298614216,12,1000
0.1%,0.001,14,Rare OTUs,D7,Lost (0),0.8702038444345105,0.8703620920876174,0.843540455967814,0.8971949038891373,1947,1000
0.1%,0.001,14,Rare OTUs,D7,Transient (0-0.25],0.10392132320071525,0.10371032632990612,0.07687751452838623,0.1305543138131426,232,1000
0.1%,0.001,14,Rare OTUs,D7,Intermediate (0.25-0.50],0.013827000447027268,0.013857845328565042,0.009834599910594547,0.018775145283862316,31,1000
0.1%,0.001,14,Rare OTUs,D7,High (0.50-<1.00),0.011459544032185964,0.0116227089852481,0.008482342422887796,0.014304872597228431,26,1000
0.1%,0.001,14,Rare OTUs,D7,Persistent (1.00),5.882878855610192e-4,4.470272686633885e-4,0,0.0013410818059901655,1,1000
1%,0.01,8,Abundant OTUs,D0,Lost (0),0,0,0,0,0,1000
1%,0.01,8,Abundant OTUs,D0,Transient (0-0.25],0,0,0,0,0,1000
1%,0.01,8,Abundant OTUs,D0,Intermediate (0.25-0.50],0,0,0,0,0,1000
1%,0.01,8,Abundant OTUs,D0,High (0.50-<1.00),0,0,0,0,0,1000
1%,0.01,8,Abundant OTUs,D0,Persistent (1.00),1,1,1,1,13,1000
1%,0.01,8,Abundant OTUs,D1,Lost (0),0,0,0,0,0,1000
1%,0.01,8,Abundant OTUs,D1,Transient (0-0.25],0,0,0,0,0,1000
1%,0.01,8,Abundant OTUs,D1,Intermediate (0.25-0.50],0,0,0,0,0,1000
1%,0.01,8,Abundant OTUs,D1,High (0.50-<1.00),0,0,0,0,0,1000
1%,0.01,8,Abundant OTUs,D1,Persistent (1.00),1,1,1,1,13,1000
1%,0.01,8,Abundant OTUs,D3,Lost (0),0.17886813186813186,0.15384615384615385,0.14285714285714285,0.23076923076923078,2,1000
1%,0.01,8,Abundant OTUs,D3,Transient (0-0.25],0.11502197802197803,0.14285714285714285,0,0.23076923076923078,2,1000
1%,0.01,8,Abundant OTUs,D3,Intermediate (0.25-0.50],0.11887362637362638,0.14285714285714285,0,0.23076923076923078,2,1000
1%,0.01,8,Abundant OTUs,D3,High (0.50-<1.00),0.19146153846153846,0.21428571428571427,0.07692307692307693,0.3076923076923077,3,1000
1%,0.01,8,Abundant OTUs,D3,Persistent (1.00),0.3957747252747253,0.38461538461538464,0.35714285714285715,0.5,5,1000
1%,0.01,8,Abundant OTUs,D5,Lost (0),0.3805989010989011,0.38461538461538464,0.21428571428571427,0.5392857142857135,5,1000
1%,0.01,8,Abundant OTUs,D5,Transient (0-0.25],0.23826373626373626,0.23076923076923078,0.07142857142857142,0.38461538461538464,3,1000
1%,0.01,8,Abundant OTUs,D5,Intermediate (0.25-0.50],0.038972527472527475,0,0,0.14285714285714285,0,1000
1%,0.01,8,Abundant OTUs,D5,High (0.50-<1.00),0.044054945054945054,0.07142857142857142,0,0.07692307692307693,1,1000
1%,0.01,8,Abundant OTUs,D5,Persistent (1.00),0.2981098901098901,0.3076923076923077,0.2857142857142857,0.3076923076923077,4,1000
1%,0.01,8,Abundant OTUs,D6,Lost (0),0.4604615384615385,0.46153846153846156,0.35714285714285715,0.5714285714285714,6,1000
1%,0.01,8,Abundant OTUs,D6,Transient (0-0.25],0.1777032967032967,0.15384615384615385,0,0.3578296703296697,2,1000
1%,0.01,8,Abundant OTUs,D6,Intermediate (0.25-0.50],0.12018131868131868,0.14285714285714285,0,0.23076923076923078,2,1000
1%,0.01,8,Abundant OTUs,D6,High (0.50-<1.00),0.06396153846153846,0.07142857142857142,0,0.21428571428571427,1,1000
1%,0.01,8,Abundant OTUs,D6,Persistent (1.00),0.1776923076923077,0.21428571428571427,0.07142857142857142,0.23076923076923078,3,1000
1%,0.01,8,Abundant OTUs,D7,Lost (0),0.5947912087912088,0.6153846153846154,0.42857142857142855,0.7142857142857143,8,1000
1%,0.01,8,Abundant OTUs,D7,Transient (0-0.25],0.16273626373626374,0.15384615384615385,0,0.3076923076923077,2,1000
1%,0.01,8,Abundant OTUs,D7,Intermediate (0.25-0.50],0.023324175824175824,0,0,0.14285714285714285,0,1000
1%,0.01,8,Abundant OTUs,D7,High (0.50-<1.00),0.081010989010989,0.07692307692307693,0,0.15384615384615385,1,1000
1%,0.01,8,Abundant OTUs,D7,Persistent (1.00),0.13813736263736265,0.14285714285714285,0.07142857142857142,0.23076923076923078,2,1000
1%,0.01,8,Rare OTUs,D0,Lost (0),0,0,0,0,0,1000
1%,0.01,8,Rare OTUs,D0,Transient (0-0.25],0.14508515289266466,0.14754098360655737,0.0883738918154953,0.17243204137623483,342,1000
1%,0.01,8,Rare OTUs,D0,Intermediate (0.25-0.50],0.1650784755375017,0.15925766076823478,0.12455887215789055,0.20437769525463256,369,1000
1%,0.01,8,Rare OTUs,D0,High (0.50-<1.00),0.2659011540843051,0.26636325460402516,0.2435186938760268,0.2894062816849479,615,1000
1%,0.01,8,Rare OTUs,D0,Persistent (1.00),0.42393521748552854,0.4213945430922477,0.4120950323974082,0.47340847023682525,973.5,1000
1%,0.01,8,Rare OTUs,D1,Lost (0),0.11108239373904236,0.11123106040462313,0.10038905509381392,0.12267818574514039,256,1000
1%,0.01,8,Rare OTUs,D1,Transient (0-0.25],0.26263374547388724,0.2621528144073544,0.2496683224369943,0.2778281209730735,604,1000
1%,0.01,8,Rare OTUs,D1,Intermediate (0.25-0.50],0.19493763883470439,0.19524838012958964,0.17758989037120324,0.21130086764219785,450.5,1000
1%,0.01,8,Rare OTUs,D1,High (0.50-<1.00),0.24321933452542188,0.24342388471624882,0.2253452541047635,0.26075714996633587,561,1000
1%,0.01,8,Rare OTUs,D1,Persistent (1.00),0.18812688742694417,0.18028534370946822,0.17026793431287812,0.21465596372979817,416,1000
1%,0.01,8,Rare OTUs,D3,Lost (0),0.7781283469182458,0.7772248241364311,0.757399522849278,0.8037859900676023,1792,1000
1%,0.01,8,Rare OTUs,D3,Transient (0-0.25],0.11039338021872341,0.11142529650259558,0.09661769246507475,0.1210526884656518,257,1000
1%,0.01,8,Rare OTUs,D3,Intermediate (0.25-0.50],0.038860475345837954,0.03886236622395185,0.030661410424879545,0.047991702237733254,89,1000
1%,0.01,8,Rare OTUs,D3,High (0.50-<1.00),0.03373502743152051,0.0335512046271291,0.02676971616589252,0.04229698602963727,77,1000
1%,0.01,8,Rare OTUs,D3,Persistent (1.00),0.03888277008567229,0.03884333189469141,0.035056967572304996,0.042820069204152246,89,1000
1%,0.01,8,Rare OTUs,D5,Lost (0),0.875963333263156,0.8757549611734253,0.8650848185953036,0.888649115235218,2020.5,1000
1%,0.01,8,Rare OTUs,D5,Transient (0-0.25],0.059479057202437374,0.059552217032865284,0.05034583138911277,0.06826918820572456,137,1000
1%,0.01,8,Rare OTUs,D5,Intermediate (0.25-0.50],0.020050216331102197,0.019943638483276696,0.014905416644343193,0.025078654888716856,46,1000
1%,0.01,8,Rare OTUs,D5,High (0.50-<1.00),0.02575956769381401,0.025824619375647014,0.022425689126761576,0.029348324828473656,59,1000
1%,0.01,8,Rare OTUs,D5,Persistent (1.00),0.018747825509490456,0.018703784254023487,0.015719326328436752,0.02200172562553926,43,1000
1%,0.01,8,Rare OTUs,D6,Lost (0),0.8821303647868777,0.8822121273718391,0.8677276899822185,0.896898158803657,2034,1000
1%,0.01,8,Rare OTUs,D6,Transient (0-0.25],0.06471030150963374,0.06473888649115235,0.05185490120108485,0.07719453467505623,149,1000
1%,0.01,8,Rare OTUs,D6,Intermediate (0.25-0.50],0.023068032200337395,0.022923875432525952,0.01742065637270267,0.029008750395945512,53,1000
1%,0.01,8,Rare OTUs,D6,High (0.50-<1.00),0.020784081171081936,0.020752269779507133,0.016023733105450164,0.025228634616556715,48,1000
1%,0.01,8,Rare OTUs,D6,Persistent (1.00),0.009307220332069278,0.009184544080750236,0.006044839785232378,0.012686470172823488,21,1000
1%,0.01,8,Rare OTUs,D7,Lost (0),0.9012445116278056,0.9020719334277862,0.8735433750539491,0.9256733927849187,2078.5,1000
1%,0.01,8,Rare OTUs,D7,Transient (0-0.25],0.07231082268041661,0.07186544751074155,0.04792563104961652,0.10000323694432456,165,1000
1%,0.01,8,Rare OTUs,D7,Intermediate (0.25-0.50],0.012621471701189546,0.012562270461527606,0.008267700013383754,0.017248814144027597,29,1000
1%,0.01,8,Rare OTUs,D7,High (0.50-<1.00),0.011298851838021328,0.011252976073400133,0.007355725863165501,0.01574837624281203,26,1000
1%,0.01,8,Rare OTUs,D7,Persistent (1.00),0.002524342152566904,0.0021891418563922942,0.0012919896640826874,0.0050467236825183824,5,1000
1%,0.01,10,Abundant OTUs,D0,Lost (0),0,0,0,0,0,1000
1%,0.01,10,Abundant OTUs,D0,Transient (0-0.25],0,0,0,0,0,1000
1%,0.01,10,Abundant OTUs,D0,Intermediate (0.25-0.50],0,0,0,0,0,1000
1%,0.01,10,Abundant OTUs,D0,High (0.50-<1.00),0,0,0,0,0,1000
1%,0.01,10,Abundant OTUs,D0,Persistent (1.00),1,1,1,1,13,1000
1%,0.01,10,Abundant OTUs,D1,Lost (0),0,0,0,0,0,1000
1%,0.01,10,Abundant OTUs,D1,Transient (0-0.25],0,0,0,0,0,1000
1%,0.01,10,Abundant OTUs,D1,Intermediate (0.25-0.50],0,0,0,0,0,1000
1%,0.01,10,Abundant OTUs,D1,High (0.50-<1.00),0,0,0,0,0,1000
1%,0.01,10,Abundant OTUs,D1,Persistent (1.00),1,1,1,1,13,1000
1%,0.01,10,Abundant OTUs,D3,Lost (0),0.16791758241758242,0.15384615384615385,0.14285714285714285,0.23076923076923078,2,1000
1%,0.01,10,Abundant OTUs,D3,Transient (0-0.25],0.09974175824175824,0.07692307692307693,0,0.15384615384615385,1,1000
1%,0.01,10,Abundant OTUs,D3,Intermediate (0.25-0.50],0.1426978021978022,0.15384615384615385,0,0.23076923076923078,2,1000
1%,0.01,10,Abundant OTUs,D3,High (0.50-<1.00),0.20358791208791208,0.21428571428571427,0.07692307692307693,0.3076923076923077,3,1000
1%,0.01,10,Abundant OTUs,D3,Persistent (1.00),0.3860549450549451,0.38461538461538464,0.35714285714285715,0.46153846153846156,5,1000
1%,0.01,10,Abundant OTUs,D5,Lost (0),0.34645604395604396,0.35714285714285715,0.21428571428571427,0.5384615384615384,5,1000
1%,0.01,10,Abundant OTUs,D5,Transient (0-0.25],0.26197252747252747,0.2857142857142857,0.07692307692307693,0.42857142857142855,4,1000
1%,0.01,10,Abundant OTUs,D5,Intermediate (0.25-0.50],0.04162087912087912,0,0,0.14285714285714285,0,1000
1%,0.01,10,Abundant OTUs,D5,High (0.50-<1.00),0.050324175824175824,0.07142857142857142,0,0.07692307692307693,1,1000
1%,0.01,10,Abundant OTUs,D5,Persistent (1.00),0.2996263736263736,0.3076923076923077,0.2857142857142857,0.3076923076923077,4,1000
1%,0.01,10,Abundant OTUs,D6,Lost (0),0.444543956043956,0.46153846153846156,0.3076923076923077,0.5384615384615384,6,1000
1%,0.01,10,Abundant OTUs,D6,Transient (0-0.25],0.14706593406593407,0.15384615384615385,0,0.35714285714285715,2,1000
1%,0.01,10,Abundant OTUs,D6,Intermediate (0.25-0.50],0.16936263736263737,0.15384615384615385,0,0.2857142857142857,2,1000
1%,0.01,10,Abundant OTUs,D6,High (0.50-<1.00),0.06748901098901099,0.07142857142857142,0,0.21428571428571427,1,1000
1%,0.01,10,Abundant OTUs,D6,Persistent (1.00),0.17153846153846153,0.21428571428571427,0.07142857142857142,0.23076923076923078,3,1000
1%,0.01,10,Abundant OTUs,D7,Lost (0),0.5673076923076923,0.5714285714285714,0.42857142857142855,0.6923076923076923,8,1000
1%,0.01,10,Abundant OTUs,D7,Transient (0-0.25],0.183989010989011,0.15384615384615385,0.07142857142857142,0.3076923076923077,2,1000
1%,0.01,10,Abundant OTUs,D7,Intermediate (0.25-0.50],0.026785714285714284,0,0,0.14285714285714285,0,1000
1%,0.01,10,Abundant OTUs,D7,High (0.50-<1.00),0.08845054945054945,0.07692307692307693,0,0.15384615384615385,1,1000
1%,0.01,10,Abundant OTUs,D7,Persistent (1.00),0.13346703296703297,0.14285714285714285,0.07142857142857142,0.21428571428571427,2,1000
1%,0.01,10,Rare OTUs,D0,Lost (0),0,0,0,0,0,1000
1%,0.01,10,Rare OTUs,D0,Transient (0-0.25],0.10044685466764249,0.09745579991375593,0.08519701848870134,0.12269694360740421,226,1000
1%,0.01,10,Rare OTUs,D0,Intermediate (0.25-0.50],0.20522228030524506,0.20421324161650903,0.1875268817204301,0.22899707723136492,474,1000
1%,0.01,10,Rare OTUs,D0,High (0.50-<1.00),0.29448858579028014,0.29583512237011594,0.27442466348241423,0.30898484222560607,688,1000
1%,0.01,10,Rare OTUs,D0,Persistent (1.00),0.3998422792368323,0.39879673399226473,0.39201185256814847,0.4108761329305136,928,1000
1%,0.01,10,Rare OTUs,D1,Lost (0),0.08644914675352594,0.08613264427217916,0.07795004306632214,0.09528051598425459,200,1000
1%,0.01,10,Rare OTUs,D1,Transient (0-0.25],0.22569522818592727,0.22561237645036528,0.21600688468158347,0.23598303598764228,524,1000
1%,0.01,10,Rare OTUs,D1,Intermediate (0.25-0.50],0.25056772808524624,0.2513990529487731,0.23314654865949205,0.2641595046599008,584,1000
1%,0.01,10,Rare OTUs,D1,High (0.50-<1.00),0.2643242939512022,0.2649020435214764,0.24978539849951473,0.27730600534401634,615,1000
1%,0.01,10,Rare OTUs,D1,Persistent (1.00),0.17296360302409836,0.1673168793174881,0.16194127551790582,0.19621573554897057,389,1000
1%,0.01,10,Rare OTUs,D3,Lost (0),0.761200863641809,0.7599568965517242,0.742694830187091,0.7834121186076494,1766,1000
1%,0.01,10,Rare OTUs,D3,Transient (0-0.25],0.11261175402149236,0.11337771620048426,0.10016766981943251,0.12193179439753418,263,1000
1%,0.01,10,Rare OTUs,D3,Intermediate (0.25-0.50],0.052936427483890346,0.0528804815133276,0.0442245147487271,0.061830439722022894,123,1000
1%,0.01,10,Rare OTUs,D3,High (0.50-<1.00),0.03645861406864486,0.03614457831325301,0.02991774929903318,0.04390968460126457,84,1000
1%,0.01,10,Rare OTUs,D3,Persistent (1.00),0.03679234078416346,0.036653730056058646,0.03359136975376001,0.0400176423670205,85,1000
1%,0.01,10,Rare OTUs,D5,Lost (0),0.8665643565649844,0.8662940670679278,0.8561613687139166,0.8780068728522337,2013,1000
1%,0.01,10,Rare OTUs,D5,Transient (0-0.25],0.06133401016799798,0.061478933791917455,0.05226275822202727,0.06924731182795699,143,1000
1%,0.01,10,Rare OTUs,D5,Intermediate (0.25-0.50],0.027130185066223816,0.027137627793419702,0.021926053310404127,0.031855359448988374,63,1000
1%,0.01,10,Rare OTUs,D5,High (0.50-<1.00),0.028105004140364577,0.028017241379310345,0.02495697074010327,0.03103582276219403,65,1000
