OTUID	D001	D002	D003	D004	D005	D006	D007	D008	D009	D010	D011	D012	D013	D014	D101	D102	D103	D104	D105	D106	D107	D108	D109	D110	D111	D112	D113	D114	D301	D302	D303	D304	D305	D306	D307	D308	D309	D310	D311	D312	D313	D314	D315	D316	D317	D318	D319	D320	D501	D502	D503	D504	D505	D506	D507	D508	D509	D510	D511	D512	D513	D514	D515	D516	D517	D518	D519	D520	D601	D602	D603	D604	D605	D606	D607	D608	D609	D610	D611	D612	D613	D614	D615	D616	D617	D618	D619	D620	D621	D622	D623	D624	D625	D626	D627	D628	D629	D630	D631	D632	D633	D634	D635	D636	D637	D638	D639	D640	D701	D702	D703	D704	D705	D706	D707	D708	D709	D710	D711	D712	D713	D714	D715	D716	D717	D718	D719	D720	D721	D722	D723	D724	D725	D726	D727	D728	D729	D730	D731	D732	D733	D734	D735	D736	D737	D738	D739	D740
OTU_10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	51	72	54	58	72	45	42	79	38	69	47	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_100	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1000	0	0	2	0	0	0	0	0	0	0	0	2	3	3	0	3	0	1	0	0	3	1	1	0	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1002	64	67	36	68	63	65	69	59	54	60	70	43	38	40	65	37	64	65	41	238	94	92	24	49	131	67	35	66	0	27	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1003	7	6	11	7	5	7	7	8	9	6	6	7	9	10	14	55	47	38	35	47	41	47	53	52	69	72	56	43	4	0	1	0	1	2	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1004	2	3	3	1	1	1	2	3	1	3	4	3	3	3	108	146	98	65	67	62	124	123	111	18	75	73	39	89	5	6	0	5	6	1	1	7	5	4	2	6	3	8	0	1	7	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	2	1	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1008	10	7	3	8	8	11	5	9	11	11	9	3	3	5	1	2	3	3	2	1	2	4	3	2	4	3	1	1	16	17	5	5	8	2	10	11	2	5	1	14	3	15	2	8	9	0	2	1	6	4	0	2	0	11	0	0	15	5	6	0	0	0	52	5	3	0	6	10	2	0	15	0	6	0	0	9	3	0	0	25	5	4	13	34	3	1	0	9	0	0	0	0	3	0	10	182	5	0	22	0	0	1	26	1	15	80	105	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	50	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1009	8	11	8	7	7	8	7	8	7	10	10	7	8	4	0	1	1	2	0	0	3	0	1	0	2	0	0	0	1	1	0	1	0	1	0	2	2	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	1	2	0	0	0	0	1	1	2	1	1	0	0	2	0	0	1	2	0	0	0	0	0	3	1	0	0	0	3	0	0	0	3	1	0	0	1	0	0	0	0	1	3	0	0	2	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	69	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	3	0	0	0
OTU_101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	1	1	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1010	425	524	495	401	414	404	411	539	511	530	558	472	506	513	268	191	221	206	181	309	188	293	156	109	337	150	116	206	5	2	0	2	0	4	5	3	5	1	0	7	1	1	1	2	2	1	1	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0	1	2	0	0	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	1	14	0	7	0	2	0	0	0	0	0	8	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_1011	47	45	41	47	40	48	46	42	42	42	34	36	38	38	33	26	40	31	32	55	34	47	38	38	62	27	28	48	44	22	6	15	3	12	11	22	26	10	3	18	10	9	2	4	16	3	14	16	5	9	6	9	9	3	0	0	9	10	1	1	2	1	2	11	0	1	2	4	20	2	4	25	132	0	55	9	44	0	31	100	16	4	36	79	4	1	0	21	3	20	0	0	23	0	2	31	24	3	1289	0	198	9	72	1	36	38	108	0	0	0	111	0	37	3	0	0	73	0	1	0	39	14	0	0	0	2	717	26	2	33	0	1	16	17	68	3	0	0	0	12	0	0	179	0	0	0	0	15
OTU_1012	366	462	415	363	391	374	388	448	465	459	467	407	412	430	75	67	64	72	60	79	75	70	30	51	75	52	35	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1013	1	6	1	1	2	1	1	4	4	3	3	1	1	1	3	4	5	5	3	9	6	8	0	5	6	4	0	7	15	12	6	15	5	11	8	10	6	4	3	5	6	15	11	9	10	7	5	4	11	1	11	15	3	18	7	9	3	0	0	20	1	5	3	0	12	12	6	17	602	53	0	0	0	0	0	3	81	8	0	0	0	0	5	0	21	0	3	0	0	315	0	556	6	77	0	0	4	0	0	16	0	26	0	45	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1014	35	44	24	24	31	28	31	40	41	46	45	30	28	29	50	48	78	35	36	82	47	59	49	26	60	37	20	65	60	8	6	35	2	26	32	56	83	22	26	18	20	21	12	5	23	4	36	34	1	7	22	4	8	8	2	5	13	7	1	6	7	9	205	2	6	1	0	0	0	0	3	0	2	4	0	0	0	1	3	10	2	0	0	0	2	1	12	0	12	2	3	1	0	8	2	2	4	6	4	1	5	0	0	2	2	0	0	0	0	1	0	0	0	0	2	0	2	0	14	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	1	0	1	0	0	10	0	0	0	0	5	0	0	0
OTU_1015	131	96	77	127	139	136	127	97	88	104	90	85	82	79	160	133	117	109	107	165	134	90	82	69	138	128	83	127	29	2	0	6	0	1	3	13	19	1	3	8	2	3	5	6	3	3	5	5	1	0	0	1	1	1	1	1	1	1	0	1	0	0	4	0	1	1	0	0	1	0	1	1	0	1	0	0	0	2	0	0	0	1	2	4	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0
OTU_1016	6	4	1	5	3	6	5	4	3	3	3	0	1	0	31	153	91	93	91	84	92	118	118	89	166	122	131	75	18	1	1	1	4	4	8	1	0	2	3	11	1	5	1	2	2	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1017	221	249	179	228	215	216	205	255	265	249	243	171	183	183	23	16	25	25	24	33	19	15	14	28	32	30	22	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1018	100	136	98	102	103	108	103	133	126	135	132	95	94	96	35	29	34	47	25	30	43	38	28	52	35	25	51	49	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1019	5	7	2	5	5	4	4	7	7	7	9	2	2	1	76	62	77	75	44	83	61	61	41	41	79	30	37	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_102	0	1	0	0	0	0	0	1	1	1	2	0	0	0	0	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1020	11	16	13	12	14	15	14	21	14	18	19	13	11	8	5	14	7	7	4	10	8	7	22	2	8	3	8	13	23	10	7	12	9	13	7	32	21	3	4	3	8	19	3	6	8	5	10	3	0	1	0	2	4	9	0	6	7	1	1	5	0	3	7	1	5	3	5	1	4	0	17	5	0	0	3	0	3	9	17	10	0	1	0	62	4	7	1	26	3	6	6	0	6	0	3	48	13	6	44	4	29	5	42	2	9	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	1	0	0	22	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
OTU_1021	20	28	21	18	15	16	16	30	26	25	25	22	22	21	92	73	66	73	56	84	78	68	68	42	98	33	52	93	2	1	0	0	0	0	1	4	0	0	2	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1022	6	15	16	5	9	7	7	13	11	14	12	13	15	15	47	129	93	96	119	108	134	110	73	112	126	153	82	69	225	113	77	202	96	88	79	61	62	96	68	135	42	147	42	44	61	29	57	76	253	27	82	120	44	85	148	69	235	365	109	32	153	57	533	184	41	104	137	23	0	0	355	3	2056	228	0	259	3	19	217	669	99	192	0	21	128	276	366	13	247	0	151	1	212	35	215	17	53	110	18	0	589	0	18	66	839	387	3	0	0	0	0	0	0	0	0	0	0	0	5	0	4	0	0	0	0	30	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1023	16	16	13	17	20	16	17	18	14	15	19	8	8	13	47	45	34	51	44	67	71	40	27	32	69	23	12	45	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1024	30	40	25	26	28	31	28	35	41	34	36	28	26	19	32	22	35	29	26	33	24	19	13	22	53	23	22	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1025	56	73	62	53	50	50	53	59	68	79	65	66	61	69	40	43	56	59	56	62	62	42	40	76	75	43	56	76	1	1	0	0	0	1	1	2	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1026	1	4	1	1	1	1	0	5	4	2	3	1	1	2	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	25	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	552	0	0	0	0	0	0	0	0	2	0	0	17	0	0	0	0	0	0	4	0	0	0	0	0	0	6	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	2	0	0	0	0	0
OTU_1027	3	10	9	3	3	4	2	7	7	6	9	13	11	8	24	32	14	37	20	26	39	24	22	62	40	47	28	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1028	9	13	13	8	10	8	8	11	15	14	14	13	12	14	2	0	2	2	1	0	0	3	1	2	3	4	0	4	22	7	6	7	6	12	11	20	13	4	10	8	7	7	6	5	12	6	3	12	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	4	0	4	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	6	0	55	0	0	0	3	0	58	0	3	27	4	0	7	0	0	2	4	5	0	0	0	0	0	1
OTU_1029	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	2	3	0	0	0	0	3	0	0	0	1	2	1	12	2	10	14	6	9	9	9	9	7	10	4	5	14	3	2	12	8	8	10	6	5	5	7	4	7	3	4	6	13	5	1	7	8	12	2	9	10	4	13	20	5	14	27	40	5	25	3	25	5	4	6	3	2	13	8	6	4	1	4	15	61	8	24	10	27	26	21	2	7	10	7	18	8	41	7	14	16	70	129	0	5	65	109	27	8	5	34	5	19	4	224	3	19	9	380	71	6	42	16	15	4	269	2	51	18	19	5	23	3	64	11	15	123	338	182	7	20	21	5
OTU_103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1030	8	1	0	8	4	9	9	4	3	3	3	0	0	1	68	49	60	20	25	24	30	55	47	3	19	26	34	50	14	5	3	16	4	6	7	14	22	7	4	7	5	9	8	2	13	10	7	4	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	2	0	0	0	2	2	1	0	0	0	0	0	0	2	1	1	1	0	1	3	0	5	0	2	0	1	1	3	1	0	4	1	13	3	9	8	8	2	17	0	13	0	2	5	3	2	4	21	8	6	3	22	3	2	10	0	3	0	12	1	7	3	22	0	12	2	13	7	5	2	9	7	1	48	1	1	10	3	7	3
OTU_1031	5	5	8	4	5	4	5	4	6	6	5	10	9	9	10	16	7	15	9	14	13	10	11	26	25	14	28	20	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1032	29	27	45	29	32	32	31	31	34	30	34	47	45	52	19	14	21	11	8	11	13	18	15	10	25	13	10	17	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1033	0	0	0	0	0	0	0	1	1	1	0	1	0	0	43	56	35	31	39	23	57	42	63	8	29	36	22	34	5	3	0	7	0	3	1	3	1	0	2	6	1	2	1	1	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	1	1	1	0	4	0	0	1	1	1	0	0	0	0	0	1	0	1	0	0	0	1	0	13	0	2	3	12	1	4	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	1	0	1	1	2	1	1	1	3	0	1	0	0	2	1	1	0	3	0	2	0	1	1	0	0	1	2	0	0	1	1	13	3	0	1	3	3	20	2	1	1	10	2	3	1	4	2	0	5	3	1	7	0	0	0	5	0	0	18	1	24	1	4	7	2	1	2	3	3	9	1	5	3	16	3	11	8	1	0	2	31	10	3	1	2	0	0	5	13	0	8	0	39	3	2	1	16	6	1	137	3	4	2	7	0	2	0	5	1	18	8	6	539	1	2	2	2
OTU_1035	58	108	77	65	63	62	69	95	103	113	106	86	89	92	3	7	6	8	8	7	9	4	3	13	4	10	10	11	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1036	58	71	76	63	62	66	64	69	71	64	61	83	84	85	8	7	6	11	9	9	8	9	2	12	13	8	12	19	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	2	1	1	1	4	0	0	4	0	1	0	4	1	1	1	0	1	5	2	1	1	3	0	3	1	1	5	4	1	0	0	4	13	1	1	2	1	2	8	2	0	4	14	2	5	2	10	2	0	5	2	4	6	1	0	1	6	2	2	10	1	5	3	1	3	4	0	2	2	3	11	4	13	1	22	0	30	3	0	1	0	24	11	4	2	1	1	0	1	9	0	22	0	26	0	11	2	13	7	1	0	8	6	3	9	0	0	0	1	2	18	0	3	544	2	1	6	2
OTU_1038	29	39	28	37	33	35	34	42	42	39	41	31	31	31	35	23	32	22	26	62	35	28	20	27	30	25	10	32	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
