from	to	type
OTU_1015	OTU_2396	-1.000
OTU_1028	OTU_2619	-1.000
OTU_1028	OTU_518	-1.000
OTU_1028	OTU_529	-1.000
OTU_1087	OTU_1238	-1.000
OTU_1087	OTU_3064	-1.000
OTU_1087	OTU_706	-1.000
OTU_1097	OTU_2480	-1.000
OTU_1098	OTU_536	-1.000
OTU_1098	OTU_561	-1.000
OTU_1098	OTU_824	-1.000
OTU_1107	OTU_3064	-1.000
OTU_1107	OTU_565	-1.000
OTU_1107	OTU_706	-1.000
OTU_1112	OTU_2859	-1.000
OTU_1112	OTU_3304	-1.000
OTU_1112	OTU_3341	-1.000
OTU_1112	OTU_3378	-1.000
OTU_1112	OTU_373	-1.000
OTU_1112	OTU_376	-1.000
OTU_1112	OTU_528	-1.000
OTU_1112	OTU_770	-1.000
OTU_1119	OTU_501	1.000
OTU_1152	OTU_1760	-1.000
OTU_1152	OTU_2163	-1.000
OTU_1152	OTU_3062	-1.000
OTU_1152	OTU_737	-1.000
OTU_1152	OTU_785	-1.000
OTU_1168	OTU_611	-1.000
OTU_1177	OTU_2325	-1.000
OTU_1177	OTU_2480	-1.000
OTU_1177	OTU_2619	-1.000
OTU_1177	OTU_2800	-1.000
OTU_1177	OTU_2899	-1.000
OTU_1177	OTU_529	-1.000
OTU_1177	OTU_561	-1.000
OTU_1177	OTU_605	-1.000
OTU_1177	OTU_770	-1.000
OTU_1195	OTU_2480	-1.000
OTU_1195	OTU_518	-1.000
OTU_1195	OTU_561	-1.000
OTU_1195	OTU_770	-1.000
OTU_1195	OTU_785	-1.000
OTU_1235	OTU_2433	-1.000
OTU_1235	OTU_2480	-1.000
OTU_1235	OTU_561	-1.000
OTU_1235	OTU_785	-1.000
OTU_1236	OTU_518	-1.000
OTU_1238	OTU_1961	-1.000
OTU_1238	OTU_2325	-1.000
OTU_1238	OTU_565	-1.000
OTU_1262	OTU_518	-1.000
OTU_1262	OTU_528	-1.000
OTU_1262	OTU_605	-1.000
OTU_1310	OTU_2325	-1.000
OTU_1310	OTU_2578	-1.000
OTU_1310	OTU_528	-1.000
OTU_1312	OTU_1601	-1.000
OTU_1312	OTU_1842	-1.000
OTU_1312	OTU_1961	-1.000
OTU_1312	OTU_2590	-1.000
OTU_1312	OTU_3200	-1.000
OTU_1312	OTU_529	-1.000
OTU_1315	OTU_1794	-1.000
OTU_1315	OTU_1813	-1.000
OTU_1315	OTU_3200	-1.000
OTU_1315	OTU_565	-1.000
OTU_1337	OTU_1946	-1.000
OTU_1337	OTU_1961	-1.000
OTU_1337	OTU_2892	-1.000
OTU_1370	OTU_2480	-1.000
OTU_1433	OTU_1842	-1.000
OTU_1433	OTU_2044	-1.000
OTU_1433	OTU_2433	-1.000
OTU_1433	OTU_2680	-1.000
OTU_1433	OTU_2859	-1.000
OTU_1433	OTU_3200	-1.000
OTU_1433	OTU_3304	-1.000
OTU_1433	OTU_3341	-1.000
OTU_1433	OTU_3351	-1.000
OTU_1433	OTU_3378	-1.000
OTU_1433	OTU_518	-1.000
OTU_1487	OTU_2163	-1.000
OTU_1487	OTU_2480	-1.000
OTU_1487	OTU_3122	-1.000
OTU_1487	OTU_824	-1.000
OTU_149	OTU_528	-1.000
OTU_149	OTU_737	-1.000
OTU_1492	OTU_2859	-1.000
OTU_1492	OTU_502	-1.000
OTU_1492	OTU_625	-1.000
OTU_1492	OTU_785	-1.000
OTU_1501	OTU_2680	-1.000
OTU_1501	OTU_2859	-1.000
OTU_1501	OTU_2892	-1.000
OTU_1501	OTU_3304	-1.000
OTU_1501	OTU_3341	-1.000
OTU_1501	OTU_3351	-1.000
OTU_1501	OTU_3378	-1.000
OTU_1501	OTU_376	-1.000
OTU_1501	OTU_519	-1.000
OTU_1601	OTU_2325	-1.000
OTU_1601	OTU_3122	-1.000
OTU_1756	OTU_2480	-1.000
OTU_1759	OTU_1813	-1.000
OTU_1759	OTU_1825	-1.000
OTU_1759	OTU_2027	-1.000
OTU_1759	OTU_2894	-1.000
OTU_1759	OTU_3343	-1.000
OTU_1760	OTU_2480	-1.000
OTU_1760	OTU_528	-1.000
OTU_1773	OTU_2480	-1.000
OTU_1773	OTU_528	-1.000
OTU_1773	OTU_561	-1.000
OTU_1784	OTU_2480	-1.000
OTU_1784	OTU_561	-1.000
OTU_1792	OTU_706	-1.000
OTU_1794	OTU_2894	-1.000
OTU_1794	OTU_3404	-1.000
OTU_1794	OTU_3441	-1.000
OTU_1794	OTU_3452	-1.000
OTU_1795	OTU_3064	-1.000
OTU_1795	OTU_3119	-1.000
OTU_1795	OTU_373	-1.000
OTU_1813	OTU_2480	-1.000
OTU_1813	OTU_605	-1.000
OTU_1813	OTU_770	-1.000
OTU_1825	OTU_2163	-1.000
OTU_1825	OTU_2433	-1.000
OTU_1825	OTU_2480	-1.000
OTU_1825	OTU_2576	-1.000
OTU_1825	OTU_2757	-1.000
OTU_1825	OTU_489	-1.000
OTU_1825	OTU_528	-1.000
OTU_1825	OTU_605	-1.000
