from	to	type
OTU_1002	OTU_952	1.000
OTU_1003	OTU_1016	1.000
OTU_1003	OTU_950	1.000
OTU_1004	OTU_1033	1.000
OTU_1004	OTU_1049	1.000
OTU_1004	OTU_1073	1.000
OTU_1004	OTU_1092	1.000
OTU_1004	OTU_1121	1.000
OTU_1004	OTU_1151	1.000
OTU_1004	OTU_1190	1.000
OTU_1004	OTU_1194	1.000
OTU_1004	OTU_1283	1.000
OTU_1004	OTU_1306	1.000
OTU_1004	OTU_1351	1.000
OTU_1004	OTU_1443	1.000
OTU_1004	OTU_1449	1.000
OTU_1004	OTU_2025	1.000
OTU_1004	OTU_2158	1.000
OTU_1004	OTU_235	1.000
OTU_1004	OTU_2468	1.000
OTU_1004	OTU_265	1.000
OTU_1004	OTU_2793	1.000
OTU_1004	OTU_2946	1.000
OTU_1004	OTU_3286	1.000
OTU_1004	OTU_3287	1.000
OTU_1004	OTU_3362	1.000
OTU_1004	OTU_819	1.000
OTU_1004	OTU_822	1.000
OTU_1004	OTU_853	1.000
OTU_1004	OTU_874	1.000
OTU_1004	OTU_95	1.000
OTU_1010	OTU_1165	1.000
OTU_1010	OTU_396	1.000
OTU_1010	OTU_796	1.000
OTU_1010	OTU_802	1.000
OTU_1012	OTU_1013	1.000
OTU_1012	OTU_1650	1.000
OTU_1012	OTU_1661	1.000
OTU_1012	OTU_2922	1.000
OTU_1012	OTU_32	1.000
OTU_1014	OTU_196	1.000
OTU_1014	OTU_396	1.000
OTU_1014	OTU_796	1.000
OTU_1014	OTU_798	1.000
OTU_1016	OTU_950	1.000
OTU_1018	OTU_3201	-1.000
OTU_1019	OTU_1021	1.000
OTU_1019	OTU_1452	1.000
OTU_1020	OTU_2549	1.000
OTU_1021	OTU_1262	1.000
OTU_1021	OTU_2102	1.000
OTU_1021	OTU_923	1.000
OTU_1022	OTU_1197	1.000
OTU_1023	OTU_2888	1.000
OTU_1027	OTU_2919	1.000
OTU_1030	OTU_1042	1.000
OTU_1030	OTU_1049	1.000
OTU_1030	OTU_1052	1.000
OTU_1030	OTU_1057	1.000
OTU_1030	OTU_1073	1.000
OTU_1030	OTU_1092	1.000
OTU_1030	OTU_1106	1.000
OTU_1030	OTU_1117	1.000
OTU_1030	OTU_1137	1.000
OTU_1030	OTU_1227	1.000
OTU_1030	OTU_1246	1.000
OTU_1030	OTU_1292	1.000
OTU_1030	OTU_1306	1.000
OTU_1030	OTU_1351	1.000
OTU_1030	OTU_1380	1.000
OTU_1030	OTU_1418	1.000
OTU_1030	OTU_1449	1.000
OTU_1030	OTU_1542	1.000
OTU_1030	OTU_1667	1.000
OTU_1030	OTU_1812	1.000
OTU_1030	OTU_1820	1.000
OTU_1030	OTU_1851	1.000
OTU_1030	OTU_1857	1.000
OTU_1030	OTU_2107	1.000
OTU_1030	OTU_2137	1.000
OTU_1030	OTU_235	1.000
OTU_1030	OTU_2405	1.000
OTU_1030	OTU_2468	1.000
OTU_1030	OTU_2537	1.000
OTU_1030	OTU_265	1.000
OTU_1030	OTU_2661	1.000
OTU_1030	OTU_2679	1.000
OTU_1030	OTU_2793	1.000
OTU_1030	OTU_2946	1.000
OTU_1030	OTU_3099	1.000
OTU_1030	OTU_3306	1.000
OTU_1030	OTU_3351	-1.000
OTU_1030	OTU_3362	1.000
OTU_1030	OTU_3393	1.000
OTU_1030	OTU_804	1.000
OTU_1030	OTU_819	1.000
OTU_1030	OTU_822	1.000
OTU_1030	OTU_853	1.000
OTU_1033	OTU_1049	1.000
OTU_1033	OTU_1052	1.000
OTU_1033	OTU_1073	1.000
OTU_1033	OTU_1103	1.000
OTU_1033	OTU_1117	1.000
OTU_1033	OTU_1151	1.000
OTU_1033	OTU_1194	1.000
OTU_1033	OTU_1443	1.000
OTU_1033	OTU_1449	1.000
OTU_1033	OTU_1667	1.000
OTU_1033	OTU_2137	1.000
OTU_1033	OTU_2158	1.000
OTU_1033	OTU_2468	1.000
OTU_1033	OTU_3103	1.000
OTU_1033	OTU_3330	1.000
OTU_1033	OTU_3362	1.000
OTU_1033	OTU_819	1.000
OTU_1033	OTU_822	1.000
OTU_1033	OTU_853	1.000
OTU_1039	OTU_267	-1.000
OTU_1042	OTU_1049	1.000
OTU_1042	OTU_1073	1.000
OTU_1042	OTU_1092	1.000
OTU_1042	OTU_1103	1.000
OTU_1042	OTU_1106	1.000
OTU_1042	OTU_1117	1.000
OTU_1042	OTU_1137	1.000
OTU_1042	OTU_1151	1.000
OTU_1042	OTU_1194	1.000
OTU_1042	OTU_1196	1.000
OTU_1042	OTU_1227	1.000
OTU_1042	OTU_1229	1.000
OTU_1042	OTU_1231	1.000
OTU_1042	OTU_1246	1.000
OTU_1042	OTU_1250	1.000
OTU_1042	OTU_1257	1.000
OTU_1042	OTU_1292	1.000
OTU_1042	OTU_1306	1.000
OTU_1042	OTU_1380	1.000
OTU_1042	OTU_1402	1.000
OTU_1042	OTU_1418	1.000
OTU_1042	OTU_1449	1.000
OTU_1042	OTU_1542	1.000
OTU_1042	OTU_1645	1.000
OTU_1042	OTU_1667	1.000
OTU_1042	OTU_1812	1.000
OTU_1042	OTU_1851	1.000
OTU_1042	OTU_1854	1.000
OTU_1042	OTU_1857	1.000
OTU_1042	OTU_2107	1.000
OTU_1042	OTU_2122	1.000
OTU_1042	OTU_2137	1.000
OTU_1042	OTU_235	1.000
OTU_1042	OTU_2382	1.000
OTU_1042	OTU_2425	1.000
OTU_1042	OTU_2468	1.000
OTU_1042	OTU_2537	1.000
OTU_1042	OTU_265	1.000
OTU_1042	OTU_2661	1.000
OTU_1042	OTU_2704	1.000
OTU_1042	OTU_2724	1.000
OTU_1042	OTU_2872	1.000
OTU_1042	OTU_2946	1.000
OTU_1042	OTU_3007	1.000
OTU_1042	OTU_3099	1.000
OTU_1042	OTU_3103	1.000
OTU_1042	OTU_3306	1.000
OTU_1042	OTU_3319	1.000
OTU_1042	OTU_3331	1.000
OTU_1042	OTU_3362	1.000
OTU_1042	OTU_3372	1.000
OTU_1042	OTU_3393	1.000
OTU_1042	OTU_47	1.000
OTU_1042	OTU_703	1.000
OTU_1042	OTU_71	1.000
OTU_1042	OTU_804	1.000
OTU_1042	OTU_805	1.000
OTU_1042	OTU_819	1.000
OTU_1042	OTU_822	1.000
OTU_1045	OTU_1419	1.000
