from	to	type
OTU_1014	OTU_1177	-1.000
OTU_1014	OTU_1774	-1.000
OTU_1014	OTU_1781	-1.000
OTU_1014	OTU_1784	-1.000
OTU_1014	OTU_501	-1.000
OTU_1014	OTU_503	-1.000
OTU_1028	OTU_2607	-1.000
OTU_1039	OTU_1177	-1.000
OTU_1039	OTU_1745	-1.000
OTU_1039	OTU_1781	-1.000
OTU_1039	OTU_1784	-1.000
OTU_1050	OTU_453	-1.000
OTU_1051	OTU_1745	-1.000
OTU_1051	OTU_1774	-1.000
OTU_1051	OTU_1781	-1.000
OTU_1053	OTU_1784	-1.000
OTU_1075	OTU_1143	-1.000
OTU_1075	OTU_1177	-1.000
OTU_1075	OTU_1784	-1.000
OTU_1075	OTU_501	-1.000
OTU_1075	OTU_503	-1.000
OTU_1095	OTU_2601	-1.000
OTU_1095	OTU_3299	-1.000
OTU_1095	OTU_453	-1.000
OTU_1096	OTU_1505	-1.000
OTU_1096	OTU_1745	-1.000
OTU_1096	OTU_1774	-1.000
OTU_1096	OTU_1781	-1.000
OTU_1112	OTU_2730	-1.000
OTU_1112	OTU_614	-1.000
OTU_1122	OTU_1177	-1.000
OTU_1122	OTU_1745	-1.000
OTU_1122	OTU_1781	-1.000
OTU_1122	OTU_1784	-1.000
OTU_1122	OTU_501	-1.000
OTU_1122	OTU_503	-1.000
OTU_1142	OTU_1177	-1.000
OTU_1142	OTU_1784	-1.000
OTU_1142	OTU_2607	-1.000
OTU_1142	OTU_501	-1.000
OTU_1142	OTU_503	-1.000
OTU_1143	OTU_1704	-1.000
OTU_1143	OTU_1773	-1.000
OTU_1143	OTU_207	-1.000
OTU_1143	OTU_2897	-1.000
OTU_1143	OTU_3299	-1.000
OTU_1177	OTU_1704	-1.000
OTU_1177	OTU_2245	-1.000
OTU_1177	OTU_2623	-1.000
OTU_1177	OTU_3107	-1.000
OTU_1177	OTU_3299	-1.000
OTU_1177	OTU_453	-1.000
OTU_1177	OTU_754	-1.000
OTU_1704	OTU_1781	-1.000
OTU_1704	OTU_1784	-1.000
OTU_1704	OTU_501	-1.000
OTU_1704	OTU_503	-1.000
OTU_1743	OTU_2607	-1.000
OTU_1745	OTU_1773	-1.000
OTU_1745	OTU_207	-1.000
OTU_1745	OTU_2893	-1.000
OTU_1745	OTU_3107	-1.000
OTU_1745	OTU_502	-1.000
OTU_1745	OTU_614	-1.000
OTU_1745	OTU_65	-1.000
OTU_1773	OTU_501	-1.000
OTU_1773	OTU_503	-1.000
OTU_1774	OTU_181	-1.000
OTU_1774	OTU_207	-1.000
OTU_1774	OTU_2245	-1.000
OTU_1774	OTU_2601	-1.000
OTU_1774	OTU_2623	-1.000
OTU_1774	OTU_2630	-1.000
OTU_1774	OTU_2730	-1.000
OTU_1774	OTU_2893	-1.000
OTU_1774	OTU_2897	-1.000
OTU_1774	OTU_3299	-1.000
OTU_1774	OTU_3462	-1.000
OTU_1774	OTU_453	-1.000
OTU_1781	OTU_2245	-1.000
OTU_1781	OTU_2730	-1.000
OTU_1781	OTU_2893	-1.000
OTU_1781	OTU_2897	-1.000
OTU_1781	OTU_3107	-1.000
OTU_1781	OTU_453	-1.000
OTU_1784	OTU_2623	-1.000
OTU_1784	OTU_3107	-1.000
OTU_1784	OTU_3282	-1.000
OTU_1784	OTU_3299	-1.000
OTU_1784	OTU_453	-1.000
OTU_1784	OTU_468	-1.000
OTU_1784	OTU_754	-1.000
OTU_2044	OTU_2314	-1.000
OTU_2044	OTU_501	-1.000
OTU_2044	OTU_503	-1.000
OTU_2044	OTU_614	-1.000
OTU_3107	OTU_501	-1.000
OTU_3107	OTU_503	-1.000
