id	node.degree	node.betw	node.stress	node.evcent	Clustering.Coefficient	No..module	Zi	Pi
OTU_1015	1	0	0	0.00474536846062948	0	2	-0.780108099267871	0
OTU_1028	3	40.1359254130354	115	0.0320355811661988	0	1	-0.432874689872174	0.444444444444444
OTU_1087	3	21.1261615563548	119	0.0508205520920124	0	2	0.0936129719121445	0
OTU_1097	1	0	0	0.0413532374421543	0	2	-0.780108099267871	0
OTU_1098	3	18.3112535871116	143	0.0620704266763492	0	3	-0.377964473009227	0.444444444444444
OTU_1107	3	36.1867338742404	180	0.0645190134250915	0	2	-0.343247563677863	0.444444444444444
OTU_1112	8	252.714401037818	767	0.101427526224307	0	0	0.836314513396676	0.5625
OTU_1119	1	0	0	4.69240444493276e-182	0	6	0	0
OTU_1152	5	119.27743147552	423	0.0780644259182098	0	2	0.0936129719121445	0.56
OTU_1168	1	0	0	0.00662279466001209	0	4	-0.963940292431027	0
OTU_1177	9	391.131464443395	1553	0.128978824996416	0	1	2.41173041500211	0.493827160493827
OTU_1195	5	132.699399441629	884	0.131003794677622	0	5	-0.420084025208403	0.64
OTU_1235	4	61.9916449564168	432	0.100184880601962	0	2	0.0936129719121445	0.375
OTU_1236	1	0	0	0.020798674139099	0	5	-1.26025207562521	0
OTU_1238	4	84.6277046431799	291	0.0766029589736324	0	2	-0.780108099267871	0.75
OTU_1262	3	42.3072527307771	193	0.062203435522097	0	4	-0.40894436648589	0.444444444444444
OTU_1310	3	33.6737132290841	85	0.0363606633274939	0	1	-0.432874689872174	0.444444444444444
OTU_1312	6	136.097871040109	620	0.115473248931818	0	1	0.278276586346398	0.611111111111111
OTU_1315	4	49.2680780144705	240	0.0780667788625908	0	3	0.377964473009227	0.375
OTU_1337	3	143.182334869432	305	0.0440606959459099	0	0	-0.0760285921269705	0
OTU_1370	1	0	0	0.0413532374421543	0	2	-0.780108099267871	0
OTU_1433	11	444.692426322139	1326	0.129371768205482	0	0	1.74865761892032	0.56198347107438
OTU_1487	4	39.7098406041954	332	0.102093199506362	0	2	-0.343247563677863	0.625
OTU_149	2	6.04278463512104	61	0.0459791125668906	0	4	-0.40894436648589	0
OTU_1492	4	38.8625048698578	104	0.0430305100613198	0	5	0.420084025208403	0.375
OTU_1501	9	118.855674070263	428	0.0733683722999688	0	0	2.66100072444397	0
