from	to	type
OTU_1004	OTU_1109	1.000
OTU_1008	OTU_5	1.000
OTU_1009	OTU_3343	-1.000
OTU_1011	OTU_1234	1.000
OTU_1011	OTU_1484	1.000
OTU_1011	OTU_2130	1.000
OTU_1011	OTU_2339	1.000
OTU_1014	OTU_1234	1.000
OTU_1014	OTU_1267	1.000
OTU_1014	OTU_2926	1.000
OTU_1021	OTU_1062	-1.000
OTU_1025	OTU_1062	-1.000
OTU_1025	OTU_2314	-1.000
OTU_1025	OTU_528	-1.000
OTU_1041	OTU_2066	-1.000
OTU_1044	OTU_1501	-1.000
OTU_1044	OTU_2988	-1.000
OTU_1044	OTU_528	-1.000
OTU_1044	OTU_912	-1.000
OTU_1045	OTU_763	-1.000
OTU_1049	OTU_763	-1.000
OTU_1052	OTU_1062	-1.000
OTU_1052	OTU_1311	-1.000
OTU_1052	OTU_517	-1.000
OTU_1052	OTU_531	-1.000
OTU_1052	OTU_562	-1.000
OTU_1057	OTU_1311	-1.000
OTU_1057	OTU_912	-1.000
OTU_1059	OTU_928	1.000
OTU_1062	OTU_1211	-1.000
OTU_1062	OTU_2154	-1.000
OTU_1062	OTU_2292	-1.000
OTU_1062	OTU_2859	-1.000
OTU_1062	OTU_2928	-1.000
OTU_1062	OTU_3292	-1.000
OTU_1062	OTU_3396	-1.000
OTU_1075	OTU_912	-1.000
OTU_1076	OTU_1311	-1.000
OTU_1076	OTU_1853	-1.000
OTU_1076	OTU_763	-1.000
OTU_1077	OTU_2339	1.000
OTU_1097	OTU_3402	1.000
OTU_1097	OTU_944	1.000
OTU_1157	OTU_2022	-1.000
OTU_1157	OTU_2859	-1.000
OTU_1166	OTU_3008	1.000
OTU_1183	OTU_2022	-1.000
OTU_1183	OTU_399	-1.000
OTU_1183	OTU_444	-1.000
OTU_1183	OTU_451	-1.000
OTU_1183	OTU_528	-1.000
OTU_1183	OTU_600	-1.000
OTU_1184	OTU_1314	-1.000
OTU_1184	OTU_2628	-1.000
OTU_1184	OTU_531	-1.000
OTU_1184	OTU_738	-1.000
OTU_1197	OTU_1484	1.000
OTU_1197	OTU_950	1.000
OTU_1204	OTU_2601	-1.000
OTU_1204	OTU_531	-1.000
OTU_1211	OTU_1488	-1.000
OTU_1211	OTU_2047	-1.000
OTU_1211	OTU_239	-1.000
OTU_1211	OTU_912	-1.000
OTU_1232	OTU_404	1.000
OTU_1234	OTU_2339	1.000
OTU_1238	OTU_144	-1.000
OTU_1311	OTU_1431	-1.000
OTU_1311	OTU_1488	-1.000
OTU_1311	OTU_2601	-1.000
OTU_1311	OTU_3376	-1.000
OTU_1311	OTU_444	-1.000
OTU_1311	OTU_553	-1.000
OTU_1311	OTU_602	-1.000
OTU_1314	OTU_1754	-1.000
OTU_1314	OTU_190	-1.000
OTU_1314	OTU_2032	-1.000
OTU_1314	OTU_3325	-1.000
OTU_1314	OTU_3376	-1.000
OTU_1314	OTU_742	-1.000
OTU_132	OTU_404	-1.000
OTU_132	OTU_9	1.000
OTU_136	OTU_2314	-1.000
OTU_1431	OTU_2066	-1.000
OTU_144	OTU_2024	-1.000
OTU_144	OTU_2292	-1.000
OTU_144	OTU_2859	-1.000
OTU_144	OTU_2928	-1.000
OTU_144	OTU_3325	-1.000
OTU_144	OTU_3376	-1.000
OTU_1481	OTU_1488	-1.000
OTU_1481	OTU_2314	-1.000
OTU_1481	OTU_912	-1.000
OTU_1484	OTU_950	1.000
OTU_1488	OTU_1851	-1.000
OTU_157	OTU_433	1.000
OTU_157	OTU_608	1.000
OTU_161	OTU_528	-1.000
OTU_161	OTU_620	-1.000
OTU_161	OTU_763	-1.000
