from	to	type
OTU_1002	OTU_1696	1.000
OTU_1002	OTU_3367	1.000
OTU_1002	OTU_3418	-1.000
OTU_1002	OTU_508	1.000
OTU_1002	OTU_522	1.000
OTU_1010	OTU_3295	-1.000
OTU_1015	OTU_1332	-1.000
OTU_1015	OTU_15	1.000
OTU_1015	OTU_1966	-1.000
OTU_1015	OTU_2056	1.000
OTU_1015	OTU_2085	-1.000
OTU_1015	OTU_2904	1.000
OTU_1015	OTU_2915	1.000
OTU_1015	OTU_3181	-1.000
OTU_1017	OTU_2333	-1.000
OTU_1017	OTU_2596	-1.000
OTU_1017	OTU_2611	-1.000
OTU_1017	OTU_3282	1.000
OTU_1018	OTU_136	1.000
OTU_1018	OTU_1936	1.000
OTU_1018	OTU_2102	1.000
OTU_1018	OTU_2811	-1.000
OTU_1018	OTU_2974	-1.000
OTU_1018	OTU_3037	-1.000
OTU_1018	OTU_3095	-1.000
OTU_1018	OTU_3107	1.000
OTU_1018	OTU_3391	-1.000
OTU_1019	OTU_156	1.000
OTU_1019	OTU_2057	1.000
OTU_1035	OTU_3137	-1.000
OTU_1042	OTU_138	-1.000
OTU_1042	OTU_1956	1.000
OTU_1042	OTU_2977	1.000
OTU_1042	OTU_3041	1.000
OTU_1052	OTU_139	-1.000
OTU_1052	OTU_16	1.000
OTU_1052	OTU_2056	-1.000
OTU_1052	OTU_233	1.000
OTU_1052	OTU_2344	1.000
OTU_1052	OTU_2605	-1.000
OTU_1052	OTU_2839	1.000
OTU_1052	OTU_2924	-1.000
OTU_1052	OTU_2995	1.000
OTU_1052	OTU_3028	1.000
OTU_106	OTU_139	-1.000
OTU_106	OTU_16	1.000
OTU_106	OTU_17	-1.000
OTU_106	OTU_19	1.000
OTU_106	OTU_1997	1.000
OTU_106	OTU_2110	-1.000
OTU_106	OTU_233	1.000
OTU_106	OTU_2344	1.000
OTU_106	OTU_2605	-1.000
OTU_106	OTU_3026	1.000
OTU_106	OTU_581	1.000
OTU_106	OTU_640	-1.000
OTU_1080	OTU_2775	-1.000
OTU_1086	OTU_138	-1.000
OTU_1086	OTU_1956	1.000
OTU_1086	OTU_2977	1.000
OTU_1086	OTU_430	-1.000
OTU_1092	OTU_2007	-1.000
OTU_1128	OTU_136	-1.000
OTU_1128	OTU_1936	-1.000
OTU_1128	OTU_2703	-1.000
OTU_1145	OTU_166	1.000
OTU_1152	OTU_1526	-1.000
OTU_1152	OTU_1811	-1.000
OTU_1164	OTU_1989	1.000
OTU_1164	OTU_1998	1.000
OTU_1164	OTU_53	1.000
OTU_1173	OTU_139	-1.000
OTU_1173	OTU_15	-1.000
OTU_1173	OTU_17	-1.000
OTU_1173	OTU_179	1.000
