id	node.degree	node.betw	node.stress	node.evcent	Clustering.Coefficient	No..module	Zi	Pi
OTU_1004	1	0	0	7.33625724410214e-212	0	17	0	0
OTU_1008	1	0	0	0.00259219462619032	0	2	-1.04407379532775	0
OTU_1009	1	0	0	0.00554726830082597	0	1	-1.19170804613667	0
OTU_1011	4	383.5	1065	2.14278375135567e-05	0.333333333333333	0	1.70402573446052	0
OTU_1014	3	944	2619	0.000289360931870732	0	0	0.669438681395203	0
OTU_1021	1	0	0	0.0622454482606271	0	3	-0.928279121632914	0
OTU_1025	3	453.086932073774	1424	0.0974415864827935	0	3	-0.206284249251759	0.444444444444444
OTU_1041	1	0	0	0.0101120879302036	0	2	-1.04407379532775	0
OTU_1044	4	418.034211866565	951	0.0488765393274075	0	3	0.515710623129397	0.375
OTU_1045	1	0	0	0.00445771908657558	0	4	-0.552344770738994	0
OTU_1049	1	0	0	0.00445771908657558	0	4	-0.552344770738994	0
OTU_1052	5	342.428802308802	1115	0.178667863330733	0	6	0.380142960634853	0.56
OTU_1057	2	83.4004456327986	208	0.0623477235852527	0	6	-0.304114368507882	0
OTU_1059	1	0	0	7.33625724410214e-212	0	15	0	0
OTU_1062	10	882.896219705647	4031	0.301330124748033	0	3	2.68169524027286	0.58
OTU_1075	1	0	0	0.0212878522089194	0	6	-0.988371697650618	0
OTU_1076	3	681.985952935953	1123	0.0528526866179963	0	4	0.0920574617898323	0.444444444444444
OTU_1077	1	0	0	4.40676768519466e-06	0	0	-1.39973542473542	0
OTU_1097	2	330	504	0.00101114465726317	0	4	0.0920574617898323	0
OTU_1109	1	0	0	7.33625724410214e-212	0	17	0	0
OTU_1157	2	51.604242979243	114	0.0861474350081785	0	1	-0.366679398811285	0
OTU_1166	1	0	0	0.0158905699487261	0	2	-1.04407379532775	0
OTU_1183	6	862.712291827539	1869	0.119309557455514	0	1	1.2833778958395	0.5
OTU_1184	4	112.162727272727	268	0.118799055603814	0	5	0.24000768036866	0.375
OTU_1197	2	0	0	1.29127943417492e-06	1	0	-0.365148371670111	0
OTU_1204	2	3.83333333333333	9	0.0566052375717052	0	6	-0.988371697650618	0.5
OTU_1211	5	298.040316924218	970	0.112241474868031	0	3	0.515710623129397	0.56
OTU_1232	1	0	0	7.32869289964798e-139	0	7	-1.22474487139159	0
OTU_1234	3	742	2104	6.86060782602883e-05	0.333333333333333	0	0.669438681395203	0
OTU_1238	1	0	0	0.0520115599153221	0	5	-1.39204454613823	0
OTU_1267	1	0	0	5.97729846230056e-05	0	0	-1.39973542473542	0
OTU_1311	10	1269.06936615672	2484	0.198770777769576	0	6	1.74865761892032	0.64
OTU_1314	7	437.857278244631	1270	0.16520655751738	0	2	1.99323179108025	0.408163265306122
OTU_132	2	4	4	1.4657385799296e-138	0	7	0.816496580927727	0
OTU_136	1	0	0	0.0117786465441543	0	1	-1.19170804613667	0
OTU_1431	2	61.6666666666667	96	0.051171959306537	0	2	-1.04407379532775	0.5
OTU_144	7	480.386371834221	1758	0.251787886110655	0	5	1.0560337936221	0.612244897959184
OTU_1481	3	129.382034632035	337	0.049207897249614	0	1	-0.366679398811285	0.444444444444444
OTU_1484	3	222	536	4.95980243261688e-06	0.333333333333333	0	0.669438681395203	0
OTU_1488	4	289.883621933622	664	0.0781404866998176	0	1	-0.366679398811285	0.625
OTU_1501	1	0	0	0.0100963755382513	0	3	-0.928279121632914	0
OTU_157	2	0	0	0.000337921802586383	1	0	-0.365148371670111	0
OTU_161	3	532.777777777778	920	0.0291176836455503	0	4	0.0920574617898323	0.444444444444444
OTU_1709	2	10.8903174603175	48	0.0848231721962895	0	5	-0.576018432884783	0
OTU_1732	1	0	0	0.0156896107109649	0	2	-1.04407379532775	0
OTU_1754	6	503.682978949155	1167	0.175695432844274	0	2	0.47457899787625	0.666666666666667
OTU_1822	1	0	0	7.33625724410214e-212	0	13	0	0
OTU_1823	1	0	0	7.33625724410214e-212	0	13	0	0
OTU_1849	1	0	0	4.71720114128409e-05	0	4	-0.552344770738994	0
OTU_1851	2	51.8443722943723	118	0.0180578328489792	0	1	-0.366679398811285	0
OTU_1853	2	111.884004884005	164	0.0355091898437784	0	4	-0.552344770738994	0.5
OTU_1865	1	0	0	0.00445771908657558	0	4	-0.552344770738994	0
OTU_1872	1	0	0	0.0429502919557397	0	5	-1.39204454613823	0
OTU_1878	1	0	0	0.0245914657241259	0	1	-1.19170804613667	0
OTU_188	2	27.8259803921569	105	0.0398544166552028	0	6	-0.304114368507882	0
OTU_1895	1	0	0	0.0418728802405498	0	5	-1.39204454613823	0
OTU_190	4	352.372727272727	817	0.0581565784289852	0	2	0.47457899787625	0.375
OTU_197	5	193.407936507936	614	0.0759533826935828	0	2	1.23390539447825	0.32
OTU_2018	1	0	0	0.0258657749052758	0	6	-0.988371697650618	0
OTU_2022	8	596.419481679311	1365	0.119047249891237	0	1	2.10840654316489	0.5625
OTU_2024	3	29.8055931495405	125	0.113233665479287	0	5	0.24000768036866	0
OTU_2032	2	13.3500793650794	63	0.0498161562642077	0	2	-0.28474739872575	0
OTU_2042	1	0	0	0.029706892079883	0	3	-0.928279121632914	0
OTU_2047	1	0	0	0.0231856039082886	0	3	-0.928279121632914	0
OTU_2066	3	124.066666666667	221	0.0489526029973951	0	2	0.47457899787625	0
OTU_2130	2	0	0	8.83309363728269e-06	1	0	-0.365148371670111	0
OTU_2141	5	69.9641668788728	358	0.20312373709722	0	5	1.0560337936221	0.32
OTU_2154	3	64.4682014751674	524	0.146077386124781	0	5	-0.576018432884783	0.444444444444444
OTU_2183	2	19.6227272727273	70	0.00927745591934654	0	1	-0.366679398811285	0
OTU_2292	4	521.863161893146	2130	0.143811021436275	0	3	0.515710623129397	0.375
OTU_2314	6	473.210578310578	1001	0.0570204108321673	0	1	2.10840654316489	0.277777777777778
OTU_2339	4	165.5	533	2.13331559718927e-05	0.333333333333333	0	1.70402573446052	0
OTU_2355	1	0	0	7.33625724410214e-212	0	14	0	0
OTU_239	2	5.66666666666667	15	0.0376501400050156	0	3	-0.206284249251759	0
OTU_2479	3	25.3070634920635	106	0.0437065168557052	0	5	-0.576018432884783	0.444444444444444
OTU_2581	2	27.8259803921569	105	0.0398544166552028	0	6	-0.304114368507882	0
OTU_2601	3	84.7236652236652	165	0.0713193204627889	0	6	0.380142960634853	0
OTU_2628	3	54.0818903318903	160	0.113940558690868	0	5	-0.576018432884783	0.444444444444444
OTU_2662	1	0	0	0.00445771908657558	0	4	-0.552344770738994	0
OTU_270	2	1	1	1.67530499595875e-165	0	10	0	0
OTU_2731	2	0	0	1.47827466377226e-108	1	9	0	0
OTU_2755	1	0	0	7.33625724410214e-212	0	16	0	0
OTU_2763	2	1552	4318	0.0245758405256341	0	0	-1.39973542473542	0.5
OTU_2859	8	431.763261760599	1544	0.297992357958788	0.0357142857142857	1	-0.366679398811285	0.75
OTU_2902	1	0	0	0.000262841803306072	0	0	-1.39973542473542	0
OTU_2903	2	0	0	1.47827466377226e-108	1	9	0	0
OTU_2905	1	0	0	7.9706924966426e-109	0	9	-1.41421356237309	0
OTU_2926	3	1132	3119	0.00127241678825637	0	0	0.669438681395203	0
OTU_2928	6	200.40419060128	1326	0.264575819865504	0	5	1.87205990687555	0.277777777777778
OTU_2974	4	215.162134760664	568	0.0813776878844557	0	6	0.380142960634853	0.375
OTU_2988	1	0	0	0.0100963755382513	0	3	-0.928279121632914	0
OTU_3008	5	230.248773448773	557	0.0769262260664132	0	2	1.99323179108025	0
