Method,GroupBasedOn,Group,Index,bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,bin9,bin10,bin11,bin12,bin13,bin14,bin15,bin16,bin17,bin18,bin19,bin20,bin21,bin22,bin23,bin24,bin25,bin26,bin27,bin28,bin29,bin30,bin31,bin32,bin33,bin34,bin35,bin36,bin37,bin38,bin39,bin40,bin41,bin42,bin43,bin44,bin45,bin46,bin47,bin48,bin49,bin50,bin51,bin52,bin53,bin54,bin55,bin56,bin57,bin58,bin59,bin60,bin61,bin62,bin63,bin64,bin65,bin66,bin67,bin68,bin69,bin70,bin71,bin72,bin73,bin74,bin75,bin76,bin77,bin78,bin79,bin80,bin81,bin82,bin83,bin84,bin85,bin86,bin87,bin88,bin89,bin90,bin91,bin92,bin93,bin94,bin95,bin96,bin97,bin98,bin99,bin100,bin101,bin102,bin103,bin104,bin105,bin106,bin107,bin108,bin109,bin110,bin111,bin112,bin113,bin114,bin115,bin116,bin117,bin118,bin119,bin120,bin121,bin122,bin123,bin124,bin125
CbMPDiCbraya,Group,D5,DominantProcess,HD,,DR,,DR,HoS,DL,DR,DL,DR,,,HD,DR,,,,,,,HD,,,HoS,,DR,DR,,DR,DR,HoS,,DR,DR,DR,DR,DR,DR,DR,DL,DR,HoS,HoS,,DR,HoS,HoS,HoS,,HD,HD,HoS,HoS,HoS,DR,HD,HD,,DR,,,DR,,,,,,,DR,DR,HoS,HoS,DL,HoS,HoS,DR,HoS,HoS,DR,,DR,,DR,HoS,DR,,DR,DR,HoS,,DR,,HoS,DR,,DR,DR,DR,DR,HoS,DR,HoS,DR,DR,,HoS,HD,DR,HD,,DR,HoS,DR,HoS,DL,HoS,HoS,HoS,HoS,,HoS,HoS,DR,DR,DR
CbMPDiCbraya,Group,D5,DominantProcessImportance,0.794855772,NaN,0.962925583,NaN,1,0.898101751,0.362381714,0.746187368,0.651719069,0.78020671,NaN,NaN,0.842105263,1,NaN,NaN,NaN,NaN,NaN,NaN,0.894736842,NaN,NaN,0.583997216,NaN,1,0.805287367,NaN,0.781142454,0.822209076,0.866659883,NaN,0.549416072,0.540973958,0.546960564,0.955613914,1,0.684210526,0.873111802,0.684210526,0.52675504,0.765173947,0.525558095,NaN,0.863805886,0.998306236,0.803474586,0.736842105,NaN,0.742568366,0.470891058,0.500858643,1,1,0.955349273,0.89308649,1,NaN,0.563980854,NaN,NaN,0.732815288,NaN,NaN,NaN,NaN,NaN,NaN,0.789473684,0.894736842,1,0.857943181,0.48131133,0.507727732,0.623755262,0.9487471,0.855080854,0.611559098,0.836272195,NaN,1,NaN,0.631578947,0.531509406,0.866134162,NaN,0.973107726,0.6115623,0.696761292,NaN,0.894736842,NaN,0.724072218,0.710500056,NaN,0.544304182,1,0.979514266,0.810781193,0.783357596,0.529766535,0.648850228,1,1,NaN,0.921185267,0.982481979,0.669720606,0.947368421,NaN,0.904429418,0.871213555,0.947368421,0.888876677,0.684529877,0.78784293,0.675910491,0.938769181,0.506072022,NaN,0.574144876,0.787319989,0.955478348,0.474039942,0.615086632
CbMPDiCbraya,Group,D5,DominantProcessPvalue,0.04,,0.03,,0,0,0.62,0,0.18,0,,,0.32,0.11,,,,,,,0.36,,,0.31,,0.39,0.16,,0.12,0.13,0.27,,0.42,0.37,0.35,0,0.35,0.33,0,0.37,0.34,0.01,0.28,,0,0,0,0.03,,0,0.46,0.52,0,0,0,0,0.35,,0.28,,,0.1,,,,,,,0.29,0.36,0,0,0.26,0.46,0.16,0,0,0.15,0.03,,0.39,,0.36,0.32,0,,0.03,0.27,0.03,,0.35,,0.03,0.25,,0.18,0.35,0.01,0,0.02,0.09,0.13,0.36,0.29,,0,0.14,0.1,0.13,,0,0,0.39,0,0.37,0,0.07,0,0.54,,0.23,0.01,0,0.19,0.11
CbMPDiCbraya,Group,D6,HeS,0,NaN,NaN,NaN,0,0.010052041,0,0.006751004,0.011743219,0,NaN,NaN,NaN,0,NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN,0,NaN,0,0,0,0.102393623,0,0.056902289,0,0,0,0.001379802,0.000408387,0,NaN,0.169908388,0.076608882,0.003186323,0.202698608,0.007176547,NaN,0,0.013402781,0.036721829,0,0,0.100091752,0,0.00998659,0.039609392,0,0,0.001242987,NaN,NaN,0.006529629,NaN,0,0,NaN,NaN,NaN,0,0,NaN,0,NaN,0,0.159667587,0,0.018340893,0.124702368,0,0.143868077,0,0,NaN,0,0,0,0.01616938,0,NaN,0,NaN,0,0,0,0,0.358908744,0,0,0.002694421,0,0,0.00195966,0,0,0.017662003,0,NaN,NaN,0.196787341,0,0.254317203,0,0,0.05336391,0,0,0.205623673,0,0.042982261,0.00568585,0.053805613,0,0,0.033909681,0.352275929,0,0,0
CbMPDiCbraya,Group,D6,HoS,0.025641026,NaN,NaN,NaN,0.02463842,0.54946375,0.16294518,0.308781312,0.480893138,0.025641026,NaN,NaN,NaN,0.017146432,NaN,NaN,0,NaN,NaN,NaN,NaN,0.051282051,NaN,0.166532428,NaN,0.025641026,0,0,0.311253258,0.130909712,0.032953294,0,0.325076069,0.324918657,0.622332982,0.01242377,0.307692308,NaN,0.277026492,0.132823067,0.12983802,0.605845438,0.465074595,NaN,0,0.981210937,0.903460619,0.277449111,0.051282051,0.129449596,0.105259426,0.260421422,0.929278806,1,0.065548934,0.002889599,NaN,NaN,0.223107191,NaN,0,0.026008772,NaN,NaN,NaN,0,0.102564103,NaN,0,NaN,0.907160174,0.592292759,0.00011509,0.116885749,0.720565222,0.149792618,0.480023744,0.129292183,0.056243805,NaN,0,0,0,0.296776034,0.297959633,NaN,0.096507351,NaN,0.278485284,0.025641026,0.005223951,0,0.537236558,0.266347048,0,0.12421637,0.037426503,0.050832034,0.209136327,0.710030007,0.575600997,0.730205646,0.002244525,NaN,NaN,0.512271602,0.013184846,0.234101385,0.061707356,0,0.777790156,0.887081922,0.034106858,0.630390448,0.332473884,0.767526956,0.627398484,0.74641899,0.970652402,0.037315872,0.67756589,0.566466984,0.0131538,0.254447479,0.278146756
CbMPDiCbraya,Group,D6,DL,0,NaN,NaN,NaN,0,0.009841849,0.153234078,0,0,0,NaN,NaN,NaN,0,NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN,0,NaN,0,0,0,0,0,0,0,0,0,0.058043491,0,0.380393228,NaN,0,0.738528546,0,0.075302109,0.032792099,NaN,0,0,0.0049295,0,0,0,0,0,0,0,0.011183943,0,NaN,NaN,0.685830613,NaN,0,0,NaN,NaN,NaN,0,0,NaN,0,NaN,0.008287453,0.161145201,0.338354653,0.776401614,0.004980306,0,0,0,0,NaN,0,0,0,0.010819934,0.082162922,NaN,0,NaN,0,0,0.105646787,0,0.07520092,0,0,0,0,0,0.142715725,0,0,0,0.785722689,NaN,NaN,0,0,0,0,0,0,0.004612468,0,0,0,0.066530702,0.005140961,0,0.007069008,0,0,0,0,0,0.022067415
CbMPDiCbraya,Group,D6,HD,0.33872146,NaN,NaN,NaN,0,0,0,0.04271116,0,0,NaN,NaN,NaN,0,NaN,NaN,0,NaN,NaN,NaN,NaN,0.062861663,NaN,0.012940064,NaN,0,0.018996479,0,0.008331205,0.127861059,0,0,0.002600899,0.000175733,0,0.000316867,0,NaN,0.007619984,0,0.003300459,0,0.00139632,NaN,0,0,0,0.001626394,0,0.082401766,0.080085109,0.110861721,0,0,0,0.064975293,NaN,NaN,0.02842253,NaN,0.41025641,0.58755155,NaN,NaN,NaN,0,0,NaN,0.012786765,NaN,0,0.000440414,0.000519457,0.000564181,6.16E-06,0.023171127,3.88E-05,0.004984071,0.036898609,NaN,0,0,0.58974359,0.000177104,0.009688876,NaN,0,NaN,0.041168933,0.050842288,0,1,2.43E-07,0.000143728,0.076923077,0.091973261,0,0,0.005094075,0,0.003638163,0.000241445,0,NaN,NaN,0.000218367,0.809623338,0,0.918118304,0,0.001664508,0,0.008602694,0.000124908,0.029912557,0,0,0.00175676,0,0,0,0.007417053,0,0.004946579,0
CbMPDiCbraya,Group,D6,DR,0.635637515,NaN,NaN,NaN,0.97536158,0.43064236,0.683820743,0.641756525,0.507363643,0.974358974,NaN,NaN,NaN,0.982853568,NaN,NaN,1,NaN,NaN,NaN,NaN,0.885856286,NaN,0.820527508,NaN,0.974358974,0.981003521,1,0.578021913,0.741229229,0.910144417,1,0.672323032,0.674905611,0.318243725,0.986850975,0.311914465,NaN,0.545445136,0.052039505,0.863675198,0.116153845,0.493560439,NaN,1,0.005386282,0.054888052,0.720924495,0.948717949,0.688056887,0.814655465,0.618730267,0.031111801,0,0.923267124,0.930892121,NaN,NaN,0.056110037,NaN,0.58974359,0.386439678,NaN,NaN,NaN,1,0.897435897,NaN,0.987213235,NaN,0.084552373,0.086454038,0.6610108,0.087807563,0.149745944,0.827036255,0.376069403,0.865723746,0.906857586,NaN,1,1,0.41025641,0.676057548,0.610188569,NaN,0.903492649,NaN,0.680345782,0.923516686,0.889129261,0,0.028653535,0.733509224,0.923076923,0.781115947,0.962573497,0.949167966,0.641094212,0.289969993,0.42076084,0.251890906,0.212032786,NaN,NaN,0.29072269,0.177191817,0.511581412,0.02017434,1,0.167181426,0.10830561,0.957290448,0.163860971,0.637613558,0.122960082,0.361774704,0.198018637,0.02227859,0.962684128,0.288524428,0.073840034,0.9868462,0.740605942,0.699785829
CbMPDiCbraya,Group,D6,DominantProcess,DR,,,,DR,HoS,DR,DR,DR,DR,,,,DR,,,DR,,,,,DR,,DR,,DR,DR,DR,DR,DR,DR,DR,DR,DR,HoS,DR,DL,,DR,DL,DR,HoS,DR,,DR,HoS,HoS,DR,DR,DR,DR,DR,HoS,HoS,DR,DR,,,DL,,DR,HD,,,,DR,DR,,DR,,HoS,HoS,DR,DL,HoS,DR,HoS,DR,DR,,DR,DR,HD,DR,DR,,DR,,DR,DR,DR,HD,HoS,DR,DR,DR,DR,DR,DR,HoS,HoS,HoS,DL,,,HoS,HD,DR,HD,DR,HoS,HoS,DR,HoS,DR,HoS,HoS,HoS,HoS,DR,HoS,HoS,DR,DR,DR
CbMPDiCbraya,Group,D6,DominantProcessImportance,0.635637515,NaN,NaN,NaN,0.97536158,0.54946375,0.683820743,0.641756525,0.507363643,0.974358974,NaN,NaN,NaN,0.982853568,NaN,NaN,1,NaN,NaN,NaN,NaN,0.885856286,NaN,0.820527508,NaN,0.974358974,0.981003521,1,0.578021913,0.741229229,0.910144417,1,0.672323032,0.674905611,0.622332982,0.986850975,0.380393228,NaN,0.545445136,0.738528546,0.863675198,0.605845438,0.493560439,NaN,1,0.981210937,0.903460619,0.720924495,0.948717949,0.688056887,0.814655465,0.618730267,0.929278806,1,0.923267124,0.930892121,NaN,NaN,0.685830613,NaN,0.58974359,0.58755155,NaN,NaN,NaN,1,0.897435897,NaN,0.987213235,NaN,0.907160174,0.592292759,0.6610108,0.776401614,0.720565222,0.827036255,0.480023744,0.865723746,0.906857586,NaN,1,1,0.58974359,0.676057548,0.610188569,NaN,0.903492649,NaN,0.680345782,0.923516686,0.889129261,1,0.537236558,0.733509224,0.923076923,0.781115947,0.962573497,0.949167966,0.641094212,0.710030007,0.575600997,0.730205646,0.785722689,NaN,NaN,0.512271602,0.809623338,0.511581412,0.918118304,1,0.777790156,0.887081922,0.957290448,0.630390448,0.637613558,0.767526956,0.627398484,0.74641899,0.970652402,0.962684128,0.67756589,0.566466984,0.9868462,0.740605942,0.699785829
CbMPDiCbraya,Group,D6,DominantProcessPvalue,0.3,,,,0.06,0.36,0,0.01,0.45,0.16,,,,0,,,0.33,,,,,0.05,,0.11,,0.04,0.14,0.47,0.01,0,0,0.36,0.01,0.02,0.09,0,0.36,,0.13,0.01,0,0,0.48,,0.38,0,0,0.07,0.04,0.04,0,0.02,0,0,0,0,,,0.36,,0.5,0.17,,,,0.33,0.01,,0.15,,0,0,0.07,0.01,0,0,0.36,0,0,,0.02,0.21,0.46,0.01,0.02,,0,,0.03,0.08,0,0.38,0.33,0,0.4,0.01,0,0,0,0.01,0.24,0,0.4,,,0.2,0.05,0.23,0.01,0.34,0,0,0.02,0.01,0.08,0,0.08,0,0,0,0.01,0.41,0,0.01,0
CbMPDiCbraya,Group,D7,HeS,NaN,NaN,0,NaN,0,0.012160654,0,0,0.163826194,NaN,NaN,NaN,NaN,0,NaN,0,NaN,0,NaN,NaN,0,0,NaN,0,0,0.030264665,0,0,0.007976113,0,0.020093681,0,0.002591256,0,0.561912746,0.004142962,NaN,0,0,0,0,0.102102912,0.146250043,NaN,NaN,0.376196149,0,0,0,0,0,0.011599472,0.030857325,0,0.014245888,0,0,NaN,0,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0.030328329,0.121395173,3.67E-05,0.208117464,0.209381091,0.018656689,0,0.304653865,0,NaN,0,0,NaN,0.047384349,0.01734356,0,0,0,0,0,0,NaN,0.346575181,0.080422543,0,0,0,0,0.010877139,0,0.032419768,0.095678525,0,NaN,NaN,0,0,NaN,0,0,0,0.031781271,NaN,1,0.231396124,0,0.088297907,0.505589013,0.477672615,0,0.030908779,0.839161178,0,0.045980636,0.01823153
CbMPDiCbraya,Group,D7,HoS,NaN,NaN,0,NaN,0,0.263568182,0.03893631,0.120071278,0.817649192,NaN,NaN,NaN,NaN,0.004751144,NaN,0,NaN,0,NaN,NaN,0.032500267,0.076923077,NaN,0.632688029,0,0.008247941,0.073196667,0.046461554,0.429446364,0.044516968,0.247145404,0.000907956,0.16446409,0.426802556,0.083651339,0.002664051,NaN,0,0.056218659,0.003430956,0.127216952,0.153581876,0.512512638,NaN,NaN,0.489240666,0.373488731,0.051282051,0,0,0.111544937,0.630311196,0.954373036,0.962745293,0.509395669,0.077597716,0,NaN,0.196540797,NaN,0,0.025641026,NaN,NaN,NaN,0.025641026,0.025641026,NaN,NaN,NaN,0.412673231,0.365681501,0.130018278,0.04833852,0.739261895,0.079286676,0.001605351,0.297781025,0.001943628,NaN,0.006752086,0,NaN,0.030388218,0.278426526,0,0.071716398,0,0.071690825,0,0.097018193,NaN,0.366444898,0.483013888,0,0.304027622,0,0.093188916,0.335535279,0.448032015,0.82026691,0.516434248,0,NaN,NaN,0,0.025641026,NaN,0,0,0.017408694,0.952323715,NaN,0,0.149054498,0.537919334,0.115691422,0.163594972,0.509698399,0.003214754,0.81815948,0,0,0.185544855,0.140177381
CbMPDiCbraya,Group,D7,DL,NaN,NaN,0,NaN,0.12761655,0.15336913,0.100330142,0,0,NaN,NaN,NaN,NaN,0,NaN,0,NaN,0,NaN,NaN,0,0,NaN,0,0,0,0,0,0,0,0,0.634205045,0.687163785,0.014310385,0,0,NaN,0,0,0.132956883,0,0.024430567,0,NaN,NaN,0,0,0,0,0,0.30307202,0,0,0,0.01943392,0,0,NaN,0,NaN,0,0,NaN,NaN,NaN,0.376898927,0,NaN,NaN,NaN,0.176125255,0,0.461429342,0,0,0.542820339,0,0.283447526,0.940013811,NaN,0,0,NaN,0,0.004767633,0,0,0,0,0,0,NaN,0.171468408,0.398929232,0,0,0.401176767,0.011179583,0,0,0.027775524,0,0,NaN,NaN,0,0,NaN,0,0,0,0,NaN,0,0,0.234244504,0.062911995,0,0,0.013471707,0,0,0,0,0
CbMPDiCbraya,Group,D7,HD,NaN,NaN,0,NaN,0,0,0,0.000197739,0.000105077,NaN,NaN,NaN,NaN,0,NaN,0,NaN,0,NaN,NaN,0.001821026,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0.000617637,NaN,NaN,3.73E-05,0,0,0,0,0,0.000281046,0,0,0,0.0008214,0.029813954,NaN,0.03199453,NaN,0,0.010801248,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,5.16E-05,0,0.000303317,4.72E-07,0,0,6.02E-06,0,NaN,0,0,NaN,0.000220726,1.02E-06,0,0,0,0.002194075,0,0,NaN,0,0,0,0,0,0,0,0,3.67E-05,3.84E-05,0,NaN,NaN,0,0.026234957,NaN,0.082286003,0,0,6.15E-06,NaN,0,0.003143156,0,0,0.000355692,0,0,0,0.003557837,0,0,0
CbMPDiCbraya,Group,D7,DR,NaN,NaN,1,NaN,0.87238345,0.570902034,0.860733549,0.879730983,0.018419537,NaN,NaN,NaN,NaN,0.995248856,NaN,1,NaN,1,NaN,NaN,0.965678707,0.923076923,NaN,0.367311971,1,0.961487394,0.926803333,0.953538446,0.562577523,0.955483032,0.732760915,0.364886999,0.145780869,0.558887059,0.354435915,0.993192987,NaN,1,0.943781341,0.863612161,0.872783048,0.719884645,0.340619682,NaN,NaN,0.13452591,0.626511269,0.948717949,1,1,0.585383043,0.357808285,0.014769638,0.037254707,0.456924523,0.921580885,0.970186046,NaN,0.771464672,NaN,1,0.963557726,NaN,NaN,NaN,0.597460047,0.974358974,NaN,NaN,NaN,0.380873185,0.512871762,0.408515631,0.743240699,0.051356541,0.359236296,0.998394649,0.114111562,0.058042561,NaN,0.993247914,1,NaN,0.922006707,0.699461257,1,0.928283602,1,0.926115099,1,0.902981807,NaN,0.115511513,0.037634337,1,0.695972378,0.598823233,0.895631501,0.653587582,0.551967985,0.119501098,0.387848779,1,NaN,NaN,1,0.948124017,NaN,0.917713997,1,0.982591306,0.015888862,NaN,0,0.616406222,0.227836162,0.733098676,0.330460324,0.012628986,0.983313539,0.150931741,0.157280985,1,0.768474509,0.841591088
CbMPDiCbraya,Group,D7,DominantProcess,,,DR,,DR,DR,DR,DR,HoS,,,,,DR,,DR,,DR,,,DR,DR,,HoS,DR,DR,DR,DR,DR,DR,DR,DL,DL,DR,HeS,DR,,DR,DR,DR,DR,DR,HoS,,,HoS,DR,DR,DR,DR,DR,HoS,HoS,HoS,HoS,DR,DR,,DR,,DR,DR,,,,DR,DR,,,,HoS,DR,DL,DR,HoS,DL,DR,HeS,DL,,DR,DR,,DR,DR,DR,DR,DR,DR,DR,DR,,HoS,HoS,DR,DR,DR,DR,DR,DR,HoS,HoS,DR,,,DR,DR,,DR,DR,DR,HoS,,HeS,DR,HoS,DR,HeS,HoS,DR,HoS,HeS,DR,DR,DR
CbMPDiCbraya,Group,D7,DominantProcessImportance,NaN,NaN,1,NaN,0.87238345,0.570902034,0.860733549,0.879730983,0.817649192,NaN,NaN,NaN,NaN,0.995248856,NaN,1,NaN,1,NaN,NaN,0.965678707,0.923076923,NaN,0.632688029,1,0.961487394,0.926803333,0.953538446,0.562577523,0.955483032,0.732760915,0.634205045,0.687163785,0.558887059,0.561912746,0.993192987,NaN,1,0.943781341,0.863612161,0.872783048,0.719884645,0.512512638,NaN,NaN,0.489240666,0.626511269,0.948717949,1,1,0.585383043,0.630311196,0.954373036,0.962745293,0.509395669,0.921580885,0.970186046,NaN,0.771464672,NaN,1,0.963557726,NaN,NaN,NaN,0.597460047,0.974358974,NaN,NaN,NaN,0.412673231,0.512871762,0.461429342,0.743240699,0.739261895,0.542820339,0.998394649,0.304653865,0.940013811,NaN,0.993247914,1,NaN,0.922006707,0.699461257,1,0.928283602,1,0.926115099,1,0.902981807,NaN,0.366444898,0.483013888,1,0.695972378,0.598823233,0.895631501,0.653587582,0.551967985,0.82026691,0.516434248,1,NaN,NaN,1,0.948124017,NaN,0.917713997,1,0.982591306,0.952323715,NaN,1,0.616406222,0.537919334,0.733098676,0.505589013,0.509698399,0.983313539,0.81815948,0.839161178,1,0.768474509,0.841591088
CbMPDiCbraya,Group,D7,DominantProcessPvalue,,,0.36,,0.12,0.06,0,0,0,,,,,0,,0.4,,0.4,,,0,0.01,,0.39,0.34,0,0,0,0.23,0,0.11,0.36,0.35,0.17,0.45,0,,0.35,0,0,0,0.11,0.31,,,0.35,0.31,0.03,0.39,0.11,0.17,0.07,0,0,0.34,0,0.12,,0,,0.35,0.14,,,,0.21,0.16,,,,0.52,0.45,0.54,0.05,0,0.36,0.01,0.55,0.09,,0,0.34,,0,0,0.34,0,0.29,0,0.34,0,,0.54,0.26,0.13,0.14,0.3,0,0.04,0.29,0,0.29,0.39,,,0.43,0.12,,0.14,0.4,0,0,,0.34,0.08,0.28,0,0.5,0.57,0.03,0.01,0.34,0.03,0.02,0
CbMPDiCbraya,Group,D0_vs_D1,HeS,0,0,0.512225837,0,0,0,0.199803897,0,0,0,0.470562283,0.101496668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054744674,0,0,0.320995859,0,0,0,0,0.070846502,0,0,0,0,0,0,0.600928973,0,0.372406452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177280916,0,0,0,0,0,0,0,0,0,0,0.271975427,0,0,0,0,0,0,0.057174556,0.023346982,0,0,0,0,0,0,0,0,0,0.016512402,0.004463377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005429344,0
CbMPDiCbraya,Group,D0_vs_D1,HoS,0,0,0,0.200542373,0,0.499242971,0.16537862,0,1,0.084889163,0,0.196929084,1,0.101055657,0,0,0,0,0,0,0.045373886,0,0.023549546,0.013481255,0,0,0,0.113785811,0.732666273,0,0.916849126,0,0.084659829,0.483222111,0,0.267635481,0.09004631,0,1,0.41657639,0.684574051,0,0,0.675020285,0,1,0,0,0,0.985315316,0.071526195,0.144459923,0.652855876,1,0,0.78390639,0.027912758,0,0,0,0,0,0.063411373,0.137122038,0.734985602,0.022718887,0,0,0,0,0,0.411500307,0.138085655,0.277429645,0.945858933,0.149327047,0,0,0,0,0,0,0,0.094208379,0,0,0,0.276546238,0,0,0,0.636792484,0.044757085,0,0,0.070140404,0,0,0.076009699,0.058372981,1,0.925051973,0.211989143,1,1,0.02349339,0.823764229,0.988395166,1,0,0,0.356171208,0.95404056,0.216022625,0,1,0.091778101,0.146500882,0,0,0,1,0.509870196,0.115828499,0.548333439
CbMPDiCbraya,Group,D0_vs_D1,DL,1,1,0.453185329,0.762172064,1,0.403558156,0.377679466,1,0,0.915110837,0.529437717,0.627585716,0,0.898944343,1,1,1,1,1,1,0.954626114,0.992149612,0.976450454,0.986518745,1,1,1,0.886214189,0.267333727,1,0.083150874,0.945255326,0,0.488069057,0.669757754,0.732364519,0.868738203,1,0,0,0.263960237,0.330588651,0.98841502,0.29115561,1,0,0.369682603,1,0.627593548,0.014684684,0.928473805,0.843654261,0.141732338,0,0.307817458,0.21609361,0.972087242,0.820447203,1,1,1,1,0.936588627,0.862877962,0.265014398,0.972755659,1,0.695990651,1,1,0,0,0,0,0,0.850672953,0,0.852671881,0.728024573,1,1,1,1,0.750810255,0.405498222,0.942825444,0.976653018,0.723453762,1,1,1,0.363207516,0.081545342,0,1,0.929859596,0.983487598,0.720544828,0.758264779,0.875768456,0,0.074948027,0.788010857,0,0,0.97650661,0.164771703,0.011604834,0,1,1,0.581195197,0.04595944,0.74844492,1,0,0.908221899,0.81409317,0.038604102,0.982060856,0.692827895,0,0.48427767,0.863714423,0.006124104
CbMPDiCbraya,Group,D0_vs_D1,HD,0,0,0,0.004176634,0,0,0.034709557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069673611,0,0,0,0.001506306,0,0,0.049889269,0,0.01060397,0.004570743,0,0,0,0,0,0,0,0,0,0,0,0.086159121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215131787,0.588499693,0.793864282,0.722570355,0,0,0.104199359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013707076,0,0,0,0,0,0.003158534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.368134856,0,0,0,0,0,0.017453245
CbMPDiCbraya,Group,D0_vs_D1,DR,0,0,0.034588834,0.033108929,0,0.097198873,0.222428461,0,0,0,0,0.073988532,0,0,0,0,0,0,0,0,0,0.007850388,0,0,0,0,0,0,0,0,0,0,0.84566656,0.028708833,0.009246387,0,0.039709181,0,0,0.462687839,0.051465712,0.658807379,0.007014237,0.033824105,0,0,0.029388424,0,0,0,0,0.011885816,0.205411787,0,0.606023421,0,0,0.179552797,0,0,0,0,0,0,0,0.004525453,0,0.126728433,0,0,0.784868213,0,0.068050063,0,0.054141067,0,0.895800641,0.147328119,0,0,0,0,0,0.154981365,0.594501778,0,0,0,0,0,0,0,0.859990498,1,0,0,0,0.274991795,0.162566988,0.065858563,0,0,0,0,0,0,0.011464068,0,0,0,0,0.062633595,0,0.035532455,0,0,0,0.039405948,0.593261042,0.017939144,0.307172105,0,0.005852134,0.015027734,0.428089213
CbMPDiCbraya,Group,D0_vs_D1,DominantProcess,DL,DL,HeS,DL,DL,HoS,DL,DL,HoS,DL,DL,DL,HoS,DL,DL,DL,DL,DL,DL,DL,DL,DL,DL,DL,DL,DL,DL,DL,HoS,DL,HoS,DL,DR,DL,DL,DL,DL,DL,HoS,DR,HoS,DR,DL,HoS,DL,HoS,HeS,DL,DL,HoS,DL,DL,HoS,HoS,DR,HoS,DL,DL,DL,DL,DL,DL,DL,DL,HoS,DL,DL,DL,DL,DL,DR,HD,HD,HD,HoS,DL,DR,DL,DL,DL,DL,DL,DL,DL,DR,DL,DL,DL,DL,DL,DL,HoS,DR,DR,DL,DL,DL,DL,DL,DL,HoS,HoS,DL,HoS,HoS,DL,HoS,HoS,HoS,DL,DL,DL,HoS,DL,DL,HoS,DL,DL,DR,DL,DL,HoS,HoS,DL,HoS
CbMPDiCbraya,Group,D0_vs_D1,DominantProcessImportance,1,1,0.512225837,0.762172064,1,0.499242971,0.377679466,1,1,0.915110837,0.529437717,0.627585716,1,0.898944343,1,1,1,1,1,1,0.954626114,0.992149612,0.976450454,0.986518745,1,1,1,0.886214189,0.732666273,1,0.916849126,0.945255326,0.84566656,0.488069057,0.669757754,0.732364519,0.868738203,1,1,0.462687839,0.684574051,0.658807379,0.98841502,0.675020285,1,1,0.600928973,1,0.627593548,0.985315316,0.928473805,0.843654261,0.652855876,1,0.606023421,0.78390639,0.972087242,0.820447203,1,1,1,1,0.936588627,0.862877962,0.734985602,0.972755659,1,0.695990651,1,1,0.784868213,0.588499693,0.793864282,0.722570355,0.945858933,0.850672953,0.895800641,0.852671881,0.728024573,1,1,1,1,0.750810255,0.594501778,0.942825444,0.976653018,0.723453762,1,1,1,0.636792484,0.859990498,1,1,0.929859596,0.983487598,0.720544828,0.758264779,0.875768456,1,0.925051973,0.788010857,1,1,0.97650661,0.823764229,0.988395166,1,1,1,0.581195197,0.95404056,0.74844492,1,1,0.908221899,0.81409317,0.593261042,0.982060856,0.692827895,1,0.509870196,0.863714423,0.548333439
CbMPDiCbraya,Group,D0_vs_D1,DominantProcessPvalue,0,0,0.51,0,0,0.33,0.39,0,0,0,0.39,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0.45,0.05,0.02,0,0,0,0.43,0,0.05,0,0.09,0,0,0.17,0,0.21,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.02,0,0,0.02,0,0,0.01,0.2,0,0.02,0,0,0,0,0.01,0,0,0,0,0.01,0.15,0,0,0.03,0,0,0,0.17,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.15,0,0,0,0.4,0,0.28
