Method,GroupBasedOn,Group,Index,bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,bin9,bin10,bin11,bin12,bin13,bin14,bin15,bin16,bin17,bin18,bin19,bin20,bin21,bin22,bin23,bin24,bin25,bin26,bin27,bin28,bin29,bin30,bin31,bin32,bin33,bin34,bin35,bin36,bin37,bin38,bin39,bin40,bin41,bin42,bin43,bin44,bin45,bin46,bin47,bin48,bin49,bin50,bin51,bin52,bin53,bin54,bin55,bin56,bin57,bin58,bin59,bin60,bin61,bin62,bin63,bin64,bin65,bin66,bin67,bin68,bin69,bin70,bin71,bin72,bin73,bin74,bin75,bin76,bin77,bin78,bin79,bin80,bin81,bin82,bin83,bin84,bin85,bin86,bin87,bin88,bin89,bin90,bin91,bin92,bin93,bin94,bin95,bin96,bin97,bin98,bin99,bin100,bin101,bin102,bin103,bin104,bin105,bin106,bin107,bin108,bin109,bin110,bin111,bin112,bin113,bin114,bin115,bin116,bin117,bin118,bin119,bin120,bin121,bin122,bin123,bin124,bin125
CbMPDiCbraya,Group,D0_vs_D3,HeS,0,0.050841919,0.083150559,0,0.047161248,0.115758676,0.15831323,0,0,0.085676476,0.060136969,0,0.007779556,0,0,0.029914707,0,0,0,0,0.321912559,0,0,0,0,0,0,0,0.173713833,0,0.057473856,0,0,0,0.22591697,0,0.045140454,0,0.054196474,0.127049382,0,0,0,0.494827592,0.006585095,0,0.283258062,0.00258422,0.219275245,0.164687554,0,0,0,0,0,0,0,0,0,0.027912397,0,0,0,0.200866848,0.285467857,0.042831329,0,0,0,0,0,0,0,0,0,0,0,0,0.135157496,0,0,0,0,0,0,0,0.003229137,0,0,0,0,0.035762909,0.018805106,0,0,0,0,0.006096478,0.002408068,0,0,0,0,0.05842151,0.587024975,0,0,0,0.061138126,0.287856045,0,0,0.027579381,0,0,0.070403409,0.215348535,0,0,0,0,0,0.025369442,0.052416262,0.006775904
CbMPDiCbraya,Group,D0_vs_D3,HoS,0,0,0,0.253060077,0.062355916,0.884241324,0.108944349,0,0.990871182,0.174531449,0.071419934,0,0.401150738,0,0,0,0,0,0,0,0.44882021,0,0,0,0,0,0,0,0.232418867,0,0.070233662,0,0.620849029,0.682108213,0.005914215,0.276986258,0.044416179,0,0.69613036,0,0.88336761,0.01691944,0.161239827,0.407347,0.289246639,1,0,0,0.421165302,0.077221657,0.45307155,0.255113012,0.976349293,1,0.073417094,0,0,0,0,0,0.079482751,0,0,0.151445754,0.140353213,0.06310223,0,0.491615583,0,0,0,0,0,0.488709649,1,0.224670543,0,0,0,0,0,0,0,0.190479233,0,0,0,0.009416127,0,0,0.35144786,0.118768315,0.019627573,0,0,0,0.029594595,0,0.142380635,0.082391848,0.310547472,0.986888921,0.057131736,0.852515144,0.362860846,0.548766004,0.495967651,0.852158485,0.745135405,0.269616518,0,0.1478365,0.418304144,0.145182096,0,0.488469918,0.118548524,0.211515627,0,0,0,1,0.450111399,0.227286982,0.106669903
CbMPDiCbraya,Group,D0_vs_D3,DL,0.129210273,0,0.741569916,0,0.681336716,0,0,0.017467848,0,0.739792074,0.868443096,0,0.588425584,1,1,0.970085293,1,1,1,1,0.229267231,0.980540755,1,1,1,1,1,1,0.5938673,1,0.872292482,1,0,0,0.480598415,0.346888295,0,0.123893315,0.249673166,0,0.11663239,0.011394608,0,0.069542299,0,0,0,0,0,0.758090789,0.54692845,0.164808936,0,0,0,0.031772915,1,1,1,0.930697006,0.920517249,1,1,0.647687398,0.574178931,0.894066442,1,0,0,0.915885128,0,0,0,0,0,0.775329457,0.19171497,0.085940739,0.864842504,0.919382972,1,1,1,0.354936854,0.071398903,1,0.996770863,0.990583873,1,1,0.64855214,0,0,0,1,1,0.723260124,0.477490686,0.010802473,0.526878068,0,0,0.033537593,0,0.050114179,0.451233996,0.474622632,0.147841515,0.155797301,0.205012906,1,0,0.554116475,0.365877628,0.997012133,0,0.666102942,0.163576945,0.205367052,1,0.221492695,0,0.470882234,0.498777113,0.751738051
CbMPDiCbraya,Group,D0_vs_D3,HD,0,0,0,0.733017496,0,0,0.691318963,0.234596234,0.009128818,0,0,0.591968992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295305811,0.22026283,0.002592552,0.059022321,0.367232382,0,0,0.558782036,0,0.037160768,0.767274954,0,0.013545783,0,0.023977093,0.525853098,0,0,0,0.002248847,0.02145127,0,0.445546473,0,0,0,0,0,0,0,0,0,0,0,0,0.41554015,0,0,1,0.138242504,0.021292359,0.015070432,0,0,0.014419858,0,0,0,0,0,0,0.04765086,0.060239675,0,0,0,0,0,0,0.215161122,0.548264107,0.002805034,0,0,0,0,0.061253649,0,0.648188934,0,0,0,0,0,0,0,0,0,0,0.511303104,0,0,0,0.441126673,0,0,0.211346556,0,0,0,0,0,0
CbMPDiCbraya,Group,D0_vs_D3,DR,0.870789727,0.949158081,0.175279525,0.013922427,0.209146121,0,0.041423458,0.747935918,0,0,0,0.408031008,0.002644122,0,0,0,0,0,0,0,0,0.019459245,0,0,0,0,0,0,0,0,0,0,0.083845159,0.097628957,0.284977848,0.317103127,0.543210985,0.876106685,0,0.314168581,0,0.934525185,0.071485219,0.028283109,0.690622484,0,0.692764846,0.471562681,0.359559453,0,0,0.577829205,0.002199438,0,0.481036433,0.968227085,0,0,0,0.041390596,0,0,0,0,0,0,0,0.092844267,1,0.084114872,0,0.861757496,0.978707641,0.49621992,0,0,0.793865172,0.914059261,0,0.080617028,0,0,0,0.406933053,0.868361422,0,0,0,0,0,0,0.630307654,0.413303215,0.997194966,0,0,0.247145281,0.516412836,0.783155175,0.390730084,0.041263595,0.013111079,0.909330671,0.089063345,0,0,0.029409717,0,0.037929168,0.237514531,0,0.340860396,0,0.488940277,0.002987867,0,0,0.624907428,0.583286392,0,0.778507305,0,0.053636925,0.221519642,0.134816142
CbMPDiCbraya,Group,D0_vs_D3,DominantProcess,DR,DR,DL,HD,DL,HoS,HD,DR,HoS,DL,DL,HD,DL,DL,DL,DL,DL,DL,DL,DL,HoS,DL,DL,DL,DL,DL,DL,DL,DL,DL,DL,DL,HoS,HoS,DL,DL,DR,DR,HoS,HD,HoS,DR,HD,HeS,DR,HoS,DR,HD,HoS,DL,DL,DR,HoS,HoS,DR,DR,DL,DL,DL,DL,DL,DL,DL,DL,DL,DL,DL,HoS,DR,DL,HD,DR,DR,DR,HoS,DL,DR,DR,DL,DL,DL,DL,DL,DR,DR,DL,DL,DL,DL,DL,DL,DR,HD,DR,DL,DL,DL,DR,DR,DL,HD,HoS,DR,HoS,HeS,HoS,HoS,HoS,HoS,HeS,DL,HD,DL,DR,DL,HoS,DL,DR,DR,DL,DR,HoS,DL,DL,DL
CbMPDiCbraya,Group,D0_vs_D3,DominantProcessImportance,0.870789727,0.949158081,0.741569916,0.733017496,0.681336716,0.884241324,0.691318963,0.747935918,0.990871182,0.739792074,0.868443096,0.591968992,0.588425584,1,1,0.970085293,1,1,1,1,0.44882021,0.980540755,1,1,1,1,1,1,0.5938673,1,0.872292482,1,0.620849029,0.682108213,0.480598415,0.346888295,0.543210985,0.876106685,0.69613036,0.558782036,0.88336761,0.934525185,0.767274954,0.494827592,0.690622484,1,0.692764846,0.525853098,0.421165302,0.758090789,0.54692845,0.577829205,0.976349293,1,0.481036433,0.968227085,1,1,1,0.930697006,0.920517249,1,1,0.647687398,0.574178931,0.894066442,1,0.491615583,1,0.915885128,1,0.861757496,0.978707641,0.49621992,1,0.775329457,0.793865172,0.914059261,0.864842504,0.919382972,1,1,1,0.406933053,0.868361422,1,0.996770863,0.990583873,1,1,0.64855214,0.630307654,0.548264107,0.997194966,1,1,0.723260124,0.516412836,0.783155175,0.526878068,0.648188934,0.986888921,0.909330671,0.852515144,0.587024975,0.548766004,0.495967651,0.852158485,0.745135405,0.287856045,1,0.511303104,0.554116475,0.488940277,0.997012133,0.488469918,0.666102942,0.624907428,0.583286392,1,0.778507305,1,0.470882234,0.498777113,0.751738051
CbMPDiCbraya,Group,D0_vs_D3,DominantProcessPvalue,0,0,0,0.02,0,0,0,0,0,0,0,0.28,0.17,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0.06,0,0,0,0.07,0.02,0.32,0.57,0.17,0,0.01,0.08,0,0,0,0.34,0.03,0,0.04,0.33,0.42,0.01,0.28,0.03,0,0,0.48,0,0,0,0,0,0,0,0,0.03,0.12,0,0,0.44,0,0,0,0,0,0.51,0,0,0.01,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0.2,0.02,0.2,0,0,0,0.02,0.46,0,0.26,0.06,0,0,0,0.17,0.23,0.54,0,0,0.59,0,0.18,0.25,0.34,0,0.36,0,0.02,0.06,0,0.01,0,0.37,0.04,0
CbMPDiCbraya,Group,D0_vs_D5,HeS,0,0,0.02518707,0,0.101437541,0.043269677,0.210094718,0.002156458,0,0.16192936,0.063345016,0,0.152848707,0,0,0,0,0,0,0,0.339855237,0,0,0.029232918,0,0,0.050342877,0,0.163919755,0,0.351209233,0,0,0,0.235723362,0,0.078016926,0,0.272316341,0,0.040051978,0,0,0.580351132,0.103574595,0,0.153564984,0,0.245664086,0.167921869,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21156798,0.285467857,0.301648617,0,0,0,0,0,0.029852749,0,0,0,0.094444559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072225216,0,0,0,0,0,0.015787981,0.010552542,0,0,0,0,0.376729564,0.652415336,0,0,0.030460023,0.59202799,0.16340711,0,0,0.262582025,0,0,0.002149565,0.042310989,0,0,0,0,0.017587426,0.107608942,0.487424612,0.704537047
CbMPDiCbraya,Group,D0_vs_D5,HoS,0,0,0,0.253035554,0.215367332,0.825241267,0.293063111,0,0.152967957,0.083920309,0.075229878,0,0.689573455,0.020626274,0,0,0,0,0,0,0.500007594,0,0,0,0,0,0.050162931,0,0.219314968,0,0.429181411,0,0.75071487,0.603081066,0.010001098,0.109301535,0,0,0.584308945,0,0.535250051,0.061614457,0.442545758,0.419648868,0.34281472,1,0,0.007329722,0.534794406,0.58163414,0,0.074644369,0.869914274,1,0.009279526,0.063795204,0,0,0,0,0.065319828,0,0,0.144112433,0.140353213,0.32532709,0,0.491615583,0,0,0,0,0.092373977,0.249894501,0.844692308,0.050809837,0,0,0.03832779,0,0,0,0,0.152610536,0,0,0,0,0.033855979,0,0,0,0.008061015,0,0,0.040179588,0,0,0.091487197,0.141858543,0.522910707,1,0.064498778,0.541020806,0.347584664,0.774083141,0.016841181,0.814157647,0.40797201,0.347980742,0,0.140783864,0.228064345,0.179649436,0,0.653203784,0.039706419,0.373398487,0,0,0,0.850749254,0.367466559,0.225798379,0.019211445
CbMPDiCbraya,Group,D0_vs_D5,DL,0.027570416,0,0.666556403,0,0.183392092,0.041551336,0.155047345,0,0.634642604,0.746001994,0.861425105,0,0.107599863,0.979373726,1,1,1,1,1,1,0.160137169,0.884738963,1,0.963566344,1,1,0.899494192,1,0.616765277,1,0.219609356,1,0,0,0,0,0,0,0.143374714,0.142421598,0.242262825,0.143052099,0.053986917,0,0,0,0.126811818,0,0,0.250443991,0.997059889,0,0,0,0.029390227,0,1,0.858926724,1,0.914074122,0.934680172,0.976764191,1,0.644319587,0.574178931,0.355862879,1,0,0,0.284570606,0,0.561948159,0.663495274,0,0.081233264,0.846531781,0.175180411,0,0.96167221,0.854917985,1,1,1,0.227166384,0,1,1,0.990668591,0.956656362,1,0.952454651,0,0,0,1,0.804005542,0.723650905,0.447087506,0.006281773,0.216657709,0,0,0.004872108,0,0,0.117013793,0.752636227,0.121441275,0,0.063090815,1,0,0.502068473,0,0.699164115,0.287030181,0.832474044,0.081089704,0,0.997283204,0,0.115031011,0.468471924,0.126181574,0.082068428
CbMPDiCbraya,Group,D0_vs_D5,HD,0,0,0,0.708995267,0,0.013167378,0.267367208,0.608414037,0.131539186,0,0,0.524947335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202474932,0.396918934,0.570447374,0.401647209,0.379775387,0,0,0.451598746,0,0.057862329,0.308946102,0,0,0,0.008357652,0.392709268,0,0,0,0.037662289,0.083285167,0,0.530599381,0,0,0,0,0,0,0,0,0,0,0,0,0.35213779,0,0,0.760154919,0.002503166,0.004146876,0.037500242,0.017764867,0,0.002525093,0,0,0,0,0,0,0.018558891,0.364079854,0,0,0,0,0,0,0.211567152,0.958303665,0.045177341,0,0,0,0,0.226505462,0.151102471,0.472870639,0,0,0,0,0,0,0,0,0,0,0.653612259,0,0.116949167,0,0.045030077,0,0,0.135530584,0,0,0,0,0,0
CbMPDiCbraya,Group,D0_vs_D5,DR,0.972429584,1,0.308256526,0.037969179,0.499803034,0.076770343,0.074427618,0.389429506,0.080850253,0.008148337,0,0.475052665,0.049977975,0,0,0,0,0,0,0,0,0.115261037,0,0.007200737,0,0,0,0,0,0,0,0,0.046810199,0,0.183828166,0.489051256,0.542207687,1,0,0.405979656,0.182435146,0.737471114,0.194521223,0,0.553610685,0,0.711265547,0.59996101,0.219541507,0,0.002940111,0.887693342,0.046800559,0,0.430730867,0.936204796,0,0.141073276,0,0.085925878,0,0.023235809,0,0,0,0.017161414,0,0.156246627,1,0.715429394,0.239845081,0.405695926,0.239983873,0.712605258,0.056309561,0.008213823,0.822294496,1,0,0.145082015,0,0,0,0.601664189,0.635920146,0,0,0.009331409,0.009487659,0,0.047545349,0.716207632,0.03363532,0.954822659,0,0.15581487,0.276349095,0.537124513,0.665173027,0.490381277,0.004218654,0,0.930629114,0.08224963,0,0.108903066,0.230522593,0.033941055,0,0.425521333,0,0.205603877,0.007285158,0.703401397,0.300835885,0.012586392,0.085508548,0.54551181,0.864469416,0.002716796,1,0.01663231,0.056452575,0.160595435,0.194183081
CbMPDiCbraya,Group,D0_vs_D5,DominantProcess,DR,DR,DL,HD,DR,HoS,HoS,HD,DL,DL,DL,HD,HoS,DL,DL,DL,DL,DL,DL,DL,HoS,DL,DL,DL,DL,DL,DL,DL,DL,DL,HoS,DL,HoS,HoS,HD,DR,DR,DR,HoS,HD,HoS,DR,HoS,HeS,DR,HoS,DR,DR,HoS,HoS,DL,DR,HoS,HoS,HD,DR,DL,DL,DL,DL,DL,DL,DL,DL,DL,DL,DL,HoS,DR,DR,HD,DL,DL,DR,HoS,DL,DR,DR,DL,DL,DL,DL,DL,DR,DR,DL,DL,DL,DL,DL,DL,DR,HD,DR,DL,DL,DL,DR,DR,DR,HoS,HoS,DR,HoS,HeS,HoS,DL,HoS,HeS,DR,DL,HD,DL,DR,DL,HoS,DL,DR,DR,DL,DR,HoS,DL,HeS,HeS
CbMPDiCbraya,Group,D0_vs_D5,DominantProcessImportance,0.972429584,1,0.666556403,0.708995267,0.499803034,0.825241267,0.293063111,0.608414037,0.634642604,0.746001994,0.861425105,0.524947335,0.689573455,0.979373726,1,1,1,1,1,1,0.500007594,0.884738963,1,0.963566344,1,1,0.899494192,1,0.616765277,1,0.429181411,1,0.75071487,0.603081066,0.570447374,0.489051256,0.542207687,1,0.584308945,0.451598746,0.535250051,0.737471114,0.442545758,0.580351132,0.553610685,1,0.711265547,0.59996101,0.534794406,0.58163414,0.997059889,0.887693342,0.869914274,1,0.530599381,0.936204796,1,0.858926724,1,0.914074122,0.934680172,0.976764191,1,0.644319587,0.574178931,0.355862879,1,0.491615583,1,0.715429394,0.760154919,0.561948159,0.663495274,0.712605258,0.844692308,0.846531781,0.822294496,1,0.96167221,0.854917985,1,1,1,0.601664189,0.635920146,1,1,0.990668591,0.956656362,1,0.952454651,0.716207632,0.958303665,0.954822659,1,0.804005542,0.723650905,0.537124513,0.665173027,0.490381277,0.522910707,1,0.930629114,0.541020806,0.652415336,0.774083141,0.752636227,0.814157647,0.59202799,0.425521333,1,0.653612259,0.502068473,0.703401397,0.699164115,0.653203784,0.832474044,0.54551181,0.864469416,0.997283204,1,0.850749254,0.468471924,0.487424612,0.704537047
CbMPDiCbraya,Group,D0_vs_D5,DominantProcessPvalue,0,0,0.03,0.1,0.09,0,0.57,0.18,0.13,0,0,0.5,0.01,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0.06,0,0.26,0,0,0.16,0.06,0.35,0.33,0,0.1,0.43,0.06,0,0.37,0.24,0.19,0,0,0.16,0.19,0.06,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0.11,0.58,0,0.35,0,0,0.04,0.18,0.01,0,0,0,0,0,0,0,0,0,0,0.07,0.12,0,0,0,0,0,0,0,0,0,0,0,0.02,0.38,0,0.08,0.36,0,0,0.21,0.09,0,0,0,0.2,0.38,0,0.01,0.18,0,0.02,0.09,0,0.17,0,0,0,0,0.29,0.12,0
CbMPDiCbraya,Group,D0_vs_D6,HeS,0,0,0,0,0.144332003,0.105735442,0.145487231,0,0.003794916,0.206736746,0.063345016,0,0.160943497,0,0,0,0,0,0,0,0.357817571,0,0,0,0,0,0.002050551,0,0.11400779,0.028206588,0.113782336,0,0,0,0.341216761,0,0.416149891,0,0.340090614,0.389562826,0.01930441,0.005819837,0,0.580351132,0.159470839,0.002613906,0.141991769,0,0.225815263,0.161069386,0,0,0.03358948,0,0,0.010067596,0,0,0,0,0,0,0,0.21156798,0.285467857,0.293898347,0,0,0,0,0,0.008436629,0,0,0.001288967,0.023564465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070390349,0.00201825,0,0,0,0,0.025022931,0.003274512,0,0,0.022578293,0,0.396647445,0.652415336,0,0,0.495436195,0.575556234,0.159211672,0,0,0.241824129,0.003474462,0,0.008224237,0.030905579,0,0,0,0,0.275953796,0.153531932,0.514634245,0.669002631
CbMPDiCbraya,Group,D0_vs_D6,HoS,0,0,0,0.253035554,0.194980692,0.473184323,0.155866214,0,0.679453503,0.107141852,0.075229878,0,0.726092915,0.042677058,0,0,0,0,0,0,0.498880062,0,0,0,0,0,0.025089101,0,0.152535701,0,0.139043223,0,0.786630579,0.363895218,0.005269979,0.113247892,0,0,0.517864384,0.020503926,0.409470855,0.041179619,0.447046186,0.419648868,0.286082366,0.997386094,0,0,0.491584835,0.483966556,0.019215451,0.067921097,0.88956716,1,0.071646754,0.071701662,0,0,0,0,0.063679568,0,0,0.144112433,0.140353213,0.316968448,0,0.491615583,0,0,0,0.030982628,0.000207055,0.089701206,0.994514156,0.145798635,0,0,0.015864687,0,0,0,0,0.184849397,0,0,0,0,0,0,0.184557426,0,0.002907956,0,0,0.061609321,0.010952976,0,0.013844453,0.122365379,0.811764677,0.977421707,0.057023358,0.520912811,0.347584664,0.213162105,0.016841536,0.445949426,0.424443766,0.350586736,0.225335506,0.169047212,0.187420102,0.236739248,0,0.918753311,0.009773333,0.311684551,0,0.004977074,0.009827848,0.699240743,0.341549289,0.14400631,0.036992509
CbMPDiCbraya,Group,D0_vs_D6,DL,0.013755733,0,0.603117707,0,0.135243926,0.201406285,0,0,0,0.674934184,0.85732517,0,0.055069914,0.95596655,1,1,0.975866322,0.987618781,1,0.995063429,0.143302367,0.88602006,1,0.889170585,1,1,0.972860347,1,0.726575804,0.971793412,0.747174441,1,0,0,0.162992383,0,0.117448471,0,0.118465863,0.4410838,0.147143483,0.325499782,0.054860786,0,0,0,0.235315442,0,0,0.354964058,0.965481674,0.00670351,0,0,0.013026357,0,0.97019366,0.881516524,1,0.842639594,0.902950519,0.94498474,1,0.644319587,0.574178931,0.34272597,1,0,0,0.156097599,0.414476187,0.454054733,0.654351395,0.818233679,0,0.8211943,0,0.070506446,0.978020566,0.632631993,1,0.93305193,1,0.13479238,0.325854494,1,0.966158231,0.973630151,0.944183535,1,0.761734108,0,0.773425729,0,0.994317434,0.65883986,0.639057996,0.452236569,0.069293009,0.220901827,0,0,0.09162777,0,0,0.40368066,0.540033913,0.050172547,0,0.062230893,0.774664494,0.097315076,0.465329915,0,0.450983528,0.019536752,0.777960837,0,0.263513773,0.99361471,0,0,0.441829522,0.174629755,0.049877475
CbMPDiCbraya,Group,D0_vs_D6,HD,0,0,0,0.718487562,0,0.069191891,0.459626824,0.455891962,0.121390308,0,0,0.482688314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176422696,0.273316096,0.133938261,0.552837939,0.115716245,0,0,0.04064987,0,0.027566937,0.151043907,0,0,0,0.014408909,0.344593902,0,0,0,0.046912419,0.071552027,0,0.310532429,0,0,0,0,0,0,0,0,0,0,0,0,0.320676204,0,0,0.07843657,0.078104296,0.036716066,0.025748114,0.004196877,0,0.045718964,0,0,0,0,0,0,0.258784995,0.227519753,0,0,0,0,0,0,0.2050112,0.061216857,0.043853239,0,0,0,0,0.146293587,0.104359035,0.188235323,0,0,0,0,0,0,0,0,0,0,0.197422025,0,0.105881949,0,0.030729493,0,0,0.121015944,0,0,0,0,0,0
CbMPDiCbraya,Group,D0_vs_D6,DR,0.986244267,1,0.396882293,0.028476884,0.525443378,0.150482059,0.23901973,0.544108038,0.195361272,0.011187219,0.004099936,0.517311686,0.057893674,0.001356392,0,0,0.024133678,0.012381219,0,0.004936571,0,0.11397994,0,0.110829415,0,0,0,0,0.006880705,0,0,0,0.036946725,0.362788686,0.356582617,0.333914169,0.350685393,1,0.023579139,0.108199578,0.424081252,0.599933826,0.34704912,0,0.554446795,0,0.60828388,0.655406098,0.282599903,0,0.015302875,0.878462975,0.005291333,0,0.60479446,0.918230742,0.02980634,0.118483476,0,0.157360406,0.033369913,0.05501526,0,0,0,0.046407236,0,0.187708214,1,0.843902401,0.507087243,0.428421714,0.308725484,0.066317,0,0.0094426,0.954281036,0.929493554,0.006114747,0.367368007,0,0.06694807,0,0.421573228,0.446625754,0,0.033841769,0.026369849,0.055816465,0,0.053708466,0.724598451,0.160431208,0.956146761,0.005682566,0.279550818,0.349989028,0.5227405,0.767294438,0.552373759,0,0,0.851348872,0.082439745,0,0.383157235,0.443124551,0.008441832,0,0.427970699,0,0.536215688,0.105425854,0.653904342,0.549016472,0.022756207,0.181360251,0.688315449,0.615470283,0.001408216,0.990172152,0.024805462,0.063089258,0.166729691,0.244127385
CbMPDiCbraya,Group,D0_vs_D6,DominantProcess,DR,DR,DL,HD,DR,HoS,HD,DR,HoS,DL,DL,DR,HoS,DL,DL,DL,DL,DL,DL,DL,HoS,DL,DL,DL,DL,DL,DL,DL,DL,DL,DL,DL,HoS,HoS,DR,HD,HeS,DR,HoS,DL,DR,DR,HoS,HeS,DR,HoS,DR,DR,HoS,HoS,DL,DR,HoS,HoS,DR,DR,DL,DL,DL,DL,DL,DL,DL,DL,DL,DL,DL,HoS,DR,DR,DR,DL,DL,DL,HoS,DL,DR,DR,DL,DL,DL,DL,DL,DR,DR,DL,DL,DL,DL,DL,DL,DR,DL,DR,DL,DL,DL,DR,DR,DR,HoS,HoS,DR,HoS,HeS,DL,DL,HeS,HeS,DR,DL,DR,DL,DR,DR,HoS,DL,DR,DR,DL,DR,HoS,DL,HeS,HeS
CbMPDiCbraya,Group,D0_vs_D6,DominantProcessImportance,0.986244267,1,0.603117707,0.718487562,0.525443378,0.473184323,0.459626824,0.544108038,0.679453503,0.674934184,0.85732517,0.517311686,0.726092915,0.95596655,1,1,0.975866322,0.987618781,1,0.995063429,0.498880062,0.88602006,1,0.889170585,1,1,0.972860347,1,0.726575804,0.971793412,0.747174441,1,0.786630579,0.363895218,0.356582617,0.552837939,0.416149891,1,0.517864384,0.4410838,0.424081252,0.599933826,0.447046186,0.580351132,0.554446795,0.997386094,0.60828388,0.655406098,0.491584835,0.483966556,0.965481674,0.878462975,0.88956716,1,0.60479446,0.918230742,0.97019366,0.881516524,1,0.842639594,0.902950519,0.94498474,1,0.644319587,0.574178931,0.34272597,1,0.491615583,1,0.843902401,0.507087243,0.454054733,0.654351395,0.818233679,0.994514156,0.8211943,0.954281036,0.929493554,0.978020566,0.632631993,1,0.93305193,1,0.421573228,0.446625754,1,0.966158231,0.973630151,0.944183535,1,0.761734108,0.724598451,0.773425729,0.956146761,0.994317434,0.65883986,0.639057996,0.5227405,0.767294438,0.552373759,0.811764677,0.977421707,0.851348872,0.520912811,0.652415336,0.40368066,0.540033913,0.495436195,0.575556234,0.427970699,0.774664494,0.536215688,0.465329915,0.653904342,0.549016472,0.918753311,0.777960837,0.688315449,0.615470283,0.99361471,0.990172152,0.699240743,0.441829522,0.514634245,0.669002631
CbMPDiCbraya,Group,D0_vs_D6,DominantProcessPvalue,0,0,0.16,0.04,0.05,0.08,0.05,0.27,0,0.02,0,0.5,0.02,0,0,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0.57,0.43,0.12,0.41,0,0.14,0.32,0.48,0.1,0.31,0.17,0.14,0,0.01,0.03,0.21,0.23,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0.04,0.21,0.56,0,0.46,0,0,0.33,0.54,0.23,0.01,0,0,0,0,0,0.06,0,0,0,0.29,0.22,0,0,0,0,0,0,0,0.03,0,0,0,0.12,0.36,0,0.01,0,0,0,0.29,0.04,0.47,0.22,0.34,0.22,0.35,0,0,0.19,0.01,0.24,0,0,0.01,0.15,0,0,0.07,0.32,0.02,0.01
CbMPDiCbraya,Group,D0_vs_D7,HeS,0,0,0.012675848,0,0.116700819,0.008987672,0.081076639,0,0.073756109,0.217796172,0.063345016,0,0.160943497,0,0,0,0,0,0,0,0.285879179,0,0,0,0,0,0,0,0.129708738,0,0.367972881,0,0.000477068,0,0.169876323,0,0,0,0.463687104,0,0.145454415,0,0,0.580351132,0.163773917,0.211728455,0.070331857,0,0.239034611,0.212810004,0,0,0.028942915,0,0.000984355,0,0,0,0,0,0,0,0,0.21156798,0.285467857,0.278739343,0,0,0,0,0.002560456,0.061718141,0,0.008663946,0.004081877,0.03473206,0,0.008422303,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072225216,0.001335855,0,0,0,0,0.018529904,0.016762731,0,0.002931323,0.144283334,0,0.396647445,0.652415336,0,0,0.667310255,0.624948522,0.182636968,0,0,0.276416101,0.045139321,0.006360273,0.028916469,0.288083667,0,0,0,0,0.341759989,0.167656472,0.321278248,0.584501997
CbMPDiCbraya,Group,D0_vs_D7,HoS,0,0,0,0.253035554,0.191118875,0.520385698,0.092567013,0,0.926243891,0.112873428,0.075229878,0,0.726092915,0.010292399,0,0,0,0,0,0,0.405753667,0,0,0,0,0,0.050203966,0,0.173542644,0,0.475064052,0,0.254491134,0.322999086,0.02690268,0.053131979,0,0,0.520196396,0,0.603118608,0,0.205507246,0.419648868,0.291702318,0.769961007,0,0,0.520362478,0.73711402,0.030310657,0.369780016,0.926715388,1,0.008979195,0.24880768,0,0,0,0,0.063601102,0,0,0.144112433,0.140353213,0.300619509,0,0.491615583,0,0,0.00020085,0.107297426,0.000545687,0.345880052,0.994200912,0.061634972,0,0.006230986,0.016743504,0,0,0,0,0.076137861,0,0,0,0,0,0,0.02511782,0,0.031256298,0.004627814,0,0.083702971,0,0,0.026409622,0.080392139,0.982632338,0.834918876,0.066293585,0.520912811,0.347584664,0.001854505,0.01684136,0.262193102,0.350007067,0.339057991,0.025070593,0.064090761,0.214229796,0.027451339,0,0.2810572,0.227131598,0.049791832,0,0,0,0.633182861,0.326334488,0.493752943,0.088372522
