"Common_n","Group","Metric","Mean","Median","Q2.5","Q97.5","N_iterations","Ref_Median","Difference_from_n14","Ratio_to_n14","Same_sign_as_n14"
8,"D6","Zeta_order3",0.291449196721046,0.295535059064604,0.254413616288119,0.324780676231773,100,0.293620010120275,0.00191504894432892,1.00652220175166,TRUE
8,"D7","DeltaAIC_ExpMinusPower",23.4119425001718,21.8973353454627,15.1218966981296,38.4871681932385,100,37.5954140624027,-15.69807871694,0.582446979014953,TRUE
8,"D7","Exp_slope",-0.338453803654089,-0.33884172962346,-0.416677749527523,-0.251566783269079,100,-0.187600876383773,-0.151240853239687,1.80618415092206,TRUE
8,"D7","Last_over_first",0.0736513456148484,0.0701328439906523,0.0425268766054609,0.130461510508146,100,0.0466513701161188,0.0234814738745335,1.50333942638954,TRUE
8,"D7","Power_slope",-1.25813687418515,-1.26425255124063,-1.511082111542,-0.951114399285098,100,-1.12443494533199,-0.139817605908645,1.12434477111289,TRUE
8,"D7","Zeta_half_order",0.151021658594736,0.147585507540526,0.107560397126889,0.217673601136931,100,0.0837976775340351,0.0637878300064914,1.76121238539795,TRUE
8,"D7","Zeta_last",0.0736513456148484,0.0701328439906523,0.0425268766054609,0.130461510508146,100,0.0466513701161188,0.0234814738745335,1.50333942638954,TRUE
8,"D7","Zeta_order1",1,1,1,1,100,1,0,1,TRUE
8,"D7","Zeta_order2",0.346869545992962,0.343790064842696,0.291598465546692,0.404894631297495,100,0.346784322771164,-0.00299425792846753,0.991365647949307,TRUE
8,"D7","Zeta_order3",0.209226567500315,0.205304775801671,0.160166516772488,0.273128342245989,100,0.21077554895396,-0.0054707731522895,0.974044555075577,TRUE
10,"D0","DeltaAIC_ExpMinusPower",42.9884922865389,42.3294996273581,35.8678513741898,54.0353609744926,100,58.5903595229595,-16.2608598956014,0.722465265139236,TRUE
10,"D0","Exp_slope",-0.0576709300068644,-0.0579054916042862,-0.0591836086752906,-0.0558890957568298,100,-0.0423354878798512,-0.0155700037244351,1.36777664565064,TRUE
10,"D0","Last_over_first",0.557651892065052,0.556345924928467,0.550187757382648,0.567880892132054,100,0.517531616123165,0.038814308805302,1.0749989132955,TRUE
