"Model","AIC","Common_n","Iteration","Group"
"PowerLaw",-61.3089762018166,8,20,"D0"
"Exponential",-18.9410142952874,8,20,"D1"
"PowerLaw",-58.5620107103122,8,20,"D1"
"Exponential",-14.8464674772819,8,20,"D3"
"PowerLaw",-31.9682293601792,8,20,"D3"
"Exponential",-13.3715541946513,8,20,"D5"
"PowerLaw",-33.6225670255572,8,20,"D5"
"Exponential",-9.80668966154751,8,20,"D6"
"PowerLaw",-38.7105391917408,8,20,"D6"
"Exponential",-6.16455884351309,8,20,"D7"
"PowerLaw",-28.2418923381726,8,20,"D7"
"Exponential",-30.6952186010437,8,21,"D0"
"PowerLaw",-61.4193581068703,8,21,"D0"
"Exponential",-19.6786118858089,8,21,"D1"
"PowerLaw",-63.4028053406598,8,21,"D1"
"Exponential",-14.0444295299915,8,21,"D3"
"PowerLaw",-29.8767013644199,8,21,"D3"
"Exponential",-12.4740045870181,8,21,"D5"
"PowerLaw",-38.646108191799,8,21,"D5"
"Exponential",-8.12097935637923,8,21,"D6"
"PowerLaw",-42.7182691228541,8,21,"D6"
"Exponential",-5.06313827828751,8,21,"D7"
"PowerLaw",-23.0684291976586,8,21,"D7"
"Exponential",-30.6625183821466,8,22,"D0"
"PowerLaw",-64.7399016805496,8,22,"D0"
"Exponential",-18.4591088357768,8,22,"D1"
"PowerLaw",-56.8311202238419,8,22,"D1"
"Exponential",-15.3309772620151,8,22,"D3"
"PowerLaw",-34.8478962256677,8,22,"D3"
"Exponential",-12.7782626309598,8,22,"D5"
"PowerLaw",-39.8581524177596,8,22,"D5"
"Exponential",-8.26442264855588,8,22,"D6"
"PowerLaw",-33.5729825276456,8,22,"D6"
"Exponential",-8.03268071059776,8,22,"D7"
"PowerLaw",-33.8067434707379,8,22,"D7"
"Exponential",-31.0153411163195,8,23,"D0"
"PowerLaw",-64.6133637635566,8,23,"D0"
"Exponential",-19.3407519204817,8,23,"D1"
"PowerLaw",-63.5610476542774,8,23,"D1"
"Exponential",-14.2122927582322,8,23,"D3"
"PowerLaw",-29.4313388779188,8,23,"D3"
"Exponential",-13.8756300067744,8,23,"D5"
"PowerLaw",-41.4075349501259,8,23,"D5"
"Exponential",-7.67696766011889,8,23,"D6"
"PowerLaw",-27.5138076946534,8,23,"D6"
"Exponential",-4.25530122725368,8,23,"D7"
"PowerLaw",-31.9714615000945,8,23,"D7"
"Exponential",-31.0023831811344,8,24,"D0"
"PowerLaw",-63.3907627366032,8,24,"D0"
"Exponential",-19.3307635240197,8,24,"D1"
"PowerLaw",-62.0062778041277,8,24,"D1"
"Exponential",-13.3362730600691,8,24,"D3"
"PowerLaw",-28.0611595980983,8,24,"D3"
"Exponential",-11.8710935816224,8,24,"D5"
"PowerLaw",-38.5556249762037,8,24,"D5"
"Exponential",-8.70086153979361,8,24,"D6"
"PowerLaw",-32.9655527264166,8,24,"D6"
"Exponential",-6.78492909646446,8,24,"D7"
"PowerLaw",-32.1248178848855,8,24,"D7"
"Exponential",-32.0171860134334,8,25,"D0"
"PowerLaw",-75.3248565086889,8,25,"D0"
"Exponential",-20.4249110523532,8,25,"D1"
"PowerLaw",-55.9901100137238,8,25,"D1"
"Exponential",-14.346761965637,8,25,"D3"
"PowerLaw",-31.492330202542,8,25,"D3"
"Exponential",-13.3135830303383,8,25,"D5"
"PowerLaw",-44.464713873503,8,25,"D5"
"Exponential",-8.25883149241018,8,25,"D6"
"PowerLaw",-47.5498713555332,8,25,"D6"
"Exponential",-1.58571699310107,8,25,"D7"
"PowerLaw",-21.9855453006427,8,25,"D7"
"Exponential",-30.3891921703059,8,26,"D0"
"PowerLaw",-60.5887967232948,8,26,"D0"
"Exponential",-20.3800050947442,8,26,"D1"
"PowerLaw",-57.3495449970077,8,26,"D1"
"Exponential",-13.6559786081638,8,26,"D3"
"PowerLaw",-28.8700444835358,8,26,"D3"
"Exponential",-12.9567403941015,8,26,"D5"
"PowerLaw",-43.1183156277311,8,26,"D5"
"Exponential",-8.51214402952839,8,26,"D6"
"PowerLaw",-33.054474943698,8,26,"D6"
"Exponential",-1.18172146538558,8,26,"D7"
"PowerLaw",-17.9515965175155,8,26,"D7"
"Exponential",-30.6214522789867,8,27,"D0"
"PowerLaw",-61.850885366052,8,27,"D0"
"Exponential",-19.6278795768922,8,27,"D1"
"PowerLaw",-64.9039924378427,8,27,"D1"
"Exponential",-14.7433272485298,8,27,"D3"
"PowerLaw",-32.0671029600425,8,27,"D3"
"Exponential",-14.9768602140583,8,27,"D5"
"PowerLaw",-43.3391958351283,8,27,"D5"
"Exponential",-8.92711242388327,8,27,"D6"
"PowerLaw",-29.4352359209136,8,27,"D6"
"Exponential",-4.95447573948493,8,27,"D7"
"PowerLaw",-24.6443194545784,8,27,"D7"
"Exponential",-30.6247188804683,8,28,"D0"
"PowerLaw",-64.1300335862576,8,28,"D0"
"Exponential",-18.6386821411312,8,28,"D1"
"PowerLaw",-56.5222902768026,8,28,"D1"
"Exponential",-13.7542090878462,8,28,"D3"
"PowerLaw",-28.6972183149601,8,28,"D3"
"Exponential",-12.835897033242,8,28,"D5"
"PowerLaw",-51.9616957391037,8,28,"D5"
"Exponential",-6.63681626895298,8,28,"D6"
"PowerLaw",-21.8715513175623,8,28,"D6"
"Exponential",-1.87975508459204,8,28,"D7"
"PowerLaw",-19.8487158567451,8,28,"D7"
"Exponential",-30.5728297213566,8,29,"D0"
"PowerLaw",-59.7798772878054,8,29,"D0"
"Exponential",-19.9802005665679,8,29,"D1"
"PowerLaw",-66.5056013179851,8,29,"D1"
"Exponential",-15.1752545981721,8,29,"D3"
"PowerLaw",-32.6203207442144,8,29,"D3"
"Exponential",-11.8149194720511,8,29,"D5"
"PowerLaw",-34.9343252647123,8,29,"D5"
"Exponential",-6.73238569582378,8,29,"D6"
"PowerLaw",-25.9724267066136,8,29,"D6"
"Exponential",-3.85305246530132,8,29,"D7"
"PowerLaw",-25.1001802502656,8,29,"D7"
"Exponential",-31.7379048507316,8,30,"D0"
"PowerLaw",-71.2677603054425,8,30,"D0"
"Exponential",-19.115168290859,8,30,"D1"
"PowerLaw",-61.6638927853867,8,30,"D1"
"Exponential",-14.7172555088136,8,30,"D3"
"PowerLaw",-33.2785517109076,8,30,"D3"
"Exponential",-13.5036044087576,8,30,"D5"
"PowerLaw",-34.4129433706861,8,30,"D5"
"Exponential",-9.69112832328375,8,30,"D6"
"PowerLaw",-35.8056925213265,8,30,"D6"
"Exponential",-4.810757448265,8,30,"D7"
"PowerLaw",-35.5653598302786,8,30,"D7"
"Exponential",-30.4937127342886,8,31,"D0"
"PowerLaw",-59.9794051899843,8,31,"D0"
"Exponential",-20.0057460645504,8,31,"D1"
"PowerLaw",-68.3328425967527,8,31,"D1"
"Exponential",-14.6016182728131,8,31,"D3"
"PowerLaw",-32.7105671094884,8,31,"D3"
"Exponential",-13.9530094643005,8,31,"D5"
"PowerLaw",-41.4613003787277,8,31,"D5"
"Exponential",-6.54595625175689,8,31,"D6"
"PowerLaw",-25.6684615931676,8,31,"D6"
"Exponential",-3.03827107337403,8,31,"D7"
"PowerLaw",-29.5708758765808,8,31,"D7"
"Exponential",-31.9550409018844,8,32,"D0"
"PowerLaw",-76.4582952025005,8,32,"D0"
"Exponential",-18.8222642250795,8,32,"D1"
"PowerLaw",-58.2239946040373,8,32,"D1"
"Exponential",-14.2653242533622,8,32,"D3"
"PowerLaw",-32.1923896538043,8,32,"D3"
"Exponential",-12.6747428267189,8,32,"D5"
"PowerLaw",-39.2918907892465,8,32,"D5"
"Exponential",-5.91008048698742,8,32,"D6"
"PowerLaw",-23.4505576454126,8,32,"D6"
"Exponential",-3.21157759918458,8,32,"D7"
"PowerLaw",-31.1332503954735,8,32,"D7"
"Exponential",-32.5759988586697,8,33,"D0"
"PowerLaw",-80.362497586887,8,33,"D0"
"Exponential",-21.0393004002693,8,33,"D1"
"PowerLaw",-64.4237146291637,8,33,"D1"
"Exponential",-14.4423682682335,8,33,"D3"
"PowerLaw",-30.4197469382164,8,33,"D3"
"Exponential",-12.853653970303,8,33,"D5"
"PowerLaw",-35.4852687457917,8,33,"D5"
"Exponential",-6.90242817239897,8,33,"D6"
"PowerLaw",-29.2654409912921,8,33,"D6"
"Exponential",-8.23706522231557,8,33,"D7"
"PowerLaw",-33.6262837799004,8,33,"D7"
"Exponential",-31.7001791097864,8,34,"D0"
"PowerLaw",-65.756970880567,8,34,"D0"
"Exponential",-20.3252947807035,8,34,"D1"
"PowerLaw",-67.7697916346236,8,34,"D1"
"Exponential",-14.303397576514,8,34,"D3"
"PowerLaw",-29.1182127055128,8,34,"D3"
"Exponential",-14.0280428495806,8,34,"D5"
"PowerLaw",-38.8796738808502,8,34,"D5"
"Exponential",-8.17514905767518,8,34,"D6"
"PowerLaw",-30.5765950347496,8,34,"D6"
"Exponential",-5.44161285773214,8,34,"D7"
"PowerLaw",-23.4316790040279,8,34,"D7"
"Exponential",-30.5915484083969,8,35,"D0"
"PowerLaw",-62.0685724389062,8,35,"D0"
"Exponential",-21.1909178367423,8,35,"D1"
"PowerLaw",-57.6316342456212,8,35,"D1"
"Exponential",-14.6755206905727,8,35,"D3"
"PowerLaw",-32.5989014002195,8,35,"D3"
"Exponential",-13.4323984383474,8,35,"D5"
"PowerLaw",-46.7404907894224,8,35,"D5"
"Exponential",-8.09371233557626,8,35,"D6"
"PowerLaw",-44.3293939380467,8,35,"D6"
"Exponential",-1.12475800896492,8,35,"D7"
"PowerLaw",-20.2418647257701,8,35,"D7"
"Exponential",-31.0699069200809,8,36,"D0"
"PowerLaw",-64.1001341517608,8,36,"D0"
"Exponential",-20.5203043584993,8,36,"D1"
"PowerLaw",-60.6870096646213,8,36,"D1"
"Exponential",-14.4472269070879,8,36,"D3"
"PowerLaw",-30.8601144841574,8,36,"D3"
"Exponential",-13.217576013827,8,36,"D5"
"PowerLaw",-41.9772984402025,8,36,"D5"
"Exponential",-7.69158340541678,8,36,"D6"
"PowerLaw",-34.1352684751259,8,36,"D6"
"Exponential",-3.12118097182271,8,36,"D7"
"PowerLaw",-26.7713174909417,8,36,"D7"
"Exponential",-33.2688121414541,8,37,"D0"
"PowerLaw",-85.1544738267491,8,37,"D0"
"Exponential",-19.2343523025425,8,37,"D1"
"PowerLaw",-62.1379905494148,8,37,"D1"
"Exponential",-14.9778547225512,8,37,"D3"
"PowerLaw",-32.5322255197367,8,37,"D3"
"Exponential",-11.5855413821027,8,37,"D5"
"PowerLaw",-30.550698605055,8,37,"D5"
"Exponential",-5.39926744772511,8,37,"D6"
"PowerLaw",-24.4090346206045,8,37,"D6"
"Exponential",-3.86661299122975,8,37,"D7"
"PowerLaw",-19.1675489713259,8,37,"D7"
"Exponential",-31.7780181659468,8,38,"D0"
"PowerLaw",-68.6624096198574,8,38,"D0"
"Exponential",-20.930780536192,8,38,"D1"
"PowerLaw",-62.3339889073477,8,38,"D1"
"Exponential",-13.7595765963849,8,38,"D3"
"PowerLaw",-31.8359143753824,8,38,"D3"
"Exponential",-11.9542125429761,8,38,"D5"
"PowerLaw",-34.4892678932852,8,38,"D5"
"Exponential",-6.51249926640314,8,38,"D6"
"PowerLaw",-29.6060015958925,8,38,"D6"
"Exponential",-5.42030427981472,8,38,"D7"
"PowerLaw",-53.8335035230523,8,38,"D7"
"Exponential",-30.9966711882273,8,39,"D0"
"PowerLaw",-66.9342536946819,8,39,"D0"
"Exponential",-20.5232242825398,8,39,"D1"
"PowerLaw",-58.4601528558064,8,39,"D1"
"Exponential",-12.9959525093925,8,39,"D3"
"PowerLaw",-28.617380209789,8,39,"D3"
"Exponential",-12.6839537691197,8,39,"D5"
"PowerLaw",-41.4469223543733,8,39,"D5"
"Exponential",-7.82497453247957,8,39,"D6"
"PowerLaw",-28.5975911412466,8,39,"D6"
"Exponential",-1.89560400295372,8,39,"D7"
"PowerLaw",-21.7841283767376,8,39,"D7"
"Exponential",-30.6013594972917,8,40,"D0"
"PowerLaw",-63.5657532962631,8,40,"D0"
"Exponential",-20.3105586704738,8,40,"D1"
"PowerLaw",-52.0222659174153,8,40,"D1"
"Exponential",-13.9115662872762,8,40,"D3"
"PowerLaw",-28.9387210734328,8,40,"D3"
"Exponential",-13.7991275153165,8,40,"D5"
"PowerLaw",-37.2957968088382,8,40,"D5"
"Exponential",-8.23528056119932,8,40,"D6"
"PowerLaw",-38.9950876732976,8,40,"D6"
"Exponential",-4.84525843830452,8,40,"D7"
"PowerLaw",-35.4455106971269,8,40,"D7"
"Exponential",-32.339361943008,8,41,"D0"
"PowerLaw",-80.1232160281842,8,41,"D0"
"Exponential",-20.4172669632217,8,41,"D1"
"PowerLaw",-61.7434445630603,8,41,"D1"
"Exponential",-14.5944902539029,8,41,"D3"
"PowerLaw",-30.8297679926282,8,41,"D3"
"Exponential",-13.441617745817,8,41,"D5"
"PowerLaw",-39.9242117562807,8,41,"D5"
"Exponential",-7.26556396026856,8,41,"D6"
"PowerLaw",-37.5999811377466,8,41,"D6"
"Exponential",1.7494700637572,8,41,"D7"
"PowerLaw",-14.4872982184351,8,41,"D7"
"Exponential",-32.7329305323737,8,42,"D0"
"PowerLaw",-85.9783597479637,8,42,"D0"
"Exponential",-19.1139746029871,8,42,"D1"
"PowerLaw",-60.549427455213,8,42,"D1"
"Exponential",-14.6325737295465,8,42,"D3"
"PowerLaw",-32.811520412468,8,42,"D3"
"Exponential",-13.7657042433489,8,42,"D5"
"PowerLaw",-35.565582902734,8,42,"D5"
"Exponential",-7.47993248093543,8,42,"D6"
"PowerLaw",-25.6735308778203,8,42,"D6"
"Exponential",-6.45230994669534,8,42,"D7"
"PowerLaw",-39.1398182598991,8,42,"D7"
"Exponential",-32.8424608386663,8,43,"D0"
"PowerLaw",-88.3791531947835,8,43,"D0"
"Exponential",-19.2494756526545,8,43,"D1"
"PowerLaw",-59.7623758521001,8,43,"D1"
"Exponential",-13.7690155941525,8,43,"D3"
"PowerLaw",-29.1251637842945,8,43,"D3"
"Exponential",-13.4088335221468,8,43,"D5"
"PowerLaw",-35.3547678022309,8,43,"D5"
"Exponential",-7.34432194410013,8,43,"D6"
"PowerLaw",-23.9412969704344,8,43,"D6"
"Exponential",-5.92539722061155,8,43,"D7"
"PowerLaw",-33.186980300065,8,43,"D7"
"Exponential",-30.6934826039328,8,44,"D0"
"PowerLaw",-60.8515546717405,8,44,"D0"
"Exponential",-18.7816489687915,8,44,"D1"
"PowerLaw",-57.7367039418405,8,44,"D1"
"Exponential",-14.6619981058746,8,44,"D3"
"PowerLaw",-31.2759804813836,8,44,"D3"
"Exponential",-13.978543136708,8,44,"D5"
"PowerLaw",-41.0518019222663,8,44,"D5"
"Exponential",-8.45434376568221,8,44,"D6"
"PowerLaw",-31.0988544567591,8,44,"D6"
"Exponential",-5.06692862167533,8,44,"D7"
"PowerLaw",-17.6662974911127,8,44,"D7"
"Exponential",-33.153824100443,8,45,"D0"
"PowerLaw",-92.0337167330722,8,45,"D0"
"Exponential",-20.9950883740993,8,45,"D1"
"PowerLaw",-63.0666728195064,8,45,"D1"
"Exponential",-13.5580914957139,8,45,"D3"
"PowerLaw",-29.7693016659429,8,45,"D3"
"Exponential",-14.1247820649344,8,45,"D5"
"PowerLaw",-38.1694529701533,8,45,"D5"
"Exponential",-6.96315759417317,8,45,"D6"
"PowerLaw",-22.8560440130081,8,45,"D6"
"Exponential",-6.24935768176781,8,45,"D7"
"PowerLaw",-41.1708424917527,8,45,"D7"
"Exponential",-30.5529540715208,8,46,"D0"
"PowerLaw",-60.0581833744287,8,46,"D0"
"Exponential",-19.2840301101559,8,46,"D1"
"PowerLaw",-62.291581988984,8,46,"D1"
"Exponential",-13.9593032520064,8,46,"D3"
"PowerLaw",-29.6064709711197,8,46,"D3"
"Exponential",-14.0112553728031,8,46,"D5"
"PowerLaw",-39.5806073754726,8,46,"D5"
"Exponential",-7.3791744304595,8,46,"D6"
"PowerLaw",-24.4341724378869,8,46,"D6"
"Exponential",-3.31911106471492,8,46,"D7"
"PowerLaw",-21.4527528637371,8,46,"D7"
"Exponential",-30.4228269637286,8,47,"D0"
"PowerLaw",-59.2124294654823,8,47,"D0"
"Exponential",-19.7382572298923,8,47,"D1"
"PowerLaw",-63.6501459012031,8,47,"D1"
"Exponential",-14.8029774375008,8,47,"D3"
"PowerLaw",-30.2797824761635,8,47,"D3"
"Exponential",-13.4291941630414,8,47,"D5"
