"Exp_slope","Power_slope","Zeta_order1","Zeta_order2","Zeta_order3","Zeta_last","Zeta_half_order","Last_over_first","Common_n","Iteration","Group","DeltaAIC_ExpMinusPower","PowerLaw_better","Dilution_rank"
-0.287064679520272,-1.27806867075705,1,0.336201313720048,0.19601720788232,0.0499583680266445,0.105368542087943,0.0499583680266445,10,7,"D7",30.9399357662669,TRUE,7
-0.0574361825619174,-0.252502474486319,1,0.831894342598068,0.744643209146462,0.559432288586635,0.654158805252832,0.559432288586635,10,8,"D0",42.988517209092,TRUE,0
-0.128883420039624,-0.563015800191288,1,0.680111275593029,0.534299843384609,0.27675870502671,0.396713017875404,0.27675870502671,10,8,"D1",51.3752784503375,TRUE,1
-0.109499950640201,-0.508477233537193,1,0.579022222222222,0.454866666666667,0.296,0.362306878306878,0.296,10,8,"D3",17.5715487967725,TRUE,3
-0.1503404583019,-0.675274998400452,1,0.556686046511628,0.411640019379845,0.207122093023256,0.295513796603913,0.207122093023256,10,8,"D5",26.9747828004604,TRUE,5
-0.173561164591874,-0.803886647042506,1,0.447561790247161,0.300058450233801,0.150300601202405,0.204098673537551,0.150300601202405,10,8,"D6",18.3823419603737,TRUE,6
-0.195226983239034,-0.906007165303199,1,0.375466375466375,0.246996996996997,0.114660114660115,0.164450164450164,0.114660114660115,10,8,"D7",17.6656491198741,TRUE,7
-0.0574361825619174,-0.252502474486319,1,0.831894342598068,0.744643209146462,0.559432288586635,0.654158805252832,0.559432288586635,10,9,"D0",42.988517209092,TRUE,0
-0.128529851114713,-0.563255007006059,1,0.67865381621591,0.531370738334819,0.278308495733028,0.393206405816264,0.278308495733028,10,9,"D1",44.6890218948126,TRUE,1
-0.120918354776363,-0.546375012085345,1,0.595093795093795,0.466214088941362,0.271546635182999,0.364151721294578,0.271546635182999,10,9,"D3",23.6323922001468,TRUE,3
-0.134440945094287,-0.606692368862044,1,0.576527607917742,0.439631743443403,0.240521810028536,0.328476954037492,0.240521810028536,10,9,"D5",24.9005419844823,TRUE,5
-0.181124360571895,-0.823958424241346,1,0.47433659999105,0.317760773258155,0.144985904148208,0.212924074180619,0.144985904148208,10,9,"D6",22.4924005767836,TRUE,6
-0.228838540503381,-1.05161253076869,1,0.345988621850691,0.213340299547196,0.083594566353187,0.131031165513924,0.083594566353187,10,9,"D7",19.7648244597873,TRUE,7
-0.0579067055218019,-0.254378552901336,1,0.830751804436015,0.743208669195511,0.556543385490754,0.652682757945916,0.556543385490754,10,10,"D0",44.0537199494032,TRUE,0
-0.129013986985689,-0.564415137309353,1,0.677884821237422,0.531283451081139,0.276172125883109,0.394113629181067,0.276172125883109,10,10,"D1",48.5422096892807,TRUE,1
-0.111899895728942,-0.51511927758518,1,0.585465399610136,0.46016081871345,0.290570175438596,0.365823412698413,0.290570175438596,10,10,"D3",19.03045059902,TRUE,3
-0.162328204998341,-0.720481989594325,1,0.554077358955408,0.403824833702882,0.184774575018477,0.284743485962998,0.184774575018477,10,10,"D5",32.8955491002019,TRUE,5
-0.191098333429007,-0.863122072819636,1,0.460972537163013,0.308163265306122,0.131519274376417,0.204639527768779,0.131519274376417,10,10,"D6",24.5930744824993,TRUE,6
-0.299372611037586,-1.31043840105295,1,0.368698659749243,0.215239948119326,0.0466926070038911,0.112716941510716,0.0466926070038911,10,10,"D7",47.0396403876805,TRUE,7
-0.0577862489071135,-0.254099490473016,1,0.83056705433997,0.742726197516263,0.557066824364281,0.652086677367576,0.557066824364281,10,11,"D0",42.6587957605619,TRUE,0
-0.114869308473131,-0.505028164474914,1,0.69897832045851,0.56047013871584,0.316471467729878,0.428708384259094,0.316471467729878,10,11,"D1",41.6462352677317,TRUE,1
-0.114356368705162,-0.524883601197912,1,0.57939525620134,0.454576317218903,0.282455187398153,0.36166938258193,0.282455187398153,10,11,"D3",19.4107502494812,TRUE,3
-0.163716121300748,-0.725975969812242,1,0.551340173387417,0.401843235504653,0.182534001431639,0.283331060890116,0.182534001431639,10,11,"D5",33.4684389513453,TRUE,5
-0.198831934565334,-0.892846257922545,1,0.457319545823196,0.305200729927007,0.123175182481752,0.199462692619627,0.123175182481752,10,11,"D6",26.8068364748778,TRUE,6
-0.243471146290577,-1.10987836413194,1,0.325389052127544,0.196784198498204,0.0685602350636631,0.120641139250346,0.0685602350636631,10,11,"D7",20.7480219047272,TRUE,7
-0.055801297342734,-0.245754927106557,1,0.83372715816005,0.747917651228733,0.567698487712665,0.659954297566538,0.567698487712665,10,12,"D0",40.798031959582,TRUE,0
-0.130006121560083,-0.567287667056863,1,0.680397447789302,0.533745467577367,0.274475082216038,0.395585631166203,0.274475082216038,10,12,"D1",53.122942898705,TRUE,1
-0.119321417819615,-0.546014914411451,1,0.585887234433677,0.453261640274167,0.27416686362562,0.351684280424531,0.27416686362562,10,12,"D3",20.6890647395218,TRUE,3
-0.161122350259194,-0.710254307119385,1,0.563241436925647,0.416885964912281,0.18796992481203,0.297484783387039,0.18796992481203,10,12,"D5",37.0236783111366,TRUE,5
-0.222758194951595,-0.990745139961104,1,0.436966935389648,0.287723449001052,0.0998948475289169,0.176693705873517,0.0998948475289169,10,12,"D6",31.9566423530282,TRUE,6
-0.281168755373534,-1.222025372551,1,0.37023702370237,0.235598559855986,0.054005400540054,0.135406397782635,0.054005400540054,10,12,"D7",36.3526313200167,TRUE,7
-0.0576565368798561,-0.252714325202232,1,0.833415278515284,0.746779554349322,0.558735028615257,0.656678251374104,0.558735028615257,10,13,"D0",47.6459355928731,TRUE,0
-0.112545104560063,-0.495978319616906,1,0.698199226559852,0.560913600232447,0.321897764771807,0.432105079542973,0.321897764771807,10,13,"D1",39.5204970991481,TRUE,1
-0.112206475722734,-0.514067673336417,1,0.588491743557586,0.465309504613455,0.290244557914539,0.371177316218972,0.290244557914539,10,13,"D3",19.8234043642122,TRUE,3
-0.15547555403374,-0.690185567340633,1,0.562553925798102,0.418895599654875,0.198446937014668,0.300135584863799,0.198446937014668,10,13,"D5",32.7374380090746,TRUE,5
-0.189816311406255,-0.861598409216321,1,0.458728701152944,0.304292929292929,0.133149678604224,0.200890579678458,0.133149678604224,10,13,"D6",23.1626989251536,TRUE,6
-0.243042836888316,-1.09352232144256,1,0.369622147399925,0.229587542087542,0.0757575757575758,0.136417080861525,0.0757575757575758,10,13,"D7",25.7552033569567,TRUE,7
-0.0580884317453634,-0.255447078754717,1,0.828647925033467,0.741043381446578,0.555290468805917,0.650650693296524,0.555290468805917,10,14,"D0",42.7252047448079,TRUE,0
-0.126204868728427,-0.553750665564787,1,0.677872952491359,0.532427384555935,0.282733303278161,0.397415766289341,0.282733303278161,10,14,"D1",44.3966118570464,TRUE,1
-0.113181230302106,-0.52050979079205,1,0.583502241877035,0.458724894048277,0.287451630735213,0.363043688085147,0.287451630735213,10,14,"D3",19.2712446252752,TRUE,3
-0.153896106729121,-0.690407967379316,1,0.548412698412698,0.403141534391534,0.198412698412698,0.288296800201562,0.198412698412698,10,14,"D5",27.329474800545,TRUE,5
-0.225624860859912,-1.00752378814942,1,0.439148395297108,0.276731808071179,0.0953288846520496,0.166995778292251,0.0953288846520496,10,14,"D6",29.6933552859846,TRUE,6
-0.281004246098698,-1.25044961325718,1,0.342739564961787,0.202601410934744,0.0529100529100529,0.110684191372022,0.0529100529100529,10,14,"D7",30.9809905662498,TRUE,7
-0.0575881104163943,-0.253892328199316,1,0.829102682579943,0.740596551249533,0.557423464873474,0.649882635371929,0.557423464873474,10,15,"D0",39.4985605945999,TRUE,0
-0.127195174428668,-0.556043433398915,1,0.682892236121749,0.538299931920688,0.282103650753127,0.40077642834855,0.282103650753127,10,15,"D1",49.3246927928417,TRUE,1
-0.106409269289886,-0.492433457058856,1,0.590080568575192,0.468477162025549,0.306038047973532,0.377000538290861,0.306038047973532,10,15,"D3",18.0119827468335,TRUE,3
-0.165322524231467,-0.728896052761551,1,0.560431499460626,0.41210355987055,0.18252427184466,0.288935120973956,0.18252427184466,10,15,"D5",38.5171661779155,TRUE,5
-0.218229815348764,-0.983353351716179,1,0.439055932751374,0.275137407048173,0.10184287099903,0.166235585731221,0.10184287099903,10,15,"D6",25.7232621021097,TRUE,6
-0.266277422581588,-1.21696438111799,1,0.316391639163916,0.182260726072607,0.0594059405940594,0.0994813767090995,0.0594059405940594,10,15,"D7",21.3375131749333,TRUE,7
-0.05701409032361,-0.252112222854883,1,0.827104657621201,0.7388171467111,0.559390621280647,0.649028198123652,0.559390621280647,10,16,"D0",36.650468413751,TRUE,0
-0.127741115252364,-0.557675469472358,1,0.683916985468253,0.538892041871611,0.280615462227267,0.401242075002953,0.280615462227267,10,16,"D1",52.1445935448207,TRUE,1
-0.116803936506508,-0.535370159132457,1,0.581946633969755,0.453757225433526,0.278507619548082,0.35669452576967,0.278507619548082,10,16,"D3",20.0431342348965,TRUE,3
-0.173386197498667,-0.766516088073956,1,0.537016206307545,0.385264341957255,0.164979377577803,0.267020193904333,0.164979377577803,10,16,"D5",35.152278739787,TRUE,5
-0.253833683756695,-1.1148003157284,1,0.417905347684948,0.257090381001196,0.0717580727831881,0.152343527535737,0.0717580727831881,10,16,"D6",38.6953816263422,TRUE,6
-0.23997953336463,-1.09237375419426,1,0.355253212396069,0.218739876903142,0.0777453838678328,0.128380150246039,0.0777453838678328,10,16,"D7",22.2903458105034,TRUE,7
-0.0559861361092515,-0.247630654092211,1,0.828586518782597,0.741567637155872,0.564468211527035,0.653670222297673,0.564468211527035,10,17,"D0",36.4328147828035,TRUE,0
-0.129967771062769,-0.566817062579859,1,0.682633462507676,0.536592338479131,0.275713105901785,0.396845564560449,0.275713105901785,10,17,"D1",52.326084997,TRUE,1
-0.109268611047889,-0.500670505670409,1,0.598760536904867,0.476649925103533,0.301348136399683,0.381216721422907,0.301348136399683,10,17,"D3",19.9670389724828,TRUE,3
-0.162496799483248,-0.71894540846324,1,0.553762063370057,0.407859338970023,0.184473481936972,0.288804094530459,0.184473481936972,10,17,"D5",34.6297589815649,TRUE,5
-0.236461458326616,-1.04361602824305,1,0.432724814063557,0.277003042596349,0.0862068965517241,0.167201938246563,0.0862068965517241,10,17,"D6",36.7535123496539,TRUE,6
-0.28784295927278,-1.3022620656981,1,0.300912810827825,0.169420837267863,0.0472143531633617,0.0901569315167049,0.0472143531633617,10,17,"D7",24.0836374072483,TRUE,7
-0.0589637387351143,-0.259170942522737,1,0.8273502244902,0.738389802013489,0.550050436124132,0.646731447182405,0.550050436124132,10,18,"D0",43.1723689783409,TRUE,0
-0.127309434740112,-0.554757189515299,1,0.688820871593062,0.544959085514398,0.2835904803548,0.405994346434099,0.2835904803548,10,18,"D1",53.6801168677922,TRUE,1
-0.112001564657418,-0.513839643605681,1,0.587687923463898,0.463992846549769,0.290499869144203,0.36987533388999,0.290499869144203,10,18,"D3",19.5704587657801,TRUE,3
-0.163444359087123,-0.717318601362066,1,0.563388676032354,0.418869731800766,0.183908045977011,0.298865778750836,0.183908045977011,10,18,"D5",39.6091309527172,TRUE,5
-0.194620756092637,-0.872162860418971,1,0.474681785337113,0.319326329831582,0.130065032516258,0.209251451122387,0.130065032516258,10,18,"D6",27.8681202582414,TRUE,6
-0.236352913056351,-1.06015254279372,1,0.366988586479368,0.235001463271876,0.0790166812993854,0.146675585657148,0.0790166812993854,10,18,"D7",25.4399954987286,TRUE,7
-0.0569618292166011,-0.250016384082315,1,0.833818821183016,0.747569280428279,0.562116202172886,0.658323398639884,0.562116202172886,10,19,"D0",45.3360120442944,TRUE,0
-0.114708535585711,-0.503501238769677,1,0.700420540061974,0.562842380478088,0.316857569721116,0.431569851546196,0.316857569721116,10,19,"D1",44.1279728903896,TRUE,1
-0.11634998029208,-0.530139320652666,1,0.586657356492392,0.46249018067557,0.280178057083006,0.365829582247493,0.280178057083006,10,19,"D3",21.0976105396728,TRUE,3
-0.148170976724793,-0.665748065412571,1,0.567937084089534,0.420780399274047,0.214156079854809,0.300867110304497,0.214156079854809,10,19,"D5",27.0035348214341,TRUE,5
-0.191825757249791,-0.858705347781152,1,0.463907700025082,0.317795334838224,0.130925507900677,0.214661937009567,0.130925507900677,10,19,"D6",27.3502401154274,TRUE,6
-0.245182175698998,-1.10436204200247,1,0.368406045052752,0.229968634160251,0.076988879384089,0.134628701780113,0.076988879384089,10,19,"D7",25.5969200046695,TRUE,7
-0.0585204494656082,-0.257089774987483,1,0.82958152958153,0.741174734356553,0.553128689492326,0.649627068458237,0.553128689492326,10,20,"D0",43.8918216871603,TRUE,0
-0.129652714018569,-0.568108827765568,1,0.675856093854304,0.527978397034386,0.274830627636457,0.390051009538418,0.274830627636457,10,20,"D1",45.239935989518,TRUE,1
-0.10961837890434,-0.505196321984022,1,0.592857142857143,0.467219387755102,0.298469387755102,0.371993440233236,0.298469387755102,10,20,"D3",18.9158635701414,TRUE,3
-0.151390216787541,-0.6726136779458,1,0.56768473866238,0.426092357153295,0.20604997807979,0.308239911484103,0.20604997807979,10,20,"D5",32.0317033853371,TRUE,5
-0.205381705721713,-0.925112430871274,1,0.457463321816634,0.295966651644885,0.117169896349707,0.186001845533166,0.117169896349707,10,20,"D6",25.951674379685,TRUE,6
-0.2966804778593,-1.28432868215134,1,0.362507759155804,0.223075729360646,0.0465549348230912,0.126326446158848,0.0465549348230912,10,20,"D7",35.1245646925685,TRUE,7
-0.0574174420257345,-0.252863999881431,1,0.829010623775892,0.741582091914456,0.557896611074841,0.651821454242963,0.557896611074841,10,21,"D0",40.7998325579482,TRUE,0
-0.127650073309812,-0.558360561421247,1,0.680862890984115,0.535517285613495,0.280289910846001,0.398362710273428,0.280289910846001,10,21,"D1",48.6443116254232,TRUE,1
-0.119997304946809,-0.544131225713756,1,0.593900822063113,0.464936356404137,0.274463007159905,0.362276016213964,0.274463007159905,10,21,"D3",22.8393138221978,TRUE,3
-0.14675985345509,-0.658401225512503,1,0.568513719198651,0.422189312600271,0.214735283228434,0.305515887707669,0.214735283228434,10,21,"D5",27.443417909672,TRUE,5
-0.212019498591643,-0.941302591150562,1,0.458764253513657,0.30346062052506,0.109785202863962,0.193696253362124,0.109785202863962,10,21,"D6",32.499623797496,TRUE,6
-0.288818955589904,-1.29589226790091,1,0.321959755030621,0.185367454068241,0.0492125984251969,0.0972534683164605,0.0492125984251969,10,21,"D7",27.3862640139329,TRUE,7
-0.0566566519886081,-0.249978005020717,1,0.828918518518518,0.741669135802469,0.561185185185185,0.653218106995885,0.561185185185185,10,22,"D0",38.7164639309012,TRUE,0
-0.112024577328,-0.491759464857239,1,0.704707541100297,0.569263069278469,0.324627325366515,0.439710112618823,0.324627325366515,10,22,"D1",44.4103792275911,TRUE,1
-0.116044863679382,-0.530978543428964,1,0.584528973417862,0.458103937270604,0.28028028028028,0.360876749765639,0.28028028028028,10,22,"D3",20.3079078679774,TRUE,3
-0.153327052421265,-0.679413443206409,1,0.569359756097561,0.424510924796748,0.201981707317073,0.307479190863337,0.201981707317073,10,22,"D5",33.3264690889298,TRUE,5
-0.205225655703173,-0.928362331346824,1,0.443019240256537,0.284369347146851,0.113468179575728,0.179560066091887,0.113468179575728,10,22,"D6",24.1910342252471,TRUE,6
-0.30734834988146,-1.36294227033699,1,0.344785575048733,0.194170321637427,0.043859649122807,0.0945071010860485,0.043859649122807,10,22,"D7",34.2722804353509,TRUE,7
-0.0584371374655271,-0.25656564509595,1,0.829987720715219,0.741824754250143,0.553749778381892,0.650834925700477,0.553749778381892,10,23,"D0",44.8394030680915,TRUE,0
-0.128710442333833,-0.563610045245355,1,0.678413040872588,0.531146223322123,0.277301859255029,0.393685341810223,0.277301859255029,10,23,"D1",46.4601046357871,TRUE,1
-0.119448274524734,-0.545855374385249,1,0.583069556042529,0.453027351676,0.272705137570002,0.352736906790961,0.272705137570002,10,23,"D3",20.8454846480006,TRUE,3
-0.16166797646475,-0.718936845472975,1,0.557296310448775,0.405043943446695,0.187237294612151,0.283994759539276,0.187237294612151,10,23,"D5",32.1581767801122,TRUE,5
-0.215980656651899,-0.955370515576334,1,0.445452712240371,0.297791893526921,0.104355716878403,0.192147034252297,0.104355716878403,10,23,"D6",33.1985829562968,TRUE,6
-0.324332672427458,-1.38892178276709,1,0.353721588137743,0.213418203102136,0.0351185250219491,0.114832002452722,0.0351185250219491,10,23,"D7",26.5947919270981,TRUE,7
-0.0580307362085129,-0.254713900180182,1,0.831998101002908,0.744960734278876,0.557236959230906,0.653430204792142,0.557236959230906,10,24,"D0",45.285468199896,TRUE,0
-0.112682053107548,-0.494981378262305,1,0.702355695620232,0.566232054213269,0.322560711858123,0.436716366086693,0.322560711858123,10,24,"D1",43.4345046250297,TRUE,1
-0.110122987327237,-0.509095498273127,1,0.589345047023709,0.461923466801825,0.296502787633046,0.366284121352545,0.296502787633046,10,24,"D3",18.4322903957882,TRUE,3
-0.148309044908845,-0.66371848721077,1,0.566059027777778,0.42060546875,0.2109375,0.305090525793651,0.2109375,10,24,"D5",28.3719819686115,TRUE,5
-0.174898434429291,-0.805390674542111,1,0.461155873868497,0.308751119068935,0.152193375111907,0.209976410737378,0.152193375111907,10,24,"D6",19.5887596244756,TRUE,6
-0.259744670249601,-1.14103139031945,1,0.360682208093652,0.234635180139267,0.0635785649409628,0.143592405172787,0.0635785649409628,10,24,"D7",30.1520537511046,TRUE,7
-0.056935494694938,-0.251033480991041,1,0.829533457919412,0.741816661748795,0.560047211566834,0.652711620696277,0.560047211566834,10,25,"D0",39.3975554157657,TRUE,0
-0.126123154520465,-0.55304742337899,1,0.678010095795331,0.532954741008432,0.282653588022716,0.398484811236489,0.282653588022716,10,25,"D1",45.6422642546919,TRUE,1
-0.124617389817755,-0.569673645132072,1,0.572508368426736,0.437196307094266,0.257531584062196,0.336597791043855,0.257531584062196,10,25,"D3",20.7781869200294,TRUE,3
-0.178937547622072,-0.782799585211532,1,0.54814253222138,0.396133434420015,0.159211523881729,0.271926182654007,0.159211523881729,10,25,"D5",45.0204603968938,TRUE,5
-0.187915084521208,-0.859578058493697,1,0.453217732363111,0.297801517262734,0.134695773339526,0.194431542550446,0.134695773339526,10,25,"D6",21.1458735830457,TRUE,6
-0.30421380571013,-1.34343791978243,1,0.348950562021287,0.199492688749627,0.044762757385855,0.100680678120248,0.044762757385855,10,25,"D7",37.9140427292103,TRUE,7
-0.0583352996129806,-0.256069343064437,1,0.83164625100109,0.743668517862066,0.555358619874749,0.651791458243071,0.555358619874749,10,26,"D0",45.0500523363411,TRUE,0
-0.127192141472385,-0.557413379752572,1,0.6781320861678,0.531855867346939,0.279974489795918,0.396273688046647,0.279974489795918,10,26,"D1",46.1462135065701,TRUE,1
-0.118533989295575,-0.544543020004463,1,0.580761064837498,0.44802384452066,0.27437530622244,0.348520022086901,0.27437530622244,10,26,"D3",19.7773106173927,TRUE,3
-0.157844501870801,-0.70377385107488,1,0.548070525615436,0.402133233532934,0.190868263473054,0.287861776447106,0.190868263473054,10,26,"D5",29.861427787573,TRUE,5
-0.191905791621362,-0.86868988338295,1,0.464740866610026,0.306959784763523,0.131690739167375,0.201025609904115,0.131690739167375,10,26,"D6",24.080699914673,TRUE,6
-0.286956938852757,-1.27479653430994,1,0.332990044627532,0.200995537246825,0.0514933058702369,0.108503751655142,0.0514933058702369,10,26,"D7",31.6932703452184,TRUE,7
-0.0567730546830401,-0.250323248460927,1,0.830852823056934,0.743414835813844,0.562248995983936,0.653901788292292,0.562248995983936,10,27,"D0",39.4689069832939,TRUE,0
-0.130622717011895,-0.571542907925221,1,0.676587809946765,0.528589119480741,0.272867025365104,0.38968802996474,0.272867025365104,10,27,"D1",47.0290216973595,TRUE,1
-0.113012869094854,-0.514459494998033,1,0.598578941479244,0.476292379993286,0.292044310171198,0.377983183874423,0.292044310171198,10,27,"D3",21.4612301857546,TRUE,3
-0.162825227121833,-0.720415873472819,1,0.557358656889851,0.406839764394759,0.183916336098089,0.288181386270099,0.183916336098089,10,27,"D5",34.6090583438645,TRUE,5
-0.18531488524767,-0.836611666553437,1,0.471932439145554,0.319754926312303,0.139095876800795,0.214636608079231,0.139095876800795,10,27,"D6",24.6556237443733,TRUE,6
-0.295706386257644,-1.32632628426199,1,0.317073170731707,0.179956222639149,0.0469043151969981,0.0932874713362518,0.0469043151969981,10,27,"D7",27.4864253373679,TRUE,7
-0.0561440377764675,-0.247844063685737,1,0.829724799746213,0.743224085970339,0.564477753985249,0.655342555770821,0.564477753985249,10,28,"D0",38.3009312072567,TRUE,0
-0.109054454706157,-0.479244115849735,1,0.708973393829647,0.575240594925634,0.333882683269243,0.447722619943825,0.333882683269243,10,28,"D1",43.0702384827256,TRUE,1
-0.119649709437651,-0.546298984406718,1,0.578731571141935,0.449162522899764,0.269562941638315,0.352687528819431,0.269562941638315,10,28,"D3",20.686435828211,TRUE,3
