"Model","AIC","Common_n","Iteration","Group"
"PowerLaw",-80.0918127904894,10,47,"D0"
"Exponential",-23.6489454012596,10,47,"D1"
"PowerLaw",-74.2874012655607,10,47,"D1"
"Exponential",-18.7916229347347,10,47,"D3"
"PowerLaw",-38.2174603915363,10,47,"D3"
"Exponential",-15.5456735505193,10,47,"D5"
"PowerLaw",-41.7577271292596,10,47,"D5"
"Exponential",-8.48051782914819,10,47,"D6"
"PowerLaw",-33.4957693276523,10,47,"D6"
"Exponential",-5.52834747583903,10,47,"D7"
"PowerLaw",-30.347275240515,10,47,"D7"
"Exponential",-38.0631871798394,10,48,"D0"
"PowerLaw",-80.2379864137139,10,48,"D0"
"Exponential",-23.4168391026418,10,48,"D1"
"PowerLaw",-74.3790064162574,10,48,"D1"
"Exponential",-18.1652698950832,10,48,"D3"
"PowerLaw",-36.7276195321857,10,48,"D3"
"Exponential",-16.8142422995447,10,48,"D5"
"PowerLaw",-49.0258915728353,10,48,"D5"
"Exponential",-9.5447576585725,10,48,"D6"
"PowerLaw",-52.9397084844494,10,48,"D6"
"Exponential",-6.02368324759286,10,48,"D7"
"PowerLaw",-37.711167054378,10,48,"D7"
"Exponential",-37.4796938735206,10,49,"D0"
"PowerLaw",-76.2137417555726,10,49,"D0"
"Exponential",-22.7671137977782,10,49,"D1"
"PowerLaw",-67.6136371708521,10,49,"D1"
"Exponential",-18.0207889722465,10,49,"D3"
"PowerLaw",-36.731573262202,10,49,"D3"
"Exponential",-16.7537157287615,10,49,"D5"
"PowerLaw",-55.7463087174126,10,49,"D5"
"Exponential",-12.1967003153995,10,49,"D6"
"PowerLaw",-48.0666587746701,10,49,"D6"
"Exponential",-5.86199488657373,10,49,"D7"
"PowerLaw",-36.9331178824396,10,49,"D7"
"Exponential",-38.0658046772113,10,50,"D0"
"PowerLaw",-77.1399786353427,10,50,"D0"
"Exponential",-23.5360386789536,10,50,"D1"
"PowerLaw",-74.7166366953009,10,50,"D1"
"Exponential",-17.8785493241904,10,50,"D3"
"PowerLaw",-39.5580311973027,10,50,"D3"
"Exponential",-16.1226912344896,10,50,"D5"
"PowerLaw",-41.3317754236933,10,50,"D5"
"Exponential",-7.79733267022264,10,50,"D6"
"PowerLaw",-32.6520983194186,10,50,"D6"
"Exponential",-2.04344391987613,10,50,"D7"
"PowerLaw",-25.3579186707542,10,50,"D7"
"Exponential",-38.1998508294848,10,51,"D0"
"PowerLaw",-82.0702045280925,10,51,"D0"
"Exponential",-22.8072403093567,10,51,"D1"
"PowerLaw",-67.492653472441,10,51,"D1"
"Exponential",-18.3304677701692,10,51,"D3"
"PowerLaw",-38.3469654515327,10,51,"D3"
"Exponential",-14.6013228779567,10,51,"D5"
"PowerLaw",-40.5952595122862,10,51,"D5"
"Exponential",-10.5402854234764,10,51,"D6"
"PowerLaw",-36.0786256613525,10,51,"D6"
"Exponential",-6.03574336400782,10,51,"D7"
"PowerLaw",-54.0847410146025,10,51,"D7"
"Exponential",-38.9147502558691,10,52,"D0"
"PowerLaw",-84.7947940145177,10,52,"D0"
"Exponential",-22.4936898874168,10,52,"D1"
"PowerLaw",-66.8046839384363,10,52,"D1"
"Exponential",-18.0722200716117,10,52,"D3"
"PowerLaw",-39.0780505935898,10,52,"D3"
"Exponential",-16.7837650527179,10,52,"D5"
"PowerLaw",-45.4052700756068,10,52,"D5"
"Exponential",-8.12885862023801,10,52,"D6"
"PowerLaw",-30.7090088239118,10,52,"D6"
"Exponential",-2.901265214205,10,52,"D7"
"PowerLaw",-35.4847725285333,10,52,"D7"
"Exponential",-37.6640586942029,10,53,"D0"
"PowerLaw",-78.0071124309077,10,53,"D0"
"Exponential",-24.1416378341502,10,53,"D1"
"PowerLaw",-80.3752736931456,10,53,"D1"
"Exponential",-17.8642083929108,10,53,"D3"
"PowerLaw",-37.699480584651,10,53,"D3"
"Exponential",-15.5758421652069,10,53,"D5"
"PowerLaw",-43.133035630081,10,53,"D5"
"Exponential",-9.36592087118322,10,53,"D6"
"PowerLaw",-33.1180720459822,10,53,"D6"
"Exponential",-8.73052797284942,10,53,"D7"
"PowerLaw",-46.2224050618992,10,53,"D7"
"Exponential",-39.3811005822555,10,54,"D0"
"PowerLaw",-93.155121083401,10,54,"D0"
"Exponential",-22.4855745539131,10,54,"D1"
"PowerLaw",-64.2862344933895,10,54,"D1"
"Exponential",-17.7423523510924,10,54,"D3"
"PowerLaw",-38.200355315821,10,54,"D3"
"Exponential",-16.1135293909543,10,54,"D5"
"PowerLaw",-55.0875619177884,10,54,"D5"
"Exponential",-10.0618259221085,10,54,"D6"
"PowerLaw",-43.5095876174836,10,54,"D6"
"Exponential",-7.00912150231069,10,54,"D7"
"PowerLaw",-33.8614971237327,10,54,"D7"
"Exponential",-37.7624326813902,10,55,"D0"
"PowerLaw",-77.6566442111549,10,55,"D0"
"Exponential",-22.665577832991,10,55,"D1"
"PowerLaw",-67.3872208176676,10,55,"D1"
"Exponential",-17.6651989255936,10,55,"D3"
"PowerLaw",-40.0724103020114,10,55,"D3"
"Exponential",-14.9096161802368,10,55,"D5"
"PowerLaw",-50.3241403157291,10,55,"D5"
"Exponential",-9.31978692099964,10,55,"D6"
"PowerLaw",-34.5950510506126,10,55,"D6"
"Exponential",-4.03091918421207,10,55,"D7"
"PowerLaw",-38.9879126011687,10,55,"D7"
"Exponential",-37.8862523571163,10,56,"D0"
"PowerLaw",-79.6247466040986,10,56,"D0"
"Exponential",-23.6848358321917,10,56,"D1"
"PowerLaw",-73.2028712833783,10,56,"D1"
"Exponential",-17.5558004213191,10,56,"D3"
"PowerLaw",-38.0640027754907,10,56,"D3"
"Exponential",-16.4737306765253,10,56,"D5"
"PowerLaw",-52.1067750033314,10,56,"D5"
"Exponential",-9.74722613958096,10,56,"D6"
"PowerLaw",-39.2098684139408,10,56,"D6"
"Exponential",-7.16381728621277,10,56,"D7"
"PowerLaw",-28.6671339029985,10,56,"D7"
"Exponential",-38.4878532911121,10,57,"D0"
"PowerLaw",-84.5569577568983,10,57,"D0"
"Exponential",-25.2079245138581,10,57,"D1"
"PowerLaw",-72.3942614839449,10,57,"D1"
"Exponential",-18.5760919389915,10,57,"D3"
"PowerLaw",-40.1926671856127,10,57,"D3"
"Exponential",-17.4694341082627,10,57,"D5"
"PowerLaw",-59.9378532734161,10,57,"D5"
"Exponential",-8.60773506983574,10,57,"D6"
"PowerLaw",-42.0448828188269,10,57,"D6"
"Exponential",-1.43565817218169,10,57,"D7"
"PowerLaw",-22.7693560591964,10,57,"D7"
"Exponential",-39.4307632893632,10,58,"D0"
"PowerLaw",-99.2852052588622,10,58,"D0"
"Exponential",-23.5050191651637,10,58,"D1"
"PowerLaw",-73.2068591315318,10,58,"D1"
"Exponential",-17.9821796536819,10,58,"D3"
"PowerLaw",-37.0453436357749,10,58,"D3"
"Exponential",-17.441152075418,10,58,"D5"
"PowerLaw",-51.3070088723444,10,58,"D5"
"Exponential",-10.0619404875292,10,58,"D6"
"PowerLaw",-34.6478569072463,10,58,"D6"
"Exponential",-4.26669910384159,10,58,"D7"
"PowerLaw",-35.5543395477176,10,58,"D7"
"Exponential",-37.7606994372213,10,59,"D0"
"PowerLaw",-74.6590193377384,10,59,"D0"
"Exponential",-22.9271650793442,10,59,"D1"
"PowerLaw",-69.6034570946768,10,59,"D1"
"Exponential",-17.4786294309596,10,59,"D3"
"PowerLaw",-38.1434072380503,10,59,"D3"
"Exponential",-15.9415727625234,10,59,"D5"
"PowerLaw",-43.0007708251926,10,59,"D5"
"Exponential",-9.62158448925029,10,59,"D6"
"PowerLaw",-33.4240476122244,10,59,"D6"
"Exponential",-2.3713849442786,10,59,"D7"
"PowerLaw",-24.9497391325975,10,59,"D7"
"Exponential",-38.1862360371443,10,60,"D0"
"PowerLaw",-80.5308706200807,10,60,"D0"
"Exponential",-24.6943727204514,10,60,"D1"
"PowerLaw",-69.5871550498382,10,60,"D1"
"Exponential",-17.222187603033,10,60,"D3"
"PowerLaw",-37.440005158487,10,60,"D3"
"Exponential",-16.429864759894,10,60,"D5"
"PowerLaw",-52.9819602940779,10,60,"D5"
"Exponential",-8.11529438644263,10,60,"D6"
"PowerLaw",-38.9011911914095,10,60,"D6"
"Exponential",-5.18389797955311,10,60,"D7"
"PowerLaw",-24.6082245791284,10,60,"D7"
"Exponential",-38.1280213141591,10,61,"D0"
"PowerLaw",-77.7818724352645,10,61,"D0"
"Exponential",-22.8698089181135,10,61,"D1"
"PowerLaw",-67.4692940554925,10,61,"D1"
"Exponential",-18.414698367802,10,61,"D3"
"PowerLaw",-37.1058478139536,10,61,"D3"
"Exponential",-17.5150302056386,10,61,"D5"
"PowerLaw",-47.0550225750535,10,61,"D5"
"Exponential",-10.3194434637632,10,61,"D6"
"PowerLaw",-38.4547931195008,10,61,"D6"
"Exponential",-4.69406942947764,10,61,"D7"
"PowerLaw",-30.1447240027429,10,61,"D7"
"Exponential",-37.7495619579745,10,62,"D0"
"PowerLaw",-73.6256105624773,10,62,"D0"
"Exponential",-23.3071771317519,10,62,"D1"
"PowerLaw",-72.0150267424342,10,62,"D1"
"Exponential",-17.8993193904083,10,62,"D3"
"PowerLaw",-37.2354526661847,10,62,"D3"
"Exponential",-16.0948178200945,10,62,"D5"
"PowerLaw",-61.113545505713,10,62,"D5"
"Exponential",-9.32969673213937,10,62,"D6"
"PowerLaw",-34.4152465409033,10,62,"D6"
"Exponential",-6.27047109477838,10,62,"D7"
"PowerLaw",-35.6592951775159,10,62,"D7"
"Exponential",-39.2614081111732,10,63,"D0"
"PowerLaw",-85.620628120281,10,63,"D0"
"Exponential",-25.1906395009075,10,63,"D1"
"PowerLaw",-71.6807419438913,10,63,"D1"
"Exponential",-17.641559164193,10,63,"D3"
"PowerLaw",-35.8447355099322,10,63,"D3"
"Exponential",-16.4841615838838,10,63,"D5"
"PowerLaw",-44.9969014499229,10,63,"D5"
"Exponential",-8.48556909322427,10,63,"D6"
"PowerLaw",-31.0678968599113,10,63,"D6"
"Exponential",-0.367773205271812,10,63,"D7"
"PowerLaw",-18.3786734479872,10,63,"D7"
"Exponential",-38.1726022049183,10,64,"D0"
"PowerLaw",-81.848356203461,10,64,"D0"
"Exponential",-22.9024275683623,10,64,"D1"
"PowerLaw",-69.2535529158404,10,64,"D1"
"Exponential",-18.9976526729732,10,64,"D3"
"PowerLaw",-40.3589730428877,10,64,"D3"
"Exponential",-16.3201660093953,10,64,"D5"
"PowerLaw",-46.7688949699892,10,64,"D5"
"Exponential",-9.42857266752768,10,64,"D6"
"PowerLaw",-48.8869305378653,10,64,"D6"
"Exponential",-10.1719185007452,10,64,"D7"
"PowerLaw",-33.827704763248,10,64,"D7"
"Exponential",-37.937110925791,10,65,"D0"
"PowerLaw",-76.3418345558983,10,65,"D0"
"Exponential",-22.5583485254613,10,65,"D1"
"PowerLaw",-66.9660928996583,10,65,"D1"
"Exponential",-17.9820304566103,10,65,"D3"
"PowerLaw",-37.4267021000225,10,65,"D3"
"Exponential",-17.1589532104563,10,65,"D5"
"PowerLaw",-46.5532128598963,10,65,"D5"
"Exponential",-9.43235721289578,10,65,"D6"
"PowerLaw",-38.7379407034325,10,65,"D6"
"Exponential",-4.35250763413806,10,65,"D7"
"PowerLaw",-34.6096914926636,10,65,"D7"
"Exponential",-39.0922931863803,10,66,"D0"
"PowerLaw",-87.7570162136347,10,66,"D0"
"Exponential",-25.2646667399092,10,66,"D1"
"PowerLaw",-65.7876007206397,10,66,"D1"
"Exponential",-17.8027310190329,10,66,"D3"
"PowerLaw",-37.692531304164,10,66,"D3"
"Exponential",-15.9830137280162,10,66,"D5"
"PowerLaw",-53.746275920999,10,66,"D5"
"Exponential",-7.9897644361834,10,66,"D6"
"PowerLaw",-32.3777315948711,10,66,"D6"
"Exponential",-5.08695692129654,10,66,"D7"
"PowerLaw",-44.6327949491053,10,66,"D7"
"Exponential",-37.7925467671006,10,67,"D0"
"PowerLaw",-78.9025747097299,10,67,"D0"
"Exponential",-24.9509360721733,10,67,"D1"
"PowerLaw",-64.8704978586221,10,67,"D1"
"Exponential",-17.1669624807557,10,67,"D3"
"PowerLaw",-35.775228070504,10,67,"D3"
"Exponential",-16.7621008009143,10,67,"D5"
"PowerLaw",-45.0609303041332,10,67,"D5"
"Exponential",-7.46713293692458,10,67,"D6"
"PowerLaw",-31.6588988284157,10,67,"D6"
"Exponential",-0.656385899938422,10,67,"D7"
"PowerLaw",-20.4317011706814,10,67,"D7"
"Exponential",-38.169693803544,10,68,"D0"
"PowerLaw",-81.8811360217243,10,68,"D0"
"Exponential",-22.8974744050374,10,68,"D1"
"PowerLaw",-68.6981218183477,10,68,"D1"
"Exponential",-17.9792031217937,10,68,"D3"
"PowerLaw",-37.8113225994388,10,68,"D3"
"Exponential",-15.7063547730771,10,68,"D5"
"PowerLaw",-41.4962454928623,10,68,"D5"
"Exponential",-10.1776951408397,10,68,"D6"
"PowerLaw",-41.3776748076984,10,68,"D6"
"Exponential",-7.44427774667872,10,68,"D7"
"PowerLaw",-51.5476123366535,10,68,"D7"
"Exponential",-37.9513281712605,10,69,"D0"
"PowerLaw",-80.1430575398761,10,69,"D0"
"Exponential",-23.5801106346671,10,69,"D1"
"PowerLaw",-72.6079913379949,10,69,"D1"
"Exponential",-18.5977640298024,10,69,"D3"
"PowerLaw",-39.8806903607562,10,69,"D3"
"Exponential",-15.7335630216833,10,69,"D5"
"PowerLaw",-40.2032253466997,10,69,"D5"
"Exponential",-9.99606505758065,10,69,"D6"
"PowerLaw",-50.1190808610066,10,69,"D6"
"Exponential",-4.38176771777054,10,69,"D7"
"PowerLaw",-36.2072146576747,10,69,"D7"
"Exponential",-38.0392442447205,10,70,"D0"
"PowerLaw",-80.4784468731918,10,70,"D0"
"Exponential",-23.5352117690424,10,70,"D1"
"PowerLaw",-76.3601916827876,10,70,"D1"
"Exponential",-17.8620883065332,10,70,"D3"
"PowerLaw",-36.3959029158985,10,70,"D3"
"Exponential",-16.258195043237,10,70,"D5"
"PowerLaw",-45.1035725033184,10,70,"D5"
"Exponential",-9.11470874316826,10,70,"D6"
"PowerLaw",-33.707516831983,10,70,"D6"
"Exponential",-7.59909502524518,10,70,"D7"
"PowerLaw",-30.6239115818326,10,70,"D7"
"Exponential",-39.2614081111732,10,71,"D0"
"PowerLaw",-85.620628120281,10,71,"D0"
"Exponential",-24.5829344438937,10,71,"D1"
"PowerLaw",-81.9606777661486,10,71,"D1"
"Exponential",-18.5813158732224,10,71,"D3"
"PowerLaw",-37.6637166551778,10,71,"D3"
"Exponential",-15.6853210095381,10,71,"D5"
"PowerLaw",-43.2906403953791,10,71,"D5"
"Exponential",-8.82942321242682,10,71,"D6"
"PowerLaw",-32.5692276555308,10,71,"D6"
"Exponential",-4.44156948206093,10,71,"D7"
"PowerLaw",-30.2021645218736,10,71,"D7"
"Exponential",-38.0224865091288,10,72,"D0"
"PowerLaw",-80.3368511809087,10,72,"D0"
"Exponential",-24.2747055805982,10,72,"D1"
"PowerLaw",-64.3125164258176,10,72,"D1"
"Exponential",-19.0837039903024,10,72,"D3"
"PowerLaw",-40.6731239011958,10,72,"D3"
"Exponential",-15.5810715284243,10,72,"D5"
"PowerLaw",-47.9727643198952,10,72,"D5"
"Exponential",-8.35424220326112,10,72,"D6"
"PowerLaw",-31.4162529738591,10,72,"D6"
"Exponential",-1.6985689762157,10,72,"D7"
"PowerLaw",-20.2760146018916,10,72,"D7"
"Exponential",-38.2401255407225,10,73,"D0"
"PowerLaw",-83.6954721229838,10,73,"D0"
"Exponential",-23.8135529741053,10,73,"D1"
"PowerLaw",-77.767193188617,10,73,"D1"
"Exponential",-18.2769409113395,10,73,"D3"
"PowerLaw",-38.8753301616769,10,73,"D3"
"Exponential",-17.8467088450193,10,73,"D5"
"PowerLaw",-52.0248578691042,10,73,"D5"
"Exponential",-8.70033131527662,10,73,"D6"
"PowerLaw",-42.1994629207385,10,73,"D6"
"Exponential",-3.76799096640521,10,73,"D7"
"PowerLaw",-30.6212270066095,10,73,"D7"
"Exponential",-38.3504033803391,10,74,"D0"
"PowerLaw",-85.653279184418,10,74,"D0"
"Exponential",-24.3463456711515,10,74,"D1"
"PowerLaw",-63.5833153843334,10,74,"D1"
"Exponential",-18.2194353794294,10,74,"D3"
"PowerLaw",-38.7278334757187,10,74,"D3"
"Exponential",-16.4679905914504,10,74,"D5"
"PowerLaw",-54.2570285678464,10,74,"D5"
"Exponential",-9.70848526277797,10,74,"D6"
"PowerLaw",-38.6937036449975,10,74,"D6"
"Exponential",-6.00539227404219,10,74,"D7"
"PowerLaw",-39.2541990129056,10,74,"D7"
"Exponential",-37.9331201077406,10,75,"D0"
"PowerLaw",-79.2810203135648,10,75,"D0"
"Exponential",-22.9094971525338,10,75,"D1"
"PowerLaw",-67.9180332227813,10,75,"D1"
"Exponential",-17.389654211467,10,75,"D3"
"PowerLaw",-35.749624942832,10,75,"D3"
"Exponential",-15.2395753763622,10,75,"D5"
"PowerLaw",-51.6537502565823,10,75,"D5"
"Exponential",-9.17133071944573,10,75,"D6"
"PowerLaw",-35.7439856937352,10,75,"D6"
"Exponential",-3.9089585121248,10,75,"D7"
"PowerLaw",-24.8354098074511,10,75,"D7"
"Exponential",-38.7124202281932,10,76,"D0"
"PowerLaw",-82.1957152675986,10,76,"D0"
"Exponential",-23.4156436249664,10,76,"D1"
"PowerLaw",-73.1555402151334,10,76,"D1"
"Exponential",-18.451976813775,10,76,"D3"
"PowerLaw",-38.0252447922836,10,76,"D3"
"Exponential",-16.1678119690613,10,76,"D5"
"PowerLaw",-46.1465090712763,10,76,"D5"
"Exponential",-9.52087919127287,10,76,"D6"
"PowerLaw",-39.3082380496883,10,76,"D6"
"Exponential",-7.03112045450844,10,76,"D7"
"PowerLaw",-35.8735780942882,10,76,"D7"
"Exponential",-38.5077347534579,10,77,"D0"
"PowerLaw",-84.852142169914,10,77,"D0"
"Exponential",-22.5819817199883,10,77,"D1"
"PowerLaw",-65.7764208490735,10,77,"D1"
"Exponential",-17.780025657226,10,77,"D3"
"PowerLaw",-36.8918678235244,10,77,"D3"
"Exponential",-16.2103578800285,10,77,"D5"
"PowerLaw",-46.0874546441729,10,77,"D5"
"Exponential",-10.2165233555918,10,77,"D6"
"PowerLaw",-42.5001503676687,10,77,"D6"
"Exponential",-7.75620189856754,10,77,"D7"
"PowerLaw",-45.0121553586041,10,77,"D7"
"Exponential",-37.4473484497662,10,78,"D0"
"PowerLaw",-76.6764570826229,10,78,"D0"
"Exponential",-22.4676505387217,10,78,"D1"
"PowerLaw",-65.1206180768976,10,78,"D1"
"Exponential",-18.5412753934209,10,78,"D3"
"PowerLaw",-38.1127630824332,10,78,"D3"
"Exponential",-16.6712643847825,10,78,"D5"
"PowerLaw",-45.9615628981291,10,78,"D5"
"Exponential",-8.26666625500542,10,78,"D6"
"PowerLaw",-31.8270206787251,10,78,"D6"
"Exponential",-7.74069401157904,10,78,"D7"
"PowerLaw",-31.0846095140289,10,78,"D7"
"Exponential",-37.9406801070493,10,79,"D0"
"PowerLaw",-79.51452173528,10,79,"D0"
"Exponential",-23.5490899852151,10,79,"D1"
"PowerLaw",-74.8639379304383,10,79,"D1"
"Exponential",-18.9443184919893,10,79,"D3"
"PowerLaw",-38.8902351357752,10,79,"D3"
"Exponential",-15.3149409806837,10,79,"D5"
"PowerLaw",-47.8314133000079,10,79,"D5"
"Exponential",-9.98057303240274,10,79,"D6"
"PowerLaw",-35.0170982040552,10,79,"D6"
"Exponential",-0.960570672013516,10,79,"D7"
"PowerLaw",-22.3138710920058,10,79,"D7"
"Exponential",-37.9513281712605,10,80,"D0"
"PowerLaw",-80.1430575398761,10,80,"D0"
"Exponential",-23.0089484139024,10,80,"D1"
"PowerLaw",-70.9071710094642,10,80,"D1"
"Exponential",-19.0203453312995,10,80,"D3"
"PowerLaw",-41.1255979806321,10,80,"D3"
"Exponential",-16.1553320503868,10,80,"D5"
"PowerLaw",-50.7447207493021,10,80,"D5"
"Exponential",-7.13363664044816,10,80,"D6"
"PowerLaw",-35.092445777967,10,80,"D6"
"Exponential",-6.05542681904642,10,80,"D7"
"PowerLaw",-37.1083051304747,10,80,"D7"
"Exponential",-39.0922931863803,10,81,"D0"
"PowerLaw",-87.7570162136347,10,81,"D0"
"Exponential",-22.5819817199883,10,81,"D1"
"PowerLaw",-65.7764208490735,10,81,"D1"
"Exponential",-17.2781625500135,10,81,"D3"
"PowerLaw",-36.623330436911,10,81,"D3"
"Exponential",-16.5615058540517,10,81,"D5"
"PowerLaw",-46.8797418351039,10,81,"D5"
"Exponential",-8.6013777693318,10,81,"D6"
"PowerLaw",-35.0729349416122,10,81,"D6"
"Exponential",-1.58072334956786,10,81,"D7"
"PowerLaw",-20.5743702128763,10,81,"D7"
"Exponential",-38.3886343254156,10,82,"D0"
"PowerLaw",-81.5467196755557,10,82,"D0"
"Exponential",-24.8666846103457,10,82,"D1"
"PowerLaw",-67.3876825514046,10,82,"D1"
"Exponential",-17.6626221717536,10,82,"D3"
"PowerLaw",-38.8653311522836,10,82,"D3"
"Exponential",-16.5318497902279,10,82,"D5"
"PowerLaw",-56.2783186566922,10,82,"D5"
"Exponential",-8.98763884515991,10,82,"D6"
"PowerLaw",-29.8416677843106,10,82,"D6"
"Exponential",-6.92073403790671,10,82,"D7"
"PowerLaw",-28.2929176776376,10,82,"D7"
"Exponential",-37.5814804490781,10,83,"D0"
"PowerLaw",-76.4720858076812,10,83,"D0"
"Exponential",-22.4147671307881,10,83,"D1"
"PowerLaw",-64.4520480003117,10,83,"D1"
"Exponential",-18.2673971029645,10,83,"D3"
"PowerLaw",-38.8781267429758,10,83,"D3"
"Exponential",-14.4004823958293,10,83,"D5"
"PowerLaw",-40.9364569643682,10,83,"D5"
"Exponential",-10.0303337640412,10,83,"D6"
"PowerLaw",-38.2260171087384,10,83,"D6"
"Exponential",-4.85835375321984,10,83,"D7"
"PowerLaw",-37.5273345818691,10,83,"D7"
"Exponential",-37.9406801070493,10,84,"D0"
"PowerLaw",-79.51452173528,10,84,"D0"
"Exponential",-23.7789794478707,10,84,"D1"
"PowerLaw",-78.9253075516512,10,84,"D1"
"Exponential",-18.3071579111704,10,84,"D3"
"PowerLaw",-38.6140000266915,10,84,"D3"
"Exponential",-14.8748407300127,10,84,"D5"
"PowerLaw",-43.6094071008084,10,84,"D5"
"Exponential",-8.39941062129199,10,84,"D6"
"PowerLaw",-30.6830623998376,10,84,"D6"
"Exponential",-5.11067863190941,10,84,"D7"
"PowerLaw",-37.9013838311002,10,84,"D7"
"Exponential",-37.7300940458076,10,85,"D0"
"PowerLaw",-75.7842865203505,10,85,"D0"
"Exponential",-22.6507637653586,10,85,"D1"
"PowerLaw",-65.3612575730361,10,85,"D1"
"Exponential",-17.7055300061007,10,85,"D3"
"PowerLaw",-37.6308261408031,10,85,"D3"
"Exponential",-15.7096709845601,10,85,"D5"
"PowerLaw",-57.3885822927003,10,85,"D5"
"Exponential",-9.58201490898636,10,85,"D6"
"PowerLaw",-31.5258496557674,10,85,"D6"
"Exponential",0.71520736880469,10,85,"D7"
"PowerLaw",-23.0516353169698,10,85,"D7"
"Exponential",-37.9131612513129,10,86,"D0"
"PowerLaw",-79.3733940272717,10,86,"D0"
"Exponential",-23.4459026402033,10,86,"D1"
"PowerLaw",-74.2581578205743,10,86,"D1"
"Exponential",-17.0010556238742,10,86,"D3"
"PowerLaw",-35.964854267108,10,86,"D3"
"Exponential",-16.3878314930327,10,86,"D5"
"PowerLaw",-49.9259538605507,10,86,"D5"
"Exponential",-8.89741278806247,10,86,"D6"
"PowerLaw",-37.7251656866403,10,86,"D6"
"Exponential",-5.11422512308996,10,86,"D7"
"PowerLaw",-26.7081708565054,10,86,"D7"
"Exponential",-38.0902057988215,10,87,"D0"
"PowerLaw",-85.7059352961523,10,87,"D0"
"Exponential",-23.5352117690424,10,87,"D1"
"PowerLaw",-76.3601916827876,10,87,"D1"
"Exponential",-17.3186675989698,10,87,"D3"
"PowerLaw",-36.0961029271918,10,87,"D3"
"Exponential",-15.421318237781,10,87,"D5"
"PowerLaw",-44.0633352603091,10,87,"D5"
"Exponential",-9.27354833280818,10,87,"D6"
"PowerLaw",-36.1834902715068,10,87,"D6"
"Exponential",-3.68686054865547,10,87,"D7"
"PowerLaw",-35.4933315330076,10,87,"D7"
"Exponential",-39.1682047093228,10,88,"D0"
"PowerLaw",-85.5235431622779,10,88,"D0"
"Exponential",-25.0287386045365,10,88,"D1"
"PowerLaw",-68.9077019593508,10,88,"D1"
"Exponential",-18.4948716831352,10,88,"D3"
"PowerLaw",-38.0932997188109,10,88,"D3"
"Exponential",-16.8535118528301,10,88,"D5"
"PowerLaw",-52.7023879545726,10,88,"D5"
"Exponential",-8.73105017658417,10,88,"D6"
"PowerLaw",-43.7242321537104,10,88,"D6"
"Exponential",-7.14468703211162,10,88,"D7"
"PowerLaw",-28.899132138695,10,88,"D7"
"Exponential",-37.5828364707042,10,89,"D0"
"PowerLaw",-77.2985557549354,10,89,"D0"
"Exponential",-23.9442367740222,10,89,"D1"
"PowerLaw",-63.5143025140357,10,89,"D1"
"Exponential",-17.2984676182895,10,89,"D3"
"PowerLaw",-38.1600820974892,10,89,"D3"
"Exponential",-15.6510016499084,10,89,"D5"
"PowerLaw",-51.4679331244789,10,89,"D5"
"Exponential",-8.43723483754313,10,89,"D6"
"PowerLaw",-33.6277922144273,10,89,"D6"
"Exponential",-0.320399243117832,10,89,"D7"
"PowerLaw",-26.6573572968407,10,89,"D7"
"Exponential",-38.5543069842236,10,90,"D0"
"PowerLaw",-86.2587848439044,10,90,"D0"
"Exponential",-23.7063811911208,10,90,"D1"
"PowerLaw",-78.6340368564087,10,90,"D1"
"Exponential",-17.3598007920404,10,90,"D3"
"PowerLaw",-38.416102700358,10,90,"D3"
"Exponential",-16.4799461198453,10,90,"D5"
"PowerLaw",-43.7171767367293,10,90,"D5"
"Exponential",-9.14416357940687,10,90,"D6"
"PowerLaw",-37.9587728201103,10,90,"D6"
"Exponential",-6.31638239266232,10,90,"D7"
"PowerLaw",-34.069051695546,10,90,"D7"
"Exponential",-37.7256193775567,10,91,"D0"
"PowerLaw",-74.1886048537601,10,91,"D0"
"Exponential",-24.903390240411,10,91,"D1"
"PowerLaw",-70.9833263058511,10,91,"D1"
"Exponential",-17.9485900964546,10,91,"D3"
"PowerLaw",-36.5244874608953,10,91,"D3"
"Exponential",-17.1664855248957,10,91,"D5"
"PowerLaw",-49.7958508733047,10,91,"D5"
"Exponential",-8.98046534898088,10,91,"D6"
"PowerLaw",-48.5601251842032,10,91,"D6"
"Exponential",-3.67707174061185,10,91,"D7"
"PowerLaw",-51.2162090120002,10,91,"D7"
"Exponential",-39.3140460628856,10,92,"D0"
"PowerLaw",-85.9656318666615,10,92,"D0"
"Exponential",-23.1314021514499,10,92,"D1"
"PowerLaw",-71.0925608890083,10,92,"D1"
"Exponential",-17.7486868901528,10,92,"D3"
"PowerLaw",-37.0428794724676,10,92,"D3"
"Exponential",-14.8380266060079,10,92,"D5"
"PowerLaw",-48.7074452362933,10,92,"D5"
"Exponential",-8.10253821676518,10,92,"D6"
"PowerLaw",-29.6027593757924,10,92,"D6"
"Exponential",-4.92383774024238,10,92,"D7"
"PowerLaw",-27.1500842165761,10,92,"D7"
"Exponential",-37.8437646729708,10,93,"D0"
"PowerLaw",-79.9995149739759,10,93,"D0"
"Exponential",-22.4147671307881,10,93,"D1"
"PowerLaw",-64.4520480003117,10,93,"D1"
"Exponential",-16.6745315935801,10,93,"D3"
"PowerLaw",-35.9615497788962,10,93,"D3"
"Exponential",-17.0682242990292,10,93,"D5"
"PowerLaw",-48.6032264886875,10,93,"D5"
"Exponential",-8.35349010665151,10,93,"D6"
