"Common_n","Iteration","Group","Order","Zeta","Ratio"
14,3,"D0",7,0.603469102905723,0.965215019443903
14,3,"D0",8,0.586585966247938,0.97202319625563
14,3,"D0",9,0.570752104216893,0.97300674932214
14,3,"D0",10,0.557663409888762,0.977067637190599
14,3,"D0",11,0.546156123620912,0.979365176083285
14,3,"D0",12,0.535692789213916,0.980841861961326
14,3,"D0",13,0.526202258596625,0.982283631946553
14,3,"D0",14,0.517531616123165,0.983522224901535
14,3,"D1",1,1,NA
14,3,"D1",2,0.686104834202844,0.686104834202844
14,3,"D1",3,0.542404709590306,0.790556606732705
14,3,"D1",4,0.460409277559677,0.848829793361192
14,3,"D1",5,0.408054419926899,0.886286267057266
14,3,"D1",6,0.369559947655792,0.905663386079722
14,3,"D1",7,0.340909254997518,0.922473490863899
14,3,"D1",8,0.320183746220838,0.939205203517192
14,3,"D1",9,0.303592346915753,0.948181631638347
14,3,"D1",10,0.292112991291007,0.962188257571817
14,3,"D1",11,0.279060928241922,0.955318443759038
14,3,"D1",12,0.269600441524091,0.966098848816165
14,3,"D1",13,0.261540544199269,0.970104287369641
14,3,"D1",14,0.254591399305086,0.973429951690821
14,3,"D3",1,1,NA
14,3,"D3",2,0.584760945022954,0.584760945022954
14,3,"D3",3,0.456233904378009,0.780205840114887
14,3,"D3",4,0.394437772925764,0.864551645856981
14,3,"D3",5,0.357287845705968,0.905815492912267
14,3,"D3",6,0.331990538573508,0.929196284070412
14,3,"D3",7,0.315178311499272,0.949359318652651
14,3,"D3",8,0.30118595342067,0.95560494625394
14,3,"D3",9,0.287053493449782,0.95307729390969
14,3,"D3",10,0.277524017467249,0.966802438569869
14,3,"D3",11,0.269174784458627,0.969915277658421
14,3,"D3",12,0.261756802149815,0.972441763727122
14,3,"D3",13,0.255276564774381,0.975243289487755
14,3,"D3",14,0.249636098981077,0.977904490377762
14,3,"D5",1,1,NA
14,3,"D5",2,0.557600190736285,0.557600190736285
14,3,"D5",3,0.41553416997204,0.745218844748503
14,3,"D5",4,0.34446942800789,0.828979787705709
14,3,"D5",5,0.302686390532544,0.87870320534109
14,3,"D5",6,0.273664694280079,0.90411958660776
14,3,"D5",7,0.251538461538462,0.919148384120852
14,3,"D5",8,0.23534516765286,0.935622990668862
14,3,"D5",9,0.221301775147929,0.940328528327187
14,3,"D5",10,0.210039447731755,0.949108734402852
14,3,"D5",11,0.200934174306955,0.956649698315582
14,3,"D5",12,0.193250536445803,0.961760422846664
14,3,"D5",13,0.186813186813187,0.966689098250336
14,3,"D5",14,0.181459566074951,0.971342383107089
14,3,"D6",1,1,NA
14,3,"D6",2,0.462218766703921,0.462218766703921
14,3,"D6",3,0.306319549054862,0.662715517241379
14,3,"D6",4,0.238030953885028,0.77706745984533
14,3,"D6",5,0.201890082122552,0.848167344739824
14,3,"D6",6,0.176140871762476,0.87245926055721
14,3,"D6",7,0.161057485786481,0.91436748424673
14,3,"D6",8,0.148737839545167,0.923507770029103
14,3,"D6",9,0.139177511054959,0.935723629444643
14,3,"D6",10,0.131257738471257,0.943095888670013
14,3,"D6",11,0.124763108022742,0.950520018673507
14,3,"D6",12,0.119344963312114,0.956572541382668
14,3,"D6",13,0.114655716993051,0.960708469055375
14,3,"D6",14,0.110549589387239,0.964187327823691
14,3,"D7",1,1,NA
14,3,"D7",2,0.334141201264489,0.334141201264489
14,3,"D7",3,0.201159114857745,0.602018290760013
14,3,"D7",4,0.142790410958904,0.709838135149293
14,3,"D7",5,0.110034246575342,0.770599691088577
14,3,"D7",6,0.0883054794520548,0.802527233115468
14,3,"D7",7,0.0730109589041096,0.826799869692692
14,3,"D7",8,0.0637095890410959,0.872603099553454
14,3,"D7",9,0.055472602739726,0.870710415412402
14,3,"D7",10,0.0501602739726027,0.904235090751945
14,3,"D7",11,0.0460221285563751,0.917501538797658
14,3,"D7",12,0.0428872497365648,0.931883228391528
14,3,"D7",13,0.0404109589041096,0.942260442260442
14,3,"D7",14,0.0383561643835616,0.949152542372881
14,4,"D0",1,1,NA
14,4,"D0",2,0.830800464603281,0.830800464603281
14,4,"D0",3,0.743340848974652,0.894728494560493
14,4,"D0",4,0.68878424903777,0.926606213001565
14,4,"D0",5,0.651858309013239,0.94638968577444
14,4,"D0",6,0.626086537241467,0.960464150850843
14,4,"D0",7,0.603506407816267,0.963934491348931
14,4,"D0",8,0.585953559192996,0.970915224103776
14,4,"D0",9,0.570829082603731,0.97418826739427
14,4,"D0",10,0.557836315188428,0.977238778101427
14,4,"D0",11,0.546156123620912,0.97906161494063
14,4,"D0",12,0.535692789213916,0.980841861961326
14,4,"D0",13,0.526202258596625,0.982283631946553
14,4,"D0",14,0.517531616123165,0.983522224901535
14,4,"D1",1,1,NA
14,4,"D1",2,0.686104834202844,0.686104834202844
14,4,"D1",3,0.542404709590306,0.790556606732705
14,4,"D1",4,0.461205270520283,0.850297319263037
14,4,"D1",5,0.408877577726637,0.886541424961133
14,4,"D1",6,0.372640945805695,0.91137535072865
14,4,"D1",7,0.340338161635305,0.913313916428194
14,4,"D1",8,0.31885140562249,0.936866450974605
14,4,"D1",9,0.3034931636659,0.951832603884538
14,4,"D1",10,0.290967645864356,0.95872883049408
14,4,"D1",11,0.279060928241922,0.959078894881718
14,4,"D1",12,0.269600441524091,0.966098848816165
14,4,"D1",13,0.261540544199269,0.970104287369641
14,4,"D1",14,0.254591399305086,0.973429951690821
14,4,"D3",1,1,NA
14,4,"D3",2,0.590060267790874,0.590060267790874
14,4,"D3",3,0.466874981444646,0.791232704402516
14,4,"D3",4,0.40612157468159,0.869872215951545
14,4,"D3",5,0.370208413739869,0.911570418365786
14,4,"D3",6,0.34460748745658,0.930847259724148
14,4,"D3",7,0.325074488614435,0.943318124088621
14,4,"D3",8,0.309007719027403,0.950575113859247
14,4,"D3",9,0.29757699729834,0.963008297122673
14,4,"D3",10,0.286429949826322,0.962540627893886
14,4,"D3",11,0.278011162901167,0.970607867891399
14,4,"D3",12,0.270730041860879,0.973809968764183
14,4,"D3",13,0.264569664222308,0.977245311985963
14,4,"D3",14,0.259359320725589,0.980306345733041
14,4,"D5",1,1,NA
14,4,"D5",2,0.552012754085293,0.552012754085293
14,4,"D5",3,0.411274965679111,0.745046129161653
14,4,"D5",4,0.340578008059873,0.82810293959298
14,4,"D5",5,0.300113413932067,0.88118847027641
14,4,"D5",6,0.266080598733448,0.886600153079722
14,4,"D5",7,0.24262233736327,0.911837760882077
14,4,"D5",8,0.22597869890616,0.931401046424715
14,4,"D5",9,0.211616004605642,0.936442264823897
14,4,"D5",10,0.198454231433506,0.937803507836453
14,4,"D5",11,0.188288826889863,0.948777083410041
14,4,"D5",12,0.179442894468801,0.953019344975598
14,4,"D5",13,0.171848013816926,0.957675222112537
14,4,"D5",14,0.165227403569372,0.961474036850921
14,4,"D6",1,1,NA
14,4,"D6",2,0.451526667540296,0.451526667540296
14,4,"D6",3,0.297143231555497,0.658085674483399
14,4,"D6",4,0.227944804088586,0.767120970231532
14,4,"D6",5,0.191420783645656,0.839768137778057
14,4,"D6",6,0.166373424190801,0.869150261649639
14,4,"D6",7,0.149444633730835,0.898248229593738
14,4,"D6",8,0.137815332197615,0.922183210979892
14,4,"D6",9,0.128623509369676,0.933303336563755
14,4,"D6",10,0.120781601362862,0.939032078620434
14,4,"D6",11,0.115633599790329,0.957377601270023
14,4,"D6",12,0.111178089372297,0.961468721668178
14,4,"D6",13,0.107666098807496,0.968411126826968
14,4,"D6",14,0.104940374787053,0.974683544303798
14,4,"D7",1,1,NA
14,4,"D7",2,0.384931074397559,0.384931074397559
14,4,"D7",3,0.248395243607282,0.645297977036632
14,4,"D7",4,0.18837756497948,0.758378309680153
14,4,"D7",5,0.153636114911081,0.815575437169581
14,4,"D7",6,0.132827633378933,0.864559960109698
14,4,"D7",7,0.115121751025992,0.866700309999279
14,4,"D7",8,0.103812585499316,0.901763433704874
14,4,"D7",9,0.0939110807113543,0.904621344894382
14,4,"D7",10,0.0861833105335157,0.917711838482716
14,4,"D7",11,0.0799221298537304,0.927350427350427
14,4,"D7",12,0.0747132484478586,0.934825543120474
14,4,"D7",13,0.0704514363885089,0.942957746478873
14,4,"D7",14,0.06703146374829,0.951456310679612
14,5,"D0",1,1,NA
14,5,"D0",2,0.830800464603281,0.830800464603281
14,5,"D0",3,0.743340848974652,0.894728494560493
14,5,"D0",4,0.690387175908303,0.928762595060675
14,5,"D0",5,0.651347883094362,0.943453044644726
14,5,"D0",6,0.62567381465973,0.960583170528379
14,5,"D0",7,0.603142832973819,0.963989252613737
14,5,"D0",8,0.586155479423085,0.971835272472729
14,5,"D0",9,0.571105612654908,0.974324445822823
14,5,"D0",10,0.557951782768684,0.976967780398662
14,5,"D0",11,0.546156123620912,0.978858999089063
14,5,"D0",12,0.535692789213916,0.980841861961326
14,5,"D0",13,0.526202258596625,0.982283631946553
14,5,"D0",14,0.517531616123165,0.983522224901535
14,5,"D1",1,1,NA
14,5,"D1",2,0.686104834202844,0.686104834202844
14,5,"D1",3,0.542404709590306,0.790556606732705
14,5,"D1",4,0.461786471729615,0.851368846112003
14,5,"D1",5,0.405791525653175,0.878742775060707
14,5,"D1",6,0.36953151933577,0.910643756645634
14,5,"D1",7,0.341654076982086,0.924560041850303
14,5,"D1",8,0.320112991291007,0.936950596693133
14,5,"D1",9,0.302723072063535,0.945675684209695
14,5,"D1",10,0.289687739722937,0.956939746112703
14,5,"D1",11,0.279060928241922,0.963316322978741
14,5,"D1",12,0.269600441524091,0.966098848816165
14,5,"D1",13,0.261540544199269,0.970104287369641
14,5,"D1",14,0.254591399305086,0.973429951690821
14,5,"D3",1,1,NA
14,5,"D3",2,0.590912143557508,0.590912143557508
14,5,"D3",3,0.462881626841815,0.783334091012411
14,5,"D3",4,0.401729352191374,0.867887876501654
14,5,"D3",5,0.364765147546709,0.907987294323824
14,5,"D3",6,0.337843198882486,0.926193747277419
14,5,"D3",7,0.319504103370002,0.945717138681061
14,5,"D3",8,0.304511611664047,0.953075745983168
14,5,"D3",9,0.292428147372097,0.960318543434457
14,5,"D3",10,0.283104592282172,0.968116765866381
14,5,"D3",11,0.274905642637439,0.971039149952888
14,5,"D3",12,0.267934614713033,0.974642106806078
14,5,"D3",13,0.261917234154007,0.977541608181271
14,5,"D3",14,0.256678889470927,0.98
14,5,"D5",1,1,NA
14,5,"D5",2,0.556649913227704,0.556649913227704
14,5,"D5",3,0.41087245599405,0.738116446675844
14,5,"D5",4,0.335429827131556,0.816384311574328
14,5,"D5",5,0.29246996777029,0.871925941325376
14,5,"D5",6,0.260076765309112,0.889242636746143
14,5,"D5",7,0.236941693524758,0.911045218680504
14,5,"D5",8,0.216399062408438,0.913300901961463
14,5,"D5",9,0.200409610313507,0.926111269074021
14,5,"D5",10,0.188390858482274,0.940029064412469
14,5,"D5",11,0.176497103833758,0.93686660412116
14,5,"D5",12,0.166963420406139,0.945983910100881
14,5,"D5",13,0.158804570758863,0.951133909287257
14,5,"D5",14,0.151772634046294,0.955719557195572
14,5,"D6",1,1,NA
14,5,"D6",2,0.439894319682959,0.439894319682959
14,5,"D6",3,0.279519357788843,0.635423885423886
14,5,"D6",4,0.207748348745046,0.743234208852131
14,5,"D6",5,0.166113606340819,0.799590501413215
14,5,"D6",6,0.141035667107001,0.849031396125584
14,5,"D6",7,0.121889696169089,0.864247311827957
14,5,"D6",8,0.107468956406869,0.881690247695634
14,5,"D6",9,0.0975885072655218,0.908062295646188
14,5,"D6",10,0.0880363276089828,0.902117780831004
14,5,"D6",11,0.0803526064424347,0.912721016707152
14,5,"D6",12,0.0741794533075907,0.92317420170724
14,5,"D6",13,0.0690224570673712,0.930479452054794
14,5,"D6",14,0.0647291941875826,0.937799043062201
14,5,"D7",1,1,NA
14,5,"D7",2,0.338638373121132,0.338638373121132
14,5,"D7",3,0.203138815207781,0.599869451697128
14,5,"D7",4,0.146803320561941,0.722674888163463
14,5,"D7",5,0.119902937420179,0.816759028073808
14,5,"D7",6,0.100771392081737,0.840441395764987
14,5,"D7",7,0.0885415070242656,0.878637331440738
14,5,"D7",8,0.0813448275862069,0.918719709208401
14,5,"D7",9,0.0748544061302682,0.920211012199143
14,5,"D7",10,0.0703397190293742,0.939687089454198
14,5,"D7",11,0.066951566951567,0.951831594942932
14,5,"D7",12,0.0646428922290991,0.96551724137931
14,5,"D7",13,0.0632183908045977,0.977963525835866
14,5,"D7",14,0.0625798212005109,0.98989898989899
14,6,"D0",1,1,NA
14,6,"D0",2,0.830800464603281,0.830800464603281
14,6,"D0",3,0.743340848974652,0.894728494560493
14,6,"D0",4,0.689858393604873,0.928051235925549
14,6,"D0",5,0.652999957704183,0.946571011902769
14,6,"D0",6,0.625371230385315,0.957689541947284
14,6,"D0",7,0.603929196802436,0.96571311160306
14,6,"D0",8,0.585876580806158,0.970108058872034
14,6,"D0",9,0.57093744448674,0.974501222938691
14,6,"D0",10,0.557634987099776,0.976700674451431
14,6,"D0",11,0.546156123620912,0.979415094561114
14,6,"D0",12,0.535692789213916,0.980841861961326
14,6,"D0",13,0.526202258596625,0.982283631946553
14,6,"D0",14,0.517531616123165,0.983522224901535
14,6,"D1",1,1,NA
14,6,"D1",2,0.686104834202844,0.686104834202844
14,6,"D1",3,0.542404709590306,0.790556606732705
14,6,"D1",4,0.46182943007987,0.851448045922579
14,6,"D1",5,0.404675872027436,0.876245309783419
14,6,"D1",6,0.366664681196697,0.90607003417253
14,6,"D1",7,0.341755155453274,0.932064561925831
14,6,"D1",8,0.321716348540228,0.94136501939095
14,6,"D1",9,0.303348495104012,0.942906683109018
14,6,"D1",10,0.290087631424575,0.956285052032679
14,6,"D1",11,0.279060928241922,0.961988371829221
14,6,"D1",12,0.269600441524091,0.966098848816165
14,6,"D1",13,0.261540544199269,0.970104287369641
14,6,"D1",14,0.254591399305086,0.973429951690821
14,6,"D3",1,1,NA
14,6,"D3",2,0.598150782361309,0.598150782361309
14,6,"D3",3,0.473567950541635,0.791720021951889
14,6,"D3",4,0.412161095305832,0.870331480064118
14,6,"D3",5,0.376837482219061,0.914296585754752
14,6,"D3",6,0.350828947368421,0.930982091543853
14,6,"D3",7,0.330682788051209,0.942575550084083
14,6,"D3",8,0.315791607396871,0.954968383017164
14,6,"D3",9,0.303997155049787,0.962651153257973
14,6,"D3",10,0.293360241820768,0.965009826400262
14,6,"D3",11,0.285315680052522,0.972577873135376
14,6,"D3",12,0.278121238647554,0.974784276126558
14,6,"D3",13,0.271870554765292,0.977525327038458
14,6,"D3",14,0.266358463726885,0.979725310660562
14,6,"D5",1,1,NA
14,6,"D5",2,0.551641766024768,0.551641766024768
14,6,"D5",3,0.403369444502651,0.731216288080225
14,6,"D5",4,0.329455734132389,0.816759272727273
14,6,"D5",5,0.283542903840915,0.8606403667176
14,6,"D5",6,0.253952601470989,0.895640829062933
14,6,"D5",7,0.232489239989104,0.91548280522601
14,6,"D5",8,0.212177608281122,0.912634099931105
14,6,"D5",9,0.19785344592754,0.932489754834999
14,6,"D5",10,0.186236992645056,0.941287586738628
14,6,"D5",11,0.176434842738302,0.947367331443999
14,6,"D5",12,0.168430316618821,0.954631828978622
14,6,"D5",13,0.16180877145192,0.960686737994526
14,6,"D5",14,0.156360664669028,0.966329966329966
14,6,"D6",1,1,NA
14,6,"D6",2,0.444696689720712,0.444696689720712
14,6,"D6",3,0.290731745947944,0.653775376944082
14,6,"D6",4,0.220925188743995,0.759893585145503
14,6,"D6",5,0.184397391901167,0.834659881697982
14,6,"D6",6,0.160490734385724,0.870352518173054
14,6,"D6",7,0.1402306108442,0.873761412962131
14,6,"D6",8,0.126293067947838,0.900609839660134
14,6,"D6",9,0.116943719972546,0.925971012287442
14,6,"D6",10,0.108295813315031,0.926050696355943
14,6,"D6",11,0.100641465603717,0.929320003451586
14,6,"D6",12,0.0949263502454992,0.943213114754098
14,6,"D6",13,0.0902539464653397,0.950778642936596
14,6,"D6",14,0.0864790665751544,0.958174904942966
14,6,"D7",1,1,NA
14,6,"D7",2,0.336069584126121,0.336069584126121
14,6,"D7",3,0.194808371840174,0.579666774506632
14,6,"D7",4,0.1350925795053,0.693463931910144
14,6,"D7",5,0.104114487632509,0.77068990771935
14,6,"D7",6,0.0846530035335689,0.813076118977478
14,6,"D7",7,0.0731660777385159,0.864305750350631
14,6,"D7",8,0.0641031802120141,0.876132521974307
14,6,"D7",9,0.0572466431095406,0.893039049235993
14,6,"D7",10,0.0534275618374558,0.933287245074317
14,6,"D7",11,0.0488176134819244,0.913715913715914
14,6,"D7",12,0.0454471323729274,0.930957683741648
14,6,"D7",13,0.0424028268551237,0.933014354066986
14,6,"D7",14,0.0395759717314488,0.933333333333333
14,7,"D0",1,1,NA
14,7,"D0",2,0.830800464603281,0.830800464603281
14,7,"D0",3,0.743340848974652,0.894728494560493
14,7,"D0",4,0.689374021909233,0.927399621398637
14,7,"D0",5,0.653085226071142,0.947359786291933
14,7,"D0",6,0.625321490504589,0.957488342320075
14,7,"D0",7,0.603797741403375,0.965579706713989
14,7,"D0",8,0.586236010658546,0.970914547139558
14,7,"D0",9,0.5707633549042,0.97360678042114
14,7,"D0",10,0.558040603984266,0.977709236567808
14,7,"D0",11,0.546156123620912,0.978703197798688
14,7,"D0",12,0.535692789213916,0.980841861961326
14,7,"D0",13,0.526202258596625,0.982283631946553
14,7,"D0",14,0.517531616123165,0.983522224901535
14,7,"D1",1,1,NA
14,7,"D1",2,0.686104834202844,0.686104834202844
14,7,"D1",3,0.542404709590306,0.790556606732705
14,7,"D1",4,0.46097784396011,0.849878026148224
14,7,"D1",5,0.409223139750011,0.8877284344829
14,7,"D1",6,0.366927485221786,0.896644030066181
14,7,"D1",7,0.33936275438834,0.924876898178437
14,7,"D1",8,0.321161680429584,0.946366907613178
14,7,"D1",9,0.302547448219846,0.942040930335028
14,7,"D1",10,0.290916474888317,0.96155653138057
14,7,"D1",11,0.279060928241922,0.959247592798081
14,7,"D1",12,0.269600441524091,0.966098848816165
14,7,"D1",13,0.261540544199269,0.970104287369641
14,7,"D1",14,0.254591399305086,0.973429951690821
14,7,"D3",1,1,NA
14,7,"D3",2,0.587950607724111,0.587950607724111
14,7,"D3",3,0.459374438252741,0.781314675446849
14,7,"D3",4,0.398792378213194,0.868120524359225
14,7,"D3",5,0.359860147402481,0.902374686835413
14,7,"D3",6,0.332152076217868,0.923003223934039
14,7,"D3",7,0.315111989933489,0.948697938370851
14,7,"D3",8,0.300289052669423,0.952959780212759
14,7,"D3",9,0.288229372640662,0.959839761318114
14,7,"D3",10,0.278273593384864,0.965458831747141
14,7,"D3",11,0.269597201288735,0.968820641618949
14,7,"D3",12,0.262614250750149,0.974098579268605
14,7,"D3",13,0.256696027323387,0.977464195450716
14,7,"D3",14,0.251662771885673,0.980392156862745
14,7,"D5",1,1,NA
14,7,"D5",2,0.564034640855833,0.564034640855833
14,7,"D5",3,0.417228731533367,0.739721820809249
14,7,"D5",4,0.341462781456954,0.818406681155527
14,7,"D5",5,0.295212715231788,0.864553126323678
