"Common_n","Iteration","Group","Order","Zeta","Ratio"
10,1,"D6",1,1,NA
10,1,"D6",2,0.430058479532164,0.430058479532164
10,1,"D6",3,0.267456140350877,0.621906445471852
10,1,"D6",4,0.197719298245614,0.739258773368318
10,1,"D6",5,0.160902255639098,0.813791355051337
10,1,"D6",6,0.138471177944862,0.860591900311527
10,1,"D6",7,0.123201754385965,0.88972850678733
10,1,"D6",8,0.111812865497076,0.907559036430521
10,1,"D6",9,0.102631578947368,0.917887029288703
10,1,"D6",10,0.0947368421052632,0.923076923076923
10,1,"D7",1,1,NA
10,1,"D7",2,0.3996399639964,0.3996399639964
10,1,"D7",3,0.276402640264026,0.691629129129129
10,1,"D7",4,0.223008015087223,0.80682302771855
10,1,"D7",5,0.192840712642693,0.864725478890384
10,1,"D7",6,0.173974540311174,0.902167067975551
10,1,"D7",7,0.161566156615662,0.928677014042868
10,1,"D7",8,0.153215321532153,0.948313215722687
10,1,"D7",9,0.147614761476148,0.963446475195822
10,1,"D7",10,0.144014401440144,0.975609756097561
10,2,"D0",1,1,NA
10,2,"D0",2,0.830880230880231,0.830880230880231
10,2,"D0",3,0.742945690672963,0.894167008746724
10,2,"D0",4,0.688997582504076,0.927386202186568
10,2,"D0",5,0.651597140233504,0.945717600147964
10,2,"D0",6,0.623407544836116,0.956737693189866
10,2,"D0",7,0.600885478158205,0.963872643402429
10,2,"D0",8,0.582172373081464,0.968857451616072
10,2,"D0",9,0.566233766233766,0.972622186169134
10,2,"D0",10,0.552538370720189,0.97581317764804
10,2,"D1",1,1,NA
10,2,"D1",2,0.683781220360417,0.683781220360417
10,2,"D1",3,0.538318052481821,0.787266506380618
10,2,"D1",4,0.454249281122503,0.843830666700227
10,2,"D1",5,0.399457517225459,0.879379525353025
10,2,"D1",6,0.361058669436791,0.903872511762009
10,2,"D1",7,0.332811676678259,0.921766197159607
10,2,"D1",8,0.311293778761373,0.935345123309215
10,2,"D1",9,0.294404046791021,0.945743432337275
10,2,"D1",10,0.280746127094531,0.95360824742268
10,2,"D3",1,1,NA
10,2,"D3",2,0.595883053160294,0.595883053160294
10,2,"D3",3,0.473369044508318,0.794399239914247
10,2,"D3",4,0.413167095947342,0.872822379791422
10,2,"D3",5,0.376221998249696,0.910580735832957
10,2,"D3",6,0.350653875346846,0.932039798252625
10,2,"D3",7,0.331634875010888,0.9457613285547
10,2,"D3",8,0.316813285718433,0.955307507113154
10,2,"D3",9,0.304938594199112,0.962518328445748
10,2,"D3",10,0.295270446825189,0.968294772922022
10,2,"D5",1,1,NA
10,2,"D5",2,0.586168257810049,0.586168257810049
10,2,"D5",3,0.446685491461611,0.762043125860223
10,2,"D5",4,0.374363702721912,0.838092371204954
10,2,"D5",5,0.329513948916934,0.880197376297741
10,2,"D5",6,0.29839220883997,0.905552586835074
10,2,"D5",7,0.27511093182735,0.921977597528003
10,2,"D5",8,0.256823988167272,0.933528836754643
10,2,"D5",9,0.242033077853973,0.942408376963351
10,2,"D5",10,0.229931423961275,0.95
10,2,"D6",1,1,NA
10,2,"D6",2,0.451557960124236,0.451557960124236
10,2,"D6",3,0.292906522392546,0.648657643665409
10,2,"D6",4,0.224118682639873,0.765154291578099
10,2,"D6",5,0.187338085219059,0.835887856435802
10,2,"D6",6,0.164927648245953,0.880374367300162
10,2,"D6",7,0.150135256988278,0.910309815152304
10,2,"D6",8,0.139765554553652,0.930930930930931
10,2,"D6",9,0.132100991884581,0.94516129032258
10,2,"D6",10,0.126239855725879,0.955631399317406
10,2,"D7",1,1,NA
10,2,"D7",2,0.333802949187565,0.333802949187565
10,2,"D7",3,0.182727528881375,0.547411367473269
10,2,"D7",4,0.122569737954353,0.670778720123362
10,2,"D7",5,0.0921117954084987,0.751505199781062
10,2,"D7",6,0.0747494263977781,0.811507647487254
10,2,"D7",7,0.0641730064806988,0.858508346795907
10,2,"D7",8,0.0574809805579036,0.895718990120747
10,2,"D7",9,0.0532544378698225,0.926470588235294
10,2,"D7",10,0.0507185122569738,0.952380952380952
10,3,"D0",1,1,NA
10,3,"D0",2,0.830597431602457,0.830597431602457
10,3,"D0",3,0.742516504089073,0.89395473166411
10,3,"D0",4,0.688281744858747,0.926958176779032
10,3,"D0",5,0.650648198978084,0.945322469814469
10,3,"D0",6,0.622411778781864,0.956602630668051
10,3,"D0",7,0.6,0.963992039440952
10,3,"D0",8,0.581469438696752,0.969115731161253
10,3,"D0",9,0.565710907478569,0.972898779936738
10,3,"D0",10,0.552172627845108,0.976068554707911
10,3,"D1",1,1,NA
10,3,"D1",2,0.708061002178649,0.708061002178649
10,3,"D1",3,0.574234068627451,0.810995192307692
10,3,"D1",4,0.497257236227824,0.865948684334215
10,3,"D1",5,0.44698052832244,0.898891953213629
10,3,"D1",6,0.411449579831933,0.920508956790896
10,3,"D1",7,0.384926470588235,0.935537401072249
10,3,"D1",8,0.364283769063181,0.946372351338923
10,3,"D1",9,0.347671568627451,0.954397637648114
10,3,"D1",10,0.333946078431373,0.960521677828692
10,3,"D3",1,1,NA
10,3,"D3",2,0.594187675070028,0.594187675070028
10,3,"D3",3,0.472623424369748,0.795411019446081
10,3,"D3",4,0.413165266106443,0.874195490114368
10,3,"D3",5,0.376442243564092,0.911117836965295
10,3,"D3",6,0.350402661064426,0.930827150924593
10,3,"D3",7,0.330444677871148,0.943042717961529
10,3,"D3",8,0.314542483660131,0.951876379690949
10,3,"D3",9,0.301733193277311,0.959276437847866
10,3,"D3",10,0.291491596638655,0.966057441253264
10,3,"D5",1,1,NA
10,3,"D5",2,0.563465715808025,0.563465715808025
10,3,"D5",3,0.416605188737243,0.739362089031132
10,3,"D5",4,0.34208076443414,0.821114987720167
10,3,"D5",5,0.296016230173368,0.865340179717587
10,3,"D5",6,0.263880838207655,0.89144043910399
10,3,"D5",7,0.239640968892168,0.9081408506956
10,3,"D5",8,0.220418869625804,0.919787925431845
10,3,"D5",9,0.204721504979712,0.928783934548159
10,3,"D5",10,0.191811139800811,0.936936936936937
10,3,"D6",1,1,NA
10,3,"D6",2,0.445164942617467,0.445164942617467
10,3,"D6",3,0.289717461787865,0.650809248554913
10,3,"D6",4,0.222832440062639,0.769137071295345
10,3,"D6",5,0.185454759331554,0.832261044574219
10,3,"D6",6,0.1608990052714,0.867591674925669
10,3,"D6",7,0.142851628840513,0.887834132967786
10,3,"D6",8,0.128557459729299,0.899936953976403
10,3,"D6",9,0.116720704029643,0.907926341072858
10,3,"D6",10,0.106530801296897,0.912698412698413
10,3,"D7",1,1,NA
10,3,"D7",2,0.323950617283951,0.323950617283951
10,3,"D7",3,0.183611111111111,0.566787347560976
10,3,"D7",4,0.126507936507937,0.688999351631727
10,3,"D7",5,0.0974867724867725,0.770598076118779
10,3,"D7",6,0.0806349206349206,0.827137042062415
10,3,"D7",7,0.0701851851851852,0.870406824146982
10,3,"D7",8,0.0634567901234568,0.904133685136324
10,3,"D7",9,0.0588888888888889,0.928015564202335
10,3,"D7",10,0.0555555555555556,0.943396226415094
10,4,"D0",1,1,NA
10,4,"D0",2,0.82909373170459,0.82909373170459
10,4,"D0",3,0.741385945177905,0.894212459734366
10,4,"D0",4,0.68834064914818,0.928451171249279
10,4,"D0",5,0.652242247914499,0.947557359458065
10,4,"D0",6,0.625779860224239,0.959428589952779
10,4,"D0",7,0.605292759457699,0.967261489113443
10,4,"D0",8,0.588610634197041,0.972439575725961
10,4,"D0",9,0.574388727724824,0.975838176128744
10,4,"D0",10,0.561837665028714,0.978148835291693
10,4,"D1",1,1,NA
10,4,"D1",2,0.708973393829647,0.708973393829647
10,4,"D1",3,0.575240594925634,0.811371202265248
10,4,"D1",4,0.498158660400008,0.866000530550889
10,4,"D1",5,0.447722619943825,0.898755066476844
10,4,"D1",6,0.412024078385551,0.920266388232175
10,4,"D1",7,0.385328287452441,0.935208177547018
10,4,"D1",8,0.364510637720673,0.945974249984599
10,4,"D1",9,0.347738509430507,0.953987273471514
10,4,"D1",10,0.333882683269243,0.960154467263472
10,4,"D3",1,1,NA
10,4,"D3",2,0.592920353982301,0.592920353982301
10,4,"D3",3,0.468022779416585,0.789351851851852
10,4,"D3",4,0.406798707683663,0.869185701154887
10,4,"D3",5,0.3695509668961,0.908436924493554
10,4,"D3",6,0.343763168984408,0.930218561925879
10,4,"D3",7,0.324319895116355,0.943439915551469
10,4,"D3",8,0.308805856003496,0.952164392790972
10,4,"D3",9,0.295968534906588,0.958429152662303
10,4,"D3",10,0.285152409046214,0.963455149501661
10,4,"D5",1,1,NA
10,4,"D5",2,0.540873807939676,0.540873807939676
10,4,"D5",3,0.388922155688623,0.719062653764146
10,4,"D5",4,0.312612869499097,0.803792905409534
10,4,"D5",5,0.266166080537338,0.85142393838046
10,4,"D5",6,0.234882615720939,0.882466373050827
10,4,"D5",7,0.212641383898869,0.905309161540952
10,4,"D5",8,0.196407185628743,0.923654568210263
10,4,"D5",9,0.184431137724551,0.939024390243902
10,4,"D5",10,0.17564870259481,0.952380952380952
10,4,"D6",1,1,NA
10,4,"D6",2,0.469359963685883,0.469359963685883
10,4,"D6",3,0.311885307913451,0.664490651192779
10,4,"D6",4,0.238635626742753,0.765139045308845
10,4,"D6",5,0.195800819949708,0.820501207729469
10,4,"D6",6,0.167023323174027,0.853026678932843
10,4,"D6",7,0.146202148585263,0.875339717872396
10,4,"D6",8,0.130529076511827,0.892798620094868
10,4,"D6",9,0.118474807081253,0.907650695517774
10,4,"D6",10,0.108942351339083,0.919540229885057
10,4,"D7",1,1,NA
10,4,"D7",2,0.395729684908789,0.395729684908789
10,4,"D7",3,0.254975124378109,0.644316396018858
10,4,"D7",4,0.194296375266525,0.762020905923345
10,4,"D7",5,0.159174366263918,0.819234872732815
10,4,"D7",6,0.135838663823738,0.853395348837209
10,4,"D7",7,0.119325248756219,0.878433616742969
10,4,"D7",8,0.107379767827529,0.899891422366992
10,4,"D7",9,0.0988805970149254,0.920849420849421
10,4,"D7",10,0.0932835820895522,0.943396226415094
10,5,"D0",1,1,NA
10,5,"D0",2,0.828387079766165,0.828387079766165
10,5,"D0",3,0.739768076398363,0.893022228940585
10,5,"D0",4,0.685274786111135,0.92633733189389
10,5,"D0",5,0.647336875315996,0.944638396794909
10,5,"D0",6,0.618914865311449,0.956093942600329
10,5,"D0",7,0.596545860766752,0.963857703541439
10,5,"D0",8,0.578167941949898,0.96919278126709
10,5,"D0",9,0.562488878343911,0.97288147185555
10,5,"D0",10,0.548668367044309,0.975429716334493
10,5,"D1",1,1,NA
10,5,"D1",2,0.677884821237422,0.677884821237422
10,5,"D1",3,0.531283451081139,0.783737051541182
10,5,"D1",4,0.447921827690614,0.843093882896432
10,5,"D1",5,0.394113629181067,0.879871452599284
10,5,"D1",6,0.356491421231306,0.904539693215034
10,5,"D1",7,0.328676942838793,0.921977145210274
10,5,"D1",8,0.307243274102619,0.934788036693264
10,5,"D1",9,0.290173410404624,0.944441863706044
10,5,"D1",10,0.276172125883109,0.951748561310314
10,5,"D3",1,1,NA
10,5,"D3",2,0.573940049358068,0.573940049358068
10,5,"D3",3,0.440895100241245,0.768190163300802
10,5,"D3",4,0.378492400204404,0.858463611859838
10,5,"D3",5,0.341832348944902,0.903141909217453
10,5,"D3",6,0.317206792874375,0.927960135585364
10,5,"D3",7,0.299205556942018,0.943250786752585
10,5,"D3",8,0.285278540332196,0.953453349088297
10,5,"D3",9,0.274020464187672,0.960536547433903
10,5,"D3",10,0.264537060144747,0.965391621129326
10,5,"D5",1,1,NA
10,5,"D5",2,0.56034188034188,0.56034188034188
10,5,"D5",3,0.417884615384615,0.745767236119585
10,5,"D5",4,0.345604395604396,0.827033068174347
10,5,"D5",5,0.300610500610501,0.869810987458046
10,5,"D5",6,0.269304029304029,0.895857026807474
10,5,"D5",7,0.24625,0.914394042437432
10,5,"D5",8,0.228717948717949,0.928803852661721
10,5,"D5",9,0.215,0.940022421524664
10,5,"D5",10,0.203846153846154,0.948121645796064
10,5,"D6",1,1,NA
10,5,"D6",2,0.467986140775547,0.467986140775547
10,5,"D6",3,0.311120603730599,0.664807302231237
10,5,"D6",4,0.243648420495922,0.783131742399477
10,5,"D6",5,0.207295078076795,0.850795903601046
10,5,"D6",6,0.184373792233681,0.8894267724262
10,5,"D6",7,0.168446532820732,0.913614298323036
10,5,"D6",8,0.156723147752622,0.93040293040293
10,5,"D6",9,0.147800085433575,0.943064809206542
10,5,"D6",10,0.140965399401965,0.953757225433526
10,5,"D7",1,1,NA
10,5,"D7",2,0.359259259259259,0.359259259259259
10,5,"D7",3,0.22662037037037,0.630798969072165
10,5,"D7",4,0.169003527336861,0.745756116542633
10,5,"D7",5,0.135765726043504,0.803330724410818
10,5,"D7",6,0.11358024691358,0.8365899864682
10,5,"D7",7,0.0977623456790123,0.860733695652174
10,5,"D7",8,0.0864197530864197,0.883977900552486
10,5,"D7",9,0.0787037037037037,0.910714285714286
10,5,"D7",10,0.0740740740740741,0.941176470588235
10,6,"D0",1,1,NA
10,6,"D0",2,0.827092991005983,0.827092991005983
10,6,"D0",3,0.739386465390863,0.893958083832335
10,6,"D0",4,0.686831038132595,0.928920220049625
10,6,"D0",5,0.65128325588328,0.948243774268028
10,6,"D0",6,0.625401164863901,0.960259855008437
10,6,"D0",7,0.605516264511272,0.968204567772182
10,6,"D0",8,0.589458113765733,0.973480232180881
10,6,"D0",9,0.57589444906692,0.976989603871661
10,6,"D0",10,0.56400808272911,0.979360165118679
10,6,"D1",1,1,NA
10,6,"D1",2,0.676289625513615,0.676289625513615
10,6,"D1",3,0.528235507014967,0.781078826418183
10,6,"D1",4,0.44449614807921,0.841473437844109
10,6,"D1",5,0.390846530432658,0.879302401430504
10,6,"D1",6,0.353579868429456,0.904651419159463
10,6,"D1",7,0.326142726363075,0.922401854527938
10,6,"D1",8,0.304996700091546,0.935163274964505
10,6,"D1",9,0.288050073449575,0.944436688538322
10,6,"D1",10,0.273998850354474,0.951219512195122
10,6,"D3",1,1,NA
10,6,"D3",2,0.587357675696898,0.587357675696898
10,6,"D3",3,0.464347195795959,0.790569724393254
10,6,"D3",4,0.405441437243557,0.873142857142857
10,6,"D3",5,0.369859822156642,0.912239816115439
10,6,"D3",6,0.345111896348645,0.933088363954506
10,6,"D3",7,0.326334148772311,0.945589393541612
10,6,"D3",8,0.31125607804053,0.953795608616182
10,6,"D3",9,0.298722478934493,0.959732194837959
10,6,"D3",10,0.288121772220712,0.964513193812557
10,6,"D5",1,1,NA
10,6,"D5",2,0.571896692967706,0.571896692967706
10,6,"D5",3,0.432156254042168,0.755654402895054
10,6,"D5",4,0.360330395254726,0.833796553640912
10,6,"D5",5,0.314565355310408,0.872991452991453
10,6,"D5",6,0.281501191862077,0.894889367534756
10,6,"D5",7,0.256047083171647,0.909577261388998
10,6,"D5",8,0.235760789893502,0.920771238528248
10,6,"D5",9,0.219247186651145,0.929956108266277
10,6,"D5",10,0.205665502522313,0.938053097345133
10,6,"D6",1,1,NA
10,6,"D6",2,0.438153124333547,0.438153124333547
10,6,"D6",3,0.278071017274472,0.634643465563397
10,6,"D6",4,0.20617402431222,0.741443773367846
10,6,"D6",5,0.166042104621759,0.805349292548672
10,6,"D6",6,0.140480760442373,0.84605504587156
10,6,"D6",7,0.122680742162508,0.873292127521145
10,6,"D6",8,0.109511622947324,0.892655367231638
10,6,"D6",9,0.0993282149712092,0.907010710808179
10,6,"D6",10,0.0911708253358925,0.917874396135266
10,6,"D7",1,1,NA
10,6,"D7",2,0.337224383916991,0.337224383916991
10,6,"D7",3,0.199578469520104,0.591826923076923
10,6,"D7",4,0.138502871965907,0.693977022165487
10,6,"D7",5,0.103143721820765,0.744704570791527
10,6,"D7",6,0.0812025199184732,0.787275449101796
10,6,"D7",7,0.0672827496757458,0.828579577866514
10,6,"D7",8,0.0583657587548638,0.867469879518072
10,6,"D7",9,0.0525291828793774,0.9
10,6,"D7",10,0.0486381322957198,0.925925925925926
10,7,"D0",1,1,NA
10,7,"D0",2,0.831437977937801,0.831437977937801
10,7,"D0",3,0.744550033447448,0.895496781725248
10,7,"D0",4,0.691861870471244,0.929234892741532
10,7,"D0",5,0.65593537615731,0.948072735545517
10,7,"D0",6,0.629421949395978,0.959579208981446
10,7,"D0",7,0.608694369023728,0.967068863117752
10,7,"D0",8,0.591783732735214,0.972218181818182
10,7,"D0",9,0.577558729783969,0.975962497506483
10,7,"D0",10,0.565458623539133,0.979049565661727
10,7,"D1",1,1,NA
10,7,"D1",2,0.681637250169643,0.681637250169643
10,7,"D1",3,0.534754139646163,0.784514255218703
10,7,"D1",4,0.450544607441919,0.842526638017307
10,7,"D1",5,0.395950946854429,0.878827402024719
10,7,"D1",6,0.357687014867648,0.903361938414942
10,7,"D1",7,0.329414048563454,0.920956128880842
10,7,"D1",8,0.30773643378315,0.934193411377452
10,7,"D1",9,0.290688157149153,0.944601045692203
10,7,"D1",10,0.277025750802745,0.95299978340914
10,7,"D3",1,1,NA
10,7,"D3",2,0.595095623606711,0.595095623606711
10,7,"D3",3,0.473336853220697,0.795396293375394
10,7,"D3",4,0.414341026801428,0.875361856956949
10,7,"D3",5,0.378146946916746,0.912646642394822
10,7,"D3",6,0.35293156333283,0.933318558328947
10,7,"D3",7,0.334103308694122,0.946651825467498
10,7,"D3",8,0.319488443036489,0.956256447400189
10,7,"D3",9,0.307814149947202,0.96345941975762
10,7,"D3",10,0.29831045406547,0.969125214408233
10,7,"D5",1,1,NA
10,7,"D5",2,0.550931133608299,0.550931133608299
10,7,"D5",3,0.400543682039745,0.727030399274047
10,7,"D5",4,0.324602281857625,0.810404199124068
10,7,"D5",5,0.2777182614078,0.85556472313898
10,7,"D5",6,0.2448265395397,0.881564425395125
10,7,"D5",7,0.219753780777403,0.897589702450408
10,7,"D5",8,0.199641711452735,0.90847907483767
10,7,"D5",9,0.182977127859018,0.91652754590985
10,7,"D5",10,0.168728908886389,0.922131147540984
10,7,"D6",1,1,NA
10,7,"D6",2,0.479005321110584,0.479005321110584
10,7,"D6",3,0.325114588272483,0.678728552573691
10,7,"D6",4,0.253719885298833,0.780401416765053
10,7,"D6",5,0.212976134028766,0.839414434457595
10,7,"D6",6,0.187066766014134,0.878346143652266
10,7,"D6",7,0.169709182867078,0.907211828605914
10,7,"D6",8,0.157631315526052,0.92883197516492
10,7,"D6",9,0.148885727833096,0.94451871657754
10,7,"D6",10,0.142247510668563,0.955414012738854
10,7,"D7",1,1,NA
10,7,"D7",2,0.336201313720048,0.336201313720048
10,7,"D7",3,0.19601720788232,0.583035222894882
10,7,"D7",4,0.137504460568574,0.701491782553729
10,7,"D7",5,0.105368542087943,0.766291810841984
10,7,"D7",6,0.0854446691249356,0.810912511759172
10,7,"D7",7,0.0722314737718568,0.845359628770302
10,7,"D7",8,0.0629105375150338,0.870957412744156
10,7,"D7",9,0.0557868442964197,0.886764705882353
10,7,"D7",10,0.0499583680266445,0.895522388059702
10,8,"D0",1,1,NA
10,8,"D0",2,0.831894342598068,0.831894342598068
10,8,"D0",3,0.744643209146462,0.895117529974883
10,8,"D0",4,0.691076004618287,0.92806326053846
10,8,"D0",5,0.654158805252832,0.946580116920937
10,8,"D0",6,0.626645264847512,0.957940579283823
10,8,"D0",7,0.604962546816479,0.965398736338798
10,8,"D0",8,0.587187068795584,0.970617225620932
10,8,"D0",9,0.572205795387345,0.974486370350477
10,8,"D0",10,0.559432288586635,0.977676725919802
10,8,"D1",1,1,NA
10,8,"D1",2,0.680111275593029,0.680111275593029
10,8,"D1",3,0.534299843384609,0.785606506698072
10,8,"D1",4,0.450834720191739,0.843785986040822
10,8,"D1",5,0.396713017875404,0.879952231067482
10,8,"D1",6,0.358768776223883,0.904353424410595
10,8,"D1",7,0.330651562935788,0.921628594372021
10,8,"D1",8,0.308882738695444,0.934163855004758
10,8,"D1",9,0.291368990152539,0.943299685126875
10,8,"D1",10,0.27675870502671,0.949856417053236
10,8,"D3",1,1,NA
10,8,"D3",2,0.579022222222222,0.579022222222222
10,8,"D3",3,0.454866666666667,0.785577218299048
10,8,"D3",4,0.396609523809524,0.871924792194468
10,8,"D3",5,0.362306878306878,0.913510282927246
10,8,"D3",6,0.33951746031746,0.937099129622057
10,8,"D3",7,0.323377777777778,0.952462879156225
10,8,"D3",8,0.311525925925926,0.963349825911673
10,8,"D3",9,0.302666666666667,0.971561727220848
10,8,"D3",10,0.296,0.977973568281938
10,8,"D5",1,1,NA
10,8,"D5",2,0.556686046511628,0.556686046511628
10,8,"D5",3,0.411640019379845,0.739447345517842
10,8,"D5",4,0.339337624584718,0.824355282792829
10,8,"D5",5,0.295513796603913,0.870854792378427
10,8,"D5",6,0.265867248062016,0.899677954523275
10,8,"D5",7,0.244549418604651,0.919817767653759
10,8,"D5",8,0.228682170542636,0.935116394254581
10,8,"D5",9,0.21656976744186,0.947033898305085
10,8,"D5",10,0.207122093023256,0.956375838926175
10,8,"D6",1,1,NA
10,8,"D6",2,0.447561790247161,0.447561790247161
10,8,"D6",3,0.300058450233801,0.670429104477612
10,8,"D6",4,0.237331806470083,0.790951917152001
10,8,"D6",5,0.204098673537551,0.859971853638922
10,8,"D6",6,0.184082450615517,0.901928696668615
10,8,"D6",7,0.170966933867735,0.928751944012442
10,8,"D6",8,0.161879314183923,0.946845746845747
10,8,"D6",9,0.155310621242485,0.959422283356259
10,8,"D6",10,0.150300601202405,0.967741935483871
10,8,"D7",1,1,NA
10,8,"D7",2,0.375466375466375,0.375466375466375
10,8,"D7",3,0.246996996996997,0.657840523509452
10,8,"D7",4,0.193869193869194,0.784905064540323
10,8,"D7",5,0.164450164450164,0.848253201904379
10,8,"D7",6,0.145821145821146,0.886719367588933
10,8,"D7",7,0.133292383292383,0.914081305161808
10,8,"D7",8,0.124670124670125,0.935313193377709
10,8,"D7",9,0.118755118755119,0.952554744525548
10,8,"D7",10,0.114660114660115,0.96551724137931
10,9,"D0",1,1,NA
10,9,"D0",2,0.831894342598068,0.831894342598068
10,9,"D0",3,0.744643209146462,0.895117529974883
10,9,"D0",4,0.691076004618287,0.92806326053846
10,9,"D0",5,0.654158805252832,0.946580116920937
10,9,"D0",6,0.626645264847512,0.957940579283823
10,9,"D0",7,0.604962546816479,0.965398736338798
10,9,"D0",8,0.587187068795584,0.970617225620932
10,9,"D0",9,0.572205795387345,0.974486370350477
10,9,"D0",10,0.559432288586635,0.977676725919802
10,9,"D1",1,1,NA
10,9,"D1",2,0.67865381621591,0.67865381621591
10,9,"D1",3,0.531370738334819,0.782977603069672
10,9,"D1",4,0.447331550121004,0.841844531226591
10,9,"D1",5,0.393206405816264,0.87900441117981
10,9,"D1",6,0.355599226061588,0.904357662544669
10,9,"D1",7,0.328089839935465,0.92263935321007
10,9,"D1",8,0.307236162413847,0.93643912433948
10,9,"D1",9,0.291045726659024,0.947302961905201
10,9,"D1",10,0.278308495733028,0.956236323851203
10,9,"D3",1,1,NA
10,9,"D3",2,0.595093795093795,0.595093795093795
10,9,"D3",3,0.466214088941362,0.78342959174676
10,9,"D3",4,0.403013436779671,0.864438562324014
10,9,"D3",5,0.364151721294578,0.903572159291706
10,9,"D3",6,0.336672850958565,0.924540050948203
10,9,"D3",7,0.315564738292011,0.937303787322156
10,9,"D3",8,0.298465171192444,0.945812807881773
10,9,"D3",9,0.284061393152302,0.951740506329114
10,9,"D3",10,0.271546635182999,0.955943474646717
10,9,"D5",1,1,NA
10,9,"D5",2,0.576527607917742,0.576527607917742
10,9,"D5",3,0.439631743443403,0.762551068510371
10,9,"D5",4,0.370605478228797,0.842990716107168
10,9,"D5",5,0.328476954037492,0.886325144483439
10,9,"D5",6,0.29976899035195,0.912602807190347
10,9,"D5",7,0.278808261992119,0.930077062556664
10,9,"D5",8,0.262807446663949,0.942609967101255
10,9,"D5",9,0.250305748063596,0.952430196483971
10,9,"D5",10,0.240521810028536,0.960912052117264
10,9,"D6",1,1,NA
10,9,"D6",2,0.47433659999105,0.47433659999105
10,9,"D6",3,0.317760773258155,0.669905660377359
10,9,"D6",4,0.249717124062674,0.785865169895588
10,9,"D6",5,0.212924074180619,0.8526610859381
10,9,"D6",6,0.189900849586713,0.89187120018014
10,9,"D6",7,0.173915961874077,0.915825085841244
10,9,"D6",8,0.161990423770528,0.931429306574038
10,9,"D6",9,0.152637937978252,0.942265193370166
10,9,"D6",10,0.144985904148208,0.949868073878628
10,9,"D7",1,1,NA
10,9,"D7",2,0.345988621850691,0.345988621850691
10,9,"D7",3,0.213340299547196,0.616610738255034
10,9,"D7",4,0.159974125491367,0.749854227405248
10,9,"D7",5,0.131031165513924,0.819077242094349
10,9,"D7",6,0.112852664576802,0.86126582278481
10,9,"D7",7,0.100574712643678,0.891203703703704
10,9,"D7",8,0.0921862301172646,0.916594516594517
10,9,"D7",9,0.0867293625914316,0.940806045340051
10,9,"D7",10,0.083594566353187,0.963855421686747
10,10,"D0",1,1,NA
10,10,"D0",2,0.830751804436015,0.830751804436015
10,10,"D0",3,0.743208669195511,0.894621793448965
10,10,"D0",4,0.689623834360676,0.927900686501897
10,10,"D0",5,0.652682757945916,0.946433005104867
10,10,"D0",6,0.625070559281086,0.957694303505535
10,10,"D0",7,0.603193654180496,0.965000903056847
10,10,"D0",8,0.585124598282493,0.970044353462982
10,10,"D0",9,0.569760550023708,0.97374226223973
10,10,"D0",10,0.556543385490754,0.976802246957245
10,10,"D1",1,1,NA
10,10,"D1",2,0.677884821237422,0.677884821237422
10,10,"D1",3,0.531283451081139,0.783737051541182
10,10,"D1",4,0.447921827690614,0.843093882896432
10,10,"D1",5,0.394113629181067,0.879871452599284
10,10,"D1",6,0.356491421231306,0.904539693215034
10,10,"D1",7,0.328676942838793,0.921977145210274
10,10,"D1",8,0.307243274102619,0.934788036693264
10,10,"D1",9,0.290173410404624,0.944441863706044
