"Common_n","Iteration","Mean_Zeta_last_D3D7","Mean_Zeta_last_D5D7","D0_Zeta_last","D1_Zeta_last","D7_Zeta_last","Mean_Exp_slope_D3D7","D0_Exp_slope","D7_Exp_slope","Mean_Power_slope_D3D7","D0_Power_slope","D7_Power_slope","Spearman_ZetaLast_vs_DilutionRank","Spearman_ExpSlope_vs_DilutionRank","Spearman_PowerSlope_vs_DilutionRank","Prop_Groups_PowerLawBetter","ZetaLast_D3D7_minus_D0","ZetaLast_D5D7_minus_D0","ZetaLast_D7_minus_D0","ExpSlope_D3D7_minus_D0","ExpSlope_D7_minus_D0","PowerSlope_D3D7_minus_D0","PowerSlope_D7_minus_D0","Stronger_lower_high_order_zeta","D7_lower_high_order_zeta","Stronger_more_negative_exp_slope","D7_more_negative_exp_slope","ZetaLast_decreases_with_dilution"
8,11,0.192234584842148,0.151497843661133,0.620150464670305,0.360488483536868,0.072562358276644,-0.227328179940217,-0.0625061756880943,-0.334689707512787,-0.852285212391179,-0.228981788660739,-1.24905812375005,-1,-1,-1,1,-0.427915879828157,-0.468652621009172,-0.547588106393661,-0.164822004252122,-0.272183531824693,-0.62330342373044,-1.02007633508931,TRUE,TRUE,TRUE,TRUE,TRUE
8,12,0.186359204216812,0.144866123686492,0.584930896121266,0.297392983585452,0.0649651972157773,-0.235103680786033,-0.0706449062459759,-0.345488336142901,-0.874480060334008,-0.258233328858121,-1.27097537052923,-0.942857142857143,-0.942857142857143,-0.942857142857143,1,-0.398571691904454,-0.440064772434774,-0.519965698905489,-0.164458774540057,-0.274843429896925,-0.616246731475887,-1.01274204167111,TRUE,TRUE,TRUE,TRUE,TRUE
8,13,0.178398935421619,0.137899019603023,0.580490724117295,0.339141257000622,0.0690505548705302,-0.237478336402386,-0.0716712270012017,-0.344454236772028,-0.88664063249216,-0.26121142284696,-1.26812408177841,-1,-1,-1,1,-0.402091788695676,-0.442591704514272,-0.511440169246765,-0.165807109401184,-0.272783009770826,-0.6254292096452,-1.00691265893145,TRUE,TRUE,TRUE,TRUE,TRUE
8,14,0.191269076423603,0.1544460102834,0.587721247130267,0.367746797287114,0.0521512385919166,-0.236334938487205,-0.0696274467183621,-0.388466438164945,-0.872417562269046,-0.256570213394068,-1.39260039396523,-1,-1,-1,1,-0.396452170706664,-0.433275236846867,-0.53557000853835,-0.166707491768843,-0.318838991446583,-0.615847348874978,-1.13603018057116,TRUE,TRUE,TRUE,TRUE,TRUE
8,15,0.186251160184582,0.14865465089337,0.589783167952958,0.301899148657498,0.126582278481013,-0.22089017544662,-0.0696561114545718,-0.255478228091971,-0.825991331321911,-0.253788353474231,-0.963733598134859,-1,-0.885714285714286,-0.942857142857143,1,-0.403532007768376,-0.441128517059588,-0.463200889471945,-0.151234063992048,-0.185822116637399,-0.57220297784768,-0.709945244660628,TRUE,TRUE,TRUE,TRUE,TRUE
8,16,0.193362269473509,0.150526720535303,0.587872559095581,0.369674656247652,0.106925880923451,-0.225489328530999,-0.0704003160145101,-0.280742989530881,-0.841978217497897,-0.257437481440503,-1.06153845394701,-0.942857142857143,-0.942857142857143,-0.942857142857143,1,-0.394510289622072,-0.437345838560278,-0.48094667817213,-0.155089012516489,-0.210342673516371,-0.584540736057394,-0.804100972506507,TRUE,TRUE,TRUE,TRUE,TRUE
8,17,0.211177493061203,0.178706168422146,0.590265031935981,0.300585350419237,0.133971291866029,-0.202015870960058,-0.0695300203559503,-0.248027857000749,-0.762912675212019,-0.253184751597052,-0.939697028897219,-0.942857142857143,-0.942857142857143,-0.942857142857143,1,-0.379087538874778,-0.411558863513835,-0.456293740069952,-0.132485850604108,-0.178497836644799,-0.509727923614967,-0.686512277300167,TRUE,TRUE,TRUE,TRUE,TRUE
8,18,0.177414734735607,0.125842991681171,0.582098399525785,0.347771500313873,0.0665280665280665,-0.246252395024707,-0.0710318250960014,-0.356031691688061,-0.915457342277524,-0.261460509027339,-1.31934823321403,-1,-0.942857142857143,-1,1,-0.404683664790178,-0.456255407844614,-0.515570332997718,-0.175220569928706,-0.28499986659206,-0.653996833250185,-1.05788772418669,TRUE,TRUE,TRUE,TRUE,TRUE
8,19,0.191682121995047,0.151617262690283,0.57999261720192,0.301637279596977,0.0825806451612903,-0.225660164349841,-0.0716999486781144,-0.322613396121226,-0.844306124546309,-0.263380636749382,-1.19489837112596,-0.942857142857143,-0.942857142857143,-0.942857142857143,1,-0.388310495206873,-0.428375354511637,-0.49741197204063,-0.153960215671727,-0.250913447443112,-0.580925487796927,-0.931517734376578,TRUE,TRUE,TRUE,TRUE,TRUE
8,20,0.184798526631042,0.142147337400703,0.586402893629586,0.300377111001804,0.0978260869565217,-0.238005730526883,-0.0700016852669606,-0.292883700365665,-0.879030090709511,-0.257971292511925,-1.0895312930553,-0.885714285714286,-0.885714285714286,-0.885714285714286,1,-0.401604366998544,-0.444255556228883,-0.488576806673064,-0.168004045259922,-0.222882015098704,-0.621058798197586,-0.831560000543375,TRUE,TRUE,TRUE,TRUE,TRUE
8,21,0.180759816961299,0.137510407047588,0.585683618328522,0.298868886410706,0.111627906976744,-0.231554845454969,-0.0702001161469366,-0.275399418624525,-0.86410658357418,-0.258666419653799,-1.03956596255961,-0.885714285714286,-0.885714285714286,-0.885714285714286,1,-0.404923801367224,-0.448173211280934,-0.474055711351778,-0.161354729308033,-0.205199302477588,-0.605440163920381,-0.780899542905811,TRUE,TRUE,TRUE,TRUE,TRUE
8,22,0.173036656001773,0.130954101300998,0.575295604967651,0.289180327868852,0.0609911054637865,-0.24556722676635,-0.072757684873171,-0.36051126202936,-0.90355495743485,-0.267255390465685,-1.30202623908116,-0.942857142857143,-0.942857142857143,-0.942857142857143,1,-0.402258948965878,-0.444341503666653,-0.514304499503864,-0.172809541893179,-0.287753577156189,-0.636299566969165,-1.03477084861548,TRUE,TRUE,TRUE,TRUE,TRUE
8,23,0.186178274772375,0.140703530488322,0.583419535983449,0.300432688382725,0.0546341463414634,-0.236933872485617,-0.0708501484543867,-0.370225164377458,-0.88243666128101,-0.26035628888639,-1.36197149371308,-0.942857142857143,-0.942857142857143,-0.942857142857143,1,-0.397241261211074,-0.442716005495127,-0.528785389641986,-0.16608372403123,-0.299375015923071,-0.62208037239462,-1.10161520482669,TRUE,TRUE,TRUE,TRUE,TRUE
8,24,0.182356613347422,0.140212104638384,0.586291218969989,0.299513051808095,0.100227790432802,-0.227784378766101,-0.0700326253197881,-0.293962425092893,-0.849037263720567,-0.257648343106105,-1.08943843007199,-0.942857142857143,-0.942857142857143,-0.942857142857143,1,-0.403934605622567,-0.446079114331605,-0.486063428537187,-0.157751753446313,-0.223929799773105,-0.591388920614462,-0.831790086965885,TRUE,TRUE,TRUE,TRUE,TRUE
8,25,0.161801733731171,0.115296222501574,0.582280351732801,0.345812182741117,0.0554272517321016,-0.258841844955001,-0.0711422165598388,-0.365209055225572,-0.961029860470556,-0.259884808445296,-1.36878998891659,-1,-1,-1,1,-0.42047861800163,-0.466984129231227,-0.526853100000699,-0.187699628395162,-0.294066838665733,-0.70114505202526,-1.10890518047129,TRUE,TRUE,TRUE,TRUE,TRUE
8,26,0.177828564699028,0.136080211592985,0.5814639905549,0.34003627474174,0.0736842105263158,-0.236168162965946,-0.0711895888176772,-0.33145228109373,-0.887150957830289,-0.262435705402263,-1.26038102070285,-1,-1,-1,1,-0.403635425855872,-0.445383778961915,-0.507779780028584,-0.164978574148268,-0.260262692276053,-0.624715252428026,-0.997945315300587,TRUE,TRUE,TRUE,TRUE,TRUE
8,27,0.199572983357596,0.163854950274401,0.582334664891256,0.303244458721491,0.1,-0.213840920442458,-0.0708841969270047,-0.289961198861562,-0.800408951072037,-0.261064390165994,-1.08921169064848,-0.942857142857143,-0.942857142857143,-0.942857142857143,1,-0.38276168153366,-0.418479714616855,-0.482334664891256,-0.142956723515454,-0.219077001934557,-0.539344560906043,-0.828147300482486,TRUE,TRUE,TRUE,TRUE,TRUE
8,28,0.179446396375687,0.135066380045407,0.576095025983667,0.297006780221597,0.070440251572327,-0.232533033864986,-0.0725691371713116,-0.332951676077969,-0.876335390676913,-0.26668272197673,-1.25849475209388,-0.942857142857143,-0.885714285714286,-0.942857142857143,1,-0.39664862960798,-0.44102864593826,-0.50565477441134,-0.159963896693675,-0.260382538906657,-0.609652668700183,-0.99181203011715,TRUE,TRUE,TRUE,TRUE,TRUE
8,29,0.182245064979052,0.139239153760465,0.588513913558319,0.300484396093068,0.0791100123609394,-0.231388785570611,-0.0694713897141098,-0.322896582498434,-0.86782278969229,-0.256419387444873,-1.20786469495046,-0.942857142857143,-0.942857142857143,-0.942857142857143,1,-0.406268848579267,-0.449274759797853,-0.50940390119738,-0.161917395856502,-0.253425192784324,-0.611403402247417,-0.951445307505587,TRUE,TRUE,TRUE,TRUE,TRUE
8,30,0.189165034279638,0.155027600581121,0.58507639816051,0.295469468154957,0.0644418872266974,-0.232411924324991,-0.0707945825263526,-0.355692372055956,-0.863285539967602,-0.259120524456304,-1.30993783352085,-1,-0.942857142857143,-0.942857142857143,1,-0.395911363880872,-0.430048797579389,-0.520634510933813,-0.161617341798639,-0.284897789529603,-0.604165015511299,-1.05081730906455,TRUE,TRUE,TRUE,TRUE,TRUE
8,31,0.174867588077625,0.134232052920705,0.586237712243074,0.301266026933312,0.0511727078891258,-0.246328042512688,-0.0700109438890278,-0.382683787844636,-0.917752742799952,-0.258344731115589,-1.41394367159699,-1,-0.942857142857143,-0.942857142857143,1,-0.411370124165448,-0.452005659322369,-0.535065004353948,-0.176317098623661,-0.312672843955608,-0.659408011684363,-1.1555989404814,TRUE,TRUE,TRUE,TRUE,TRUE
8,32,0.171286156114048,0.131663061347228,0.580215880526394,0.294233289646134,0.0526893523600439,-0.248814300888074,-0.0718146537220113,-0.381350159298743,-0.928691528834032,-0.262217075002921,-1.40833451749247,-1,-0.942857142857143,-0.942857142857143,1,-0.408929724412346,-0.448552819179166,-0.52752652816635,-0.176999647166062,-0.309535505576732,-0.666474453831111,-1.14611744248955,TRUE,TRUE,TRUE,TRUE,TRUE
8,33,0.192757017294349,0.152344965038655,0.588027130639929,0.305562038117464,0.111757857974389,-0.22050354342787,-0.0702463154472142,-0.27783511609963,-0.822770886069552,-0.256123452251176,-1.0256778030286,-0.942857142857143,-0.942857142857143,-0.942857142857143,1,-0.395270113345579,-0.435682165601274,-0.47626927266554,-0.150257227980656,-0.207588800652416,-0.566647433818376,-0.769554350777424,TRUE,TRUE,TRUE,TRUE,TRUE
8,34,0.203401204908387,0.161785985430014,0.595914152961133,0.301922771333227,0.112337011033099,-0.211253544858119,-0.0682421335426011,-0.270926438476843,-0.793381213036859,-0.250648473471309,-1.02156354906301,-0.942857142857143,-0.942857142857143,-0.942857142857143,1,-0.392512948052746,-0.434128167531119,-0.483577141928034,-0.143011411315518,-0.202684304934242,-0.54273273956555,-0.770915075591701,TRUE,TRUE,TRUE,TRUE,TRUE
8,35,0.162759658491747,0.11635175621463,0.581277860326895,0.3613464977066,0.0612244897959184,-0.25686104472051,-0.0712169191942139,-0.358822339490034,-0.955416543017875,-0.262220468943942,-1.35229553834162,-1,-1,-1,1,-0.418518201835148,-0.464926104112265,-0.520053370530977,-0.185644125526296,-0.28760542029582,-0.693196074073933,-1.09007506939768,TRUE,TRUE,TRUE,TRUE,TRUE
8,36,0.170469652391849,0.122945043768842,0.586718342401431,0.29137822529893,0.0640732265446224,-0.24760653747142,-0.0702714847810803,-0.354660657921473,-0.920990295919252,-0.258341668267578,-1.32013265566451,-0.942857142857143,-0.942857142857143,-0.942857142857143,1,-0.416248690009582,-0.463773298632589,-0.522645115856809,-0.17733505269034,-0.284389173140393,-0.662648627651674,-1.06179098739693,TRUE,TRUE,TRUE,TRUE,TRUE
8,37,0.193664113636692,0.154643477080772,0.58133971291866,0.289991099603528,0.117400419287212,-0.217941602970283,-0.0723318126665006,-0.265954546905661,-0.825834231112443,-0.262169537807596,-1.01774496671803,-0.885714285714286,-0.885714285714286,-0.885714285714286,1,-0.387675599281968,-0.426696235837888,-0.463939293631448,-0.145609790303782,-0.19362273423916,-0.563664693304847,-0.755575428910434,TRUE,TRUE,TRUE,TRUE,TRUE
8,38,0.160887649733917,0.121022192612437,0.590521047983515,0.341577228184788,0.0437636761487965,-0.263447595537148,-0.0696690832273489,-0.411871558455743,-0.973595399685202,-0.255297030181664,-1.49292173042182,-1,-1,-1,1,-0.429633398249598,-0.469498855371078,-0.546757371834719,-0.193778512309799,-0.342202475228394,-0.718298369503538,-1.23762470024016,TRUE,TRUE,TRUE,TRUE,TRUE
8,39,0.170873126234557,0.131077174890294,0.576880408253827,0.340117878192534,0.0570071258907363,-0.242823900762423,-0.0724096997397059,-0.358312865534221,-0.909611945291524,-0.265589375820229,-1.34237453244266,-1,-1,-1,1,-0.40600728201927,-0.445803233363533,-0.519873282363091,-0.170414201022717,-0.285903165794515,-0.644022569471295,-1.07678515662243,TRUE,TRUE,TRUE,TRUE,TRUE
8,40,0.17947422681111,0.135414911110466,0.576983008087853,0.355848434925865,0.0527306967984934,-0.24664795494149,-0.072236171096545,-0.37736942494293,-0.91320615242189,-0.265609378253198,-1.3812254176163,-1,-1,-1,1,-0.397508781276743,-0.441568096977387,-0.52425231128936,-0.174411783844944,-0.305133253846385,-0.647596774168692,-1.1156160393631,TRUE,TRUE,TRUE,TRUE,TRUE
8,41,0.1697205278685,0.120045397924384,0.582098399525785,0.296872568850163,0.0464576074332172,-0.258134024192036,-0.0711761147826447,-0.390606778938871,-0.968638724010075,-0.259550987125624,-1.48875224451798,-0.942857142857143,-0.942857142857143,-0.942857142857143,1,-0.412377871657285,-0.462053001601401,-0.535640792092568,-0.186957909409392,-0.319430664156226,-0.709087736884451,-1.22920125739236,TRUE,TRUE,TRUE,TRUE,TRUE
8,42,0.194447799671067,0.159314936171766,0.585537918871252,0.300327868852459,0.0673886883273165,-0.22713075136486,-0.0707257398325949,-0.347201704770544,-0.845741603548828,-0.257515253857746,-1.26907694480508,-1,-0.942857142857143,-0.942857142857143,1,-0.391090119200185,-0.426222982699486,-0.518149230543935,-0.156405011532266,-0.276475964937949,-0.588226349691082,-1.01156169094733,TRUE,TRUE,TRUE,TRUE,TRUE
8,43,0.199712135066241,0.162965100150669,0.585796206440229,0.295242611032085,0.0850159404888417,-0.217213929923028,-0.0706998366510889,-0.317677354692598,-0.815124732464954,-0.25728310404315,-1.17472934013618,-0.942857142857143,-0.942857142857143,-0.942857142857143,1,-0.386084071373988,-0.42283110628956,-0.500780265951387,-0.146514093271939,-0.246977518041509,-0.557841628421804,-0.91744623609303,TRUE,TRUE,TRUE,TRUE,TRUE
8,44,0.21194549568302,0.178801579074365,0.587106848092795,0.293730960397627,0.162566844919786,-0.200293867743541,-0.069625748559474,-0.218279688357411,-0.756828143341327,-0.256757524187191,-0.84874668139718,-0.885714285714286,-0.885714285714286,-0.885714285714286,1,-0.375161352409775,-0.40830526901843,-0.424540003173009,-0.130668119184067,-0.148653939797937,-0.500070619154136,-0.591989157209989,TRUE,TRUE,TRUE,TRUE,TRUE
8,45,0.191054954259801,0.15606821225785,0.584058941728064,0.342480790340285,0.0516129032258065,-0.234772344675869,-0.0715595228348304,-0.385264529786744,-0.873213542644788,-0.259743224398663,-1.3975364724787,-1,-1,-1,1,-0.393003987468263,-0.427990729470215,-0.532446038502258,-0.163212821841038,-0.313705006951914,-0.613470318246125,-1.13779324808004,TRUE,TRUE,TRUE,TRUE,TRUE
8,46,0.198477640067407,0.161506098358753,0.586998371094328,0.298896851598357,0.087378640776699,-0.216380965627288,-0.0698149241665517,-0.306677517540988,-0.816473002620923,-0.257596979773521,-1.15804150398365,-0.942857142857143,-0.942857142857143,-0.942857142857143,1,-0.388520731026921,-0.425492272735575,-0.499619730317629,-0.146566041460737,-0.236862593374436,-0.558876022847402,-0.900444524210129,TRUE,TRUE,TRUE,TRUE,TRUE
8,47,0.184084445855164,0.136446286358337,0.58671012667605,0.308135810377963,0.0746791131855309,-0.23705162447935,-0.0696727834540544,-0.336164856512744,-0.879843585212109,-0.257326505358317,-1.24294971243925,-0.942857142857143,-0.942857142857143,-0.942857142857143,1,-0.402625680820886,-0.450263840317713,-0.512031013490519,-0.167378841025296,-0.26649207305869,-0.622517079853792,-0.985623207080933,TRUE,TRUE,TRUE,TRUE,TRUE
8,48,0.180140244541899,0.142005971464588,0.582910134687569,0.294060370009737,0.0846063454759107,-0.2316926482898,-0.071697828367833,-0.314772204864536,-0.867921348694282,-0.261375367735429,-1.19147841675285,-0.942857142857143,-0.942857142857143,-0.942857142857143,1,-0.40276989014567,-0.440904163222981,-0.498303789211658,-0.159994819921967,-0.243074376496703,-0.606545980958852,-0.930103049017421,TRUE,TRUE,TRUE,TRUE,TRUE
8,49,0.173275946994726,0.12341554837392,0.589392706561136,0.293318324354748,0.06,-0.243498644598533,-0.0693301562490804,-0.351553551232058,-0.909119943211143,-0.25589191257797,-1.31835305084497,-0.942857142857143,-0.942857142857143,-0.942857142857143,1,-0.41611675956641,-0.465977158187216,-0.529392706561136,-0.174168488349453,-0.282223394982978,-0.653228030633173,-1.062461138267,TRUE,TRUE,TRUE,TRUE,TRUE
8,50,0.177831523772809,0.128920637085351,0.574595433385059,0.343699903815325,0.0552359033371692,-0.246094899343925,-0.0729384343521241,-0.372401416059905,-0.909207635972481,-0.267536684400578,-1.36446371646476,-1,-0.942857142857143,-1,1,-0.39676390961225,-0.445674796299708,-0.51935953004789,-0.1731564649918,-0.299462981707781,-0.641670951571903,-1.09692703206418,TRUE,TRUE,TRUE,TRUE,TRUE
8,51,0.190394761820912,0.14650463223325,0.592791182603515,0.339545810493344,0.0825806451612903,-0.227043598152063,-0.068283225787826,-0.321195039070742,-0.858992094652914,-0.253020420735858,-1.22120243218011,-1,-0.942857142857143,-1,1,-0.402396420782603,-0.446286550370265,-0.510210537442225,-0.158760372364237,-0.252911813282916,-0.605971673917056,-0.968182011444252,TRUE,TRUE,TRUE,TRUE,TRUE
8,52,0.179261187447792,0.129462478387303,0.584483014389556,0.290920767439994,0.0698254364089776,-0.24018354459338,-0.070644466341703,-0.329151934063895,-0.899549960845832,-0.258329660599035,-1.23960744372076,-0.942857142857143,-0.942857142857143,-0.942857142857143,1,-0.405221826941764,-0.455020536002253,-0.514657577980578,-0.169539078251677,-0.258507467722192,-0.641220300246798,-0.981277783121725,TRUE,TRUE,TRUE,TRUE,TRUE
8,53,0.174398636236696,0.137698688234541,0.577853898279842,0.300048394902404,0.0709534368070953,-0.237773702535204,-0.0723515097424796,-0.338840971963104,-0.885036207520477,-0.263877053040244,-1.25579747379493,-1,-0.942857142857143,-1,1,-0.403455262043146,-0.440155210045301,-0.506900461472747,-0.165422192792724,-0.266489462220624,-0.621159154480233,-0.991920420754686,TRUE,TRUE,TRUE,TRUE,TRUE
8,54,0.172574053416816,0.126341162131512,0.590149451520283,0.339409176618479,0.067065868263473,-0.249615450253652,-0.0698799921449438,-0.357338118016783,-0.917050607876794,-0.255804441230403,-1.29092782064149,-1,-1,-1,1,-0.417575398103467,-0.463808289388771,-0.52308358325681,-0.179735458108708,-0.287458125871839,-0.661246166646391,-1.03512337941109,TRUE,TRUE,TRUE,TRUE,TRUE
8,55,0.172132355474723,0.126256473966298,0.597181444509689,0.355731828235832,0.0627099664053751,-0.244317085469263,-0.0677694056964352,-0.350905667714557,-0.908500988819748,-0.247397600130886,-1.30268531174621,-1,-1,-1,1,-0.425049089034966,-0.470924970543391,-0.534471478104314,-0.176547679772828,-0.283136262018122,-0.661103388688862,-1.05528771161532,TRUE,TRUE,TRUE,TRUE,TRUE
8,56,0.180577676128116,0.139843761350399,0.600058599472605,0.303927881519639,0.058968058968059,-0.244204945028373,-0.0684689733486623,-0.370626701943947,-0.910065515700938,-0.247538661989504,-1.37558272835336,-1,-0.942857142857143,-0.942857142857143,1,-0.419480923344489,-0.460214838122206,-0.541090540504546,-0.17573597167971,-0.302157728595285,-0.662526853711434,-1.12804406636386,TRUE,TRUE,TRUE,TRUE,TRUE
8,57,0.196539348972646,0.155245724215663,0.584379876644126,0.372529719088362,0.0637087599544937,-0.22808476883352,-0.0705350440093568,-0.354244792947374,-0.850106539322701,-0.259871066895307,-1.30161385762267,-1,-1,-1,1,-0.38784052767148,-0.429134152428463,-0.520671116689632,-0.157549724824163,-0.283709748938017,-0.590235472427394,-1.04174279072736,TRUE,TRUE,TRUE,TRUE,TRUE
8,58,0.186803042651428,0.145275718669847,0.583785390503084,0.303847418612299,0.0509013785790032,-0.238757572795458,-0.0705793782642435,-0.386359694001576,-0.893500266638457,-0.260439676389793,-1.44714652587934,-0.942857142857143,-0.942857142857143,-0.942857142857143,1,-0.396982347851656,-0.438509671833237,-0.532884011924081,-0.168178194531215,-0.315780315737333,-0.633060590248664,-1.18670684948955,TRUE,TRUE,TRUE,TRUE,TRUE
8,59,0.164495639780233,0.127746710049364,0.582844411437059,0.361812147873736,0.0494335736354274,-0.253741969074575,-0.0708251380265521,-0.389424979305598,-0.941190639825017,-0.261281607661271,-1.42485055969616,-1,-1,-1,1,-0.418348771656826,-0.455097701387695,-0.533410837801632,-0.182916831048023,-0.318599841279046,-0.679909032163746,-1.16356895203489,TRUE,TRUE,TRUE,TRUE,TRUE
8,60,0.191639409404972,0.148921318708027,0.579339089014588,0.293970052610279,0.0967351874244256,-0.227127350363856,-0.0720886815211548,-0.298201580775071,-0.842655346492141,-0.264418688018712,-1.10340224813164,-0.942857142857143,-0.942857142857143,-0.942857142857143,1,-0.387699679609616,-0.430417770306561,-0.482603901590162,-0.155038668842701,-0.226112899253916,-0.57823665847343,-0.838983560112928,TRUE,TRUE,TRUE,TRUE,TRUE
8,61,0.170789916107159,0.123846456609873,0.572235014484142,0.298856091512679,0.0825593395252838,-0.242156444485156,-0.0734558964008939,-0.305715866263442,-0.907337652526306,-0.268922528181875,-1.17036599058916,-0.942857142857143,-0.885714285714286,-0.942857142857143,1,-0.401445098376983,-0.448388557874269,-0.489675674958858,-0.168700548084262,-0.232259969862548,-0.638415124344431,-0.901443462407285,TRUE,TRUE,TRUE,TRUE,TRUE
8,62,0.198134987117116,0.162465021261615,0.589777581381647,0.303505682727709,0.0946236559139785,-0.216392079918724,-0.0696144892114586,-0.297818427878482,-0.808694139550563,-0.253875955145369,-1.09572945477025,-0.942857142857143,-0.942857142857143,-0.942857142857143,1,-0.391642594264531,-0.427312560120032,-0.495153925467669,-0.146777590707265,-0.228203938667023,-0.554818184405194,-0.841853499624881,TRUE,TRUE,TRUE,TRUE,TRUE
