"Exp_slope","Power_slope","Zeta_order1","Zeta_order2","Zeta_order3","Zeta_last","Zeta_half_order","Last_over_first","Common_n","Iteration","Group","DeltaAIC_ExpMinusPower","PowerLaw_better"
-0.0717782809106461,-0.261784864731356,1,0.834308401693153,0.747192958500951,0.582310124255569,0.692159189975527,0.582310124255569,8,1,"D0",46.46717729244,TRUE
-0.164637824032103,-0.598516429567294,1,0.672396488273093,0.521936756613329,0.292013243963498,0.43603557873121,0.292013243963498,8,1,"D1",44.6953990278179,TRUE
-0.148362046362578,-0.565824853005479,1,0.580572152815499,0.451566177801919,0.301647655259823,0.391345283360492,0.301647655259823,8,1,"D3",15.8234021452004,TRUE
-0.193698094755861,-0.720698225711569,1,0.54619024758247,0.404156093546396,0.218915026404225,0.333749399903985,0.218915026404225,8,1,"D5",23.5655928305681,TRUE
-0.261418488587572,-0.978814331050933,1,0.449670586273038,0.287382203319156,0.130764740221833,0.218163622717038,0.130764740221833,8,1,"D6",21.3084555921513,TRUE
-0.326361372959905,-1.22165738246294,1,0.375114030286444,0.219120598430943,0.0817369093231162,0.15165115854771,0.0817369093231162,8,1,"D7",21.2418189927516,TRUE
-0.0722796704679792,-0.265408021587986,1,0.825893522362007,0.7365838601869,0.578155267471316,0.68184004938587,0.578155267471316,8,2,"D0",34.3964596462818,TRUE
-0.138047441707551,-0.504891493937402,1,0.70267884725716,0.566231960810274,0.352795798578931,0.487806169733881,0.352795798578931,8,2,"D1",39.6946802914633,TRUE
-0.147691216666915,-0.559619005882887,1,0.591306737507443,0.464388769294188,0.305226033985252,0.403206155819173,0.305226033985252,8,2,"D3",17.1673097911376,TRUE
-0.192713232589417,-0.713809796566788,1,0.560190188026799,0.414955694834666,0.221886031265759,0.342511346444781,0.221886031265759,8,2,"D5",25.9783111697432,TRUE
-0.325224145254888,-1.1712487366438,1,0.441828571428571,0.282628571428571,0.0832,0.206171428571429,0.0832,8,2,"D6",29.5804040694488,TRUE
-0.343903964469086,-1.30320822158421,1,0.322680946622906,0.175850751425117,0.0677146311970979,0.122577301779236,0.0677146311970979,8,2,"D7",17.5988444863179,TRUE
-0.0700486997150724,-0.258232837275365,1,0.826337968815845,0.737515802781289,0.585840707964602,0.68456805731142,0.585840707964602,8,3,"D0",30.3309308818425,TRUE
-0.13369595535327,-0.490075804737229,1,0.706028139358914,0.571735626007523,0.363552621478468,0.495077257125311,0.363552621478468,8,3,"D1",36.4869914644375,TRUE
-0.14254324341575,-0.54606135513521,1,0.580570658711447,0.45643073665977,0.312563152576625,0.39867199153154,0.312563152576625,8,3,"D3",14.8608737245875,TRUE
-0.216538471391831,-0.797460877077966,1,0.546187874056727,0.38927920895134,0.189435336976321,0.310902940411137,0.189435336976321,8,3,"D5",31.4101539999572,TRUE
-0.255820446586989,-0.959752148792698,1,0.442300556586271,0.290445269016698,0.135064935064935,0.223005565862709,0.135064935064935,8,3,"D6",20.5704983247389,TRUE
-0.3191336984336,-1.19955927490202,1,0.34160125588697,0.205808477237049,0.0791208791208791,0.15032967032967,0.0791208791208791,8,3,"D7",19.4700578756362,TRUE
-0.0722386036765665,-0.265132308375199,1,0.826727018909429,0.737055289986886,0.578027835356826,0.682287744828461,0.578027835356826,8,4,"D0",34.9816656666613,TRUE
