"Common_n","Group","Order","Mean_Zeta","Median_Zeta","Q2.5_Zeta","Q97.5_Zeta","Mean_Ratio","Median_Ratio","Q2.5_Ratio","Q97.5_Ratio","N_iterations"
14,"D0",13,0.526202258596625,0.526202258596625,0.526202258596625,0.526202258596625,0.982283631946553,0.982283631946553,0.982283631946553,0.982283631946553,100
14,"D0",14,0.517531616123165,0.517531616123165,0.517531616123165,0.517531616123165,0.983522224901535,0.983522224901535,0.983522224901535,0.983522224901535,100
14,"D1",1,1,1,1,1,NA,NA,NA,NA,100
14,"D1",2,0.686104834202844,0.686104834202844,0.686104834202844,0.686104834202844,0.686104834202844,0.686104834202844,0.686104834202844,0.686104834202844,100
14,"D1",3,0.542404709590306,0.542404709590306,0.542404709590306,0.542404709590306,0.790556606732705,0.790556606732705,0.790556606732705,0.790556606732705,100
14,"D1",4,0.460456291683588,0.460527097152655,0.4566763074771,0.464545977167095,0.848916470565649,0.849047010488728,0.8419475336452,0.856456385708709,100
14,"D1",5,0.407078589413835,0.407265691981408,0.403577733405532,0.409787789359686,0.884091609434647,0.884756272339327,0.873436362547343,0.893437944425695,100
14,"D1",6,0.369458989215288,0.369441812192591,0.36651609584405,0.372321964261541,0.907601945757677,0.907603046097628,0.896229673158463,0.91647134057917,100
14,"D1",7,0.341887890438157,0.341849916520013,0.339776575966789,0.343941040566762,0.925389999997468,0.924932335623291,0.917103890125356,0.933575229387448,100
14,"D1",8,0.32080136726682,0.320770317223952,0.318832832453409,0.323203054916295,0.938332619933779,0.9378530781676,0.931184344894791,0.948350426223281,100
14,"D1",9,0.303977222147015,0.303830197193268,0.302355367537566,0.306537062858174,0.947566685199864,0.946258647315802,0.939563534799128,0.95660269233258,100
14,"D1",10,0.290226159469338,0.290255358512703,0.288857538017238,0.291896683362664,0.954774723371761,0.955239003855741,0.947821820550058,0.962354620433261,100
14,"D1",11,0.279060928241922,0.279060928241922,0.279060928241922,0.279060928241922,0.961536205871,0.961432476819144,0.956026453422611,0.966084996229821,100
14,"D1",12,0.269600441524091,0.269600441524091,0.269600441524091,0.269600441524091,0.966098848816165,0.966098848816165,0.966098848816165,0.966098848816165,100
14,"D1",13,0.261540544199269,0.261540544199269,0.261540544199269,0.261540544199269,0.970104287369641,0.970104287369641,0.970104287369641,0.970104287369641,100
14,"D1",14,0.254591399305086,0.254591399305086,0.254591399305086,0.254591399305086,0.973429951690821,0.973429951690821,0.973429951690821,0.973429951690821,100
14,"D3",1,1,1,1,1,NA,NA,NA,NA,100
14,"D3",2,0.587210386173225,0.587014668000766,0.577150771994559,0.596398080479696,0.587210386173225,0.587014668000766,0.577150771994559,0.596398080479696,100
14,"D3",3,0.460818684565824,0.460246622919212,0.44874681893303,0.472958076833399,0.784724399183321,0.784333500634943,0.775774518334805,0.793511618892367,100
14,"D3",4,0.400317658147391,0.400387359568826,0.386723045328006,0.412454200762787,0.868674929094066,0.868956469372384,0.860686204239537,0.875345333752627,100
14,"D3",5,0.363932924079946,0.363821808586056,0.351571688724658,0.377735678070246,0.909075008575922,0.908977222513278,0.901372858844376,0.917274316152122,100
14,"D3",6,0.339239052210372,0.338870411470478,0.326152306388835,0.353197276872426,0.93212621570049,0.931924786377823,0.923820681343957,0.939145907825083,100
14,"D3",7,0.320852743092246,0.320919372763743,0.30758969169325,0.335407125225507,0.945773649865321,0.946014421721943,0.93993805094714,0.952472820933645,100
14,"D3",8,0.306418827301069,0.306499668888219,0.293362621053072,0.320983863476616,0.954993038371232,0.955204797818524,0.949319002144991,0.960784750205231,100
14,"D3",9,0.294647687944646,0.294023572369136,0.281905297198467,0.309434513890165,0.961553777896755,0.961476005977685,0.9550146608494,0.966849416584298,100
14,"D3",10,0.284832854002746,0.284351847212301,0.270995094335354,0.298803791642705,0.966669337199802,0.966782449584797,0.962120591020938,0.97113746528294,100
14,"D3",11,0.276538743813316,0.276258842063328,0.262932173402072,0.290773371918873,0.970847538503811,0.970998535916563,0.966695747472544,0.974320616476801,100
14,"D3",12,0.269349095770611,0.269133851916591,0.255317024515647,0.28360053061425,0.973970421196,0.97381185045959,0.969995375348205,0.977945242940422,100
14,"D3",13,0.263069321216172,0.262871896980896,0.248604624074011,0.277571276918411,0.976653212920036,0.976541658860871,0.97277506500161,0.980503802734381,100
14,"D3",14,0.257535664505124,0.257207726886507,0.242746064246343,0.27229739828466,0.978930822311827,0.978813559322034,0.974712163940591,0.982969078594323,100
14,"D5",1,1,1,1,1,NA,NA,NA,NA,100
14,"D5",2,0.556701651471435,0.557428602594782,0.545116671662343,0.569401904791796,0.556701651471435,0.557428602594782,0.545116671662343,0.569401904791796,100
14,"D5",3,0.410596432799314,0.411117155588108,0.395679207159655,0.426130479469079,0.737493940927277,0.736860238693772,0.725962008203119,0.751611149935506,100
14,"D5",4,0.337251544545391,0.336982278348354,0.322353336083699,0.355074048163024,0.821280684866296,0.821189284087386,0.807355123736881,0.834761654186887,100
14,"D5",5,0.292188378176031,0.291852290665197,0.275958429828642,0.312034253172951,0.8662402053183,0.866119797826922,0.851851953092123,0.881928101925731,100
14,"D5",6,0.260782335925391,0.260258183756025,0.24538402853067,0.281109729020354,0.89238640167943,0.89175106431349,0.877757650884378,0.907732625519751,100
14,"D5",7,0.23739266007538,0.236877660389633,0.220491862745098,0.257409224119123,0.910167070731296,0.91049276350076,0.896781171338018,0.921513242377501,100
14,"D5",8,0.218720408976968,0.218078951115389,0.201097111722217,0.240909752393706,0.921100265617255,0.921617534824298,0.903458426839082,0.935174219250791,100
14,"D5",9,0.203580709375941,0.203158870782945,0.185700373292358,0.226334602620932,0.930582934160202,0.931504949581084,0.915217908968798,0.942293231598435,100
14,"D5",10,0.19093799968525,0.189939849239967,0.171347277205265,0.214840433230547,0.937620645708866,0.937992027060699,0.922179908578964,0.950822014277697,100
14,"D5",11,0.180189697059995,0.179085507189683,0.159460653186758,0.20460192067406,0.943388795377795,0.944487812202476,0.928004881758806,0.957516322765529,100
14,"D5",12,0.170952074543278,0.169960478828725,0.149106851730712,0.195495434510906,0.94836210513674,0.947785997032315,0.933446325780211,0.962863385549222,100
14,"D5",13,0.16294324543709,0.161694559086072,0.140147515527951,0.187510494066936,0.952723191014811,0.951964532100291,0.938124801497034,0.96830080117743,100
14,"D5",14,0.155954297555338,0.154344806400342,0.131972880357254,0.180571289293112,0.956612872047776,0.955719557195572,0.940351441241685,0.973452496462256,100
14,"D6",1,1,1,1,1,NA,NA,NA,NA,100
14,"D6",2,0.449018659215742,0.449706118271981,0.424625923252157,0.465843611613107,0.449018659215742,0.449706118271981,0.424625923252157,0.465843611613107,100
14,"D6",3,0.292078525011788,0.293620010120275,0.267352500481475,0.310739124193901,0.650287794022234,0.652208835568933,0.625272475430133,0.668524761232855,100
14,"D6",4,0.223039899932184,0.224260148759258,0.197889286339658,0.241500300498094,0.763306981510836,0.76470452423739,0.736757754660038,0.782196212427823,100
14,"D6",5,0.185144683395097,0.186871330166491,0.161044019738748,0.203639846319048,0.829712646988128,0.831036745201869,0.801052534267168,0.853141576877665,100
14,"D6",6,0.160729486337197,0.162753979916728,0.13713737914453,0.179567835700665,0.867557949367942,0.86923753634402,0.837889944194939,0.888660963569092,100
14,"D6",7,0.143645537741606,0.14631950024593,0.118930243362371,0.16237424118198,0.893000767533985,0.897021193046981,0.864555952211248,0.915108960926431,100
14,"D6",8,0.131116914981659,0.133573840725806,0.104609803840919,0.149946560850593,0.911808798699445,0.914530723909788,0.87571548108961,0.934538037899003,100
14,"D6",9,0.121232484876956,0.122878475860962,0.0948435616732569,0.140724996454851,0.923450761853109,0.926652062381511,0.888739822940606,0.945259263431202,100
14,"D6",10,0.113251496681783,0.115356069454047,0.0854588156326891,0.13391206784635,0.932645507434285,0.936305545766038,0.89762390496559,0.958330011758613,100
14,"D6",11,0.106579199809393,0.108398511693058,0.0779251556103269,0.128541729928902,0.939235941773408,0.942219741252357,0.899734751093768,0.965036908792988,100
14,"D6",12,0.100893871547824,0.102582766825314,0.0714453006129531,0.124644673631526,0.94442944308956,0.948632019013841,0.910923199705323,0.971789257280937,100
14,"D6",13,0.0959571958072326,0.097832164975303,0.0656693116280268,0.121505613050099,0.948424025120937,0.953203441981382,0.912148646092109,0.97760916082116,100
14,"D6",14,0.0916068570505064,0.0937285476698789,0.0603111023990658,0.119263715325173,0.951547275743197,0.956232965845754,0.912300303336704,0.983153153153153,100
14,"D7",1,1,1,1,1,NA,NA,NA,NA,100
14,"D7",2,0.349824082281576,0.346784322771164,0.317039034819571,0.399961811455272,0.349824082281576,0.346784322771164,0.317039034819571,0.399961811455272,100
14,"D7",3,0.211914295225718,0.21077554895396,0.178984117126977,0.261131765428562,0.60445914365311,0.602497602245134,0.561967756189395,0.653742715392854,100
14,"D7",4,0.153497555805872,0.150942649177316,0.123128957725816,0.197730371196629,0.722203095514524,0.718867117379648,0.677515261788218,0.77186632418556,100
14,"D7",5,0.120853051157641,0.117833388045082,0.0905711121347658,0.162592787128687,0.785050470679252,0.785975012596958,0.73145766170399,0.833524784358187,100
14,"D7",6,0.0998277759038721,0.0984383435906918,0.0729671034220545,0.13945871598065,0.823871677343053,0.823134969689944,0.783254596563555,0.866603581521059,100
14,"D7",7,0.0856575412508531,0.0837976775340351,0.0612418205598135,0.123228545775039,0.855539738112733,0.857052974549896,0.810266893129096,0.901195699324297,100
14,"D7",8,0.0752549818993693,0.0736610379188123,0.0526828668473217,0.111151762715122,0.876736106020878,0.879398215818426,0.825285373984972,0.916653462916917,100
14,"D7",9,0.0676058342577825,0.0663034880615695,0.045842677021471,0.101617942151776,0.897048584245966,0.897903175745617,0.85083558343777,0.938855880056959,100
14,"D7",10,0.061711416195685,0.0597510706672503,0.0401157991699958,0.0955474430827346,0.911156146949226,0.91597977133689,0.861450612907449,0.951183292428072,100
14,"D7",11,0.0570104359674562,0.055731761370192,0.0358383187536148,0.090623476692597,0.922444435626768,0.925558081416481,0.87445836032698,0.96659418568214,100
14,"D7",12,0.05332140973366,0.0521644267044072,0.0323261727434415,0.0870847265383314,0.933548461837638,0.937114975555502,0.873855415007037,0.974142205432553,100
14,"D7",13,0.050338641680565,0.048886334848042,0.0294112930576855,0.0831675978393263,0.941844965329187,0.944434504992114,0.872905431432974,0.983978330822949,100
14,"D7",14,0.0478927238394511,0.0466513701161188,0.0268756021194605,0.0790581475401154,0.94845763825986,0.951456310679612,0.867932692307692,0.991478615946701,100
