"Method","samp1","samp2","HeS","HoS","DL","HD","DR"
"CbMPDiCbraya","D010","D726",0.0383463664226475,0.207978125385601,0.199980587150499,0.0147884396862364,0.538906481355016
"CbMPDiCbraya","D010","D727",0.0384164091381601,0.173853798777915,0.276082803684597,0.00476067037599836,0.50688631802333
"CbMPDiCbraya","D010","D728",0.0305693755254944,0.370791931133057,0.213955466844399,0.0301172282816475,0.354565998215402
"CbMPDiCbraya","D010","D729",0.0404044825774821,0.109520400668635,0.534153686361742,0.0376007948543915,0.278320635537749
"CbMPDiCbraya","D010","D730",0.0429288507558513,0.0697744071265322,0.639127124668274,0.0626639192559178,0.185505698193425
"CbMPDiCbraya","D010","D731",0.0644808264752233,0.0794692859911591,0.480177088105001,0.0861482979312708,0.289724501497346
"CbMPDiCbraya","D010","D732",0.0348155961700036,0.10105940613714,0.397064053925591,0.021477320903417,0.445583622863848
"CbMPDiCbraya","D010","D733",0.0404044825774821,0.116312098533637,0.600119152967366,0.0359316706134428,0.207232595308072
"CbMPDiCbraya","D010","D734",0.0390749976860464,0.14012521356438,0.191201153552822,0.0787145980404799,0.550884037156272
"CbMPDiCbraya","D010","D735",0.0427521556930176,0.353439796115937,0.172332011127157,0.0229395935922975,0.408536443471591
"CbMPDiCbraya","D010","D736",0.0648298493647819,0.355247929171132,0.1538694391747,0.0394551851695937,0.386597597119792
"CbMPDiCbraya","D010","D737",0.0393955428957527,0.361805232311337,0.219035307197599,0.102600693467346,0.277163224127966
"CbMPDiCbraya","D010","D738",0.0393185851699814,0.420210658428947,0.182760658895551,0.133372942363558,0.224337155141963
"CbMPDiCbraya","D010","D739",0.0654584719547073,0.0541738567865966,0.454560951780107,0.0741164961043982,0.351690223374191
"CbMPDiCbraya","D010","D740",0.0380260316348567,0.206933398392652,0.206249116006531,0.116616096613766,0.432175357352194
"CbMPDiCbraya","D011","D012",4.51549154433553e-05,0.265991679020594,0.419777371786995,0.00632076145043559,0.307865032826532
"CbMPDiCbraya","D011","D013",0,0.217411058274236,0.526387185475259,0.00726525331800609,0.248936502932498
"CbMPDiCbraya","D011","D014",0,0.212719142095781,0.462634929117995,0.00667439339684659,0.317971535389378
"CbMPDiCbraya","D011","D101",0.00622071721190483,0.454365608584089,0.516575806032568,0.000605360222426542,0.0222325079490112
"CbMPDiCbraya","D011","D102",0.00465193456608544,0.463072523924873,0.502720028553167,0.00115315172545033,0.0284023612304248
"CbMPDiCbraya","D011","D103",0.00435948091690986,0.420025765907332,0.553908197391434,0.00138413917310729,0.0203224166112162
"CbMPDiCbraya","D011","D104",0.00402019818872511,0.443306306611281,0.532307241657136,0.00126240404537991,0.0191038494974775
"CbMPDiCbraya","D011","D105",0.00386476420752762,0.434244459779319,0.541613959564411,0.00162787552512114,0.0186489409236215
"CbMPDiCbraya","D011","D106",0.00220102649282754,0.442985914135416,0.531869616636418,0.00122323353719103,0.0217202091981477
"CbMPDiCbraya","D011","D107",0.00679868444716919,0.325367301764117,0.640187846715357,0.00087844005357642,0.0267677270197803
"CbMPDiCbraya","D011","D108",0.00454829191262498,0.448845027306585,0.521996724599565,0.00045327255220077,0.0241566836290245
"CbMPDiCbraya","D011","D109",0.00911232335532899,0.454186442872409,0.514961952983465,0.00141362196008909,0.0203256588287075
"CbMPDiCbraya","D011","D110",0.00193276964708495,0.297533625225451,0.543917144097932,0.00190629570528766,0.154710165324244
"CbMPDiCbraya","D011","D111",0.00591102046767579,0.442516814868288,0.530179114927273,0.000362795930782247,0.0210302538059804
"CbMPDiCbraya","D011","D112",0.00386821557575519,0.478803489988985,0.495408030239446,0.00146900636210115,0.0204512578337125
"CbMPDiCbraya","D011","D113",0.00396282673866225,0.378455729779954,0.596220874424088,0.00129310008031281,0.0200674689769825
"CbMPDiCbraya","D011","D114",0.00682815110195397,0.313740970075102,0.655437631171271,0.0013034795387466,0.022689768112926
"CbMPDiCbraya","D011","D301",0.0152319937454969,0.343933908706274,0.380831268655547,0.00625416483130536,0.253748664061377
"CbMPDiCbraya","D011","D302",0.00677085442651667,0.398742484201229,0.330622977692592,0.0226987493430793,0.241164934336583
"CbMPDiCbraya","D011","D303",0.00331875719904791,0.319161801560923,0.311414805807011,0.0276553062574681,0.338449329175549
"CbMPDiCbraya","D011","D304",0.00607565034523099,0.362613632217369,0.518912829467485,0.0141569683965947,0.0982409195733204
"CbMPDiCbraya","D011","D305",0.00658546933996768,0.268097065723879,0.623674718530622,0.0184612847441758,0.0831814616613556
"CbMPDiCbraya","D011","D306",0.00525884942664306,0.36632061802609,0.529435925680364,0.0219912723190531,0.0769933345478494
"CbMPDiCbraya","D011","D307",0.00588597269761366,0.232827574944945,0.626846732627344,0.0327221317731041,0.101717587956993
"CbMPDiCbraya","D011","D308",0.00920172400138957,0.449256084813917,0.245570615348012,0.0141122595293274,0.281859316307354
"CbMPDiCbraya","D011","D309",0.00711579222626014,0.406702660851561,0.249967887136324,0.0103358727481285,0.325877787037726
"CbMPDiCbraya","D011","D310",0.00520493462271873,0.282629183357189,0.603665296910322,0.0196502331036623,0.0888503520061087
"CbMPDiCbraya","D011","D311",0.00845266039159359,0.376598785155447,0.249730813245088,0.0239469320612639,0.341270809146608
"CbMPDiCbraya","D011","D312",0.00669989585223623,0.285014780625517,0.661061373631547,0.0107825351204356,0.0364414147702645
"CbMPDiCbraya","D011","D313",0.00377120467000518,0.34624383430334,0.548546770345225,0.0400774477212527,0.0613607429601769
"CbMPDiCbraya","D011","D314",0.0037285589677601,0.429611595868633,0.282417592007211,0.0123852345626255,0.271857018593771
"CbMPDiCbraya","D011","D315",0.0246863837720193,0.312144778247075,0.22505946066608,0.0171104478054375,0.420998929509388
"CbMPDiCbraya","D011","D316",0.030993506560247,0.341739070496448,0.31862941234728,0.0168963565850293,0.291741654010996
"CbMPDiCbraya","D011","D317",0.0104366492504112,0.338349174613739,0.551487619079815,0.0186143995718627,0.0811121574841721
"CbMPDiCbraya","D011","D318",0.0166763763472182,0.307983042458098,0.311517581351823,0.0256128348116547,0.338210165031206
"CbMPDiCbraya","D011","D319",0.00400075667000987,0.30531363471537,0.592433547568692,0.0123339050223989,0.0859181560235292
"CbMPDiCbraya","D011","D320",0.00415649615700486,0.370844627056691,0.311627004905909,0.0298095479100908,0.283562323970304
"CbMPDiCbraya","D011","D501",0.0308026726688682,0.40264369506282,0.211242037867553,0.0223532862206006,0.332958308180159
"CbMPDiCbraya","D011","D502",0.0312053714286155,0.179017137190402,0.535195798335344,0.0317268992886526,0.222854793756985
"CbMPDiCbraya","D011","D503",0.0313032988252768,0.108839459762493,0.581489941359161,0.0181015737835616,0.260265726269508
"CbMPDiCbraya","D011","D504",0.031433827319481,0.404227722824087,0.306817689544168,0.0244178183327266,0.233102941979538
"CbMPDiCbraya","D011","D505",0.033759739445496,0.115794404458668,0.490760461374529,0.0281451070728055,0.331540287648501
"CbMPDiCbraya","D011","D506",0.0233086658624508,0.227597346979574,0.616501986276832,0.0233813838462656,0.109210617034878
"CbMPDiCbraya","D011","D507",0.0312434799816192,0.373701917944587,0.404172306039269,0.136460702232491,0.0544215938020335
"CbMPDiCbraya","D011","D508",0.0317807283158366,0.110134216038986,0.745677099199149,0.0545959566550064,0.0578119997910219
"CbMPDiCbraya","D011","D509",0.0302030099866552,0.238935570274806,0.473136866017897,0.0265167206389621,0.23120783308168
"CbMPDiCbraya","D011","D510",0.0320569645070151,0.181683470874044,0.350749123753912,0.0337515756273751,0.401758865237654
"CbMPDiCbraya","D011","D511",0.0299866172596265,0.335652691343412,0.432258396296226,0.135843050323074,0.0662592447776614
"CbMPDiCbraya","D011","D512",0.0306437518205651,0.320144005321413,0.204247233716432,0.129849674313442,0.315115334828148
"CbMPDiCbraya","D011","D513",0.0212769276610983,0.300545701862923,0.295860978642266,0.0305414034920109,0.351774988341702
"CbMPDiCbraya","D011","D514",0.0322908960914813,0.124734136472867,0.623785879027043,0.106757528916614,0.112431559491996
"CbMPDiCbraya","D011","D515",0.0240236353474665,0.149456256677639,0.698458737602633,0.0537699543680147,0.0742914160042473
"CbMPDiCbraya","D011","D516",0.031291885248237,0.361646081023819,0.331581646057572,0.0336993889901743,0.241780998680197
"CbMPDiCbraya","D011","D517",0.0311709221947225,0.314257616719373,0.214979623795963,0.0205674447012164,0.419024392588725
"CbMPDiCbraya","D011","D518",0.027380304593639,0.410249261551723,0.301379850144439,0.0185368109131257,0.242453772797073
"CbMPDiCbraya","D011","D519",0.0310946581365102,0.468312075443674,0.303097888185073,0.137384547098224,0.0601108311365192
"CbMPDiCbraya","D011","D520",0.0304129345178588,0.351369773952891,0.323265739993044,0.123394702963016,0.171556848573191
"CbMPDiCbraya","D011","D601",0.0168138204308519,0.27533749596559,0.356980156406422,0.0252827396597494,0.325585787537386
"CbMPDiCbraya","D011","D602",0.0298682620534207,0.330456653961878,0.326187652193518,0.0434025521792574,0.270084879611926
"CbMPDiCbraya","D011","D603",0.0309084881827452,0.368389626512419,0.254117303818189,0.0357377657221762,0.31084681576447
"CbMPDiCbraya","D011","D604",0.0302345538816351,0.445022758545618,0.229537014618054,0.0166649938507898,0.278540679103904
"CbMPDiCbraya","D011","D605",0.0307056167422613,0.233807960488156,0.293428231385929,0.0236644228633858,0.418393768520268
"CbMPDiCbraya","D011","D606",0.030441264163194,0.330736475442283,0.312715170323426,0.0287726999543929,0.297334390116704
"CbMPDiCbraya","D011","D607",0.0314782707376887,0.158321121986256,0.50967774674337,0.160245125410185,0.1402777351225
"CbMPDiCbraya","D011","D608",0.0238980512575786,0.39974425180741,0.269771841032484,0.0293721039265727,0.277213751975955
"CbMPDiCbraya","D011","D609",0.0309359826509198,0.162265133881073,0.38032120942279,0.0100258412462388,0.416451832798978
"CbMPDiCbraya","D011","D610",0.0299915798595869,0.434425795635412,0.291859446830258,0.185855392557243,0.0578677851175003
"CbMPDiCbraya","D011","D611",0.0303020705713413,0.140288192520709,0.482223192736533,0.0189898115326911,0.328196732638726
"CbMPDiCbraya","D011","D612",0.0318465246990946,0.213243071854101,0.516243576183418,0.0162216716668448,0.222445155596542
"CbMPDiCbraya","D011","D613",0.0292022213572501,0.15582406457678,0.532305892687794,0.0269196008305649,0.25574822054761
"CbMPDiCbraya","D011","D614",0.0311614519639659,0.347974195834175,0.295384240448555,0.0375697675027982,0.287910344250506
"CbMPDiCbraya","D011","D615",0.031901427459757,0.152523417519311,0.330638838591187,0.00965083430479983,0.475285482124945
"CbMPDiCbraya","D011","D616",0.0304975841791224,0.154258619922558,0.546715528812028,0.0809861669025729,0.187542100183718
"CbMPDiCbraya","D011","D617",0.0326115604112833,0.501460921106937,0.178578900583957,0.12978838007356,0.157560237824263
"CbMPDiCbraya","D011","D618",0.0289995331411978,0.335042824663523,0.289324904679566,0.0298125868295308,0.316820150686182
"CbMPDiCbraya","D011","D619",0.0301717384475105,0.111767365253387,0.775651068578733,0.0249310443785585,0.0574787833418104
"CbMPDiCbraya","D011","D620",0.03136496172237,0.158199632060145,0.521483061183721,0.0143116289143145,0.274640716119449
"CbMPDiCbraya","D011","D621",0.0313551111555916,0.227747948282345,0.214636131754817,0.0415641881378983,0.484696620669348
"CbMPDiCbraya","D011","D622",0.0297205080982258,0.213650598507203,0.481340531861219,0.0177937988515655,0.257494562681786
"CbMPDiCbraya","D011","D623",0.0295369756241725,0.351794624969958,0.193795819855136,0.0402016910130537,0.38467088853768
"CbMPDiCbraya","D011","D624",0.0543613942667768,0.0984099015625016,0.521508259867856,0.0163274545318272,0.309392989771038
"CbMPDiCbraya","D011","D625",0.0313180918036952,0.144105289815525,0.507008196067031,0.0210606804569363,0.296507741856812
"CbMPDiCbraya","D011","D626",0.0326712526984797,0.322753691499533,0.314641571701919,0.015184265706412,0.314749218393656
"CbMPDiCbraya","D011","D627",0.0215702846809594,0.128075145214991,0.718311102174,0.0102873677554335,0.121756100174616
"CbMPDiCbraya","D011","D628",0.0295528057480259,0.142744592599409,0.43555689705007,0.00392064208154553,0.38822506252095
"CbMPDiCbraya","D011","D629",0.0173562852411425,0.0966398723908809,0.47981737158917,0.135120733076926,0.27106573770188
"CbMPDiCbraya","D011","D630",0.0312345019656397,0.332803167071196,0.212483032002396,0.0390497677985421,0.384429531162226
"CbMPDiCbraya","D011","D631",0.0354313075050165,0.147460349664514,0.562497738390849,0.0218971683462648,0.232713436093356
"CbMPDiCbraya","D011","D632",0.0097458483329088,0.434696493029376,0.328175118214094,0.146371997007691,0.0810105434159306
"CbMPDiCbraya","D011","D633",0.0355814566618865,0.186686063570586,0.596923250238643,0.105701407129884,0.0751078223990009
"CbMPDiCbraya","D011","D634",0.0175627973809832,0.211764715408363,0.538453171662798,0.0183624355150936,0.213856880032763
"CbMPDiCbraya","D011","D635",0.0331105598786309,0.45302640381993,0.342611095005963,0.0019954179765883,0.169256523318888
"CbMPDiCbraya","D011","D636",0.029362968762613,0.435842770596148,0.220018561692168,0.156718864327807,0.158056834621264
"CbMPDiCbraya","D011","D637",0.0313854836562198,0.17263546174684,0.555785025132372,0.0919651610202401,0.148228868444328
"CbMPDiCbraya","D011","D638",0.0107268081970517,0.185350393905699,0.326347756598412,0.00561147259347014,0.471963568705367
"CbMPDiCbraya","D011","D639",0.0261338192802595,0.426736686378667,0.387904593457466,0.0093755045837472,0.149849396299861
"CbMPDiCbraya","D011","D640",0.0555179120683097,0.189242114005102,0.150954317868839,0.0100979882957439,0.594187667762005
"CbMPDiCbraya","D011","D701",0.0526948116173857,0.0962363348982482,0.517407502158495,0.153836682161047,0.179824669164824
"CbMPDiCbraya","D011","D702",0.0329723616317766,0.479414980486879,0.208042986921082,0.124261608565976,0.155308062394286
"CbMPDiCbraya","D011","D703",0.0327224281541515,0.115426409556295,0.152892665749689,0.00673564296667096,0.692222853573194
"CbMPDiCbraya","D011","D704",0.0581431910915281,0.212158975161489,0.301122838256232,0.0454454690760803,0.38312952641467
"CbMPDiCbraya","D011","D705",0.0311366039805191,0.170445471394849,0.481744987439246,0.0184359152917819,0.298237021893604
"CbMPDiCbraya","D011","D706",0.054324689183925,0.0615350098356142,0.460119659005647,0.114264225816242,0.309756416158571
"CbMPDiCbraya","D011","D707",0.0311092717990076,0.389442920485416,0.282419533985431,0.128816463014145,0.168211810716001
"CbMPDiCbraya","D011","D708",0.0548099700970801,0.156771248667493,0.399874411996949,0.100293232321647,0.288251136916831
"CbMPDiCbraya","D011","D709",0.0306437518205651,0.295139642310598,0.197230145098276,0.149722665453029,0.327263795317532
"CbMPDiCbraya","D011","D710",0.0311228504452045,0.10369864218251,0.593611447294883,0.076825205559317,0.194741854518085
"CbMPDiCbraya","D011","D711",0.0326998841720299,0.099890939007494,0.622535978931365,0.0233935651688732,0.221479632720238
"CbMPDiCbraya","D011","D712",0.052219482250963,0.265892739076715,0.27881938635928,0.197425692698717,0.205642699614325
"CbMPDiCbraya","D011","D713",0.0191377803670259,0.154391857950284,0.517717443148503,0.0933086298715427,0.215444288662644
"CbMPDiCbraya","D011","D714",0.0332871391590586,0.166701722926611,0.413146568792119,0.129237743838823,0.257626825283388
"CbMPDiCbraya","D011","D715",0.0331487111568507,0.207829220729187,0.212572781086862,0.0189545618077277,0.527494725219373
"CbMPDiCbraya","D011","D716",0.0586952916023761,0.162964419827277,0.213847077260548,0.105166977316547,0.459326233993253
"CbMPDiCbraya","D011","D717",0.0325573690466791,0.228808571615993,0.095391954269515,0.19228441609527,0.450957688972543
"CbMPDiCbraya","D011","D718",0.0306437518205651,0.195150092815808,0.204411917123279,0.0177731639949395,0.552021074245408
"CbMPDiCbraya","D011","D719",0.0306437518205651,0.138855256301818,0.191705048773901,0.00797199465354922,0.630823948450167
"CbMPDiCbraya","D011","D720",0.0319695949323509,0.0946108750109903,0.491047028786506,0.0938811011087843,0.288491400161368
"CbMPDiCbraya","D011","D721",0.0314594244165893,0.245801194248258,0.102883826063539,0.00313156724686748,0.616723988024746
"CbMPDiCbraya","D011","D722",0.0310517968553381,0.14117825718711,0.20319010696439,0.151241517062429,0.473338321930733
"CbMPDiCbraya","D011","D723",0.0575449088947768,0.489987604176178,0.100131567793699,0.0661100133902045,0.286225905745142
"CbMPDiCbraya","D011","D724",0.031107529672761,0.128371234139792,0.638216226430331,0.0719208884059371,0.130384121351178
"CbMPDiCbraya","D011","D725",0.0289542674046024,0.160594344196328,0.275221662200659,0.0159398580909717,0.519289868107439
"CbMPDiCbraya","D011","D726",0.0310509024756298,0.214566923736192,0.201786317067605,0.0161512023899411,0.536444654330632
"CbMPDiCbraya","D011","D727",0.0311634934813835,0.179076269466011,0.27973387989583,0.00729211546088588,0.50273424169589
"CbMPDiCbraya","D011","D728",0.0225457426068632,0.382958279755886,0.215568482638025,0.0235575279414411,0.355369967057785
"CbMPDiCbraya","D011","D729",0.0319399941741917,0.1172961793572,0.537592168003687,0.0386907834890721,0.274480874975849
"CbMPDiCbraya","D011","D730",0.0357122050684532,0.0742052746983885,0.635037947364525,0.0643146363950567,0.190729936473576
"CbMPDiCbraya","D011","D731",0.0571366152053597,0.0844768977448473,0.459789220795445,0.0870658635934743,0.311531402660874
"CbMPDiCbraya","D011","D732",0.032799263996429,0.0992395740357231,0.396458818727216,0.0217441270976115,0.449758216143021
"CbMPDiCbraya","D011","D733",0.0319399941741917,0.119928574289848,0.591097515951463,0.0366737760064401,0.220360139578057
"CbMPDiCbraya","D011","D734",0.0324045568082335,0.143921828199251,0.190269500267952,0.0802835017032051,0.553120613021359
"CbMPDiCbraya","D011","D735",0.0324629673687563,0.361380149638418,0.175394317880329,0.023608538897077,0.40715402621542
"CbMPDiCbraya","D011","D736",0.0575724539621924,0.102811189926232,0.418310613690028,0.0401893662338141,0.381116376187734
"CbMPDiCbraya","D011","D737",0.0329428163365135,0.367561577180554,0.225064593777163,0.103539327974971,0.270891684730799
"CbMPDiCbraya","D011","D738",0.0327060487397649,0.42270949546292,0.190663490478804,0.135840816052801,0.21808014926571
"CbMPDiCbraya","D011","D739",0.0571366152053597,0.0616625498250922,0.450594791771655,0.0748511428441685,0.355754900353725
"CbMPDiCbraya","D011","D740",0.0306896908590092,0.214994921541269,0.20366620331753,0.115631053823072,0.435018130459119
"CbMPDiCbraya","D012","D013",0,0.191261796109646,0.0177309673091698,0.141510752641665,0.649496483939519
"CbMPDiCbraya","D012","D014",0,0.19790422088456,0.0240056178833675,0.153350673508353,0.62473948772372
"CbMPDiCbraya","D012","D101",0.00509578232770024,0.487868791769013,0.483634403476105,0.00234912622816796,0.0210518961990136
"CbMPDiCbraya","D012","D102",0.0051416755057765,0.458567792347771,0.506174957492885,0.00258651564041836,0.0275290590131491
"CbMPDiCbraya","D012","D103",0.00323362506167814,0.408507845334465,0.562776998521152,0.00206658678728685,0.0234149442954177
"CbMPDiCbraya","D012","D104",0.0040028101771416,0.420379821587049,0.54497348836885,0.002800632500173,0.0278432473667867
"CbMPDiCbraya","D012","D105",0.00328844201392524,0.421218440316717,0.543701459344756,0.00217515744906598,0.0296165008755357
"CbMPDiCbraya","D012","D106",0.000580700490357458,0.457653759910631,0.512270727683386,0.000586143561025648,0.0289086683545998
"CbMPDiCbraya","D012","D107",0.00512101973209319,0.46816896468521,0.502434992870409,0.00260906354151681,0.0216659591707712
"CbMPDiCbraya","D012","D108",0.00690235515693797,0.420321474052424,0.546207259785567,0.00205150807610983,0.0245174029289616
"CbMPDiCbraya","D012","D109",0.00796673112773796,0.428556938869013,0.539458341046906,0.00198514446481861,0.0220328444915242
"CbMPDiCbraya","D012","D110",0.00106160214272364,0.463279935027552,0.3971598855773,0.00355937089974113,0.134939206352683
"CbMPDiCbraya","D012","D111",0.00420680235417012,0.467502506831721,0.502333608868986,0.00282762814306971,0.0231294538020528
"CbMPDiCbraya","D012","D112",0.00355589236669831,0.452833888772884,0.515905697762867,0.00225580770356746,0.0254487133939824
"CbMPDiCbraya","D012","D113",0.002873803019564,0.379891818353231,0.590878349315131,0.00252197818826336,0.023834051123811
"CbMPDiCbraya","D012","D114",0.00442555182417394,0.440908633762918,0.527632049295359,0.0025571126600065,0.0244766524575419
"CbMPDiCbraya","D012","D301",0.030941026406861,0.282010335822369,0.596322207047987,0.00629724718514601,0.0844291835376375
"CbMPDiCbraya","D012","D302",0.00819414092556675,0.370198954350775,0.374413458157145,0.0235755896875815,0.223617856878932
"CbMPDiCbraya","D012","D303",0.00668400122361578,0.30324820727351,0.353612846258287,0.0188282746368431,0.317626670607744
"CbMPDiCbraya","D012","D304",0.0152809983519717,0.361068500235877,0.514392844852857,0.00914662450007544,0.100111032059219
"CbMPDiCbraya","D012","D305",0.0183421889390002,0.259934482940668,0.619458474647921,0.00683562377460724,0.095429229697804
"CbMPDiCbraya","D012","D306",0.0186079899907211,0.358158879366478,0.532499987806485,0.00840911682888891,0.0823240260074266
"CbMPDiCbraya","D012","D307",0.00950964732025462,0.220662182602602,0.64741955614065,0.00989531618111516,0.112513297755379
"CbMPDiCbraya","D012","D308",0.0124032105005347,0.414658816509185,0.293848568924578,0.00639605992843321,0.272693344137269
"CbMPDiCbraya","D012","D309",0.00414534673805092,0.411957350010266,0.482057790556241,0.004183978541574,0.0976555341538684
"CbMPDiCbraya","D012","D310",0.00852607305199789,0.261947052240805,0.624625455161619,0.0153589235892874,0.0895424959562905
"CbMPDiCbraya","D012","D311",0.0170608327262516,0.363390656654565,0.277203731777197,0.0260858962722129,0.316258882569774
"CbMPDiCbraya","D012","D312",0.0115035238584207,0.245054253841487,0.648069892018818,0.0102554701332554,0.0851168601480188
"CbMPDiCbraya","D012","D313",0.00707180967496737,0.34008968712479,0.556151904899489,0.0272358684279631,0.0694507298727906
"CbMPDiCbraya","D012","D314",0.00668400122361578,0.43761055867523,0.289871894323371,0.00768355693518851,0.258149988842595
"CbMPDiCbraya","D012","D315",0.0161650831714478,0.365473097314965,0.277841889201913,0.02689970171736,0.313620228594314
"CbMPDiCbraya","D012","D316",0.00259386019646857,0.355210883117802,0.349361070662564,0.0215920737498664,0.271242112273299
"CbMPDiCbraya","D012","D317",0.0168605849925879,0.322765941154632,0.558236273687533,0.0236295770183994,0.0785076231468474
"CbMPDiCbraya","D012","D318",0.00711130127665993,0.307211906840989,0.342167551850557,0.0239188255293331,0.319590414502461
"CbMPDiCbraya","D012","D319",0.0120827121386029,0.273477570652914,0.61955584344602,0.00401385811177633,0.0908700156506863
"CbMPDiCbraya","D012","D320",0.0089092294330995,0.337444902931193,0.354827907286294,0.0351448420420344,0.263673118307378
"CbMPDiCbraya","D012","D501",0.00675780185041486,0.397376147983559,0.245930855380363,0.0384733227067386,0.311461872078925
"CbMPDiCbraya","D012","D502",0.00930008269955607,0.178605165804559,0.558019811588126,0.0406474731286669,0.213427466779092
"CbMPDiCbraya","D012","D503",0.00972758977117711,0.186817284583528,0.511440931524231,0.0311000332598244,0.260914160861239
"CbMPDiCbraya","D012","D504",0.00740381486127681,0.387071944071008,0.352683850361728,0.0302852210255818,0.222555169680405
"CbMPDiCbraya","D012","D505",0.0146375038237993,0.0900206693076736,0.514829749842038,0.109273870323374,0.271238206703115
"CbMPDiCbraya","D012","D506",0.0157047148688482,0.224346487839418,0.623702714389603,0.0301827259153956,0.106063356986735
"CbMPDiCbraya","D012","D507",0.0163977819633585,0.370372021397163,0.430880792913723,0.133968558515357,0.0483808452103994
"CbMPDiCbraya","D012","D508",0.0110929498999061,0.180829074884172,0.679991994132245,0.064863770585471,0.0632222104982062
"CbMPDiCbraya","D012","D509",0.00799338399559715,0.246031761692144,0.500839121698242,0.0363536001556919,0.208782132458326
"CbMPDiCbraya","D012","D510",0.016991384991949,0.169188125392802,0.629208013336276,0.0442017376086875,0.140410738670286
"CbMPDiCbraya","D012","D511",0.015925063713829,0.331009221234485,0.464967957652422,0.122340276690362,0.0657574807089021
"CbMPDiCbraya","D012","D512",0.0161211379626797,0.319889278124179,0.234891227737528,0.130714088218462,0.298384267957152
"CbMPDiCbraya","D012","D513",0.0200615368586191,0.263628560167658,0.338751285708673,0.0419140939630277,0.335644523302023
"CbMPDiCbraya","D012","D514",0.0175901221901583,0.119762448842113,0.665030605718399,0.0872159185031924,0.110400904746137
"CbMPDiCbraya","D012","D515",0.00813078118406096,0.162745700367319,0.715768854153893,0.0287246796832442,0.0846299846114829
"CbMPDiCbraya","D012","D516",0.0152162483957687,0.362883574582815,0.356987888049007,0.0364559603446738,0.228456328627735
"CbMPDiCbraya","D012","D517",0.0156371755733741,0.307074634200324,0.245995483108376,0.0361361736377655,0.39515653348016
"CbMPDiCbraya","D012","D518",0.0127431536994673,0.390673251059805,0.345016275035491,0.0347050213404969,0.21686229886474
"CbMPDiCbraya","D012","D519",0.00988594484357513,0.469229371855696,0.33171431892134,0.125276896336164,0.0638934680432248
"CbMPDiCbraya","D012","D520",0.00797618990844002,0.282182151151977,0.557487527090213,0.102088731220802,0.0502654006285679
"CbMPDiCbraya","D012","D601",0.0176613071309806,0.266561082344961,0.357302863222357,0.0137855679227942,0.344689179378907
"CbMPDiCbraya","D012","D602",0.0162644824567127,0.32187821356944,0.344615788004121,0.0367540762974563,0.28048743967227
"CbMPDiCbraya","D012","D603",0.0174530855112696,0.356955053715781,0.262227927234378,0.0558577034498384,0.307506230088733
"CbMPDiCbraya","D012","D604",0.00963055338735875,0.100219879108752,0.266257497387717,0.0299482278429203,0.593943842273252
"CbMPDiCbraya","D012","D605",0.0100848682997256,0.231109022076838,0.322882435209228,0.0421040700289212,0.393819604385287
"CbMPDiCbraya","D012","D606",0.0167140172011424,0.318172631717333,0.319588511749752,0.0348989364798738,0.310625902851899
"CbMPDiCbraya","D012","D607",0.00991632204314042,0.156948918921071,0.549071102505048,0.147619362255768,0.136444294274973
"CbMPDiCbraya","D012","D608",0.00900721905709328,0.380872470601455,0.288646335933122,0.0394543576942212,0.28201961671411
"CbMPDiCbraya","D012","D609",0.0254344785712497,0.149148301642506,0.415865092728756,0.0206202972643387,0.388931829793149
"CbMPDiCbraya","D012","D610",0.0153576994966129,0.432958579476494,0.30419825687006,0.180252732038174,0.067232732118659
"CbMPDiCbraya","D012","D611",0.0096677955192727,0.149613087045133,0.485449344077697,0.0257104611644583,0.329559312193439
"CbMPDiCbraya","D012","D612",0.00934842628672786,0.129539282449098,0.541829474991107,0.089671381026687,0.22961143524638
"CbMPDiCbraya","D012","D613",0.0169099547066373,0.161157112237526,0.511149297830878,0.0398640741311288,0.27091956109383
"CbMPDiCbraya","D012","D614",0.0156643014570677,0.343228853754603,0.327021841487969,0.0509225805222815,0.263162422778079
"CbMPDiCbraya","D012","D615",0.0116138914311091,0.169273801619721,0.341919801658665,0.0198537000244346,0.45733880526607
"CbMPDiCbraya","D012","D616",0.0097627321495749,0.166053565841946,0.579609525627645,0.0701979444173973,0.174376231963437
"CbMPDiCbraya","D012","D617",0.0188827870248196,0.518399681866362,0.19239570323813,0.126032433002721,0.144289394867968
"CbMPDiCbraya","D012","D618",0.0161211379626797,0.322147386534824,0.284997461632121,0.0523702456176151,0.32436376825276
"CbMPDiCbraya","D012","D619",0.0173368921744065,0.1086968650393,0.783745532296641,0.0402129757162987,0.0500077347733537
"CbMPDiCbraya","D012","D620",0.0154104937381629,0.13408793644943,0.549216181211313,0.0257423298694866,0.275543058731607
"CbMPDiCbraya","D012","D621",0.0187756875411662,0.234510343641172,0.218365234749069,0.0506619403337614,0.477686793734831
"CbMPDiCbraya","D012","D622",0.015361578197397,0.197027924442297,0.506265719242876,0.0305770110800842,0.250767767037345
"CbMPDiCbraya","D012","D623",0.0083002665734388,0.356477921850906,0.212631897665766,0.0491083524263177,0.373481561483572
"CbMPDiCbraya","D012","D624",0.0396888714360327,0.093369909897515,0.529055096453041,0.0269436114726075,0.310942510740803
"CbMPDiCbraya","D012","D625",0.0173026569207494,0.156877220612698,0.532811969155628,0.0320658320783526,0.260942321232572
