OTUID	Kingdom	Phylum	Class	Order	Family	Genus
OTU_8	Bacteria	Fermentibacterota	Fermentibacteria	Fermentibacterales	Fermentibacteraceae	uncultured__bacterium
OTU_11	Bacteria	Cloacimonadota	Cloacimonadia	Cloacimonadales	LK-44f	uncultured__bacterium
OTU_9	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio
OTU_5	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
OTU_2	Bacteria	TA06	terrestrial__metagenome	uncultured__bacterium	uncultured__bacterium	uncultured__bacterium
OTU_7	Bacteria	Latescibacterota	uncultured__bacterium	uncultured__bacterium	uncultured__bacterium	uncultured__bacterium
OTU_10	Bacteria	Cloacimonadota	Cloacimonadia	Cloacimonadales	Cloacimonadaceae	Candidatus__Cloacimonas
OTU_13	Bacteria	Cloacimonadota	Cloacimonadia	Cloacimonadales	LK-44f	uncultured__bacterium
OTU_17	Bacteria	Acidobacteriota	Aminicenantia	Aminicenantales	uncultured__bacterium	uncultured__bacterium
OTU_3	Bacteria	TA06	terrestrial__metagenome	uncultured__bacterium	uncultured__bacterium	uncultured__bacterium
OTU_4	Bacteria	Cloacimonadota	Cloacimonadia	Cloacimonadales	MSBL8	uncultured__bacterium
OTU_6	Bacteria	Myxococcota	Polyangia	MidBa8	uncultured__delta__proteobacterium	uncultured__bacterium
OTU_15	Bacteria	Thermotogota	Thermotogae	Kosmotogales	Kosmotogaceae	Mesotoga
OTU_16	Bacteria	Fermentibacterota	Fermentibacteria	Fermentibacterales	Fermentibacteraceae	uncultured__bacterium
OTU_12	Bacteria	Cloacimonadota	Cloacimonadia	Cloacimonadales	MSBL8	uncultured__bacterium
OTU_23	Bacteria	Cloacimonadota	Cloacimonadia	Cloacimonadales	SHA-4	uncultured__bacterium
OTU_26	Bacteria	Gemmatimonadota	PAUC43f__marine__benthic__group	uncultured__bacterium	uncultured__bacterium	uncultured__bacterium
OTU_27	Bacteria	Thermotogota	Thermotogae	Kosmotogales	Kosmotogaceae	uncultured
OTU_28	Bacteria	Fermentibacterota	Fermentibacteria	Fermentibacterales	Fermentibacteraceae	uncultured__bacterium
OTU_30	Bacteria	Cloacimonadota	Cloacimonadia	Cloacimonadales	PBS-18	uncultured__bacterium
OTU_32	Bacteria	Cloacimonadota	Cloacimonadia	Cloacimonadales	MSBL8	uncultured__bacterium
OTU_31	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup__23
OTU_34	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Draconibacterium
OTU_36	Bacteria	Cloacimonadota	Cloacimonadia	Cloacimonadales	MSBL8	uncultured__bacterium
OTU_19	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup__23
OTU_35	Bacteria	Fermentibacterota	Fermentibacteria	Fermentibacterales	Fermentibacteraceae	uncultured__bacterium
OTU_37	Bacteria	Latescibacterota	uncultured__bacterium	uncultured__bacterium	uncultured__bacterium	uncultured__bacterium
OTU_39	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Draconibacterium
OTU_20	Bacteria	Cloacimonadota	Cloacimonadia	Cloacimonadales	Cloacimonadaceae	LNR__A2-18
OTU_38	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup__23
OTU_21	Bacteria	Acidobacteriota	Aminicenantia	Aminicenantales	uncultured__bacterium	uncultured__bacterium
OTU_22	Bacteria	Cloacimonadota	Cloacimonadia	Cloacimonadales	MSBL8	uncultured__bacterium
OTU_25	Bacteria	Cloacimonadota	Cloacimonadia	Cloacimonadales	PBS-18	uncultured__bacterium
OTU_40	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	uncultured
OTU_44	Bacteria	Acidobacteriota	Aminicenantia	Aminicenantales	uncultured__bacterium	uncultured__bacterium
OTU_24	Bacteria	Latescibacterota	uncultured__bacterium	uncultured__bacterium	uncultured__bacterium	uncultured__bacterium
OTU_45	Bacteria	Myxococcota	bacteriap25	uncultured__delta__proteobacterium	uncultured__bacterium	uncultured__bacterium
OTU_47	Bacteria	Cloacimonadota	Cloacimonadia	Cloacimonadales	MSBL8	uncultured__bacterium
OTU_29	Bacteria	Latescibacterota	saltmarsh__clone__LCP-67	uncultured__bacterium	uncultured__bacterium	uncultured__bacterium
OTU_43	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup__23
OTU_46	Bacteria	Marinimicrobia__(SAR406__clade)	uncultured__bacterium	uncultured__bacterium	uncultured__bacterium	uncultured__bacterium
OTU_33	Bacteria	Cloacimonadota	Cloacimonadia	Cloacimonadales	MSBL8	uncultured__bacterium
OTU_18	Bacteria	Nitrospirota	Thermodesulfovibrionia	uncultured	uncultured__bacterium	uncultured__bacterium
OTU_42	Bacteria	Latescibacterota	Latescibacteria	Latescibacterales	Latescibacteraceae	uncultured__bacterium
OTU_48	Bacteria	Latescibacterota	uncultured__bacterium	uncultured__bacterium	uncultured__bacterium	uncultured__bacterium
OTU_52	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Halodesulfovibrio
OTU_50	Bacteria	Fermentibacterota	Fermentibacteria	Fermentibacterales	Fermentibacteraceae	uncultured__bacterium
OTU_53	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
OTU_56	Bacteria	Latescibacterota	uncultured__organism	uncultured__bacterium	uncultured__bacterium	uncultured__bacterium
OTU_55	Bacteria	Latescibacterota	uncultured__bacterium	uncultured__bacterium	uncultured__bacterium	uncultured__bacterium
OTU_54	Bacteria	Latescibacterota	uncultured__Bacteroidetes__bacterium	uncultured__bacterium	uncultured__bacterium	uncultured__bacterium
OTU_49	Bacteria	Latescibacterota	uncultured__bacterium	uncultured__bacterium	uncultured__bacterium	uncultured__bacterium
OTU_60	Bacteria	Fermentibacterota	Fermentibacteria	Fermentibacterales	Fermentibacteraceae	uncultured__bacterium
OTU_58	Bacteria	Cloacimonadota	Cloacimonadia	Cloacimonadales	MSBL8	uncultured__bacterium
OTU_61	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Draconibacterium
OTU_59	Bacteria	Cloacimonadota	Cloacimonadia	Cloacimonadales	MSBL8	uncultured__bacterium
OTU_51	Bacteria	Cloacimonadota	Cloacimonadia	Cloacimonadales	Cloacimonadaceae	LNR__A2-18
OTU_63	Bacteria	Cloacimonadota	Cloacimonadia	Cloacimonadales	MSBL8	uncultured__bacterium
OTU_62	Bacteria	Cloacimonadota	Cloacimonadia	Cloacimonadales	LK-44f	uncultured__bacterium
OTU_66	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup__23
OTU_65	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
OTU_57	Bacteria	WPS-2	bacterium__ADurb.Bin236	uncultured__bacterium	uncultured__bacterium	uncultured__bacterium
OTU_64	Bacteria	Cloacimonadota	Cloacimonadia	Cloacimonadales	MSBL8	uncultured__bacterium
OTU_69	Bacteria	Cyanobacteria	Vampirivibrionia	Gastranaerophilales	uncultured__bacterium	uncultured__bacterium
OTU_72	Bacteria	Cyanobacteria	Vampirivibrionia	Gastranaerophilales	uncultured__bacterium	uncultured__bacterium
OTU_68	Bacteria	Cloacimonadota	Cloacimonadia	Cloacimonadales	MSBL8	uncultured__bacterium
OTU_67	Bacteria	Cloacimonadota	Cloacimonadia	Cloacimonadales	MSBL8	uncultured__bacterium
OTU_75	Bacteria	Cloacimonadota	Cloacimonadia	Cloacimonadales	CW-1__termite__group	uncultured__bacterium
OTU_73	Bacteria	Cloacimonadota	Cloacimonadia	Cloacimonadales	MSBL8	uncultured__bacterium
OTU_77	Bacteria	Cloacimonadota	Cloacimonadia	Cloacimonadales	MSBL8	uncultured__bacterium
OTU_71	Bacteria	Cloacimonadota	Cloacimonadia	Cloacimonadales	MSBL8	uncultured__bacterium
OTU_70	Bacteria	Marinimicrobia__(SAR406__clade)	uncultured__bacterium	uncultured__bacterium	uncultured__bacterium	uncultured__bacterium
OTU_76	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	uncultured	uncultured__bacterium
OTU_78	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	uncultured
OTU_80	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Oceanirhabdus
OTU_81	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup__23
OTU_79	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobacter
OTU_82	Bacteria	Latescibacterota	uncultured__bacterium	uncultured__bacterium	uncultured__bacterium	uncultured__bacterium
OTU_84	Bacteria	Latescibacterota	uncultured__Bacteroidetes__bacterium	uncultured__bacterium	uncultured__bacterium	uncultured__bacterium
OTU_85	Bacteria	Cloacimonadota	Cloacimonadia	Cloacimonadales	PBS-18	uncultured__bacterium
OTU_86	Bacteria	Latescibacterota	uncultured__Bacteroidetes__bacterium	uncultured__bacterium	uncultured__bacterium	uncultured__bacterium
OTU_90	Bacteria	Fermentibacterota	Fermentibacteria	Fermentibacterales	Fermentibacteraceae	metagenome
OTU_88	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup__23
OTU_89	Bacteria	NKB15	uncultured__bacterium	uncultured__bacterium	uncultured__bacterium	uncultured__bacterium
OTU_83	Bacteria	Cloacimonadota	Cloacimonadia	Cloacimonadales	MSBL8	uncultured__bacterium
OTU_91	Bacteria	Cloacimonadota	Cloacimonadia	Cloacimonadales	MSBL8	uncultured__bacterium
OTU_87	Bacteria	Latescibacterota	Latescibacteria	Latescibacterales	Latescibacteraceae	uncultured__bacterium
OTU_94	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Lentimicrobiaceae	uncultured__bacterium
OTU_95	Bacteria	Cloacimonadota	Cloacimonadia	Cloacimonadales	LK-44f	uncultured__bacterium
OTU_97	Bacteria	Cloacimonadota	Cloacimonadia	Cloacimonadales	LK-44f	uncultured__bacterium
OTU_92	Bacteria	Latescibacterota	uncultured__bacterium	uncultured__bacterium	uncultured__bacterium	uncultured__bacterium
OTU_93	Bacteria	Actinobacteriota	WCHB1-81	uncultured__bacterium	uncultured__bacterium	uncultured__bacterium
OTU_96	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Sphaerochaeta
OTU_98	Bacteria	Cloacimonadota	Cloacimonadia	Cloacimonadales	MSBL8	uncultured__bacterium
OTU_102	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Draconibacterium
OTU_103	Bacteria	Cloacimonadota	Cloacimonadia	Cloacimonadales	MSBL8	uncultured__organism
OTU_100	Bacteria	Cyanobacteria	Vampirivibrionia	Gastranaerophilales	uncultured__organism	uncultured__bacterium
OTU_104	Bacteria	Cloacimonadota	Cloacimonadia	Cloacimonadales	MSBL8	uncultured__bacterium
OTU_99	Bacteria	Cloacimonadota	Cloacimonadia	Cloacimonadales	NK-L14	uncultured__bacterium
OTU_109	Bacteria	Cloacimonadota	Cloacimonadia	Cloacimonadales	LK-44f	uncultured__bacterium
OTU_106	Bacteria	Cloacimonadota	Cloacimonadia	Cloacimonadales	Cloacimonadaceae	Candidatus__Cloacimonas
OTU_108	Bacteria	Cloacimonadota	Cloacimonadia	Cloacimonadales	MSBL8	uncultured__bacterium
OTU_105	Bacteria	Fermentibacterota	Fermentibacteria	Fermentibacterales	Fermentibacteraceae	uncultured__bacterium
OTU_107	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Lentimicrobiaceae	uncultured__bacterium
OTU_101	Bacteria	Cloacimonadota	Cloacimonadia	Cloacimonadales	MSBL8	uncultured__bacterium
OTU_110	Bacteria	Cloacimonadota	Cloacimonadia	Cloacimonadales	SHA-4	uncultured__bacterium
OTU_112	Bacteria	Fermentibacterota	Fermentibacteria	Fermentibacterales	Fermentibacteraceae	uncultured__bacterium
OTU_111	Bacteria	Cloacimonadota	Cloacimonadia	Cloacimonadales	MSBL8	uncultured__bacterium
OTU_114	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Lentimicrobiaceae	uncultured__bacterium
OTU_115	Bacteria	Cloacimonadota	Cloacimonadia	Cloacimonadales	MSBL8	uncultured__bacterium
OTU_113	Bacteria	Cloacimonadota	Cloacimonadia	Cloacimonadales	MSBL8	uncultured__bacterium
OTU_116	Bacteria	Cloacimonadota	Cloacimonadia	Cloacimonadales	LK-44f	uncultured__organism
OTU_120	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidetes__vadinHA17	uncultured__bacterium
OTU_121	Bacteria	NKB15	uncultured__bacterium	uncultured__bacterium	uncultured__bacterium	uncultured__bacterium
OTU_122	Bacteria	Cloacimonadota	Cloacimonadia	Cloacimonadales	Cloacimonadaceae	Candidatus__Cloacimonas
OTU_119	Bacteria	Marinimicrobia__(SAR406__clade)	uncultured__bacterium	uncultured__bacterium	uncultured__bacterium	uncultured__bacterium
OTU_118	Bacteria	Fermentibacterota	Fermentibacteria	Fermentibacterales	Fermentibacteraceae	uncultured__bacterium
OTU_125	Bacteria	Cloacimonadota	Cloacimonadia	Cloacimonadales	MSBL8	uncultured__bacterium
OTU_123	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Lentimicrobiaceae	uncultured__bacterium
OTU_127	Bacteria	Cloacimonadota	Cloacimonadia	Cloacimonadales	LK-44f	uncultured__bacterium
OTU_126	Bacteria	Fermentibacterota	Fermentibacteria	Fermentibacterales	Fermentibacteraceae	uncultured__bacterium
OTU_124	Bacteria	Cloacimonadota	Cloacimonadia	Cloacimonadales	MSBL8	bacterium__enrichment__culture__clone__E23
OTU_129	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
OTU_130	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	uncultured	uncultured__bacterium
OTU_132	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio
OTU_135	Bacteria	Marinimicrobia__(SAR406__clade)	uncultured__bacterium	uncultured__bacterium	uncultured__bacterium	uncultured__bacterium
OTU_136	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfomicrobiaceae	Desulfomicrobium
OTU_128	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
OTU_131	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfobulbaceae	Desulfobulbus
OTU_133	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
OTU_137	Bacteria	Firmicutes	Clostridia	Peptococcales	Peptococcaceae	uncultured
OTU_134	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella
OTU_138	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	Desulfofustis
OTU_140	Bacteria	Firmicutes	Clostridia	Peptococcales	Peptococcaceae	uncultured
OTU_139	Bacteria	Verrucomicrobiota	Verrucomicrobiae	LD1-PB3	uncultured__bacterium	uncultured__bacterium
OTU_143	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobacter
OTU_141	Bacteria	Firmicutes	Bacilli	Exiguobacterales	Exiguobacteraceae	Exiguobacterium
OTU_145	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfobacteraceae	Desulfotignum
OTU_142	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
OTU_146	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
OTU_144	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfomicrobiaceae	Desulfomicrobium
OTU_147	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	uncultured
OTU_151	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
OTU_152	Bacteria	Desulfobacterota	Desulfarculia	Desulfarculales	Desulfarculaceae	Dethiosulfatarculus
OTU_148	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfobacteraceae	Desulfotignum
OTU_149	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
OTU_155	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfobulbaceae	uncultured
OTU_156	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Trichococcus
OTU_154	Bacteria	Caldatribacteriota	JS1	uncultured__organism	uncultured__bacterium	uncultured__bacterium
OTU_150	Bacteria	Firmicutes	Clostridia	Peptococcales	Peptococcaceae	uncultured
OTU_157	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio
OTU_158	Bacteria	Marinimicrobia__(SAR406__clade)	uncultured__bacterium	uncultured__bacterium	uncultured__bacterium	uncultured__bacterium
OTU_159	Bacteria	Caldisericota	Caldisericia	Caldisericales	WCHB1-02	uncultured__bacterium
OTU_160	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	uncultured
OTU_153	Bacteria	Marinimicrobia__(SAR406__clade)	uncultured__eubacterium__AB16	uncultured__bacterium	uncultured__bacterium	uncultured__bacterium
OTU_161	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfobulbaceae	Desulfobulbus
OTU_162	Bacteria	Acidobacteriota	Aminicenantia	Aminicenantales	uncultured__bacterium	uncultured__bacterium
OTU_163	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Sunxiuqinia
OTU_164	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
OTU_165	Bacteria	Marinimicrobia__(SAR406__clade)	uncultured__eubacterium__AB16	uncultured__bacterium	uncultured__bacterium	uncultured__bacterium
OTU_166	Bacteria	Desulfobacterota	Desulfuromonadia	Syntrophotaleaceae	Syntrophotalea	Pelobacter__venetianus
OTU_167	Bacteria	Hydrogenedentes	Hydrogenedentia	Hydrogenedentiales	Hydrogenedensaceae	uncultured__bacterium
OTU_174	Bacteria	Firmicutes	D8A-2	uncultured__bacterium	uncultured__bacterium	uncultured__bacterium
OTU_175	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
OTU_170	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	Desulfatitalea
OTU_169	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfobulbaceae	Desulfobulbus
OTU_178	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Psychromonadaceae	Psychromonas
OTU_168	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	uncultured
OTU_172	Bacteria	Desulfobacterota	Syntrophia	Syntrophales	Smithellaceae	Smithella
OTU_176	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	uncultured
OTU_171	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobacterium
OTU_177	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	uncultured__organism	uncultured__bacterium
OTU_179	Bacteria	Fermentibacterota	Fermentibacteria	Fermentibacterales	Fermentibacteraceae	bacterium__YC-ZSS-LKJ186
OTU_180	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfoplanaceae	Desulfoplanes
OTU_173	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	Desulfosarcina
OTU_181	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
OTU_185	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobacterium
OTU_182	Bacteria	Acidobacteriota	Aminicenantia	Aminicenantales	uncultured__bacterium	uncultured__bacterium
OTU_183	Bacteria	Latescibacterota	Latescibacteria	Latescibacterales	Latescibacteraceae	uncultured__bacterium
OTU_184	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobacterium
OTU_188	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Turicibacter
OTU_186	Bacteria	Calditrichota	Calditrichia	Calditrichales	Calditrichaceae	uncultured__bacterium
OTU_187	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfococcaceae	Desulfococcus
OTU_194	Bacteria	Latescibacterota	Latescibacteria	Latescibacterales	Latescibacteraceae	uncultured__bacterium
OTU_189	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio
OTU_193	Bacteria	Caldatribacteriota	JS1	uncultured__bacterium	uncultured__bacterium	uncultured__bacterium
OTU_192	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
OTU_190	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio
OTU_195	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	uncultured
OTU_191	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
OTU_196	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	uncultured	uncultured__bacterium
OTU_198	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfocurvus
OTU_197	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfocurvus
OTU_203	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	uncultured__bacterium	uncultured__bacterium
OTU_202	Bacteria	SAR324__clade(Marine__group__B)	uncultured__organism	uncultured__bacterium	uncultured__bacterium	uncultured__bacterium
OTU_200	Bacteria	Firmicutes	D8A-2	uncultured__bacterium	uncultured__bacterium	uncultured__bacterium
OTU_201	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
OTU_199	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfococcaceae	uncultured
OTU_204	Bacteria	Firmicutes	Clostridia	Peptococcales	Peptococcaceae	uncultured
OTU_205	Bacteria	Desulfobacterota	Desulfomonilia	Desulfomonilales	Desulfomonilaceae	Desulfomonile
OTU_206	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	uncultured
OTU_211	Bacteria	Halanaerobiaeota	Halanaerobiia	Halanaerobiales	Halobacteroidaceae	uncultured
OTU_208	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Soehngenia	uncultured__bacterium
OTU_207	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
OTU_210	Bacteria	Desulfobacterota	Desulfuromonadia	Desulfuromonadaceae	Desulfuromonas	Desulfuromonas__acetoxidans__DSM__684
OTU_209	Bacteria	Desulfobacterota	Desulfuromonadia	Syntrophotaleaceae	Syntrophotalea	Pelobacter__acetylenicus
OTU_214	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
OTU_213	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
OTU_215	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
OTU_212	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus
OTU_216	Bacteria	Caldatribacteriota	JS1	uncultured__organism	uncultured__bacterium	uncultured__bacterium
OTU_217	Bacteria	Fermentibacterota	Fermentibacteria	Fermentibacterales	Fermentibacteraceae	uncultured__bacterium
OTU_220	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	uncultured__bacterium	uncultured__bacterium
OTU_221	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	uncultured	uncultured__bacterium
OTU_223	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
OTU_218	Bacteria	Firmicutes	Clostridia	Peptococcales	Peptococcaceae	uncultured
OTU_225	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
OTU_219	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	Desulfatitalea
OTU_222	Bacteria	Dependentiae	Babeliae	Babeliales	uncultured__organism	uncultured__bacterium
OTU_226	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Bilophila
OTU_230	Bacteria	Calditrichota	Calditrichia	Calditrichales	Calditrichaceae	uncultured__organism
OTU_232	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
OTU_229	Bacteria	Acidobacteriota	d142	uncultured__Acidobacteria__bacterium	uncultured__bacterium	uncultured__bacterium
OTU_224	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Sphaerochaeta
OTU_231	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	uncultured
OTU_228	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Marinobacteraceae	Marinobacter
OTU_227	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
OTU_236	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Dethiosulfatibacteraceae	Dethiosulfatibacter
OTU_233	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	Desulfosarcina
OTU_235	Bacteria	Marinimicrobia__(SAR406__clade)	uncultured__eubacterium__AB16	uncultured__bacterium	uncultured__bacterium	uncultured__bacterium
OTU_238	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
OTU_237	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
OTU_239	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
OTU_234	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfobacteraceae	Desulfotignum
OTU_242	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfomicrobiaceae	Desulfomicrobium
OTU_240	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
OTU_243	Bacteria	Hydrogenedentes	Hydrogenedentia	Hydrogenedentiales	Hydrogenedensaceae	uncultured__bacterium
OTU_241	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfococcaceae	Desulfococcus
