"Group","Dilution_strength","Mean_percent_HoS","Mean_percent_HeS","Mean_percent_DL","Mean_percent_HD","Mean_percent_DR","SE_percent_HoS","SE_percent_HeS","SE_percent_DL","SE_percent_HD","SE_percent_DR"
"D0",0,23.4149796548211,0.0223001408416707,30.0811372654955,5.10275112436906,41.3788318144727,0.485204618095211,0.00229401511307423,2.12109816118419,0.728185649373637,1.39459555158475
"D1",1,54.8753274960145,0.0461006231372829,25.4092094615115,1.24392113308853,18.4254412862482,1.15540527479845,0.00526783357888723,0.964572049423926,0.200957285873159,1.12259423731802
"D3",3,76.4449331740405,0.013608437534026,0.189214477357361,0.579393611996207,22.7728502990719,1.48646349490387,0.00319263462515464,0.054933695154997,0.057748381068194,1.48913879586619
"D5",5,59.3838512625223,0.0253371579563654,10.6728755536202,0.168625528692119,29.749310497209,1.64796037425113,0.00623770556217014,0.928307141022728,0.0137437334858454,1.60639142408934
"D6",6,69.5315200869842,5.23667767085246,3.18200087069276,0.0427877449737202,22.0070136264969,0.838703040324797,0.371162983199292,0.234001665771338,0.00263209324982624,0.724650910080198
"D7",7,50.3891274318375,7.79236972054365,10.017245800696,0.00100773772169173,31.8002493092011,0.9478690467909,0.482870969373165,0.616923318439167,0.000125319661254275,0.782134806113474
