"Group","HeS","HoS","DL","HD","DR"
"D3",0,0.864404636901515,0,0.00109810695495052,0.134497256143534
"D3",0.000190107732754947,0.355606452379649,0,0.00346041846356213,0.640743021424034
"D3",4.32016751182567e-05,0.863826082291994,0,0.00230124176923745,0.13382947426365
"D3",0,0.26468844414241,0,0.0240609171263454,0.711250638731244
"D3",0,0.888267355619875,0,0.00113139495745034,0.110601249422675
"D3",0,0.872737886432593,0,0.0199683216585615,0.107293791908846
"D3",0.000271250321217486,0.38067342336622,0,0.00123019826354377,0.617825128049019
"D3",0.000271250321217486,0.876461050956901,0,0.00147166232650374,0.121796036395378
"D3",0,0.868044609821655,0,0.0144716165399283,0.117483773638416
"D3",0,0.883298800769038,0,0.00152375513521589,0.115177444095747
"D3",0,0.871197680902746,0,0.00391856323922609,0.124883755858028
"D3",0,0.431165082766445,0,0.00335014308546143,0.565484774148094
"D3",0,0.858605671695661,0.00224418855315633,0.00720558179194723,0.131944557959235
"D3",0,0.469632559024521,0.00526411382727689,0.0127368793793854,0.512366447768817
"D3",0,0.861539005177578,0.00520981235573349,0.007480873365186,0.125770309101503
"D3",0,0.871176575625563,0.00513637413703587,0.00133460697826259,0.122352443259139
"D3",0,0.878110759176645,0.00533887269419449,0.0108163480496215,0.105734020079539
"D3",0,0.856924033320485,0.00526490649461756,0.00229898341301827,0.135512076771879
"D3",0.00165883734586025,0.497130811544632,0.00519328815188954,0.00171555360166478,0.494301509355953
"D3",0.00165883734586025,0.861191897152549,0.00540965496507593,0.00743487750951634,0.124304733026998
"D3",0,0.854372362533754,0.00491063795502412,0.00888716716534354,0.131829832345878
"D3",0,0.868035885590629,0.00475740255141401,0.00255834951069571,0.124648362347261
"D3",0,0.85845860449713,0.0054138311441879,0.0124742990404298,0.123653265318253
"D3",0,0.869369772015438,0.00509174917602276,0.00895204125670547,0.116586437551834
"D3",0,0.85485426971122,0,0.00641916792600543,0.138726562362774
"D3",0.000131363848668846,0.872421209811971,0,0.00504441660486395,0.122403009734496
"D3",0,0.894655738246854,0,0.00138597404376611,0.103958287709379
"D3",0.000217310797315311,0.901496554823014,0,0.00298193743579713,0.0953041969438732
"D3",0,0.887488523072105,0,0.00163427112020757,0.110877205807687
"D3",0.0012260625875759,0.897546893284287,0,0.0046762947476781,0.0965507493804586
"D3",0.0012260625875759,0.889660777766184,0,0.000393815114985574,0.108719344531254
"D3",0,0.884960014800945,0,0.0013073266645758,0.11373265853448
"D3",0,0.892281805819892,0,0.00817613693719327,0.0995420572429152
"D3",0,0.8895770188402,0,0.0101960060489901,0.10022697511081
"D3",0,0.86228576545627,0,0.00681798700178342,0.130896247541947
"D3",2.94897683865251e-05,0.86992910512368,0,0.0741845605756062,0.0558568445323273
"D3",0,0.316665101418437,0,0.00203710301298168,0.681297795568582
"D3",0,0.420608366297594,0,0.00618982289468947,0.573201810807717
"D3",0,0.487598986563679,0,0.0042178933130558,0.508183120123265
"D3",0,0.446061044955539,0.000858185237607893,0.00619758313262026,0.546883186674233
"D3",0,0.888084734139417,0,0.0165957093965273,0.095319556464056
"D3",0,0.380525613216082,0,0.00319495449819278,0.616279432285725
"D3",0,0.452287417931685,0,0.00693725433775205,0.540775327730563
"D3",0,0.886344965687872,0,0.00809367738033022,0.105561356931798
"D3",0.000117863895425153,0.479319388493628,0,0.00913696165946656,0.51142578595148
