#module: 18
modularity: 0.6760416
No	ID	No. module	Zi	Pi
1	OTU_1004	17	0	0
2	OTU_1008	2	-1.04407379532775	0
3	OTU_1009	1	-1.19170804613667	0
4	OTU_1011	0	1.70402573446052	0
5	OTU_1014	0	0.669438681395203	0
6	OTU_1021	3	-0.928279121632914	0
7	OTU_1025	3	-0.206284249251759	0.444444444444444
8	OTU_1041	2	-1.04407379532775	0
9	OTU_1044	3	0.515710623129397	0.375
10	OTU_1045	4	-0.552344770738994	0
11	OTU_1049	4	-0.552344770738994	0
12	OTU_1052	6	0.380142960634853	0.56
13	OTU_1057	6	-0.304114368507882	0
14	OTU_1059	15	0	0
15	OTU_1062	3	2.68169524027286	0.58
16	OTU_1075	6	-0.988371697650618	0
17	OTU_1076	4	0.0920574617898323	0.444444444444444
18	OTU_1077	0	-1.39973542473542	0
19	OTU_1097	4	0.0920574617898323	0
20	OTU_1109	17	0	0
21	OTU_1157	1	-0.366679398811285	0
22	OTU_1166	2	-1.04407379532775	0
23	OTU_1183	1	1.2833778958395	0.5
24	OTU_1184	5	0.24000768036866	0.375
25	OTU_1197	0	-0.365148371670111	0
26	OTU_1204	6	-0.988371697650618	0.5
27	OTU_1211	3	0.515710623129397	0.56
28	OTU_1232	7	-1.22474487139159	0
29	OTU_1234	0	0.669438681395203	0
30	OTU_1238	5	-1.39204454613823	0
31	OTU_1267	0	-1.39973542473542	0
32	OTU_1311	6	1.74865761892032	0.64
33	OTU_1314	2	1.99323179108025	0.408163265306122
34	OTU_132	7	0.816496580927727	0
35	OTU_136	1	-1.19170804613667	0
36	OTU_1431	2	-1.04407379532775	0.5
37	OTU_144	5	1.0560337936221	0.612244897959184
38	OTU_1481	1	-0.366679398811285	0.444444444444444
39	OTU_1484	0	0.669438681395203	0
40	OTU_1488	1	-0.366679398811285	0.625
41	OTU_1501	3	-0.928279121632914	0
42	OTU_157	0	-0.365148371670111	0
43	OTU_161	4	0.0920574617898323	0.444444444444444
44	OTU_1709	5	-0.576018432884783	0
45	OTU_1732	2	-1.04407379532775	0
46	OTU_1754	2	0.47457899787625	0.666666666666667
47	OTU_1822	13	0	0
48	OTU_1823	13	0	0
49	OTU_1849	4	-0.552344770738994	0
50	OTU_1851	1	-0.366679398811285	0
51	OTU_1853	4	-0.552344770738994	0.5
52	OTU_1865	4	-0.552344770738994	0
53	OTU_1872	5	-1.39204454613823	0
54	OTU_1878	1	-1.19170804613667	0
55	OTU_188	6	-0.304114368507882	0
56	OTU_1895	5	-1.39204454613823	0
57	OTU_190	2	0.47457899787625	0.375
58	OTU_197	2	1.23390539447825	0.32
59	OTU_2018	6	-0.988371697650618	0
60	OTU_2022	1	2.10840654316489	0.5625
61	OTU_2024	5	0.24000768036866	0
62	OTU_2032	2	-0.28474739872575	0
63	OTU_2042	3	-0.928279121632914	0
64	OTU_2047	3	-0.928279121632914	0
65	OTU_2066	2	0.47457899787625	0
66	OTU_2130	0	-0.365148371670111	0
67	OTU_2141	5	1.0560337936221	0.32
68	OTU_2154	5	-0.576018432884783	0.444444444444444
69	OTU_2183	1	-0.366679398811285	0
70	OTU_2292	3	0.515710623129397	0.375
71	OTU_2314	1	2.10840654316489	0.277777777777778
72	OTU_2339	0	1.70402573446052	0
73	OTU_2355	14	0	0
74	OTU_239	3	-0.206284249251759	0
75	OTU_2479	5	-0.576018432884783	0.444444444444444
76	OTU_2581	6	-0.304114368507882	0
77	OTU_2601	6	0.380142960634853	0
78	OTU_2628	5	-0.576018432884783	0.444444444444444
79	OTU_2662	4	-0.552344770738994	0
80	OTU_270	10	0	0
81	OTU_2731	9	0	0
82	OTU_2755	16	0	0
83	OTU_2763	0	-1.39973542473542	0.5
84	OTU_2859	1	-0.366679398811285	0.75
85	OTU_2902	0	-1.39973542473542	0
86	OTU_2903	9	0	0
87	OTU_2905	9	-1.41421356237309	0
88	OTU_2926	0	0.669438681395203	0
89	OTU_2928	5	1.87205990687555	0.277777777777778
90	OTU_2974	6	0.380142960634853	0.375
91	OTU_2988	3	-0.928279121632914	0
92	OTU_3008	2	1.99323179108025	0
93	OTU_3216	9	1.41421356237309	0
94	OTU_3287	14	0	0
95	OTU_3292	3	-0.206284249251759	0
96	OTU_3310	12	0	0
97	OTU_3325	5	0.24000768036866	0.56
98	OTU_3343	1	0.458349248514106	0.375
99	OTU_3376	2	-0.28474739872575	0.64
100	OTU_3387	1	0.458349248514106	0
101	OTU_3396	3	-0.206284249251759	0
102	OTU_3402	4	0.0920574617898323	0
103	OTU_3464	12	0	0
104	OTU_367	10	0	0
105	OTU_371	8	1	0
106	OTU_372	6	1.06440028977759	0.32
107	OTU_399	1	0.458349248514106	0
108	OTU_402	7	-1.22474487139159	0
109	OTU_404	7	0.816496580927727	0
110	OTU_411	8	1	0
111	OTU_425	8	-1	0
112	OTU_429	11	0	0
113	OTU_433	0	-0.365148371670111	0
114	OTU_442	8	-1	0
115	OTU_444	6	0.380142960634853	0.666666666666667
116	OTU_451	1	-0.366679398811285	0
117	OTU_5	2	-0.28474739872575	0
118	OTU_510	11	0	0
119	OTU_516	5	0.24000768036866	0.666666666666667
120	OTU_517	6	-0.988371697650618	0
121	OTU_528	3	1.23770549551055	0.612244897959184
122	OTU_531	5	1.87205990687555	0.46875
123	OTU_534	5	-0.576018432884783	0
124	OTU_536	6	-0.988371697650618	0
125	OTU_553	6	-0.988371697650618	0
126	OTU_562	6	1.74865761892032	0
127	OTU_564	10	0	0
128	OTU_572	0	0.669438681395203	0
129	OTU_600	1	0.458349248514106	0
130	OTU_601	1	-1.19170804613667	0
131	OTU_602	2	-0.28474739872575	0.444444444444444
132	OTU_608	0	0.669438681395203	0
133	OTU_616	16	0	0
134	OTU_620	4	-0.552344770738994	0
135	OTU_734	6	-0.988371697650618	0.666666666666667
136	OTU_738	5	0.24000768036866	0.375
137	OTU_742	2	-0.28474739872575	0
138	OTU_763	4	3.31406862443396	0
139	OTU_829	4	-0.552344770738994	0
140	OTU_9	7	0.816496580927727	0
141	OTU_912	6	1.74865761892032	0.53125
142	OTU_928	15	0	0
143	OTU_944	4	0.736459694318659	0
144	OTU_950	0	-0.365148371670111	0
