#module: 82
modularity: 0.5904247
No	ID	No. module	Zi	Pi
148	OTU_1642	7	0.169030850945703	0
149	OTU_1645	0	-0.18880616887033	0
150	OTU_1649	25	0	0
151	OTU_1650	7	0.929669680201368	0
152	OTU_1653	24	0	0
153	OTU_166	63	0	0
154	OTU_1661	7	-0.591607978309961	0
155	OTU_1667	0	-0.18880616887033	0
156	OTU_1695	61	0	0
157	OTU_1707	4	0.878114079917523	0
158	OTU_1708	2	-0.426995996931293	0
159	OTU_1726	1	-0.863302627433956	0
160	OTU_1790	57	0	0
161	OTU_1799	1	0.292906248593663	0.21875
162	OTU_180	55	0	0
163	OTU_1800	8	-0.801783725737273	0.5
164	OTU_1812	0	-0.286159349694094	0
165	OTU_1814	1	-0.863302627433956	0
166	OTU_1819	0	-0.675572072989151	0
167	OTU_1820	0	-0.675572072989151	0
168	OTU_1822	57	0	0
169	OTU_1823	1	-0.863302627433956	0
170	OTU_1828	2	-0.426995996931293	0
171	OTU_1848	1	-0.670601148096019	0
172	OTU_1851	0	-0.286159349694094	0
173	OTU_1854	0	-0.578218892165386	0
174	OTU_1857	0	-0.0914529880465662	0
175	OTU_1859	1	-0.285198189420146	0
176	OTU_1872	47	0	0
177	OTU_1919	2	0.0457495710997814	0
178	OTU_1927	45	0	0
179	OTU_1932	45	0	0
180	OTU_1935	44	0	0
181	OTU_1940	3	-0.102463103915712	0
182	OTU_196	1	-0.863302627433956	0
183	OTU_1960	63	0	0
184	OTU_20	24	0	0
185	OTU_2025	1	-0.285198189420146	0.32
186	OTU_2037	1	-0.863302627433956	0.5
187	OTU_2041	25	0	0
188	OTU_2056	13	-1	0
189	OTU_2058	1	-0.863302627433956	0.5
190	OTU_2059	0	-0.578218892165386	0
191	OTU_2076	20	0	0
192	OTU_2087	29	0	0
193	OTU_2101	0	0.103253373600962	0.520408163265306
194	OTU_2102	1	1.25641364528335	0.244897959183674
195	OTU_2103	3	-0.666010175452128	0
196	OTU_2104	13	1	0
197	OTU_2105	80	0	0
198	OTU_2107	0	0.590019277719782	0.290657439446367
199	OTU_2109	1	-0.863302627433956	0
200	OTU_2111	1	-0.477899668758083	0.5
201	OTU_2112	22	0	0
202	OTU_2116	0	-0.675572072989151	0
203	OTU_2122	4	-0.658585559938142	0.5
204	OTU_2129	1	-0.863302627433956	0
205	OTU_2136	1	0.100204769255727	0.40625
206	OTU_2137	0	3.802674244904	0.0791336942940442
207	OTU_2139	39	0	0
208	OTU_2142	34	0	0
209	OTU_2150	3	1.02463103915712	0
210	OTU_2151	3	-0.666010175452128	0
211	OTU_2153	1	1.06371216594541	0.152777777777778
212	OTU_2158	2	1.93673184322408	0.650519031141868
213	OTU_2160	3	2.15172518222995	0.244897959183674
214	OTU_2183	55	0	0
215	OTU_2194	5	-0.801783725737273	0
216	OTU_2202	16	-0.577350269189626	0
217	OTU_221	34	0	0
218	OTU_2234	2	0.0457495710997814	0
219	OTU_2274	1	0.871010686607473	0
220	OTU_2275	20	0	0
221	OTU_2284	32	0	0
222	OTU_2296	22	0	0
223	OTU_2299	58	0	0
224	OTU_2304	31	0	0
225	OTU_2305	3	-0.666010175452128	0
226	OTU_2309	2	0.99124070716193	0
227	OTU_2326	3	0.461083967620704	0.48
228	OTU_2328	13	1	0
229	OTU_2333	73	0	0
230	OTU_2335	2	-0.899741564962368	0
231	OTU_2337	9	-0.811107105653812	0
232	OTU_235	0	0.00590019277719782	0.197530864197531
233	OTU_2355	1	1.06371216594541	0
234	OTU_2357	64	0	0
235	OTU_2358	76	0	0
236	OTU_2365	2	1.46398627519301	0.54
237	OTU_2382	0	-0.578218892165386	0
238	OTU_2388	1	-0.670601148096019	0
239	OTU_2405	0	-0.383512530517858	0.32
240	OTU_2419	52	0	0
241	OTU_2425	0	-0.18880616887033	0
242	OTU_2426	23	0	0
243	OTU_2427	32	0	0
244	OTU_2442	4	3.18316353970102	0.375
245	OTU_2455	8	-0.801783725737273	0.5
246	OTU_2456	0	-0.675572072989151	0
247	OTU_2462	0	-0.578218892165386	0
248	OTU_2465	1	-0.863302627433956	0
249	OTU_2468	0	0.78472563936731	0
250	OTU_2491	1	-0.863302627433956	0
251	OTU_2534	2	-0.426995996931293	0
252	OTU_2537	0	-0.18880616887033	0.244897959183674
253	OTU_2544	1	-0.670601148096019	0
254	OTU_2549	49	0	0
255	OTU_2551	1	-0.863302627433956	0
256	OTU_2590	80	0	0
257	OTU_2595	1	3.18342843866271	0
258	OTU_2600	0	-0.675572072989151	0
259	OTU_2602	27	0	0
260	OTU_2603	78	0	0
261	OTU_2606	1	-0.670601148096019	0
262	OTU_2612	77	0	0
263	OTU_2614	10	-0.935414346693485	0
264	OTU_2615	76	0	0
265	OTU_2616	1	0.4856077279316	0.444444444444444
266	OTU_2617	9	1.45999279017686	0
267	OTU_2621	9	-0.811107105653812	0
268	OTU_2624	1	-0.477899668758083	0.375
269	OTU_2626	75	0	0
270	OTU_265	0	-0.480865711341622	0
271	OTU_2659	2	3.3549685473173	0.165289256198347
272	OTU_2660	0	0.687372458543546	0
273	OTU_2661	0	0.00590019277719782	0
274	OTU_2662	72	0	0
275	OTU_267	30	0	0
276	OTU_2679	0	1.95296380925248	0.224609375
277	OTU_268	27	0	0
278	OTU_2688	71	0	0
279	OTU_2691	0	2.14767017090001	0.447845804988662
280	OTU_2699	70	0	0
281	OTU_270	11	0.5	0
282	OTU_2703	1	-0.670601148096019	0
283	OTU_2704	0	-0.480865711341622	0.375
284	OTU_2705	2	1.46398627519301	0
285	OTU_2706	68	0	0
286	OTU_2712	75	0	0
287	OTU_2724	0	0.200606554424726	0
288	OTU_2725	29	0	0
289	OTU_2742	1	-0.0924967100822096	0
290	OTU_2747	2	0.518495139130856	0
291	OTU_2750	17	0	0
292	OTU_2753	8	-0.801783725737273	0.666666666666667
293	OTU_2754	1	-0.285198189420146	0
294	OTU_2755	65	0	0
295	OTU_2793	0	-0.383512530517858	0
296	OTU_2802	2	-0.899741564962368	0
297	OTU_2857	2	0.0457495710997814	0
298	OTU_2862	1	-0.863302627433956	0
299	OTU_2864	9	0.324442842261525	0
300	OTU_2872	4	0.10976425998969	0.48
301	OTU_2881	64	0	0
302	OTU_2888	1	-0.0924967100822096	0
303	OTU_2901	25	0	0
304	OTU_2902	66	0	0
305	OTU_2904	10	1.87082869338697	0
306	OTU_2906	1	-0.670601148096019	0
307	OTU_2910	10	0	0
308	OTU_2914	19	0	0
309	OTU_2915	10	0.935414346693485	0
310	OTU_2919	62	0	0
311	OTU_2922	7	-0.591607978309961	0
312	OTU_2924	10	0	0
313	OTU_2926	1	0.4856077279316	0.444444444444444
314	OTU_2930	10	-0.935414346693485	0
315	OTU_2937	60	0	0
316	OTU_2946	0	-0.0914529880465662	0
317	OTU_2950	59	0	0
318	OTU_2957	14	-1	0
319	OTU_2972	58	0	0
320	OTU_2974	2	-0.899741564962368	0
321	OTU_2981	0	-0.578218892165386	0.444444444444444
322	OTU_3	3	-0.666010175452128	0
323	OTU_3003	56	0	0
324	OTU_3006	54	0	0
325	OTU_3007	0	-0.578218892165386	0
326	OTU_3018	0	-0.578218892165386	0
327	OTU_3030	17	0	0
328	OTU_3051	0	-0.480865711341622	0.375
329	OTU_3054	0	-0.675572072989151	0
330	OTU_3058	53	0	0
331	OTU_3093	78	0	0
332	OTU_3099	0	-0.383512530517858	0.32
333	OTU_3103	0	-0.0914529880465662	0
334	OTU_3107	10	-0.935414346693485	0
335	OTU_3112	1	1.06371216594541	0
336	OTU_3149	3	-0.102463103915712	0
337	OTU_3157	54	0	0
338	OTU_3188	52	0	0
339	OTU_32	7	-0.591607978309961	0
340	OTU_3201	67	0	0
341	OTU_3216	61	0	0
342	OTU_3220	71	0	0
343	OTU_3223	77	0	0
344	OTU_3248	4	-0.658585559938142	0
345	OTU_3252	0	-0.578218892165386	0
346	OTU_3261	51	0	0
347	OTU_3282	1	2.99072695932477	0.2848
348	OTU_3283	9	-0.811107105653812	0.5
349	OTU_3284	74	0	0
350	OTU_3285	14	1	0
351	OTU_3286	1	1.06371216594541	0.554016620498615
352	OTU_3287	1	0.100204769255727	0.5
353	OTU_3289	46	0	0
354	OTU_3294	1	-0.863302627433956	0
355	OTU_3300	0	-0.578218892165386	0.444444444444444
356	OTU_3306	0	-0.286159349694094	0.408163265306122
357	OTU_3309	9	1.45999279017686	0
358	OTU_3314	3	-0.666010175452128	0.5
359	OTU_3319	0	-0.578218892165386	0
360	OTU_3322	6	1.56892908110547	0.444444444444444
361	OTU_3324	43	0	0
362	OTU_3325	3	3.27881932530278	0
363	OTU_3326	2	0.0457495710997814	0
364	OTU_3330	2	0.99124070716193	0.578512396694215
365	OTU_3331	0	-0.675572072989151	0
366	OTU_3340	68	0	0
367	OTU_3347	42	0	0
368	OTU_3350	1	-0.670601148096019	0
369	OTU_3351	0	-0.0914529880465662	0
370	OTU_3353	41	0	0
371	OTU_3358	5	-0.801783725737273	0
372	OTU_3359	1	0.678309207269536	0.18
373	OTU_3362	0	0.103253373600962	0.546712802768166
374	OTU_3363	47	0	0
375	OTU_3365	27	0	0
376	OTU_337	0	-0.578218892165386	0
377	OTU_3370	1	-0.0924967100822096	0.448979591836735
378	OTU_3371	2	-0.899741564962368	0
379	OTU_3372	0	-0.286159349694094	0.277777777777778
380	OTU_3374	41	0	0
381	OTU_3378	46	0	0
382	OTU_338	0	-0.675572072989151	0
383	OTU_3386	70	0	0
384	OTU_3393	0	-0.18880616887033	0
385	OTU_3399	15	0	0
386	OTU_34	1	-0.863302627433956	0
387	OTU_3400	3	-0.102463103915712	0.444444444444444
388	OTU_3401	2	-0.899741564962368	0
389	OTU_3412	53	0	0
390	OTU_3427	2	0.0457495710997814	0.375
391	OTU_3436	3	-0.666010175452128	0.5
392	OTU_3441	40	0	0
393	OTU_3464	1	0.4856077279316	0
394	OTU_3474	69	0	0
395	OTU_3477	40	0	0
396	OTU_356	1	-0.670601148096019	0.444444444444444
397	OTU_367	11	-0.75	0
398	OTU_387	79	0	0
399	OTU_388	11	-0.75	0
400	OTU_396	1	0.4856077279316	0
401	OTU_398	1	1.44911512462128	0.425925925925926
402	OTU_4	1	0.678309207269536	0
403	OTU_403	1	-0.863302627433956	0
404	OTU_405	37	0	0
405	OTU_407	37	0	0
406	OTU_420	14	-1	0
407	OTU_421	36	0	0
408	OTU_446	1	-0.285198189420146	0
409	OTU_449	23	0	0
410	OTU_46	5	2.40535117721182	0.408163265306122
411	OTU_468	36	0	0
412	OTU_47	0	-0.383512530517858	0
413	OTU_5	35	0	0
414	OTU_52	26	0	0
415	OTU_529	11	-0.75	0
416	OTU_530	5	0	0
417	OTU_531	65	0	0
418	OTU_547	56	0	0
419	OTU_549	6	0.686406472983644	0
420	OTU_564	11	1.75	0
421	OTU_59	1	-0.285198189420146	0
422	OTU_593	60	0	0
423	OTU_60	1	-0.0924967100822096	0.448979591836735
424	OTU_672	1	1.64181660395922	0
425	OTU_673	1	-0.863302627433956	0
426	OTU_680	50	0	0
427	OTU_689	1	-0.477899668758083	0
428	OTU_696	1	0.100204769255727	0
429	OTU_703	0	-0.383512530517858	0.32
430	OTU_71	0	-0.578218892165386	0
431	OTU_710	3	0.461083967620704	0.375
432	OTU_713	6	-0.196116135138184	0
433	OTU_736	48	0	0
434	OTU_76	33	0	0
435	OTU_78	35	0	0
436	OTU_796	1	2.99072695932477	0
437	OTU_797	1	0.871010686607473	0.165289256198347
438	OTU_798	1	1.44911512462128	0
439	OTU_799	1	2.02721956263509	0.110726643598616
440	OTU_800	1	2.21992104197303	0.104938271604938
441	OTU_801	1	1.64181660395922	0
442	OTU_802	1	-0.0924967100822096	0
443	OTU_803	8	2.40535117721182	0.46875
444	OTU_804	0	-0.18880616887033	0
445	OTU_805	0	-0.578218892165386	0
446	OTU_806	1	-0.477899668758083	0
447	OTU_811	43	0	0
448	OTU_816	1	-0.285198189420146	0
449	OTU_817	0	-0.675572072989151	0
450	OTU_819	0	0.00590019277719782	0.32
451	OTU_822	0	0.687372458543546	0
452	OTU_853	0	0.00590019277719782	0
453	OTU_854	1	-0.863302627433956	0
454	OTU_858	2	-0.899741564962368	0
455	OTU_871	6	-0.196116135138184	0.444444444444444
456	OTU_874	1	-0.477899668758083	0.56
457	OTU_882	6	-0.196116135138184	0
458	OTU_883	19	0	0
459	OTU_899	19	0	0
460	OTU_9	4	0.10976425998969	0
461	OTU_901	5	-0.801783725737273	0.5
462	OTU_902	1	-0.670601148096019	0.444444444444444
463	OTU_905	1	-0.863302627433956	0
464	OTU_916	4	-0.658585559938142	0
465	OTU_922	9	-0.811107105653812	0
466	OTU_923	8	0	0.625
467	OTU_941	59	0	0
468	OTU_944	33	0	0
469	OTU_947	12	-0.577350269189626	0.5
470	OTU_948	1	-0.0924967100822096	0
471	OTU_95	1	-0.670601148096019	0.444444444444444
472	OTU_950	18	0	0
473	OTU_952	1	-0.285198189420146	0.32
474	OTU_954	31	0	0
475	OTU_955	15	0	0
476	OTU_956	1	0.100204769255727	0.244897959183674
477	OTU_957	16	-0.577350269189626	0
478	OTU_969	28	0	0
479	OTU_974	4	-0.658585559938142	0
480	OTU_976	1	-0.863302627433956	0
481	OTU_999	12	1.73205080756888	0
