#module: 46
modularity: 0.650586
No	ID	No. module	Zi	Pi
1	OTU_1002	2	-0.11800805137331	0
2	OTU_1010	4	-0.644305169381337	0.5
3	OTU_1012	4	-0.644305169381337	0
4	OTU_1013	1	-0.862201989332329	0
5	OTU_1015	0	-0.216450511282203	0
6	OTU_1016	2	-1.19240971313031	0
7	OTU_1017	2	-0.601488799163959	0
8	OTU_1018	1	0.938418739770546	0
9	OTU_1019	2	-0.923809297691058	0
10	OTU_1022	42	0	0
11	OTU_1032	2	-1.13868963004246	0
12	OTU_1035	4	-0.644305169381337	0.5
13	OTU_1042	1	-0.362029564581531	0
14	OTU_1052	0	-0.0134312966428097	0
15	OTU_106	0	-0.081104368189274	0
16	OTU_1080	12	-0.5	0
17	OTU_1086	1	-0.362029564581531	0
18	OTU_1092	39	0	0
19	OTU_1099	36	0	0
20	OTU_11	2	-0.923809297691058	0
21	OTU_1128	1	-0.161960594681211	0
22	OTU_1139	0	-1.1638735129327	0
23	OTU_1145	2	-1.19240971313031	0
24	OTU_1152	8	-0.76271276980969	0
25	OTU_1156	17	0	0
26	OTU_1163	14	0	0
27	OTU_1164	3	2.15455453937882	0
28	OTU_1168	33	0	0
29	OTU_1173	0	0.730972490368297	0
30	OTU_1180	0	-1.1638735129327	0
31	OTU_1183	1	-0.0619261097310512	0
32	OTU_1186	4	-0.644305169381337	0
33	OTU_1187	43	0	0
34	OTU_120	18	0	0
35	OTU_1202	0	0.121914846450119	0
36	OTU_1208	2	0.0968722809780899	0
37	OTU_121	2	-1.19240971313031	0
38	OTU_1211	0	0.257260989543047	0
39	OTU_1217	2	-1.19240971313031	0
40	OTU_1218	2	-1.19240971313031	0
41	OTU_1249	0	-0.0134312966428097	0
42	OTU_1254	1	-0.862201989332329	0
43	OTU_126	3	-0.307793505625546	0
44	OTU_1277	11	1.58113883008419	0
45	OTU_1278	0	-0.081104368189274	0
46	OTU_1281	1	-0.862201989332329	0
47	OTU_1282	0	0.189587917996583	0
48	OTU_1283	0	-0.960854298293309	0
49	OTU_1296	37	0	0
50	OTU_131	0	-1.1638735129327	0
51	OTU_1326	2	0.15059236406594	0
52	OTU_1327	2	0.0968722809780899	0
53	OTU_1332	0	0.392607132635976	0
54	OTU_134	2	-0.601488799163959	0
55	OTU_1342	0	-1.09620044138624	0
56	OTU_1345	2	0.20431244715379	0
57	OTU_136	1	0.0381083752191085	0
58	OTU_137	2	0.902673527295838	0
59	OTU_138	1	3.83941880332518	0
60	OTU_1385	1	0.0381083752191085	0
61	OTU_1387	1	-0.66213301943201	0
62	OTU_1388	1	-0.261995079631371	0
63	OTU_1389	1	1.03845322472071	0
64	OTU_139	0	2.21978006439051	0
65	OTU_1391	5	0.898026510133875	0
66	OTU_1395	7	-0.75	0
67	OTU_1397	0	-0.0134312966428097	0
68	OTU_1401	14	0	0
69	OTU_1402	12	-0.5	0
70	OTU_1404	1	-0.862201989332329	0
71	OTU_141	2	2.03079527214069	0
72	OTU_1417	0	0.121914846450119	0
73	OTU_142	4	-0.0859073559175115	0
74	OTU_145	2	-0.870089214603208	0
75	OTU_1458	1	-0.261995079631371	0
76	OTU_1461	10	-0.707106781186549	0
77	OTU_148	1	-0.862201989332329	0
78	OTU_1481	11	0	0
79	OTU_15	0	1.27235706274001	0
80	OTU_1514	1	-0.0619261097310512	0
81	OTU_1516	1	-0.0619261097310512	0
82	OTU_1517	32	0	0
83	OTU_1521	35	0	0
84	OTU_1523	1	-0.161960594681211	0
85	OTU_1526	8	1.17873791697861	0
86	OTU_1527	19	0	0
87	OTU_1536	0	0.0542417749036546	0
88	OTU_1539	0	-0.284123582828667	0.124444444444444
89	OTU_1541	2	0.580353028768739	0
90	OTU_1548	0	-1.09620044138624	0
91	OTU_1551	3	-0.307793505625546	0
92	OTU_1555	1	-0.862201989332329	0
93	OTU_1556	0	0.324934061089512	0
94	OTU_156	2	0.848953444207988	0
95	OTU_1560	0	0.392607132635976	0
