Number.hub.removed	remain.mean	remain.sd	remain.se	weighted	consider_cascade	network
1	0.447719298245614	0.0604535400275745	0.00604535400275745	weighted	Yes	D1
2	0.420190058479532	0.0712686736928319	0.00712686736928319	weighted	Yes	D1
3	0.395950292397661	0.0920425511780208	0.00920425511780208	weighted	Yes	D1
4	0.370862573099415	0.0997616505964397	0.00997616505964397	weighted	Yes	D1
5	0.326929824561404	0.0990182463436066	0.00990182463436066	weighted	Yes	D1
6	0.307529239766082	0.099520123853422	0.0099520123853422	weighted	Yes	D1
7	0.262938596491228	0.104175688736119	0.0104175688736119	weighted	Yes	D1
8	0.241520467836257	0.0920242403542234	0.00920242403542234	weighted	Yes	D1
9	0.215643274853801	0.0884293285232699	0.00884293285232699	weighted	Yes	D1
10	0.174093567251462	0.0590082865258375	0.00590082865258375	weighted	Yes	D1
11	0.146198830409357	0	0	weighted	Yes	D1
1	0.452076023391813	0.0560556273026891	0.00560556273026891	unweighted	Yes	D1
2	0.428728070175439	0.0704865214820693	0.00704865214820693	unweighted	Yes	D1
3	0.389956140350877	0.0832681116295701	0.00832681116295701	unweighted	Yes	D1
4	0.371432748538012	0.0996481332716795	0.00996481332716795	unweighted	Yes	D1
5	0.347324561403509	0.106839534488834	0.0106839534488834	unweighted	Yes	D1
6	0.312002923976608	0.111187661333728	0.0111187661333728	unweighted	Yes	D1
7	0.27983918128655	0.109652981009956	0.0109652981009956	unweighted	Yes	D1
8	0.24124269005848	0.0990142593909411	0.00990142593909411	unweighted	Yes	D1
9	0.212441520467836	0.085222174197496	0.0085222174197496	unweighted	Yes	D1
10	0.175906432748538	0.0606477801446918	0.00606477801446918	unweighted	Yes	D1
11	0.14766081871345	0	0	unweighted	Yes	D1
1	0.693859649122807	0.021704694335722	0.0021704694335722	weighted	No	D1
2	0.679736842105263	0.0315933697919803	0.00315933697919803	weighted	No	D1
3	0.667909356725146	0.0332634996601897	0.00332634996601897	weighted	No	D1
4	0.644561403508772	0.0430850335712586	0.00430850335712586	weighted	No	D1
5	0.625380116959064	0.037567275259267	0.0037567275259267	weighted	No	D1
6	0.614736842105263	0.043958225018431	0.0043958225018431	weighted	No	D1
7	0.595818713450292	0.0375697463977104	0.00375697463977104	weighted	No	D1
8	0.568114035087719	0.0342363124933053	0.00342363124933053	weighted	No	D1
9	0.559444444444444	0.0344005882157717	0.00344005882157717	weighted	No	D1
10	0.538552631578947	0.0272157078549321	0.00272157078549321	weighted	No	D1
11	0.517543859649123	0	0	weighted	No	D1
1	0.684722222222222	0.0236847529088327	0.00236847529088327	unweighted	No	D1
2	0.678874269005848	0.0259600922543007	0.00259600922543007	unweighted	No	D1
3	0.659093567251462	0.0330185545875753	0.00330185545875753	unweighted	No	D1
4	0.631842105263158	0.0370086841305931	0.00370086841305931	unweighted	No	D1
5	0.619766081871345	0.0400121343291475	0.00400121343291475	unweighted	No	D1
6	0.610190058479532	0.0389728705858894	0.00389728705858894	unweighted	No	D1
7	0.584181286549708	0.0409220524500891	0.00409220524500891	unweighted	No	D1
8	0.570248538011696	0.0369216557832409	0.00369216557832409	unweighted	No	D1
9	0.553070175438596	0.0325092600923958	0.00325092600923958	unweighted	No	D1
10	0.537953216374269	0.026427882636974	0.0026427882636974	unweighted	No	D1
11	0.514619883040936	0	0	unweighted	No	D1
1	0.447719298245614	0.0604535400275745	0.00604535400275745	weighted	Yes	D1
2	0.420190058479532	0.0712686736928319	0.00712686736928319	weighted	Yes	D1
3	0.395950292397661	0.0920425511780208	0.00920425511780208	weighted	Yes	D1
4	0.370862573099415	0.0997616505964397	0.00997616505964397	weighted	Yes	D1
5	0.326929824561404	0.0990182463436066	0.00990182463436066	weighted	Yes	D1
6	0.307529239766082	0.099520123853422	0.0099520123853422	weighted	Yes	D1
7	0.262938596491228	0.104175688736119	0.0104175688736119	weighted	Yes	D1
8	0.241520467836257	0.0920242403542234	0.00920242403542234	weighted	Yes	D1
9	0.215643274853801	0.0884293285232699	0.00884293285232699	weighted	Yes	D1
10	0.174093567251462	0.0590082865258375	0.00590082865258375	weighted	Yes	D1
11	0.146198830409357	0	0	weighted	Yes	D1
1	0.452076023391813	0.0560556273026891	0.00560556273026891	unweighted	Yes	D1
2	0.428728070175439	0.0704865214820693	0.00704865214820693	unweighted	Yes	D1
3	0.389956140350877	0.0832681116295701	0.00832681116295701	unweighted	Yes	D1
4	0.371432748538012	0.0996481332716795	0.00996481332716795	unweighted	Yes	D1
5	0.347324561403509	0.106839534488834	0.0106839534488834	unweighted	Yes	D1
6	0.312002923976608	0.111187661333728	0.0111187661333728	unweighted	Yes	D1
7	0.27983918128655	0.109652981009956	0.0109652981009956	unweighted	Yes	D1
8	0.24124269005848	0.0990142593909411	0.00990142593909411	unweighted	Yes	D1
9	0.212441520467836	0.085222174197496	0.0085222174197496	unweighted	Yes	D1
10	0.175906432748538	0.0606477801446918	0.00606477801446918	unweighted	Yes	D1
11	0.14766081871345	0	0	unweighted	Yes	D1
1	0.693859649122807	0.021704694335722	0.0021704694335722	weighted	No	D1
2	0.679736842105263	0.0315933697919803	0.00315933697919803	weighted	No	D1
3	0.667909356725146	0.0332634996601897	0.00332634996601897	weighted	No	D1
4	0.644561403508772	0.0430850335712586	0.00430850335712586	weighted	No	D1
5	0.625380116959064	0.037567275259267	0.0037567275259267	weighted	No	D1
6	0.614736842105263	0.043958225018431	0.0043958225018431	weighted	No	D1
7	0.595818713450292	0.0375697463977104	0.00375697463977104	weighted	No	D1
8	0.568114035087719	0.0342363124933053	0.00342363124933053	weighted	No	D1
9	0.559444444444444	0.0344005882157717	0.00344005882157717	weighted	No	D1
10	0.538552631578947	0.0272157078549321	0.00272157078549321	weighted	No	D1
11	0.517543859649123	0	0	weighted	No	D1
1	0.684722222222222	0.0236847529088327	0.00236847529088327	unweighted	No	D1
2	0.678874269005848	0.0259600922543007	0.00259600922543007	unweighted	No	D1
3	0.659093567251462	0.0330185545875753	0.00330185545875753	unweighted	No	D1
4	0.631842105263158	0.0370086841305931	0.00370086841305931	unweighted	No	D1
5	0.619766081871345	0.0400121343291475	0.00400121343291475	unweighted	No	D1
6	0.610190058479532	0.0389728705858894	0.00389728705858894	unweighted	No	D1
7	0.584181286549708	0.0409220524500891	0.00409220524500891	unweighted	No	D1
8	0.570248538011696	0.0369216557832409	0.00369216557832409	unweighted	No	D1
9	0.553070175438596	0.0325092600923958	0.00325092600923958	unweighted	No	D1
10	0.537953216374269	0.026427882636974	0.0026427882636974	unweighted	No	D1
11	0.514619883040936	0	0	unweighted	No	D1
