Number.hub.removed	remain.mean	remain.sd	remain.se	weighted	consider_cascade	network
1	0.0116279069767442	0	0	weighted	Yes	D5
2	0.0116279069767442	0	0	weighted	Yes	D5
3	0.0116279069767442	0	0	weighted	Yes	D5
1	0.0116279069767442	0	0	unweighted	Yes	D5
2	0.0116279069767442	0	0	unweighted	Yes	D5
3	0.0116279069767442	0	0	unweighted	Yes	D5
1	0.111279069767442	0.00578569595297957	0.000578569595297957	weighted	No	D5
2	0.108604651162791	0.00553599102987818	0.000553599102987817	weighted	No	D5
3	0.104651162790698	0	0	weighted	No	D5
1	0.112093023255814	0.00560951338749327	0.000560951338749327	unweighted	No	D5
2	0.108837209302326	0.00560951338749327	0.000560951338749327	unweighted	No	D5
3	0.104651162790698	0	0	unweighted	No	D5
1	0.0116279069767442	0	0	weighted	Yes	D5
2	0.0116279069767442	0	0	weighted	Yes	D5
3	0.0116279069767442	0	0	weighted	Yes	D5
1	0.0116279069767442	0	0	unweighted	Yes	D5
2	0.0116279069767442	0	0	unweighted	Yes	D5
3	0.0116279069767442	0	0	unweighted	Yes	D5
1	0.111279069767442	0.00578569595297957	0.000578569595297957	weighted	No	D5
2	0.108604651162791	0.00553599102987818	0.000553599102987817	weighted	No	D5
3	0.104651162790698	0	0	weighted	No	D5
1	0.112093023255814	0.00560951338749327	0.000560951338749327	unweighted	No	D5
2	0.108837209302326	0.00560951338749327	0.000560951338749327	unweighted	No	D5
3	0.104651162790698	0	0	unweighted	No	D5
