otu_id	count	project_id	sample_id	run_id	nreads	classification
OTU_1002	64	D0	D001	D001	33155	D0
OTU_1003	7	D0	D001	D001	33155	D0
OTU_1004	2	D0	D001	D001	33155	D0
OTU_1008	10	D0	D001	D001	33155	D0
OTU_1009	8	D0	D001	D001	33155	D0
OTU_1010	425	D0	D001	D001	33155	D0
OTU_1011	47	D0	D001	D001	33155	D0
OTU_1012	366	D0	D001	D001	33155	D0
OTU_1013	1	D0	D001	D001	33155	D0
OTU_1014	35	D0	D001	D001	33155	D0
OTU_1015	131	D0	D001	D001	33155	D0
OTU_1016	6	D0	D001	D001	33155	D0
OTU_1017	221	D0	D001	D001	33155	D0
OTU_1018	100	D0	D001	D001	33155	D0
OTU_1019	5	D0	D001	D001	33155	D0
OTU_1020	11	D0	D001	D001	33155	D0
OTU_1021	20	D0	D001	D001	33155	D0
OTU_1022	6	D0	D001	D001	33155	D0
OTU_1023	16	D0	D001	D001	33155	D0
OTU_1024	30	D0	D001	D001	33155	D0
OTU_1025	56	D0	D001	D001	33155	D0
OTU_1026	1	D0	D001	D001	33155	D0
OTU_1027	3	D0	D001	D001	33155	D0
OTU_1028	9	D0	D001	D001	33155	D0
OTU_1030	8	D0	D001	D001	33155	D0
OTU_1031	5	D0	D001	D001	33155	D0
OTU_1032	29	D0	D001	D001	33155	D0
OTU_1035	58	D0	D001	D001	33155	D0
OTU_1036	58	D0	D001	D001	33155	D0
OTU_1038	29	D0	D001	D001	33155	D0
OTU_1040	20	D0	D001	D001	33155	D0
OTU_1042	2	D0	D001	D001	33155	D0
OTU_1043	32	D0	D001	D001	33155	D0
OTU_1044	1	D0	D001	D001	33155	D0
OTU_1045	7	D0	D001	D001	33155	D0
OTU_1046	2	D0	D001	D001	33155	D0
OTU_1048	8	D0	D001	D001	33155	D0
OTU_1049	2	D0	D001	D001	33155	D0
OTU_105	3	D0	D001	D001	33155	D0
OTU_1050	7	D0	D001	D001	33155	D0
OTU_1056	23	D0	D001	D001	33155	D0
OTU_1057	2	D0	D001	D001	33155	D0
OTU_1058	57	D0	D001	D001	33155	D0
OTU_1059	2	D0	D001	D001	33155	D0
OTU_1060	14	D0	D001	D001	33155	D0
OTU_1061	12	D0	D001	D001	33155	D0
OTU_1062	1	D0	D001	D001	33155	D0
OTU_1064	4	D0	D001	D001	33155	D0
OTU_1065	6	D0	D001	D001	33155	D0
OTU_1069	7	D0	D001	D001	33155	D0
OTU_1072	1	D0	D001	D001	33155	D0
OTU_1074	14	D0	D001	D001	33155	D0
OTU_1078	32	D0	D001	D001	33155	D0
OTU_1080	3	D0	D001	D001	33155	D0
OTU_1081	5	D0	D001	D001	33155	D0
OTU_1085	13	D0	D001	D001	33155	D0
OTU_1086	2	D0	D001	D001	33155	D0
OTU_1088	23	D0	D001	D001	33155	D0
OTU_1089	14	D0	D001	D001	33155	D0
OTU_1091	5	D0	D001	D001	33155	D0
OTU_1092	1	D0	D001	D001	33155	D0
OTU_1094	9	D0	D001	D001	33155	D0
OTU_1099	3	D0	D001	D001	33155	D0
OTU_11	19	D0	D001	D001	33155	D0
OTU_1100	1	D0	D001	D001	33155	D0
OTU_1102	12	D0	D001	D001	33155	D0
OTU_1104	5	D0	D001	D001	33155	D0
OTU_1105	22	D0	D001	D001	33155	D0
OTU_1109	1	D0	D001	D001	33155	D0
OTU_1110	1	D0	D001	D001	33155	D0
OTU_1111	1	D0	D001	D001	33155	D0
OTU_1113	4	D0	D001	D001	33155	D0
OTU_1114	2	D0	D001	D001	33155	D0
OTU_1116	12	D0	D001	D001	33155	D0
OTU_1119	1	D0	D001	D001	33155	D0
OTU_112	4	D0	D001	D001	33155	D0
OTU_1120	8	D0	D001	D001	33155	D0
OTU_1127	9	D0	D001	D001	33155	D0
OTU_1128	10	D0	D001	D001	33155	D0
OTU_1129	6	D0	D001	D001	33155	D0
OTU_1130	4	D0	D001	D001	33155	D0
OTU_1133	4	D0	D001	D001	33155	D0
OTU_1134	3	D0	D001	D001	33155	D0
OTU_1136	6	D0	D001	D001	33155	D0
OTU_1138	7	D0	D001	D001	33155	D0
OTU_1139	7	D0	D001	D001	33155	D0
OTU_1144	1	D0	D001	D001	33155	D0
OTU_1145	8	D0	D001	D001	33155	D0
OTU_1146	1	D0	D001	D001	33155	D0
OTU_1147	1	D0	D001	D001	33155	D0
OTU_115	2	D0	D001	D001	33155	D0
OTU_1151	1	D0	D001	D001	33155	D0
OTU_1152	1	D0	D001	D001	33155	D0
OTU_1153	9	D0	D001	D001	33155	D0
OTU_1154	6	D0	D001	D001	33155	D0
OTU_1155	6	D0	D001	D001	33155	D0
OTU_1156	6	D0	D001	D001	33155	D0
OTU_1161	7	D0	D001	D001	33155	D0
OTU_1162	4	D0	D001	D001	33155	D0
OTU_1163	3	D0	D001	D001	33155	D0
OTU_1164	8	D0	D001	D001	33155	D0
OTU_1168	3	D0	D001	D001	33155	D0
OTU_1169	2	D0	D001	D001	33155	D0
OTU_1170	4	D0	D001	D001	33155	D0
OTU_1171	1	D0	D001	D001	33155	D0
OTU_1172	3	D0	D001	D001	33155	D0
OTU_1178	5	D0	D001	D001	33155	D0
OTU_1179	2	D0	D001	D001	33155	D0
OTU_118	1	D0	D001	D001	33155	D0
OTU_1183	3	D0	D001	D001	33155	D0
OTU_1184	1	D0	D001	D001	33155	D0
OTU_1186	10	D0	D001	D001	33155	D0
OTU_1187	1	D0	D001	D001	33155	D0
OTU_1188	3	D0	D001	D001	33155	D0
OTU_119	1	D0	D001	D001	33155	D0
OTU_1197	18	D0	D001	D001	33155	D0
OTU_12	1	D0	D001	D001	33155	D0
OTU_120	4	D0	D001	D001	33155	D0
OTU_1203	1	D0	D001	D001	33155	D0
OTU_1204	5	D0	D001	D001	33155	D0
OTU_1206	3	D0	D001	D001	33155	D0
OTU_1207	3	D0	D001	D001	33155	D0
OTU_1208	2	D0	D001	D001	33155	D0
OTU_121	1	D0	D001	D001	33155	D0
OTU_1216	1	D0	D001	D001	33155	D0
OTU_1217	1	D0	D001	D001	33155	D0
OTU_1218	4	D0	D001	D001	33155	D0
OTU_1219	5	D0	D001	D001	33155	D0
OTU_122	1	D0	D001	D001	33155	D0
OTU_1221	1	D0	D001	D001	33155	D0
OTU_1224	7	D0	D001	D001	33155	D0
OTU_1228	2	D0	D001	D001	33155	D0
OTU_1229	2	D0	D001	D001	33155	D0
OTU_1232	2	D0	D001	D001	33155	D0
OTU_1233	2	D0	D001	D001	33155	D0
OTU_1239	9	D0	D001	D001	33155	D0
OTU_1240	10	D0	D001	D001	33155	D0
OTU_1241	1	D0	D001	D001	33155	D0
OTU_1242	1	D0	D001	D001	33155	D0
OTU_1247	2	D0	D001	D001	33155	D0
OTU_1249	1	D0	D001	D001	33155	D0
OTU_1250	2	D0	D001	D001	33155	D0
OTU_1254	3	D0	D001	D001	33155	D0
OTU_1256	1	D0	D001	D001	33155	D0
OTU_126	2	D0	D001	D001	33155	D0
OTU_1266	1	D0	D001	D001	33155	D0
OTU_1267	18	D0	D001	D001	33155	D0
OTU_127	1	D0	D001	D001	33155	D0
OTU_1270	2	D0	D001	D001	33155	D0
OTU_1271	2	D0	D001	D001	33155	D0
OTU_1272	5	D0	D001	D001	33155	D0
OTU_1273	4	D0	D001	D001	33155	D0
OTU_1274	4	D0	D001	D001	33155	D0
OTU_1275	8	D0	D001	D001	33155	D0
OTU_1276	4	D0	D001	D001	33155	D0
OTU_1277	1	D0	D001	D001	33155	D0
OTU_1279	5	D0	D001	D001	33155	D0
OTU_1286	1	D0	D001	D001	33155	D0
OTU_129	12	D0	D001	D001	33155	D0
OTU_1291	1	D0	D001	D001	33155	D0
OTU_1292	1	D0	D001	D001	33155	D0
OTU_1296	1	D0	D001	D001	33155	D0
OTU_13	1	D0	D001	D001	33155	D0
OTU_130	1	D0	D001	D001	33155	D0
OTU_1303	2	D0	D001	D001	33155	D0
OTU_131	123	D0	D001	D001	33155	D0
OTU_1310	2	D0	D001	D001	33155	D0
OTU_132	23	D0	D001	D001	33155	D0
OTU_1322	5	D0	D001	D001	33155	D0
OTU_1323	2	D0	D001	D001	33155	D0
OTU_1324	1	D0	D001	D001	33155	D0
OTU_1325	2	D0	D001	D001	33155	D0
OTU_1326	2	D0	D001	D001	33155	D0
OTU_1327	2	D0	D001	D001	33155	D0
OTU_1328	1	D0	D001	D001	33155	D0
OTU_1329	3	D0	D001	D001	33155	D0
OTU_133	1	D0	D001	D001	33155	D0
OTU_1330	1	D0	D001	D001	33155	D0
OTU_1331	1	D0	D001	D001	33155	D0
OTU_134	11	D0	D001	D001	33155	D0
OTU_1341	2	D0	D001	D001	33155	D0
OTU_1345	2	D0	D001	D001	33155	D0
OTU_1346	2	D0	D001	D001	33155	D0
OTU_136	90	D0	D001	D001	33155	D0
OTU_1364	1	D0	D001	D001	33155	D0
OTU_1365	1	D0	D001	D001	33155	D0
OTU_137	87	D0	D001	D001	33155	D0
OTU_138	33	D0	D001	D001	33155	D0
OTU_1380	1	D0	D001	D001	33155	D0
OTU_1381	3	D0	D001	D001	33155	D0
OTU_1382	2	D0	D001	D001	33155	D0
OTU_1383	8	D0	D001	D001	33155	D0
OTU_1384	1	D0	D001	D001	33155	D0
OTU_1385	5	D0	D001	D001	33155	D0
OTU_1386	2	D0	D001	D001	33155	D0
OTU_1387	4	D0	D001	D001	33155	D0
OTU_1388	3	D0	D001	D001	33155	D0
OTU_1389	3	D0	D001	D001	33155	D0
OTU_139	20	D0	D001	D001	33155	D0
OTU_1390	2	D0	D001	D001	33155	D0
OTU_1391	3	D0	D001	D001	33155	D0
OTU_1392	2	D0	D001	D001	33155	D0
OTU_1394	1	D0	D001	D001	33155	D0
OTU_1395	1	D0	D001	D001	33155	D0
OTU_1398	3	D0	D001	D001	33155	D0
OTU_140	1	D0	D001	D001	33155	D0
OTU_1400	2	D0	D001	D001	33155	D0
OTU_1401	1	D0	D001	D001	33155	D0
OTU_1402	1	D0	D001	D001	33155	D0
OTU_1404	6	D0	D001	D001	33155	D0
OTU_1407	3	D0	D001	D001	33155	D0
OTU_1408	1	D0	D001	D001	33155	D0
OTU_1409	3	D0	D001	D001	33155	D0
OTU_141	10	D0	D001	D001	33155	D0
OTU_1410	2	D0	D001	D001	33155	D0
OTU_1418	2	D0	D001	D001	33155	D0
OTU_1420	2	D0	D001	D001	33155	D0
OTU_1423	1	D0	D001	D001	33155	D0
OTU_1425	1	D0	D001	D001	33155	D0
OTU_1426	2	D0	D001	D001	33155	D0
OTU_1427	1	D0	D001	D001	33155	D0
OTU_143	23	D0	D001	D001	33155	D0
OTU_1436	1	D0	D001	D001	33155	D0
OTU_144	2	D0	D001	D001	33155	D0
OTU_1442	1	D0	D001	D001	33155	D0
OTU_1444	1	D0	D001	D001	33155	D0
OTU_1448	1	D0	D001	D001	33155	D0
OTU_145	43	D0	D001	D001	33155	D0
OTU_1450	1	D0	D001	D001	33155	D0
OTU_1453	1	D0	D001	D001	33155	D0
OTU_1458	1	D0	D001	D001	33155	D0
OTU_146	2	D0	D001	D001	33155	D0
OTU_1464	1	D0	D001	D001	33155	D0
OTU_1468	2	D0	D001	D001	33155	D0
OTU_147	32	D0	D001	D001	33155	D0
OTU_1475	1	D0	D001	D001	33155	D0
OTU_1477	4	D0	D001	D001	33155	D0
OTU_1478	1	D0	D001	D001	33155	D0
OTU_148	42	D0	D001	D001	33155	D0
OTU_1494	1	D0	D001	D001	33155	D0
OTU_1497	2	D0	D001	D001	33155	D0
OTU_15	75	D0	D001	D001	33155	D0
OTU_150	9	D0	D001	D001	33155	D0
OTU_1506	1	D0	D001	D001	33155	D0
OTU_1509	2	D0	D001	D001	33155	D0
OTU_1512	3	D0	D001	D001	33155	D0
OTU_1513	2	D0	D001	D001	33155	D0
OTU_1514	5	D0	D001	D001	33155	D0
OTU_1515	3	D0	D001	D001	33155	D0
OTU_1516	3	D0	D001	D001	33155	D0
OTU_1517	1	D0	D001	D001	33155	D0
OTU_1518	4	D0	D001	D001	33155	D0
OTU_1519	2	D0	D001	D001	33155	D0
OTU_152	4	D0	D001	D001	33155	D0
OTU_1520	2	D0	D001	D001	33155	D0
OTU_1521	3	D0	D001	D001	33155	D0
OTU_1522	3	D0	D001	D001	33155	D0
OTU_1523	4	D0	D001	D001	33155	D0
OTU_1524	3	D0	D001	D001	33155	D0
OTU_1525	4	D0	D001	D001	33155	D0
OTU_1526	2	D0	D001	D001	33155	D0
OTU_1527	1	D0	D001	D001	33155	D0
OTU_1528	3	D0	D001	D001	33155	D0
OTU_1529	4	D0	D001	D001	33155	D0
OTU_153	2	D0	D001	D001	33155	D0
OTU_1530	1	D0	D001	D001	33155	D0
OTU_1531	22	D0	D001	D001	33155	D0
OTU_1532	2	D0	D001	D001	33155	D0
OTU_1533	1	D0	D001	D001	33155	D0
OTU_1534	1	D0	D001	D001	33155	D0
OTU_1535	1	D0	D001	D001	33155	D0
OTU_1537	1	D0	D001	D001	33155	D0
OTU_1538	4	D0	D001	D001	33155	D0
OTU_154	37	D0	D001	D001	33155	D0
OTU_1540	3	D0	D001	D001	33155	D0
OTU_1541	1	D0	D001	D001	33155	D0
OTU_1542	1	D0	D001	D001	33155	D0
OTU_1545	1	D0	D001	D001	33155	D0
OTU_1547	1	D0	D001	D001	33155	D0
OTU_1549	3	D0	D001	D001	33155	D0
OTU_155	16	D0	D001	D001	33155	D0
OTU_1551	1	D0	D001	D001	33155	D0
OTU_1552	2	D0	D001	D001	33155	D0
OTU_1555	5	D0	D001	D001	33155	D0
OTU_156	328	D0	D001	D001	33155	D0
OTU_1566	1	D0	D001	D001	33155	D0
OTU_1567	2	D0	D001	D001	33155	D0
OTU_1568	1	D0	D001	D001	33155	D0
OTU_1569	2	D0	D001	D001	33155	D0
OTU_157	7	D0	D001	D001	33155	D0
OTU_1572	1	D0	D001	D001	33155	D0
OTU_1575	1	D0	D001	D001	33155	D0
OTU_1576	1	D0	D001	D001	33155	D0
OTU_1578	3	D0	D001	D001	33155	D0
OTU_159	13	D0	D001	D001	33155	D0
OTU_1595	1	D0	D001	D001	33155	D0
OTU_1598	1	D0	D001	D001	33155	D0
OTU_16	16	D0	D001	D001	33155	D0
OTU_160	18	D0	D001	D001	33155	D0
OTU_1604	3	D0	D001	D001	33155	D0
OTU_1607	1	D0	D001	D001	33155	D0
OTU_1608	1	D0	D001	D001	33155	D0
OTU_161	4	D0	D001	D001	33155	D0
OTU_162	28	D0	D001	D001	33155	D0
OTU_1623	1	D0	D001	D001	33155	D0
OTU_1627	1	D0	D001	D001	33155	D0
OTU_1648	1	D0	D001	D001	33155	D0
OTU_165	1	D0	D001	D001	33155	D0
OTU_1652	2	D0	D001	D001	33155	D0
OTU_166	8	D0	D001	D001	33155	D0
OTU_1663	1	D0	D001	D001	33155	D0
OTU_1664	1	D0	D001	D001	33155	D0
OTU_1665	2	D0	D001	D001	33155	D0
OTU_1666	1	D0	D001	D001	33155	D0
OTU_1668	1	D0	D001	D001	33155	D0
OTU_167	6	D0	D001	D001	33155	D0
OTU_1670	1	D0	D001	D001	33155	D0
OTU_1674	2	D0	D001	D001	33155	D0
OTU_168	16	D0	D001	D001	33155	D0
OTU_1683	1	D0	D001	D001	33155	D0
OTU_1685	2	D0	D001	D001	33155	D0
OTU_169	10	D0	D001	D001	33155	D0
OTU_1690	1	D0	D001	D001	33155	D0
OTU_1691	1	D0	D001	D001	33155	D0
OTU_1696	3	D0	D001	D001	33155	D0
OTU_1698	1	D0	D001	D001	33155	D0
OTU_17	33	D0	D001	D001	33155	D0
OTU_170	9	D0	D001	D001	33155	D0
OTU_1700	2	D0	D001	D001	33155	D0
OTU_1701	1	D0	D001	D001	33155	D0
OTU_171	2	D0	D001	D001	33155	D0
OTU_1713	1	D0	D001	D001	33155	D0
OTU_1714	3	D0	D001	D001	33155	D0
OTU_1716	23	D0	D001	D001	33155	D0
OTU_1717	1	D0	D001	D001	33155	D0
OTU_172	13	D0	D001	D001	33155	D0
OTU_1720	2	D0	D001	D001	33155	D0
OTU_1724	1	D0	D001	D001	33155	D0
OTU_1728	1	D0	D001	D001	33155	D0
OTU_173	9	D0	D001	D001	33155	D0
OTU_1735	2	D0	D001	D001	33155	D0
OTU_174	6	D0	D001	D001	33155	D0
OTU_1748	1	D0	D001	D001	33155	D0
OTU_175	1	D0	D001	D001	33155	D0
OTU_1752	1	D0	D001	D001	33155	D0
OTU_1754	3	D0	D001	D001	33155	D0
OTU_176	2	D0	D001	D001	33155	D0
OTU_1769	1	D0	D001	D001	33155	D0
OTU_177	5	D0	D001	D001	33155	D0
OTU_1785	2	D0	D001	D001	33155	D0
OTU_1789	42	D0	D001	D001	33155	D0
OTU_179	1	D0	D001	D001	33155	D0
OTU_1793	3	D0	D001	D001	33155	D0
OTU_1798	2	D0	D001	D001	33155	D0
OTU_18	21	D0	D001	D001	33155	D0
OTU_1802	2	D0	D001	D001	33155	D0
OTU_1803	2	D0	D001	D001	33155	D0
OTU_1808	2	D0	D001	D001	33155	D0
OTU_1809	6	D0	D001	D001	33155	D0
OTU_1810	2	D0	D001	D001	33155	D0
OTU_1811	1	D0	D001	D001	33155	D0
OTU_1812	1	D0	D001	D001	33155	D0
OTU_1814	12	D0	D001	D001	33155	D0
OTU_1815	7	D0	D001	D001	33155	D0
OTU_182	7	D0	D001	D001	33155	D0
OTU_1822	1	D0	D001	D001	33155	D0
OTU_1827	3	D0	D001	D001	33155	D0
OTU_183	4	D0	D001	D001	33155	D0
OTU_184	2	D0	D001	D001	33155	D0
OTU_1848	3	D0	D001	D001	33155	D0
OTU_185	4	D0	D001	D001	33155	D0
OTU_1851	1	D0	D001	D001	33155	D0
OTU_1852	4	D0	D001	D001	33155	D0
OTU_186	4	D0	D001	D001	33155	D0
OTU_1867	7	D0	D001	D001	33155	D0
OTU_1868	1	D0	D001	D001	33155	D0
OTU_187	4	D0	D001	D001	33155	D0
OTU_1879	1	D0	D001	D001	33155	D0
OTU_188	1	D0	D001	D001	33155	D0
OTU_1880	1	D0	D001	D001	33155	D0
OTU_1884	1	D0	D001	D001	33155	D0
OTU_19	16	D0	D001	D001	33155	D0
OTU_1911	9	D0	D001	D001	33155	D0
OTU_1912	22	D0	D001	D001	33155	D0
OTU_1913	6	D0	D001	D001	33155	D0
OTU_1914	1	D0	D001	D001	33155	D0
OTU_1917	6	D0	D001	D001	33155	D0
OTU_1918	2	D0	D001	D001	33155	D0
OTU_1921	1	D0	D001	D001	33155	D0
OTU_1927	6	D0	D001	D001	33155	D0
OTU_1928	2	D0	D001	D001	33155	D0
OTU_193	4	D0	D001	D001	33155	D0
OTU_1930	1	D0	D001	D001	33155	D0
OTU_1931	3	D0	D001	D001	33155	D0
OTU_1932	13	D0	D001	D001	33155	D0
OTU_1933	3	D0	D001	D001	33155	D0
OTU_1934	1	D0	D001	D001	33155	D0
OTU_1935	148	D0	D001	D001	33155	D0
OTU_1936	3	D0	D001	D001	33155	D0
OTU_1937	4	D0	D001	D001	33155	D0
OTU_1938	1	D0	D001	D001	33155	D0
OTU_194	8	D0	D001	D001	33155	D0
OTU_1940	6	D0	D001	D001	33155	D0
OTU_1941	4	D0	D001	D001	33155	D0
OTU_1943	11	D0	D001	D001	33155	D0
OTU_1944	3	D0	D001	D001	33155	D0
OTU_1945	4	D0	D001	D001	33155	D0
OTU_1947	2	D0	D001	D001	33155	D0
OTU_1948	1	D0	D001	D001	33155	D0
OTU_195	3	D0	D001	D001	33155	D0
OTU_1950	3	D0	D001	D001	33155	D0
OTU_1952	10	D0	D001	D001	33155	D0
OTU_1953	16	D0	D001	D001	33155	D0
OTU_1954	1	D0	D001	D001	33155	D0
OTU_1955	3	D0	D001	D001	33155	D0
OTU_1956	8	D0	D001	D001	33155	D0
OTU_1957	2	D0	D001	D001	33155	D0
OTU_1958	1	D0	D001	D001	33155	D0
OTU_196	1	D0	D001	D001	33155	D0
OTU_1960	100	D0	D001	D001	33155	D0
OTU_1961	3	D0	D001	D001	33155	D0
OTU_1962	17	D0	D001	D001	33155	D0
OTU_1963	16	D0	D001	D001	33155	D0
OTU_1964	17	D0	D001	D001	33155	D0
OTU_1965	10	D0	D001	D001	33155	D0
OTU_1966	6	D0	D001	D001	33155	D0
OTU_1967	7	D0	D001	D001	33155	D0
OTU_1968	15	D0	D001	D001	33155	D0
OTU_1969	13	D0	D001	D001	33155	D0
OTU_197	1	D0	D001	D001	33155	D0
OTU_1970	7	D0	D001	D001	33155	D0
OTU_1971	7	D0	D001	D001	33155	D0
OTU_1972	6	D0	D001	D001	33155	D0
OTU_1973	9	D0	D001	D001	33155	D0
OTU_1974	7	D0	D001	D001	33155	D0
OTU_1975	6	D0	D001	D001	33155	D0
OTU_1976	2	D0	D001	D001	33155	D0
OTU_1977	7	D0	D001	D001	33155	D0
OTU_1979	9	D0	D001	D001	33155	D0
OTU_198	1	D0	D001	D001	33155	D0
OTU_1980	5	D0	D001	D001	33155	D0
OTU_1981	6	D0	D001	D001	33155	D0
OTU_1982	5	D0	D001	D001	33155	D0
OTU_1984	1	D0	D001	D001	33155	D0
OTU_1985	1	D0	D001	D001	33155	D0
OTU_1986	4	D0	D001	D001	33155	D0
OTU_1987	1	D0	D001	D001	33155	D0
OTU_1988	3	D0	D001	D001	33155	D0
OTU_1989	3	D0	D001	D001	33155	D0
OTU_199	4	D0	D001	D001	33155	D0
OTU_1990	3	D0	D001	D001	33155	D0
OTU_1991	6	D0	D001	D001	33155	D0
OTU_1992	1	D0	D001	D001	33155	D0
OTU_1993	4	D0	D001	D001	33155	D0
OTU_1994	6	D0	D001	D001	33155	D0
OTU_1997	1	D0	D001	D001	33155	D0
OTU_1998	5	D0	D001	D001	33155	D0
OTU_1999	1	D0	D001	D001	33155	D0
OTU_2	8	D0	D001	D001	33155	D0
OTU_20	6	D0	D001	D001	33155	D0
OTU_200	9	D0	D001	D001	33155	D0
OTU_2000	5	D0	D001	D001	33155	D0
OTU_2002	4	D0	D001	D001	33155	D0
OTU_2003	2	D0	D001	D001	33155	D0
OTU_2004	1	D0	D001	D001	33155	D0
OTU_2005	6	D0	D001	D001	33155	D0
OTU_2006	1	D0	D001	D001	33155	D0
OTU_2007	1	D0	D001	D001	33155	D0
OTU_2008	1	D0	D001	D001	33155	D0
OTU_2009	1	D0	D001	D001	33155	D0
OTU_201	2	D0	D001	D001	33155	D0
OTU_2010	3	D0	D001	D001	33155	D0
OTU_2012	1	D0	D001	D001	33155	D0
OTU_2013	1	D0	D001	D001	33155	D0
OTU_2014	2473	D0	D001	D001	33155	D0
OTU_2016	26	D0	D001	D001	33155	D0
OTU_202	5	D0	D001	D001	33155	D0
OTU_2020	31	D0	D001	D001	33155	D0
OTU_2029	7	D0	D001	D001	33155	D0
OTU_203	2	D0	D001	D001	33155	D0
OTU_2031	3	D0	D001	D001	33155	D0
OTU_2034	1	D0	D001	D001	33155	D0
OTU_2035	4	D0	D001	D001	33155	D0
OTU_2037	1	D0	D001	D001	33155	D0
OTU_2038	6	D0	D001	D001	33155	D0
OTU_204	9	D0	D001	D001	33155	D0
OTU_2040	1	D0	D001	D001	33155	D0
OTU_2041	4	D0	D001	D001	33155	D0
OTU_2042	161	D0	D001	D001	33155	D0
OTU_2045	30	D0	D001	D001	33155	D0
OTU_2049	1	D0	D001	D001	33155	D0
OTU_205	7	D0	D001	D001	33155	D0
OTU_2053	1	D0	D001	D001	33155	D0
OTU_2056	244	D0	D001	D001	33155	D0
OTU_2057	19	D0	D001	D001	33155	D0
OTU_2063	8	D0	D001	D001	33155	D0
OTU_2068	1	D0	D001	D001	33155	D0
OTU_2069	2	D0	D001	D001	33155	D0
OTU_207	1	D0	D001	D001	33155	D0
OTU_2070	1	D0	D001	D001	33155	D0
OTU_2071	1	D0	D001	D001	33155	D0
OTU_2072	2	D0	D001	D001	33155	D0
OTU_2076	3	D0	D001	D001	33155	D0
OTU_2079	3	D0	D001	D001	33155	D0
OTU_2080	1	D0	D001	D001	33155	D0
OTU_2085	1	D0	D001	D001	33155	D0
OTU_2087	1	D0	D001	D001	33155	D0
OTU_2089	2	D0	D001	D001	33155	D0
OTU_21	16	D0	D001	D001	33155	D0
OTU_2101	3	D0	D001	D001	33155	D0
OTU_2102	40	D0	D001	D001	33155	D0
OTU_2103	24	D0	D001	D001	33155	D0
OTU_2104	55	D0	D001	D001	33155	D0
OTU_2105	107	D0	D001	D001	33155	D0
OTU_2106	41	D0	D001	D001	33155	D0
OTU_2107	14	D0	D001	D001	33155	D0
OTU_2108	8	D0	D001	D001	33155	D0
OTU_2109	74	D0	D001	D001	33155	D0
OTU_211	2	D0	D001	D001	33155	D0
OTU_2110	115	D0	D001	D001	33155	D0
OTU_2111	9	D0	D001	D001	33155	D0
OTU_2112	25	D0	D001	D001	33155	D0
OTU_2113	42	D0	D001	D001	33155	D0
OTU_2114	19	D0	D001	D001	33155	D0
OTU_2115	48	D0	D001	D001	33155	D0
OTU_2117	17	D0	D001	D001	33155	D0
OTU_2119	10	D0	D001	D001	33155	D0
OTU_212	1	D0	D001	D001	33155	D0
OTU_2120	3	D0	D001	D001	33155	D0
OTU_2121	5	D0	D001	D001	33155	D0
OTU_2122	31	D0	D001	D001	33155	D0
OTU_2123	1	D0	D001	D001	33155	D0
OTU_2124	18	D0	D001	D001	33155	D0
OTU_2125	16	D0	D001	D001	33155	D0
OTU_2126	1	D0	D001	D001	33155	D0
OTU_2127	3	D0	D001	D001	33155	D0
OTU_2129	7	D0	D001	D001	33155	D0
OTU_2131	8	D0	D001	D001	33155	D0
OTU_2133	12	D0	D001	D001	33155	D0
OTU_2135	9	D0	D001	D001	33155	D0
OTU_2137	3	D0	D001	D001	33155	D0
OTU_2138	9	D0	D001	D001	33155	D0
OTU_2139	15	D0	D001	D001	33155	D0
OTU_2140	10	D0	D001	D001	33155	D0
OTU_2141	1	D0	D001	D001	33155	D0
OTU_2144	9	D0	D001	D001	33155	D0
OTU_2145	7	D0	D001	D001	33155	D0
OTU_2146	3	D0	D001	D001	33155	D0
OTU_2147	1	D0	D001	D001	33155	D0
OTU_2148	3	D0	D001	D001	33155	D0
OTU_2149	5	D0	D001	D001	33155	D0
OTU_2150	4	D0	D001	D001	33155	D0
OTU_2152	8	D0	D001	D001	33155	D0
OTU_2155	11	D0	D001	D001	33155	D0
OTU_2156	4	D0	D001	D001	33155	D0
OTU_2157	7	D0	D001	D001	33155	D0
OTU_2158	2	D0	D001	D001	33155	D0
OTU_2159	5	D0	D001	D001	33155	D0
OTU_216	2	D0	D001	D001	33155	D0
OTU_2161	3	D0	D001	D001	33155	D0
OTU_2162	2	D0	D001	D001	33155	D0
OTU_2164	2	D0	D001	D001	33155	D0
OTU_2165	12	D0	D001	D001	33155	D0
OTU_2166	5	D0	D001	D001	33155	D0
OTU_2167	2	D0	D001	D001	33155	D0
OTU_2168	3	D0	D001	D001	33155	D0
OTU_2169	1	D0	D001	D001	33155	D0
OTU_217	2	D0	D001	D001	33155	D0
OTU_2170	3	D0	D001	D001	33155	D0
OTU_2171	9	D0	D001	D001	33155	D0
OTU_2172	2	D0	D001	D001	33155	D0
OTU_2173	3	D0	D001	D001	33155	D0
OTU_2175	4	D0	D001	D001	33155	D0
OTU_2176	1	D0	D001	D001	33155	D0
OTU_218	7	D0	D001	D001	33155	D0
OTU_2181	1	D0	D001	D001	33155	D0
OTU_2184	2	D0	D001	D001	33155	D0
OTU_2185	3	D0	D001	D001	33155	D0
OTU_2186	1	D0	D001	D001	33155	D0
OTU_2187	5	D0	D001	D001	33155	D0
OTU_2188	1	D0	D001	D001	33155	D0
OTU_2189	2	D0	D001	D001	33155	D0
OTU_219	2	D0	D001	D001	33155	D0
OTU_2190	2	D0	D001	D001	33155	D0
OTU_2192	1	D0	D001	D001	33155	D0
