Group	OTU	fV	fM	fN	rChisqX	rChisqP	rKsD	rKsP
D0	OTU_3328	6.21978021978022	6.71428571428571	14	12.0425531914894	0.524157612009047	0.255574142104975	0.319861670494364
D0	OTU_3329	0.401098901098901	1.35714285714286	13	3.8421052631579	0.992757878883665	0.285023723400241	0.205436280555738
D0	OTU_333	0.181318681318681	0.214285714285714	3	11	0.610817620080709	0.478315205543453	0.00330326129320446
D0	OTU_3330	55.9615384615385	20.5	14	35.4878048780488	0.000712193456697972	0.164691251094885	0.842107316367175
D0	OTU_3331	1.36263736263736	2.14285714285714	13	8.26666666666667	0.825803818609214	0.1915582565646	0.683208782102271
D0	OTU_3332	1.14835164835165	2.07142857142857	14	7.20689655172414	0.891176695977144	0.24085764348818	0.391069843608886
D0	OTU_3333	0.21978021978022	0.285714285714286	4	10	0.693934367980749	0.443172413153085	0.0081796743008038
D0	OTU_3334	2.98901098901099	2.28571428571429	12	17	0.19930407456556	0.200033590869444	0.62976488281142
D0	OTU_3335	1.32417582417582	3.64285714285714	14	4.72549019607843	0.980749434146897	0.354657647550779	0.0590851343241007
D0	OTU_3336	3.03296703296703	8.57142857142857	14	4.6	0.982976750193571	0.414302506630244	0.0163593244291873
D0	OTU_3337	2.46153846153846	4	14	8	0.843600275244825	0.238060489902658	0.405643617999309
D0	OTU_3338	4.88461538461539	3.5	12	18.1428571428571	0.152170207875559	0.17990656570534	0.755342660821943
D0	OTU_3339	0.21978021978022	0.285714285714286	4	10	0.693934367980749	0.443172413153085	0.0081796743008038
D0	OTU_3341	0.681318681318681	1.28571428571429	11	6.88888888888889	0.907786328390002	0.306579385288195	0.143851876075698
D0	OTU_3344	0.181318681318681	0.214285714285714	3	11	0.610817620080709	0.478315205543453	0.00330326129320446
D0	OTU_3345	0.373626373626374	0.714285714285714	9	6.8	0.912161925509895	0.322759706737704	0.108188696116281
D0	OTU_3347	0.489010989010989	0.785714285714286	9	8.09090909090909	0.837627651098279	0.263219214040414	0.286593038150941
D0	OTU_3348	1.87362637362637	3.21428571428571	14	7.57777777777778	0.869978824527876	0.169634069861825	0.815265129421768
D0	OTU_3349	5.3021978021978	2.92857142857143	10	23.5365853658537	0.0356701815921746	0.183996894172575	0.730361535527923
D0	OTU_3350	0.747252747252747	1.14285714285714	10	8.5	0.809571386497396	0.267865575072676	0.267583661485458
D0	OTU_3351	400.373626373626	120.714285714286	14	43.1171597633136	4.29402071587975e-05	0.303453910665641	0.151730424326484
D0	OTU_3352	0.269230769230769	0.5	7	7	0.902151561226564	0.33238279310202	0.0906871987300122
D0	OTU_3353	0.423076923076923	0.5	6	11	0.610817620080709	0.350394674393264	0.0642723348819746
D0	OTU_3355	0.989010989010989	0.714285714285714	5	18	0.157519462426203	0.406553410314251	0.0195485792951733
D0	OTU_3356	10.3076923076923	9	14	14.8888888888889	0.3143404920816	0.193707730912684	0.669672425180394
D0	OTU_3357	4.33516483516483	3.78571428571429	14	14.8867924528302	0.314473319607992	0.161599473317167	0.858066515708467
D0	OTU_3358	5.47802197802198	2.35714285714286	9	30.2121212121212	0.00438915509408496	0.200200289369013	0.628714523072231
D0	OTU_3359	0.247252747252747	0.357142857142857	5	9	0.772943538763509	0.406553410314251	0.0195485792951733
D0	OTU_3360	3.49450549450549	3.42857142857143	14	13.25	0.428691776784072	0.16563788420096	0.837087411693429
D0	OTU_3361	23.0164835164835	5.64285714285714	13	53.0253164556962	8.94554757493839e-07	0.26758323024304	0.268710459970714
D0	OTU_3362	0.21978021978022	0.285714285714286	4	10	0.693934367980749	0.443172413153085	0.0081796743008038
D0	OTU_3363	0.21978021978022	0.285714285714286	4	10	0.693934367980749	0.443172413153085	0.0081796743008038
D0	OTU_3365	52.5769230769231	15.5	14	44.0967741935484	2.9576108374227e-05	0.11536944160594	0.992262037947578
D0	OTU_3366	14.4175824175824	17.4285714285714	14	10.7540983606557	0.631409023752316	0.289484931461851	0.191250225433396
D0	OTU_3367	5.80769230769231	2.5	10	30.2	0.00440689644342596	0.225038138884722	0.477528978511541
D0	OTU_3368	2.18131868131868	3.78571428571429	14	7.49056603773585	0.875134970644511	0.202634227003473	0.613401197572846
D0	OTU_3369	4.84065934065934	3.07142857142857	13	20.4883720930233	0.0836840594032785	0.329720826285515	0.0952734584476412
D0	OTU_337	0.0714285714285714	0.0714285714285714	1	13	0.447811674319491	0.533937415504288	0.000682772118194341
D0	OTU_3370	1.51648351648352	1.14285714285714	8	17.25	0.188126122933313	0.251881567494255	0.336848183144912
D0	OTU_3371	0.593406593406593	1.14285714285714	11	6.75	0.914571182591375	0.224223625191224	0.482230298114554
D0	OTU_3374	0.950549450549451	1.21428571428571	10	10.1764705882353	0.679443988513906	0.218419105675753	0.516349810363606
D0	OTU_3377	1.47802197802198	1.64285714285714	11	11.695652173913	0.552744344860325	0.224998293056228	0.477758445369851
D0	OTU_3378	5.14285714285714	7.28571428571429	14	9.17647058823529	0.759488684766345	0.214624805970913	0.539184142206367
D0	OTU_3379	1.78571428571429	2.35714285714286	14	9.84848484848485	0.706274883501993	0.319651701218574	0.114405971473825
D0	OTU_3380	7.05494505494505	7.14285714285714	14	12.84	0.460245200718348	0.186356431893104	0.715755201544381
D0	OTU_3381	5.91208791208791	2.28571428571429	9	33.625	0.00137183607926373	0.201520544025103	0.620402165738449
D0	OTU_3382	0.835164835164835	1.28571428571429	12	8.44444444444445	0.813489488268079	0.337008981145886	0.0831568902549737
D0	OTU_3383	0.796703296703297	0.785714285714286	7	13.1818181818182	0.433867697688393	0.310643711973843	0.134103814718566
D0	OTU_3384	0.725274725274725	1.57142857142857	13	6	0.946152959299783	0.248883908234367	0.351075377009602
D0	OTU_3385	1.34065934065934	1.57142857142857	12	11.0909090909091	0.60320198849568	0.260605152747653	0.297680088476738
D0	OTU_3386	1.01648351648352	3.35714285714286	14	3.93617021276596	0.991851589822498	0.209847284176125	0.568437779371078
D0	OTU_3387	14.8791208791209	14.4285714285714	14	13.4059405940594	0.416966999568332	0.17606765587725	0.77828172495941
D0	OTU_3388	9.23076923076923	9	14	13.3333333333333	0.422406281123181	0.123996110191639	0.982482404712562
D0	OTU_3389	1.32417582417582	2.64285714285714	13	6.51351351351351	0.925454584654976	0.264714461780611	0.280385661950156
D0	OTU_3390	1.14285714285714	2.28571428571429	14	6.5	0.926050843293814	0.319651701218574	0.114405971473825
D0	OTU_3391	1.45054945054945	1.28571428571429	9	14.6666666666667	0.328621593466326	0.214275522543376	0.541305026314674
D0	OTU_3392	0.21978021978022	0.285714285714286	4	10	0.693934367980749	0.443172413153085	0.0081796743008038
D0	OTU_3394	0.21978021978022	0.714285714285714	10	4	0.991191386441354	0.443172413153085	0.0081796743008038
D0	OTU_3397	0.263736263736264	0.428571428571429	6	8	0.843600275244825	0.369435394201647	0.0437889573347017
D0	OTU_3398	0.181318681318681	0.214285714285714	3	11	0.610817620080709	0.478315205543453	0.00330326129320446
D0	OTU_3399	0.642857142857143	0.785714285714286	8	10.6363636363636	0.641251041882007	0.265017975144195	0.279137576483612
D0	OTU_3400	30.4175824175824	19.4285714285714	14	20.3529411764706	0.0867524510400418	0.224984154367162	0.477839881153466
D0	OTU_3401	10.5549450549451	14.3571428571429	14	9.55721393034826	0.729679363486596	0.16192840419679	0.856401610088534
D0	OTU_3402	0.263736263736264	0.571428571428571	8	6	0.946152959299783	0.369435394201647	0.0437889573347017
D0	OTU_3407	48.8351648351648	22.7142857142857	14	27.9496855345912	0.00919717932142785	0.12655086975093	0.978417452746219
D0	OTU_3409	0.181318681318681	0.214285714285714	3	11	0.610817620080709	0.478315205543453	0.00330326129320446
D0	OTU_3410	0.532967032967033	0.928571428571429	10	7.46153846153846	0.876828097027254	0.253256520406489	0.330453457140998
D0	OTU_3411	5.45054945054945	2.28571428571429	11	31	0.003371618847879	0.351941491891051	0.0623468642723374
D0	OTU_3412	21.4120879120879	6.21428571428571	14	44.7931034482759	2.2657097792727e-05	0.184928543827984	0.724609029339388
D0	OTU_3413	1.05494505494505	1.14285714285714	11	12	0.527643855535093	0.341023648521166	0.0770554775597159
D0	OTU_3414	4.98901098901099	4.71428571428571	14	13.7575757575758	0.391135595582045	0.20717801718844	0.584984298957731
D0	OTU_3415	2.37912087912088	1.07142857142857	5	28.8666666666667	0.00683696872357987	0.399214258113699	0.0230688738445312
D0	OTU_3416	1.63186813186813	2.64285714285714	13	8.02702702702703	0.841835061988846	0.252955620806588	0.331845842969407
D0	OTU_3417	2.22527472527473	2.07142857142857	13	13.9655172413793	0.376276911635313	0.263696267457108	0.28460198370709
D0	OTU_3418	72.4010989010989	27.3571428571429	14	34.4046997389034	0.00104437090629699	0.323403878562764	0.10693568731231
D0	OTU_3419	0.571428571428571	0.428571428571429	4	17.3333333333333	0.18451059960468	0.428910520256627	0.0115872308411546
D0	OTU_342	0.263736263736264	0.571428571428571	8	6	0.946152959299783	0.369435394201647	0.0437889573347017
D0	OTU_3420	1.45054945054945	2.71428571428571	14	6.94736842105263	0.904843447570253	0.294861298763108	0.175180992102961
D0	OTU_3421	0.950549450549451	1.21428571428571	11	10.1764705882353	0.679443988513906	0.301267952783575	0.157443577352193
D0	OTU_3429	0.879120879120879	1.57142857142857	13	7.27272727272727	0.887555048946951	0.300315270295942	0.159986645458947
D0	OTU_3430	23.7197802197802	18.7857142857143	14	16.4144486692015	0.227472022071223	0.144903843846692	0.930452157228744
D0	OTU_3432	0.21978021978022	0.285714285714286	4	10	0.693934367980749	0.443172413153085	0.0081796743008038
D0	OTU_3434	0.642857142857143	0.785714285714286	8	10.6363636363636	0.641251041882007	0.265017975144195	0.279137576483612
D0	OTU_3436	6.70879120879121	4.35714285714286	14	20.016393442623	0.0948022422140274	0.1998490404649	0.630927912982108
D0	OTU_3437	0.247252747252747	0.357142857142857	5	9	0.772943538763509	0.406553410314251	0.0195485792951733
D0	OTU_3438	0.181318681318681	0.214285714285714	3	11	0.610817620080709	0.478315205543453	0.00330326129320446
D0	OTU_3439	0.181318681318681	0.214285714285714	3	11	0.610817620080709	0.478315205543453	0.00330326129320446
D0	OTU_344	0.571428571428571	2.42857142857143	14	3.05882352941176	0.99771384723506	0.286053377399484	0.20209220225997
D0	OTU_3440	0.642857142857143	0.785714285714286	8	10.6363636363636	0.641251041882007	0.265017975144195	0.279137576483612
D0	OTU_3441	0.686813186813187	0.928571428571429	9	9.61538461538462	0.725042456469575	0.225883768778687	0.472671882395372
D0	OTU_3442	0.989010989010989	1.28571428571429	11	10	0.693934367980749	0.255914760592565	0.318324842965862
D0	OTU_3443	0.131868131868132	0.142857142857143	2	12	0.527643855535093	0.51013004552799	0.00136942081189584
D0	OTU_3446	5.01648351648352	3.35714285714286	14	19.4255319148936	0.110489341657651	0.277631107163956	0.230706504284384
D0	OTU_3447	0.247252747252747	0.357142857142857	5	9	0.772943538763509	0.406553410314251	0.0195485792951733
D0	OTU_3449	0.708791208791209	0.642857142857143	6	14.3333333333333	0.350794877409848	0.348870188108601	0.0662194833447527
D0	OTU_345	0.131868131868132	0.142857142857143	2	12	0.527643855535093	0.51013004552799	0.00136942081189584
D0	OTU_3452	0.21978021978022	0.285714285714286	4	10	0.693934367980749	0.443172413153085	0.0081796743008038
D0	OTU_346	0.681318681318681	0.714285714285714	7	12.4	0.495147975646825	0.306579385288195	0.143851876075698
D0	OTU_3463	0.181318681318681	0.214285714285714	3	11	0.610817620080709	0.478315205543453	0.00330326129320446
D0	OTU_3464	343.362637362637	124.142857142857	14	35.9562715765247	0.000602689502463638	0.186751501696421	0.713298240479768
D0	OTU_3466	0.901098901098901	1.14285714285714	11	10.25	0.673374331639175	0.345526371317642	0.0706671685684467
D0	OTU_3467	4.48901098901099	1.78571428571429	8	32.68	0.00190284783874144	0.287479661842037	0.197529558663432
D0	OTU_3468	0.686813186813187	0.928571428571429	9	9.61538461538462	0.725042456469575	0.225883768778687	0.472671882395372
D0	OTU_347	0.247252747252747	0.357142857142857	5	9	0.772943538763509	0.406553410314251	0.0195485792951733
D0	OTU_3471	2.53296703296703	1.92857142857143	11	17.0740740740741	0.195939928655465	0.220203396795417	0.50575111830637
D0	OTU_3472	2.4010989010989	1.64285714285714	8	19	0.123103661190318	0.284048490928359	0.208642726365601
D0	OTU_3473	5.47802197802198	6.35714285714286	14	11.2022471910112	0.593879123916502	0.177501275446365	0.769781038762477
D0	OTU_3474	1.23076923076923	13	14	1.23076923076923	0.999986607834415	0.244880350710981	0.370682246581014
D0	OTU_3475	2.98901098901099	11.7142857142857	14	3.31707317073171	0.996527150279803	0.208487539828757	0.576850797140343
D0	OTU_3476	3.3021978021978	4.07142857142857	14	10.5438596491228	0.648970342006553	0.229962920306995	0.449595832584239
D0	OTU_3477	1.56593406593407	2.21428571428571	14	9.19354838709678	0.75817359452123	0.210839810510939	0.562319438695371
D0	OTU_3478	5.03846153846154	2.5	9	26.2	0.0159795444975501	0.224451456456531	0.480913025064211
D0	OTU_3479	2.02747252747253	1.78571428571429	11	14.76	0.322574147132718	0.154473628682358	0.892019522088622
D0	OTU_3480	1.91208791208791	3.28571428571429	13	7.56521739130435	0.870727784265276	0.268695762600204	0.264290417127499
D0	OTU_3481	1.45604395604396	4.07142857142857	14	4.64912280701754	0.982127461109266	0.262112698232886	0.291249581949884
D0	OTU_3482	0.263736263736264	0.428571428571429	6	8	0.843600275244825	0.369435394201647	0.0437889573347017
D0	OTU_3483	0.576923076923077	0.5	5	15	0.307352774644318	0.387678218422796	0.0297448480076788
D0	OTU_3484	0.730769230769231	0.5	4	19	0.123103661190318	0.434977445498844	0.0100056681531884
D0	OTU_349	0.21978021978022	0.285714285714286	4	10	0.693934367980749	0.443172413153085	0.0081796743008038
D0	OTU_35	204.708791208791	110.642857142857	14	24.052291801162	0.030652449249767	0.204090252043828	0.604266745334266
D0	OTU_350	1.53846153846154	4	14	5	0.975193133324013	0.214285714285714	0.54124309837487
D0	OTU_351	0.181318681318681	0.214285714285714	3	11	0.610817620080709	0.478315205543453	0.00330326129320446
D0	OTU_353	2.10989010989011	1.42857142857143	9	19.2	0.1170319876057	0.258878697990483	0.305166794621617
D0	OTU_355	0.923076923076923	1	8	12	0.527643855535093	0.279594897767345	0.223775265931591
D0	OTU_356	0.269230769230769	0.5	7	7	0.902151561226564	0.33238279310202	0.0906871987300122
D0	OTU_358	0.247252747252747	0.357142857142857	5	9	0.772943538763509	0.406553410314251	0.0195485792951733
D0	OTU_359	1.82417582417582	2.14285714285714	13	11.0666666666667	0.605232662837461	0.32783245595489	0.0986429822687763
D0	OTU_360	0.21978021978022	0.285714285714286	4	10	0.693934367980749	0.443172413153085	0.0081796743008038
D0	OTU_362	0.269230769230769	0.5	7	7	0.902151561226564	0.33238279310202	0.0906871987300122
D0	OTU_363	1.01648351648352	0.642857142857143	5	20.5555555555556	0.0821972082007569	0.380997740235757	0.0343443530211441
D0	OTU_364	0.181318681318681	0.214285714285714	3	11	0.610817620080709	0.478315205543453	0.00330326129320446
D0	OTU_365	0.554945054945055	2.64285714285714	14	2.72972972972973	0.998746462554463	0.327037533912196	0.100090792926056
D0	OTU_366	0.131868131868132	0.142857142857143	2	12	0.527643855535093	0.51013004552799	0.00136942081189584
D0	OTU_367	1.56593406593407	2.78571428571429	14	7.30769230769231	0.885606371836409	0.234959321699019	0.422172871080764
D0	OTU_368	0.247252747252747	0.357142857142857	5	9	0.772943538763509	0.406553410314251	0.0195485792951733
D0	OTU_37	2.48901098901099	5.21428571428571	14	6.20547945205479	0.938353621789566	0.207825128567462	0.580961418058203
D0	OTU_371	29.8021978021978	6.57142857142857	9	58.9565217391304	8.06690747477577e-08	0.242799396031672	0.381143728468756
D0	OTU_375	0.884615384615385	0.5	4	23	0.041676284212665	0.416787483889734	0.0154401523390739
D0	OTU_378	0.247252747252747	0.357142857142857	5	9	0.772943538763509	0.406553410314251	0.0195485792951733
D0	OTU_379	0.181318681318681	0.214285714285714	3	11	0.610817620080709	0.478315205543453	0.00330326129320446
D0	OTU_38	6.57142857142857	4.57142857142857	14	18.6875	0.133116028503318	0.211331320377185	0.559297054878163
D0	OTU_387	1.78571428571429	2.35714285714286	13	9.84848484848485	0.706274883501993	0.248223129790002	0.354263922897934
D0	OTU_388	1.65384615384615	3.5	14	6.14285714285714	0.940798702435826	0.365572403605124	0.0474122214893417
D0	OTU_389	0.181318681318681	0.214285714285714	3	11	0.610817620080709	0.478315205543453	0.00330326129320446
D0	OTU_39	0.247252747252747	0.642857142857143	9	5	0.975193133324013	0.406553410314251	0.0195485792951733
D0	OTU_392	3.82417582417582	5.85714285714286	14	8.48780487804878	0.810434234046227	0.185168021461726	0.723127144918916
D0	OTU_394	0.21978021978022	0.285714285714286	4	10	0.693934367980749	0.443172413153085	0.0081796743008038
D0	OTU_396	77.1043956043956	14.7857142857143	14	67.792270531401	2.04107551944763e-09	0.309670226360096	0.136388413808439
D0	OTU_397	0.862637362637363	1.64285714285714	13	6.82608695652174	0.910890029869318	0.255578491874866	0.319842012814237
D0	OTU_398	615.076923076923	157	14	50.9299363057325	2.06311359341031e-06	0.200423849150513	0.627306147091044
D0	OTU_4	7.45604395604396	6.92857142857143	14	13.9896907216495	0.374570410978501	0.224040551848301	0.483290045196117
D0	OTU_400	0.263736263736264	0.428571428571429	6	8	0.843600275244825	0.369435394201647	0.0437889573347017
D0	OTU_401	2.10989010989011	2.42857142857143	14	11.2941176470588	0.586193201859441	0.330307269419054	0.0942467926823441
D0	OTU_403	0.796703296703297	1.21428571428571	11	8.52941176470588	0.807484042671047	0.237720651515075	0.407436075958177
D0	OTU_404	1.05494505494505	1.14285714285714	10	12	0.527643855535093	0.269595077092595	0.260756432828274
D0	OTU_407	33.8021978021978	10.4285714285714	14	42.1369863013699	6.21996883637372e-05	0.304778807529149	0.148349410487488
D0	OTU_408	0.725274725274725	0.571428571428571	5	16.5	0.223180279385276	0.39174105109151	0.0272210482598935
D0	OTU_409	0.571428571428571	0.428571428571429	4	17.3333333333333	0.18451059960468	0.428910520256627	0.0115872308411546
D0	OTU_410	2.24725274725275	1.64285714285714	9	17.7826086956522	0.165949478575515	0.245922101338284	0.365514233647079
D0	OTU_411	204.225274725275	14.9285714285714	14	177.842105263158	4.67495671419347e-31	0.32895846250799	0.0966220424355232
D0	OTU_412	0.21978021978022	0.285714285714286	4	10	0.693934367980749	0.443172413153085	0.0081796743008038
D0	OTU_413	0.181318681318681	0.785714285714286	11	3	0.997934317369548	0.478315205543453	0.00330326129320446
D0	OTU_414	0.131868131868132	0.142857142857143	2	12	0.527643855535093	0.51013004552799	0.00136942081189584
D0	OTU_415	2.46153846153846	1	5	32	0.0024022945469352	0.380917632759801	0.0344030962330621
D0	OTU_417	3.75824175824176	3.71428571428571	14	13.1538461538462	0.43599965891639	0.174973906398083	0.784709214531426
D0	OTU_419	0.923076923076923	1	8	12	0.527643855535093	0.279594897767345	0.223775265931591
D0	OTU_42	1.49450549450549	4.42857142857143	14	4.38709677419355	0.986333773938291	0.179902563880561	0.755366852195347
D0	OTU_420	3.36263736263736	9.14285714285714	14	4.78125	0.979698089355628	0.173905090026132	0.790938555394328
D0	OTU_421	3.03296703296703	1.57142857142857	9	25.0909090909091	0.0224568817866747	0.271445363773101	0.25359457763993
D0	OTU_424	0.747252747252747	0.857142857142857	8	11.3333333333333	0.582915035946844	0.267865575072676	0.267583661485458
D0	OTU_425	0.21978021978022	0.285714285714286	4	10	0.693934367980749	0.443172413153085	0.0081796743008038
D0	OTU_427	0.373626373626374	1.28571428571429	13	3.77777777777778	0.993333653953463	0.322759706737704	0.10818869611628
D0	OTU_428	134.065934065934	12.2857142857143	14	141.860465116279	8.91779433614909e-24	0.318843299052864	0.116070466464357
D0	OTU_429	0.21978021978022	0.285714285714286	4	10	0.693934367980749	0.443172413153085	0.0081796743008038
D0	OTU_43	5.36263736263736	8.14285714285714	14	8.56140350877193	0.805203484788861	0.144360267249427	0.932366185412165
D0	OTU_430	53.4945054945055	10.5714285714286	14	65.7837837837838	4.74832387652084e-09	0.330188723196352	0.0944535789330621
D0	OTU_431	0.181318681318681	0.214285714285714	3	11	0.610817620080709	0.478315205543453	0.00330326129320446
D0	OTU_433	1.41208791208791	1.21428571428571	9	15.1176470588235	0.300066024457926	0.214409472515384	0.540491311977584
D0	OTU_434	2.74725274725275	1.85714285714286	12	19.2307692307692	0.116120596186536	0.268897597682383	0.263494250401556
D0	OTU_437	0.181318681318681	0.214285714285714	3	11	0.610817620080709	0.478315205543453	0.00330326129320446
D0	OTU_44	1.67032967032967	2.85714285714286	14	7.6	0.868648534178304	0.246402477826654	0.363146767147193
D0	OTU_440	0.21978021978022	0.285714285714286	4	10	0.693934367980749	0.443172413153085	0.0081796743008038
D0	OTU_441	0.247252747252747	0.357142857142857	5	9	0.772943538763509	0.406553410314251	0.0195485792951733
D0	OTU_442	0.269230769230769	0.5	7	7	0.902151561226564	0.33238279310202	0.0906871987300122
D0	OTU_443	31.1483516483516	12.0714285714286	14	33.5443786982249	0.00141087545073986	0.218814590707861	0.513992588616415
D0	OTU_444	0.247252747252747	0.357142857142857	5	9	0.772943538763509	0.406553410314251	0.0195485792951733
D0	OTU_445	2.22527472527473	3.07142857142857	14	9.41860465116279	0.740644736271858	0.233185957974095	0.431796240210413
D0	OTU_448	9.75824175824176	4.28571428571429	13	29.6	0.00537592425773481	0.231106460123804	0.443235569678156
D0	OTU_449	0.181318681318681	1.78571428571429	14	1.32	0.999979684988182	0.478315205543453	0.00330326129320446
D0	OTU_45	2.4010989010989	2.35714285714286	14	13.2424242424242	0.429265414345069	0.305427075448497	0.146717296073757
D0	OTU_450	34.1318681318681	15.1428571428571	14	29.3018867924528	0.00592987218002798	0.276123941652734	0.236134843435936
D0	OTU_452	1.36263736263736	1.14285714285714	9	15.5	0.277186262465872	0.262986827993172	0.287566541701274
D0	OTU_453	0.21978021978022	0.285714285714286	4	10	0.693934367980749	0.443172413153085	0.0081796743008038
D0	OTU_456	0.131868131868132	0.142857142857143	2	12	0.527643855535093	0.51013004552799	0.00136942081189584
D0	OTU_457	0.263736263736264	0.571428571428571	8	6	0.946152959299783	0.369435394201647	0.0437889573347017
D0	OTU_46	0.417582417582418	1.42857142857143	13	3.8	0.993138693628082	0.31172803407914	0.131595790331726
D0	OTU_460	0.0714285714285714	0.0714285714285714	1	13	0.447811674319491	0.533937415504288	0.000682772118194341
D0	OTU_461	4.52747252747253	5.71428571428571	14	10.3	0.669237522889862	0.227161231487162	0.465381373678988
D0	OTU_462	1.17032967032967	0.642857142857143	5	23.6666666666667	0.0343382808672134	0.366680647924986	0.0463470888819693
D0	OTU_463	15.8241758241758	9.85714285714286	14	20.8695652173913	0.0755488521079362	0.191026896198915	0.686549280688678
D0	OTU_464	23.456043956044	8.07142857142857	13	37.7787610619469	0.000312462794250207	0.219934930870608	0.507339782560732
D0	OTU_465	15.6098901098901	7.07142857142857	14	28.6969696969697	0.00722517607472633	0.199960930109035	0.630222765513865
D0	OTU_466	5.17032967032967	7.64285714285714	14	8.79439252336449	0.788288748486324	0.25416110753297	0.326291408857463
D0	OTU_469	0.21978021978022	0.285714285714286	4	10	0.693934367980749	0.443172413153085	0.0081796743008038
D0	OTU_47	0.21978021978022	0.285714285714286	4	10	0.693934367980749	0.443172413153085	0.0081796743008038
D0	OTU_470	0.576923076923077	0.5	5	15	0.307352774644318	0.387678218422796	0.0297448480076788
D0	OTU_471	11.3406593406593	13.4285714285714	14	10.9787234042553	0.612600106958077	0.164294344369921	0.844193972583935
D0	OTU_472	0.615384615384615	3	14	2.66666666666667	0.998894025200998	0.357142857142857	0.0562300697480642
D0	OTU_473	2.21978021978022	5.28571428571429	14	5.45945945945946	0.963638897880348	0.255608962483625	0.319704331897745
D0	OTU_474	5.34065934065934	8.42857142857143	14	8.23728813559322	0.827805015689571	0.180313395387695	0.752880570736746
D0	OTU_475	0.269230769230769	0.5	7	7	0.902151561226564	0.33238279310202	0.0906871987300122
D0	OTU_476	0.730769230769231	0.5	4	19	0.123103661190318	0.434977445498844	0.0100056681531884
D0	OTU_478	5.32417582417582	5.64285714285714	14	12.2658227848101	0.505976186327621	0.252583000922385	0.333575591756608
D0	OTU_479	12.3076923076923	10	14	16	0.249129851165868	0.183623300157553	0.732662438309822
D0	OTU_48	0.879120879120879	1.57142857142857	12	7.27272727272727	0.887555048946951	0.247624332515993	0.357169667109755
D0	OTU_480	9.01648351648352	9.35714285714286	14	12.5267175572519	0.484996664489637	0.174353712905375	0.788330262449419
D0	OTU_481	2.11538461538462	4.5	14	6.11111111111111	0.942015377719549	0.294078869511889	0.177451192521604
D0	OTU_482	0.417582417582418	0.571428571428571	7	9.5	0.734220192849642	0.31172803407914	0.131595790331726
D0	OTU_484	1.56593406593407	1.21428571428571	8	16.7647058823529	0.2102848425732	0.262638592346757	0.289029782050537
D0	OTU_485	12.4395604395604	3.85714285714286	12	41.9259259259259	6.73430170192009e-05	0.310292642855922	0.134924103378961
D0	OTU_486	27.4505494505494	13.2857142857143	14	26.8602150537634	0.013000961887423	0.24010489558973	0.394960114658649
D0	OTU_487	1.20879120879121	1.85714285714286	13	8.46153846153846	0.81228738158542	0.305451764380375	0.146655424665665
D0	OTU_488	0.131868131868132	0.142857142857143	2	12	0.527643855535093	0.51013004552799	0.00136942081189584
D0	OTU_49	2.74725274725275	4.85714285714286	14	7.35294117647059	0.883058903196773	0.254749842309335	0.323601854700232
D0	OTU_493	2.68131868131868	2.28571428571429	14	15.25	0.292006887267646	0.28354349848473	0.210318107867713
D0	OTU_494	11.478021978022	6.35714285714286	14	23.4719101123596	0.0363497774524241	0.184834466443157	0.725190827905002
D0	OTU_495	8.13186813186813	2.85714285714286	10	37	0.000414304818988079	0.26098921406258	0.296032399610722
D0	OTU_496	0.642857142857143	2.21428571428571	14	3.7741935483871	0.993364714098188	0.265017975144195	0.279137576483611
D0	OTU_497	7.87362637362637	7.21428571428571	14	14.1881188118812	0.36073042881809	0.183849269699769	0.731271144120003
D0	OTU_498	3.25824175824176	2.78571428571429	14	15.2051282051282	0.294722718138158	0.311179100854547	0.132860656531054
D0	OTU_499	0.181318681318681	0.214285714285714	3	11	0.610817620080709	0.478315205543453	0.00330326129320446
D0	OTU_5	8.86263736263736	9.35714285714286	14	12.3129770992366	0.502161884190666	0.190602353816622	0.689216208815628
D0	OTU_50	0.181318681318681	0.214285714285714	3	11	0.610817620080709	0.478315205543453	0.00330326129320446
D0	OTU_500	0.21978021978022	0.285714285714286	4	10	0.693934367980749	0.443172413153085	0.0081796743008038
D0	OTU_504	1.91758241758242	3.07142857142857	13	8.11627906976744	0.835943196889088	0.265145319747714	0.278615116084646
D0	OTU_505	1.25824175824176	1.21428571428571	8	13.4705882352941	0.412153709489596	0.329608161584745	0.0954717618726081
D0	OTU_506	5.6043956043956	8.28571428571429	14	8.79310344827586	0.788383761426526	0.194079628129274	0.667327500574661
D0	OTU_507	5.91208791208791	3.71428571428571	14	20.6923076923077	0.0792415996093741	0.258388782317499	0.307315120299328
D0	OTU_508	2.53296703296703	2.07142857142857	10	15.8965517241379	0.254761178416887	0.220203396795417	0.505751118306369
D0	OTU_509	1.75824175824176	2.71428571428571	13	8.42105263157895	0.815129440366926	0.156729252897366	0.881728147447697
D0	OTU_51	0.21978021978022	0.714285714285714	10	4	0.991191386441354	0.443172413153085	0.0081796743008038
D0	OTU_510	0.730769230769231	1.5	13	6.33333333333333	0.93317563159434	0.292120302641701	0.183235419438289
D0	OTU_511	0.642857142857143	0.785714285714286	8	10.6363636363636	0.641251041882007	0.265017975144195	0.279137576483612
D0	OTU_513	0.0714285714285714	0.0714285714285714	1	13	0.447811674319491	0.533937415504288	0.000682772118194341
D0	OTU_514	0.840659340659341	0.928571428571429	8	11.7692307692308	0.546651752373562	0.272983329582622	0.247752846293509
